,ATRIP (84126)
ACH-000004,-0.637400785103
ACH-000007,-0.683349227758
ACH-000009,-0.49722460864600004
ACH-000011,-0.6260971352100001
ACH-000012,-0.893738363014
ACH-000013,-0.539287533016
ACH-000014,-0.787533939876
ACH-000015,-0.761816135371
ACH-000017,-0.616997564481
ACH-000018,-0.7353851838680001
ACH-000019,-0.9920166023810001
ACH-000021,-0.8076245668790001
ACH-000022,-0.898999870232
ACH-000025,-0.606538202773
ACH-000028,-0.8177594817209999
ACH-000030,-0.765475383265
ACH-000035,-0.8158006950200001
ACH-000036,-0.8180968617569999
ACH-000037,-0.0226661880296
ACH-000039,-0.6820583653450001
ACH-000040,-0.294623990694
ACH-000041,-0.88491511457
ACH-000042,-1.0285074416700002
ACH-000045,-0.579121578194
ACH-000047,-0.591916222381
ACH-000052,-1.32734766545
ACH-000053,-0.694149341267
ACH-000054,-0.5842352354020001
ACH-000055,-0.855211904303
ACH-000060,-0.778290728285
ACH-000067,-0.716768285691
ACH-000070,-0.646994613188
ACH-000075,-0.932461130539
ACH-000078,-0.5790115094899999
ACH-000082,-0.716015924919
ACH-000085,-0.548998259777
ACH-000086,-0.6025239562470001
ACH-000087,-0.83583931041
ACH-000092,-0.6786077564399999
ACH-000095,-0.537747404571
ACH-000097,-0.609805729667
ACH-000098,-0.628699035112
ACH-000099,-0.526047693622
ACH-000108,-0.9280966425380001
ACH-000113,-0.778955347995
ACH-000115,-0.5299242334040001
ACH-000116,-0.5571279915649999
ACH-000118,-0.68060532612
ACH-000120,-0.803664954506
ACH-000123,-0.7945398050300001
ACH-000127,-0.588942105832
ACH-000128,-0.806499644911
ACH-000132,-0.595320614833
ACH-000133,-0.639091260433
ACH-000137,-0.8197761243880001
ACH-000138,-0.939229195928
ACH-000142,-0.814505484638
ACH-000143,-0.72481808938
ACH-000146,-1.01610367567
ACH-000148,-0.578130949465
ACH-000150,-0.801418630381
ACH-000152,-0.643163414212
ACH-000153,-0.51356556818
ACH-000159,-0.7862557322600001
ACH-000160,-0.6103915310920001
ACH-000163,-0.589880121496
ACH-000167,-1.0060548630700001
ACH-000168,-0.571679159612
ACH-000169,-0.691109071113
ACH-000178,-0.6491102767970001
ACH-000182,-0.727958759023
ACH-000183,-0.646606132244
ACH-000188,-0.764361342605
ACH-000189,-0.7841359709319999
ACH-000190,-0.6421270170719999
ACH-000198,-0.655008869474
ACH-000204,-0.813803385282
ACH-000206,-0.849684337923
ACH-000207,-0.6700418548129999
ACH-000211,-0.794840513774
ACH-000215,-0.6931840545389999
ACH-000221,-0.897992429065
ACH-000222,-0.713609627433
ACH-000223,-0.887606881825
ACH-000226,-0.552721455465
ACH-000227,-0.901638472013
ACH-000228,-1.38364496669
ACH-000231,-0.750963665878
ACH-000232,-0.592738950475
ACH-000233,-0.619930427964
ACH-000234,-0.746750294745
ACH-000235,-0.8154890444509999
ACH-000237,-0.7161715057019999
ACH-000238,-0.835053595837
ACH-000243,-0.7217716281450001
ACH-000244,-0.49127093288999996
ACH-000246,-0.82202051986
ACH-000248,-0.539478570998
ACH-000250,-0.677316615401
ACH-000251,-0.9585538534229999
ACH-000253,-0.6720136683560001
ACH-000255,-0.725975551125
ACH-000256,-0.8352872450669999
ACH-000257,-0.67316558867
ACH-000258,-0.525692394549
ACH-000259,-0.71846358213
ACH-000260,-0.865627578691
ACH-000261,-0.654109623574
ACH-000262,-0.97454401787
ACH-000263,-0.277972110815
ACH-000264,-0.645896943548
ACH-000265,-0.879626288828
ACH-000266,-0.767863315664
ACH-000272,-0.765175665653
ACH-000273,-0.712661082607
ACH-000274,-0.6653207771809999
ACH-000277,-0.532124955285
ACH-000278,-0.653725809882
ACH-000279,-0.893194168965
ACH-000280,-0.6813447061489999
ACH-000281,-0.696760083529
ACH-000288,-0.6412385375399999
ACH-000291,-0.9183820061419999
ACH-000293,-0.801145031306
ACH-000294,-0.583428272504
ACH-000295,-0.785368108391
ACH-000296,-0.7525884118989999
ACH-000302,-0.762737767622
ACH-000304,-1.67912330129
ACH-000307,-0.563466149646
ACH-000308,-0.7195092742720001
ACH-000310,-0.870472824352
ACH-000311,-0.979313466788
ACH-000312,-0.845663032764
ACH-000315,-0.463959386654
ACH-000316,-0.870970219423
ACH-000317,-0.7186437395290001
ACH-000318,-0.801351091232
ACH-000319,-0.8456613191050001
ACH-000320,-0.700676843339
ACH-000322,-0.836018494894
ACH-000323,-0.659821862812
ACH-000324,-0.8504022579800001
ACH-000329,-0.734037004879
ACH-000330,-0.42578954756899995
ACH-000331,-0.8235191196639999
ACH-000332,-0.577821477089
ACH-000334,-0.499203969525
ACH-000335,-0.62146011495
ACH-000336,-0.657594070558
ACH-000337,-0.642693461951
ACH-000339,-0.770119006787
ACH-000341,-0.885353810511
ACH-000348,-0.485726318187
ACH-000350,-0.28001035610999997
ACH-000352,-0.7786305724510001
ACH-000356,-0.960880228972
ACH-000361,-0.796692685602
ACH-000362,-0.61597095319
ACH-000363,-0.7822398678360001
ACH-000364,-0.837247659913
ACH-000365,-0.6548386861300001
ACH-000366,-0.832250296268
ACH-000368,-0.462197198424
ACH-000374,-1.10485664375
ACH-000375,-0.826039037899
ACH-000376,-0.5722730389899999
ACH-000381,-0.780843586421
ACH-000383,-0.657484464603
ACH-000387,-0.592888947177
ACH-000389,-0.936717023916
ACH-000390,-1.0
ACH-000393,-1.1125363597700002
ACH-000395,-0.691902757067
ACH-000397,-0.885168883229
ACH-000401,-0.826312540694
ACH-000402,-0.649301943896
ACH-000403,-0.181745902206
ACH-000404,-0.9601402754359999
ACH-000406,-0.5734861758500001
ACH-000407,-0.636774335405
ACH-000408,-0.930632374986
ACH-000410,-0.643702829313
ACH-000411,-0.889057131863
ACH-000414,-0.788828555002
ACH-000415,-1.05101007102
ACH-000416,-0.497590082653
ACH-000420,-0.611557403131
ACH-000421,-0.8219357918889999
ACH-000424,-0.493766606703
ACH-000425,-0.7060864570379999
ACH-000426,-0.611860403033
ACH-000427,-0.739088733311
ACH-000433,-0.775040233679
ACH-000436,-0.8895401008380001
ACH-000444,-0.803117759905
ACH-000445,-0.640113905435
ACH-000448,-0.7290420193709999
ACH-000450,-0.7411093005930001
ACH-000452,-0.92358933619
ACH-000454,-0.879369609236
ACH-000458,-0.6805490849570001
ACH-000459,-0.75578114753
ACH-000460,-0.73434764786
ACH-000461,-0.44336171895000004
ACH-000463,-0.6697993982379999
ACH-000464,-0.7682420458079999
ACH-000466,-0.47331853369099997
ACH-000467,-0.580259382665
ACH-000468,-0.7115845849269999
ACH-000469,-0.733025892403
ACH-000470,-0.540481513571
ACH-000471,-0.745494262087
ACH-000472,-0.604419237417
ACH-000473,-0.9600015599449999
ACH-000475,-0.5813930245610001
ACH-000476,-0.583306445591
ACH-000477,-0.759928931041
ACH-000480,-0.630511419106
ACH-000481,-1.09620515246
ACH-000483,-0.754390165264
ACH-000484,-0.812131943544
ACH-000485,-0.6777781497650001
ACH-000486,-0.74015946515
ACH-000487,-0.576719602823
ACH-000488,-0.771106432667
ACH-000490,-0.638763348458
ACH-000491,-0.47280799794600004
ACH-000495,-1.0956672028
ACH-000496,-0.694900342585
ACH-000499,-0.728393121259
ACH-000500,-0.704115175676
ACH-000502,-0.955713816452
ACH-000503,-0.687282118779
ACH-000505,-0.653820433598
ACH-000507,-0.90289051674
ACH-000510,-0.507966528162
ACH-000511,-0.599926244995
ACH-000512,-0.2817154952
ACH-000516,-0.861565647105
ACH-000517,-0.35062643148199996
ACH-000518,-0.787652628929
ACH-000520,-0.815984758516
ACH-000521,-0.662812732447
ACH-000522,-0.620836206656
ACH-000524,-0.6516221005030001
ACH-000527,-0.9140312584520001
ACH-000528,-0.813375190905
ACH-000537,-0.9690139664700002
ACH-000541,-0.636073103916
ACH-000542,-0.5397831263449999
ACH-000544,-0.804168595816
ACH-000545,-0.6497172463650001
ACH-000547,-0.966804894375
ACH-000548,-0.859227258865
ACH-000549,-0.9339434141230001
ACH-000550,-0.60937451008
ACH-000552,-0.721145094975
ACH-000556,-0.43923351217
ACH-000557,-0.654582682698
ACH-000570,-0.561621198731
ACH-000571,-0.684539190922
ACH-000573,-0.7223052954610001
ACH-000576,-0.554730056718
ACH-000580,-0.799317363283
ACH-000584,-1.0
ACH-000585,-0.9371497072310001
ACH-000588,-0.47664028377499995
ACH-000589,-0.544376159981
ACH-000591,-0.42822689709399997
ACH-000593,-0.8773768917620001
ACH-000600,-0.966593178048
ACH-000601,-0.814693007441
ACH-000604,-0.157612381071
ACH-000605,-0.634384695541
ACH-000606,-0.848350246457
ACH-000608,-0.597807468361
ACH-000614,-0.643516718736
ACH-000616,-0.729365546829
ACH-000618,-0.70538189672
ACH-000619,-0.613583773204
ACH-000620,-0.911379675274
ACH-000621,-0.761878437563
ACH-000622,-0.717430999962
ACH-000623,-0.42423592901100005
ACH-000624,-1.06429742309
