,CLMN (79789)
ACH-000004,0.337927523528
ACH-000007,0.0450663856328
ACH-000009,0.0440636336941
ACH-000011,0.13928184192600002
ACH-000012,0.0943381278964
ACH-000013,0.1733231236
ACH-000014,0.130222245266
ACH-000015,0.07358258668239999
ACH-000017,0.12995453360200002
ACH-000018,0.251093628596
ACH-000019,0.255521459708
ACH-000021,0.0186013021137
ACH-000022,0.19567852484099998
ACH-000025,0.11931848527000001
ACH-000028,0.14239377643200002
ACH-000030,0.11970874985999999
ACH-000035,0.14992669477099999
ACH-000036,0.157217151083
ACH-000037,0.0962120973126
ACH-000039,-0.0833570588355
ACH-000040,0.248501619899
ACH-000041,0.111950054486
ACH-000042,-0.010205425200200001
ACH-000045,0.187945540804
ACH-000047,0.0256405404157
ACH-000052,0.411740738173
ACH-000053,0.179215955598
ACH-000054,0.0746536988984
ACH-000055,0.14647331826999999
ACH-000060,-0.00258456320497
ACH-000067,-0.0688944207903
ACH-000070,0.266329090483
ACH-000075,0.11877083809399999
ACH-000078,0.103814233245
ACH-000082,0.137878856895
ACH-000085,0.12826404784
ACH-000086,0.133521423249
ACH-000087,0.294298661942
ACH-000092,0.150516817813
ACH-000095,0.146196268278
ACH-000097,0.14815882192399998
ACH-000098,0.253472922597
ACH-000099,0.09558437628960001
ACH-000108,0.20799791767
ACH-000113,0.183754569022
ACH-000115,0.261824637232
ACH-000116,0.236927798499
ACH-000118,0.138079370666
ACH-000120,0.100732440808
ACH-000123,0.18482082208099998
ACH-000127,0.256256703376
ACH-000128,0.0225970909435
ACH-000132,0.08391350532439999
ACH-000133,0.28640171386700003
ACH-000137,0.180598143169
ACH-000138,0.120335152839
ACH-000142,0.26688971388599997
ACH-000143,0.10406943058
ACH-000146,0.302650092871
ACH-000148,0.0773643679095
ACH-000150,0.183216404798
ACH-000152,0.164908033517
ACH-000153,0.0544328606215
ACH-000159,0.288478785746
ACH-000160,-0.0645697462369
ACH-000163,0.302109154409
ACH-000167,0.12471750244100001
ACH-000168,0.113879790474
ACH-000169,0.307360951215
ACH-000178,0.29428648635000004
ACH-000182,0.0870998959661
ACH-000183,0.192036314469
ACH-000188,0.171149306496
ACH-000189,0.159809476291
ACH-000190,-0.033003641162000004
ACH-000198,0.141788049966
ACH-000204,-0.0678766578575
ACH-000206,0.0270817721207
ACH-000207,0.0790101911247
ACH-000211,-0.179333753586
ACH-000215,0.144163115376
ACH-000221,0.00165501267353
ACH-000222,0.0782628583325
ACH-000223,0.139578760889
ACH-000226,0.154217079965
ACH-000227,0.28402717558
ACH-000228,0.218487377551
ACH-000231,0.12348269188
ACH-000232,-0.00282253927082
ACH-000233,0.138407717055
ACH-000234,0.331007610201
ACH-000235,0.20546828386100002
ACH-000237,0.236354831962
ACH-000238,-0.176787401045
ACH-000243,0.189314382129
ACH-000244,-0.0730702603792
ACH-000246,-0.024253933254900002
ACH-000248,0.228295081488
ACH-000250,0.260621039608
ACH-000251,0.267410544723
ACH-000253,-0.116431693648
ACH-000255,0.10817387156099999
ACH-000256,0.126350023097
ACH-000257,0.0674859051895
ACH-000258,0.800666372351
ACH-000259,0.20436464531100001
ACH-000260,0.11391630964400001
ACH-000261,0.20610712880399998
ACH-000262,0.273721546242
ACH-000263,0.057954188615699995
ACH-000264,0.184118477387
ACH-000265,0.139557274995
ACH-000266,0.10520072811799999
ACH-000272,0.058513384012400006
ACH-000273,0.112649873796
ACH-000274,0.0905249486905
ACH-000277,-0.021749670453499997
ACH-000278,0.200498160777
ACH-000279,0.280332163373
ACH-000280,0.21612344799400002
ACH-000281,0.174967526733
ACH-000288,0.234398378922
ACH-000291,0.24116765780299998
ACH-000293,0.0009480087622180001
ACH-000294,0.16944256486200002
ACH-000295,0.16037488082999998
ACH-000296,0.132415444147
ACH-000302,0.142095451897
ACH-000304,-0.452349905073
ACH-000307,0.174322119679
ACH-000308,0.0995174911935
ACH-000310,0.12064068934000001
ACH-000311,0.192904395566
ACH-000312,0.20689031706799998
ACH-000315,-0.195557330361
ACH-000316,0.0794606051441
ACH-000317,0.153521276254
ACH-000318,0.22475361781599998
ACH-000319,-0.031015198884400002
ACH-000320,-0.015004051014799999
ACH-000322,0.21331737958799998
ACH-000323,0.051923667966
ACH-000324,0.142726636333
ACH-000329,0.185408418654
ACH-000330,0.115069408543
ACH-000331,0.39556743848000003
ACH-000332,-0.038677371516199995
ACH-000334,0.327965632773
ACH-000335,0.0916645857725
ACH-000336,0.618560503658
ACH-000337,0.205576658918
ACH-000339,0.22603741761
ACH-000341,-0.112333708869
ACH-000348,0.0622313487635
ACH-000350,0.057467087745000006
ACH-000352,0.05765040013640001
ACH-000356,0.07371323918549999
ACH-000361,-0.128573520231
ACH-000362,0.050723950370899995
ACH-000363,0.025944370328099996
ACH-000364,-0.0039964941953
ACH-000365,0.054912526911
ACH-000366,0.155130056696
ACH-000368,0.283224463571
ACH-000374,0.517547235757
ACH-000375,-0.011164091227200001
ACH-000376,0.0474316500337
ACH-000381,-0.0289155980989
ACH-000383,0.224200395627
ACH-000387,0.21137602969
ACH-000389,0.207670329665
ACH-000390,0.19844911856400002
ACH-000393,0.0630766998814
ACH-000395,0.10098054522199999
ACH-000397,0.19404959333900001
ACH-000401,0.34970058185
ACH-000402,1.0961031420899998
ACH-000403,0.15317646437100002
ACH-000404,-0.185353366343
ACH-000406,0.145961669379
ACH-000407,0.12702226385600002
ACH-000408,0.16928917910799998
ACH-000410,0.158445536204
