,GIT1 (28964)
ACH-000004,-0.0883867510507
ACH-000007,-0.215208505743
ACH-000009,-0.250153684464
ACH-000011,-0.041852990702699995
ACH-000012,0.023465490822299997
ACH-000013,-0.220391183546
ACH-000014,0.0654118606376
ACH-000015,0.04225435170630001
ACH-000017,-0.220346985121
ACH-000018,0.03523361028619999
ACH-000019,-0.163704713833
ACH-000021,-0.127266752642
ACH-000022,-0.2719478603
ACH-000025,-0.0361571019716
ACH-000028,-0.167187621713
ACH-000030,-0.220932488224
ACH-000035,-0.5390760508300001
ACH-000036,-0.325001754813
ACH-000037,0.07820384579749999
ACH-000039,-0.011672418824
ACH-000040,-0.114320340955
ACH-000041,-0.26502513606999994
ACH-000042,-0.115646983179
ACH-000045,-0.191604635581
ACH-000047,0.07165908094569999
ACH-000052,-0.181735442728
ACH-000053,-0.111580046054
ACH-000054,0.0366183347632
ACH-000055,0.059538506739
ACH-000060,-0.0353825602968
ACH-000067,-0.128995405771
ACH-000070,-0.101518349838
ACH-000075,-0.254494653054
ACH-000078,-0.304164747063
ACH-000082,-0.09502512312519999
ACH-000085,0.015967341274000003
ACH-000086,-0.18037215019000002
ACH-000087,0.123717316546
ACH-000092,0.22591128589499998
ACH-000095,-0.158448423714
ACH-000097,-0.140420915169
ACH-000098,-0.06628788214669999
ACH-000099,-0.204045304412
ACH-000108,0.0251583254226
ACH-000113,-0.136469617989
ACH-000115,-0.6637648267549999
ACH-000116,-0.14610460897500002
ACH-000118,0.014949388591200001
ACH-000120,-0.169696292958
ACH-000123,0.025535188373799998
ACH-000127,-0.024888409670700003
ACH-000128,-0.0353612871738
ACH-000132,-0.0583368496513
ACH-000133,-0.19079499815499998
ACH-000137,-0.141784668081
ACH-000138,0.09674562132549999
ACH-000142,-0.510160997807
ACH-000143,-0.254596893747
ACH-000146,-0.023064934462599995
ACH-000148,0.00650615223329
ACH-000150,0.0630417988989
ACH-000152,-0.268090900462
ACH-000153,-0.235457342921
ACH-000159,-0.13797174326
ACH-000160,-0.0901766518354
ACH-000163,-0.226974179426
ACH-000167,-0.176057660669
ACH-000168,-0.322907793299
ACH-000169,-0.030613272493599998
ACH-000178,-0.0802792851029
ACH-000182,-0.009465484293540001
ACH-000183,-0.0234932889663
ACH-000188,-0.395102013
ACH-000189,-0.17718293281599998
ACH-000190,-0.05563589460749999
ACH-000198,-0.046431666536600004
ACH-000204,-0.27527084453899997
ACH-000206,0.0318159305759
ACH-000207,-0.0516069869809
ACH-000211,-0.0898174876636
ACH-000215,-0.102883358911
ACH-000221,-0.0025215047826399996
ACH-000222,-0.055709205127
ACH-000223,-0.11238740139900001
ACH-000226,0.0584114419048
ACH-000227,0.11197329305400001
ACH-000228,-0.0596594004737
ACH-000231,-0.136019598286
ACH-000232,0.04264280189809999
ACH-000233,-0.04303665399809999
ACH-000234,0.0414152042936
ACH-000235,-0.171910525042
ACH-000237,0.0710315989378
ACH-000238,-0.137195883692
ACH-000243,-0.12083290824899999
ACH-000244,-0.315334474167
ACH-000246,-0.04564447982269999
ACH-000248,-0.23258110811299998
ACH-000250,-0.14677233054000002
ACH-000251,-0.02115034298
ACH-000253,-0.125199968814
ACH-000255,-0.21223372196100002
ACH-000256,0.015308998261500001
ACH-000257,-0.0352940362576
ACH-000258,-0.026367482924000003
ACH-000259,-0.00966395124092
ACH-000260,0.05262252945169999
ACH-000261,-0.09462681396360001
ACH-000262,0.0170361316168
ACH-000263,0.16862345588
ACH-000264,-0.317657378755
ACH-000265,-0.017562128735499997
ACH-000266,-0.295499483806
ACH-000272,-0.05569364701119999
ACH-000273,-0.0927070186958
ACH-000274,-0.066289783053
ACH-000277,0.09470917826469999
ACH-000278,-0.08992723210169999
ACH-000279,-0.0279865524898
ACH-000280,-0.029990867846
ACH-000281,-0.22009521066100002
ACH-000288,-0.20583263652399997
ACH-000291,-0.140786482988
ACH-000293,0.006747356901470001
ACH-000294,-0.014179458304000001
ACH-000295,-0.221773911066
ACH-000296,-0.126708646801
