,MT1HL1 (645745)
ACH-000004,0.051920548720199994
ACH-000007,-0.225929209959
ACH-000009,0.103528155767
ACH-000011,-0.0927097986755
ACH-000012,0.0982142626663
ACH-000013,0.020530525940599998
ACH-000014,0.175597910066
ACH-000015,-0.128304209988
ACH-000017,-0.0818266893963
ACH-000018,-0.0447091021961
ACH-000019,-0.127850289103
ACH-000021,-0.105378515383
ACH-000022,0.053397857476900006
ACH-000025,-0.05720607818659999
ACH-000028,-0.113123371171
ACH-000030,-0.10611585694
ACH-000035,0.0937213391962
ACH-000036,-0.135729868417
ACH-000037,-0.128987671327
ACH-000039,-0.07170033543399999
ACH-000040,-0.157837270626
ACH-000041,-0.131688327715
ACH-000042,-0.04394915839
ACH-000045,-0.0554025178402
ACH-000047,0.00281255079043
ACH-000052,-0.17922150561
ACH-000053,0.022824383773099997
ACH-000054,-0.235189089457
ACH-000055,0.042692559841999995
ACH-000060,0.0254836852953
ACH-000067,-0.0097094786623
ACH-000070,0.0498632989397
ACH-000075,-0.349772890064
ACH-000078,-0.085791257312
ACH-000082,-0.22491562641600002
ACH-000085,-0.209862985594
ACH-000086,-0.108656692679
ACH-000087,-0.00602529296017
ACH-000092,-0.178992644107
ACH-000095,-0.175960320767
ACH-000097,-0.0707777470661
ACH-000098,-0.24826981315000002
ACH-000099,-0.260267857661
ACH-000108,-0.026970190526900004
ACH-000113,0.00032362079665699997
ACH-000115,-0.163714894176
ACH-000116,-0.207930173925
ACH-000118,0.0230981202937
ACH-000120,0.0031796661459499997
ACH-000123,0.0835754395879
ACH-000127,-0.19118566818799998
ACH-000128,-0.480124954713
ACH-000132,-0.12103390923900001
ACH-000133,0.0862796514982
ACH-000137,-0.163157835131
ACH-000138,-0.05172027267109999
ACH-000142,0.0618211438476
ACH-000143,0.0752699950804
ACH-000146,0.0787722210467
ACH-000148,-0.141189752561
ACH-000150,-0.117732169461
ACH-000152,-0.07524103613199999
ACH-000153,-0.0341917764654
ACH-000159,-0.025420717726
ACH-000160,-0.020351811431900003
ACH-000163,0.0475366295022
ACH-000167,0.046615605359300004
ACH-000168,0.022520251513299998
ACH-000169,0.036589409873900004
ACH-000178,-0.0628205015059
ACH-000182,0.0163615027663
ACH-000183,-0.113868099716
ACH-000188,-0.17085054368
ACH-000189,0.20123111293200002
ACH-000190,-0.0101494195961
ACH-000198,-0.07163575585649999
ACH-000204,0.177638926985
ACH-000206,0.0123680218444
ACH-000207,-0.0727072019102
ACH-000211,-0.111672077147
ACH-000215,-0.224065446707
ACH-000221,0.163879333791
ACH-000222,0.0647187416346
ACH-000223,-0.262956387511
ACH-000226,-0.0536127699594
ACH-000227,-0.109652257854
ACH-000228,-0.037380936881
ACH-000231,-0.146639427537
ACH-000232,-0.0986249572157
ACH-000233,-0.0320802274182
ACH-000234,-0.23112150165800002
ACH-000235,0.0313947573801
ACH-000237,-0.08551727910800001
ACH-000238,-0.05271852646380001
ACH-000243,-0.0720167174241
ACH-000244,-0.22702662086599998
ACH-000246,-0.24516335042800003
ACH-000248,-0.0240487819619
ACH-000250,-0.0813653956195
ACH-000251,0.0151152540058
ACH-000253,-0.113857137882
ACH-000255,-0.07982787088189999
