,PCID2 (55795)
ACH-000004,-0.8305923963160001
ACH-000007,-0.9378127477789999
ACH-000009,-1.0756221054600001
ACH-000011,-0.968405062626
ACH-000012,-1.17839670758
ACH-000013,-1.1785126361700002
ACH-000014,-0.809689805531
ACH-000015,-1.2448409685600001
ACH-000017,-1.0210275635
ACH-000018,-1.11087683999
ACH-000019,-1.06604650081
ACH-000021,-0.880093738793
ACH-000022,-1.0092133538299999
ACH-000025,-1.03273382841
ACH-000028,-1.12470506092
ACH-000030,-1.0211968183
ACH-000035,-1.240126211
ACH-000036,-0.8367325489899999
ACH-000037,-0.646183758665
ACH-000039,-1.27918893324
ACH-000040,-1.13309761976
ACH-000041,-1.1266687875499999
ACH-000042,-1.19101985132
ACH-000045,-0.916712278837
ACH-000047,-1.0069582705700002
ACH-000052,-1.5939611347799998
ACH-000053,-0.8226080199770001
ACH-000054,-0.9794842836669999
ACH-000055,-0.758384388758
ACH-000060,-1.19847202688
ACH-000067,-0.897966420044
ACH-000070,-0.734846393205
ACH-000075,-0.906564477174
ACH-000078,-0.927666797674
ACH-000082,-1.0915290581000001
ACH-000085,-0.777675794663
ACH-000086,-1.2426315936399999
ACH-000087,-1.10764324836
ACH-000092,-0.994088653941
ACH-000095,-1.0891171406
ACH-000097,-1.22566060482
ACH-000098,-1.11885592053
ACH-000099,-1.0076395034799999
ACH-000108,-1.00155778355
ACH-000113,-1.0457514265799999
ACH-000115,-1.82355671685
ACH-000116,-1.14398562449
ACH-000118,-1.05370693902
ACH-000120,-0.8950941728849999
ACH-000123,-1.0775175157799999
ACH-000127,-1.0536089810299998
ACH-000128,-1.05587010079
ACH-000132,-1.39258162014
ACH-000133,-0.8975015887209999
ACH-000137,-0.8153054386640001
ACH-000138,-1.31334593461
ACH-000142,-1.00502387395
ACH-000143,-1.13943392756
ACH-000146,-1.11934094754
ACH-000148,-1.10521348141
ACH-000150,-1.3366879456999998
ACH-000152,-1.2683971335600002
ACH-000153,-0.7841634845300001
ACH-000159,-1.01050583441
ACH-000160,-1.00060703403
ACH-000163,-1.1382979929700001
ACH-000167,-1.00714595626
ACH-000168,-0.995103742165
ACH-000169,-1.29440440685
ACH-000178,-1.04061147469
ACH-000182,-1.12809258551
ACH-000183,-0.8573854699869999
ACH-000188,-0.960833989716
ACH-000189,-0.922443644112
ACH-000190,-1.16099646901
ACH-000198,-1.17075657539
ACH-000204,-0.795554579463
ACH-000206,-1.1933113959700001
ACH-000207,-1.1021555952
ACH-000211,-1.10889729602
ACH-000215,-1.2370453285299998
ACH-000221,-0.988758606981
ACH-000222,-1.3487980701
ACH-000223,-1.07201848442
ACH-000226,-0.950321980752
ACH-000227,-1.14228393326
ACH-000228,-0.971457880829
ACH-000231,-1.19919047438
ACH-000232,-1.05946057432
ACH-000233,-1.04770577513
ACH-000234,-1.2494808791
ACH-000235,-1.1712231521799998
ACH-000237,-1.19294055232
ACH-000238,-0.983377150766
ACH-000243,-1.0757436355
ACH-000244,-0.795813570474
ACH-000246,-0.913931115496
ACH-000248,-1.05523832116
ACH-000250,-1.17451032408
ACH-000251,-1.3912758739500002
ACH-000253,-1.3885977638100002
ACH-000255,-1.10686894487
ACH-000256,-0.926774416733
ACH-000257,-1.6368372377200002
ACH-000258,-0.713493787297
ACH-000259,-1.0710584514100001
ACH-000260,-1.02105951946
ACH-000261,-0.931786134551
ACH-000262,-1.22001191121
ACH-000263,-0.741001154956
ACH-000264,-1.31737665472
ACH-000265,-1.20116120176
ACH-000266,-1.34646799789
ACH-000272,-1.05038788987
ACH-000273,-0.9591227360519999
ACH-000274,-0.933262184877
ACH-000277,-0.966020462552
ACH-000278,-1.20017613636
ACH-000279,-0.9678563191509999
ACH-000280,-0.8480963569259999
ACH-000281,-1.03089087865
ACH-000288,-1.12394282676
ACH-000291,-0.798769426424
ACH-000293,-1.41111470341
ACH-000294,-0.983744385431
ACH-000295,-1.0070358523
ACH-000296,-1.09033405469
ACH-000302,-0.986565118096
ACH-000304,-0.8363116108580001
ACH-000307,-1.0579046776899999
ACH-000308,-1.0699017635799999
ACH-000310,-1.03588468112
ACH-000311,-1.1173457223
ACH-000312,-1.24772419107
ACH-000315,-1.01588677456
ACH-000316,-1.17676982608
ACH-000317,-0.853179855098
ACH-000318,-0.8924190793960001
ACH-000319,-1.07471323964
ACH-000320,-1.3070351335700001
ACH-000322,-1.0192273577600002
ACH-000323,-1.2910647888
ACH-000324,-0.9561582139910001
ACH-000329,-0.971060002615
ACH-000330,-1.1580842926600001
ACH-000331,-1.15025835325
ACH-000332,-1.1941801947700001
ACH-000334,-1.27165975041
ACH-000335,-0.8268909913070001
ACH-000336,-1.2585499331899999
ACH-000337,-1.1730684220799998
ACH-000339,-1.16036062594
ACH-000341,-0.872305402517
ACH-000348,-0.880355253123
ACH-000350,-1.01286586261
ACH-000352,-1.04757196976
ACH-000356,-0.864825936899
ACH-000361,-0.957193064108
ACH-000362,-0.808137451817
ACH-000363,-0.9936005342470001
ACH-000364,-0.888985652245
ACH-000365,-0.950139927314
ACH-000366,-1.11349205045
ACH-000368,-0.887505368256
ACH-000374,-1.2747759064700002
ACH-000375,-0.975837584031
ACH-000376,-0.857926037193
ACH-000381,-1.26041323297
ACH-000383,-1.3868060725100002
ACH-000387,-1.3236855992799998
ACH-000389,-1.2390823514799998
ACH-000390,-1.1842341163299999
ACH-000393,-1.36385758747
ACH-000395,-1.4573653677200002
ACH-000397,-1.10600391088
ACH-000401,-0.732547987777
ACH-000402,-0.926488871259
ACH-000403,-1.0741862431799998
ACH-000404,-0.913403507889
ACH-000406,-0.957341885162
ACH-000407,-1.06281495241
ACH-000408,-1.2332976797600002
ACH-000410,-0.905633274179
ACH-000411,-1.05651968664
ACH-000414,-0.816874250449
ACH-000415,-0.977509835763
ACH-000416,-1.1090869381100001
ACH-000420,-1.07889847265
ACH-000421,-1.29962157532
ACH-000424,-1.10856917508
ACH-000425,-1.02841633786
ACH-000426,-1.1961942627600002
ACH-000427,-0.98769815845
ACH-000433,-0.9709307945000001
ACH-000436,-1.27368368391
ACH-000444,-1.40566681424
ACH-000445,-1.03716340634
ACH-000448,-0.875946338271
ACH-000450,-1.1038486957
ACH-000452,-1.05182912796
ACH-000454,-0.985199008162
ACH-000458,-0.953387875897
ACH-000459,-0.8404693515270001
ACH-000460,-1.0563209258
ACH-000461,-1.04374600954
ACH-000463,-1.06797489019
ACH-000464,-1.05693252655
ACH-000466,-1.11504732575
ACH-000467,-1.01488751007
ACH-000468,-1.55426303866
ACH-000469,-1.0847691483
ACH-000470,-1.1518036983
ACH-000471,-1.11502163829
ACH-000472,-1.15938630533
ACH-000473,-1.1358145485700002
ACH-000475,-1.10706861071
ACH-000476,-1.17839476578
ACH-000477,-0.843422827137
ACH-000480,-0.9545606282179999
ACH-000481,-1.04152153247
ACH-000483,-0.853829277174
ACH-000484,-1.33898054283
ACH-000485,-0.996987856991
ACH-000486,-0.8825766245129999
ACH-000487,-1.10729420486
ACH-000488,-0.943722694551
ACH-000490,-0.965213543815
ACH-000491,-0.959482630212
ACH-000495,-0.756517676486
ACH-000496,-1.41098058651
ACH-000499,-1.2399562047700001
ACH-000500,-0.9207813654700001
ACH-000502,-0.874242491835
ACH-000503,-0.826238727978
ACH-000505,-1.19543632832
ACH-000507,-1.0331212221700001
ACH-000510,-0.900093950017
ACH-000511,-1.21662724903
ACH-000512,-0.919191405701
ACH-000516,-1.06963855491
ACH-000517,-1.02216226339
ACH-000518,-0.8524880257449999
ACH-000520,-0.9471047443170001
ACH-000521,-1.58560849222
ACH-000522,-1.24833272022
ACH-000524,-0.889381501495
ACH-000527,-1.2497208913200002
ACH-000528,-1.4097136265099999
ACH-000537,-1.20840332506
ACH-000541,-1.19988586337
ACH-000542,-1.1132801102
ACH-000544,-1.1330981378899998
ACH-000545,-1.0555428873000001
ACH-000547,-1.1946980897
ACH-000548,-0.8955647409990001
ACH-000549,-0.7819458746100001
ACH-000550,-1.21696407768
ACH-000552,-1.0768594911
ACH-000556,-1.34749403036
ACH-000557,-0.728505135925
ACH-000570,-1.11455613666
ACH-000571,-0.767999422023
ACH-000573,-1.07188385247
ACH-000576,-0.8778765342839999
ACH-000580,-1.23179560417
ACH-000584,-1.22435450213
ACH-000585,-1.24333738449
ACH-000588,-1.1702893664799998
ACH-000589,-0.985178417932
ACH-000591,-0.717843048609
ACH-000593,-0.9681870248409999
ACH-000600,-0.884827994492
ACH-000601,-1.0950626830799999
ACH-000604,-1.14332069605
ACH-000605,-0.867479901566
ACH-000606,-0.935331103935
ACH-000608,-0.644497444953
ACH-000614,-1.19977546629
ACH-000616,-1.46393162218
ACH-000618,-0.8795292897579999
ACH-000619,-1.0030346504899998
ACH-000620,-1.0638610658299998
ACH-000621,-0.681688091607
ACH-000622,-0.865719668021
ACH-000623,-0.8628211328309999
ACH-000624,-0.894206130269
ACH-000627,-1.15463384991
ACH-000630,-1.08632538465
ACH-000632,-1.1118601719
ACH-000633,-0.798798332871
ACH-000637,-0.847270138908
ACH-000638,-0.9638371817820001
ACH-000646,-1.04836227537
ACH-000647,-1.13251478241
ACH-000648,-0.956112630378
ACH-000649,-0.8714606629180001
ACH-000651,-0.880191322296
ACH-000652,-1.0900859358600001
ACH-000653,-0.9131462098659999
ACH-000657,-1.1170910894600001
ACH-000658,-1.240330098
ACH-000661,-0.941588455943
ACH-000662,-1.17302571116
ACH-000663,-0.96410199518
ACH-000665,-1.04267997301
ACH-000671,-0.953125896372
ACH-000673,-1.02463881363
ACH-000676,-1.0067760642499999
ACH-000677,-0.407328960788
ACH-000681,-1.2231391274299999
ACH-000682,-0.932094679992
ACH-000683,-1.18124709393
ACH-000684,-0.818032104085
ACH-000688,-0.871411301214
ACH-000693,-0.871914944905
ACH-000694,-0.8276745814059999
ACH-000695,-1.2981111263
ACH-000696,-1.0425163392
ACH-000697,-0.884430099968
ACH-000699,-0.879828213372
ACH-000701,-1.06324480992
ACH-000706,-0.938616100625
ACH-000711,-0.9609685794230001
ACH-000713,-1.2592327409200001
ACH-000714,-1.2634051257899999
ACH-000718,-1.51390485171
ACH-000720,-1.19421217045
ACH-000721,-0.798654209104
ACH-000724,-1.08194221357
ACH-000725,-0.482546171853
ACH-000732,-0.8340679445829999
ACH-000734,-1.15296135847
ACH-000735,-1.00573027598
ACH-000736,-0.645641327382
ACH-000738,-0.943894452622
ACH-000746,-1.1418136335299998
ACH-000747,-1.02271102266
ACH-000748,-0.767611561156
ACH-000753,-0.915839624014
ACH-000756,-0.666811925982
ACH-000757,-1.05943302532
ACH-000758,-0.78485431772
ACH-000760,-1.05652201187
ACH-000763,-0.951949066698
ACH-000764,-1.23338296909
ACH-000765,-1.0449881059200001
ACH-000766,-1.20048948722
ACH-000767,-1.03807104865
ACH-000768,-1.21017108874
ACH-000769,-1.11893124602
ACH-000770,-0.9315233868970001
ACH-000771,-0.779398344649
ACH-000773,-1.09241246515
ACH-000776,-1.15747962814
ACH-000777,-0.947663438563
ACH-000778,-0.8326828980329999
ACH-000781,-1.0042666359299999
ACH-000782,-1.15527885607
ACH-000783,-1.4769757503299998
ACH-000784,-1.00622390339
ACH-000785,-1.27593276166
ACH-000787,-1.0320341879700001
ACH-000788,-1.16728204657
ACH-000791,-1.1014132664299998
ACH-000792,-0.9246305465449999
ACH-000794,-1.0789037753
ACH-000796,-1.05544547223
ACH-000799,-0.8066034422499999
ACH-000800,-1.36085833699
ACH-000802,-1.01595007211
ACH-000804,-0.868438446074
ACH-000805,-0.9668180070479999
ACH-000809,-1.08848033869
ACH-000810,-1.05582888709
ACH-000811,-1.17661070681
ACH-000817,-1.2159402369
ACH-000819,-1.19977014753
ACH-000820,-1.07905638939
ACH-000821,-1.0978158096
ACH-000822,-1.12526466872
ACH-000823,-0.9713001947840001
ACH-000824,-0.9936153572840001
ACH-000827,-1.05870527376
ACH-000829,-0.8635670477140001
ACH-000831,-1.1386824725799998
ACH-000832,-0.8988578838660001
ACH-000833,-0.9055190977590001
ACH-000834,-0.9829722589309999
ACH-000835,-1.00831977392
ACH-000836,-0.998557216196
ACH-000837,-1.09233348006
ACH-000838,-0.986945008232
ACH-000839,-1.1522764277200002
ACH-000840,-1.07237442198
ACH-000841,-1.1808378997600002
ACH-000843,-1.0026631938200001
ACH-000846,-0.7891890297490001
ACH-000847,-1.3229165203
ACH-000848,-1.12674940622
ACH-000849,-0.931221853444
ACH-000851,-1.32343317621
ACH-000855,-0.881101710363
ACH-000856,-1.0644659464200001
ACH-000858,-0.980271156258
ACH-000859,-0.871034718816
ACH-000861,-0.9105030429440001
ACH-000862,-0.9645085583490001
ACH-000865,-1.05328114021
ACH-000866,-1.11752379177
ACH-000867,-0.684431110114
ACH-000869,-0.710568669393
ACH-000872,-1.1187332139100001
ACH-000873,-0.956201524179
ACH-000876,-0.787644969133
ACH-000878,-1.54406286908
ACH-000880,-0.7180064142679999
ACH-000881,-1.1042570707200001
ACH-000882,-1.0364895884
ACH-000884,-1.13125264829
ACH-000885,-1.03825541399
ACH-000887,-1.0945654634200002
ACH-000888,-1.09280276665
ACH-000889,-1.2798976712899999
ACH-000890,-1.61507508884
ACH-000896,-0.917650492072
ACH-000898,-0.982464278547
ACH-000900,-1.1525917218000001
ACH-000901,-1.02293472984
ACH-000905,-1.06805002109
ACH-000906,-1.2000221892899998
ACH-000907,-1.04138810365
ACH-000910,-1.49187207943
ACH-000911,-0.9238451307960001
ACH-000912,-1.2029187909899999
ACH-000913,-1.22940602237
ACH-000915,-0.932625032626
ACH-000916,-1.14878408501
ACH-000917,-1.019807545
ACH-000921,-1.0401201954100001
ACH-000924,-1.1416390591399999
ACH-000926,-1.15102309515
ACH-000928,-1.10378742543
ACH-000929,-0.845554850191
ACH-000932,-0.8990293727249999
ACH-000935,-1.1847991918
ACH-000936,-0.962229482723
ACH-000937,-0.815917697537
ACH-000938,-1.0448311987999999
ACH-000939,-1.33675031764
ACH-000941,-0.9461380175
ACH-000943,-0.9482647676479999
ACH-000946,-1.15423625909
ACH-000947,-1.15276213371
ACH-000948,-0.71023130205
ACH-000950,-1.02030140447
ACH-000953,-0.922740173484
ACH-000957,-1.2147815111799998
ACH-000958,-1.0815769426100001
ACH-000960,-1.0534521762
ACH-000963,-1.10004020411
ACH-000968,-1.0795505957200002
ACH-000969,-1.13067097612
ACH-000973,-1.14037705159
ACH-000974,-1.08398194186
ACH-000975,-1.09432409579
ACH-000976,-0.9537253665530001
ACH-000978,-1.22672375187
ACH-000980,-1.17121365374
ACH-000984,-1.52315084938
ACH-000986,-1.3113740628200001
ACH-000988,-1.10403688229
ACH-000993,-1.11929008859
ACH-000994,-1.1606519477700001
ACH-000996,-1.1569745810299998
ACH-001001,-0.8938996593140001
ACH-001020,-1.10461100919
ACH-001028,-1.25896675673
ACH-001031,-0.9255401300630001
ACH-001038,-1.08632877518
ACH-001048,-1.1294706076899999
ACH-001050,-0.867654740646
ACH-001053,-1.17058306993
ACH-001054,-0.8787846585019999
ACH-001061,-1.11511988881
ACH-001067,-1.04649751049
ACH-001075,-0.8812808260680001
ACH-001096,-0.969684031302
ACH-001128,-1.04611865971
ACH-001134,-0.9592785305670001
ACH-001151,-1.03452825366
ACH-001163,-1.05103105112
ACH-001164,-1.09600498207
ACH-001173,-1.20201892223
ACH-001183,-1.0359841850799998
ACH-001184,-1.00742037605
ACH-001190,-1.1755569298100002
ACH-001192,-1.1092552486299998
ACH-001193,-1.3457098921200001
ACH-001196,-1.2335628289799998
ACH-001197,-0.881261419316
ACH-001205,-0.870123371001
ACH-001211,-1.28346596641
ACH-001212,-1.21664850692
ACH-001228,-1.12873333096
ACH-001232,-1.11880304519
ACH-001239,-0.963005209372
ACH-001274,-0.8394780890160001
ACH-001275,-1.3805976265
ACH-001277,-1.0851424396
ACH-001278,-0.932773306059
ACH-001280,-0.46968061696
ACH-001283,-1.06896680497
ACH-001289,-1.09063453802
ACH-001295,-0.967697196843
ACH-001300,-0.9030114144700001
ACH-001301,-0.889466485019
ACH-001302,-0.9516674693739999
ACH-001303,-1.2474242043600001
ACH-001306,-1.29459651958
ACH-001318,-0.6198116425
ACH-001322,-0.929759365124
ACH-001328,-0.9245367835420001
ACH-001332,-0.974502580046
ACH-001333,-1.42280175704
ACH-001336,-1.2451044205
ACH-001340,-0.9744051699840001
ACH-001346,-0.816975542545
ACH-001353,-1.2310199951
ACH-001354,-1.10001930699
ACH-001367,-0.854593477905
ACH-001368,-0.869950109956
ACH-001374,-1.03219440404
ACH-001375,-1.00402558562
ACH-001377,-0.78802514102
ACH-001380,-1.15782934233
ACH-001391,-0.974409812875
ACH-001407,-1.05747181284
ACH-001408,-0.856730237068
ACH-001413,-1.11538848361
ACH-001430,-1.12458868564
ACH-001431,-1.12461429956
ACH-001450,-0.536904880691
ACH-001496,-0.905845357734
ACH-001500,-1.2420209406
ACH-001521,-1.15390359164
ACH-001523,-0.7857139932100001
ACH-001532,-1.13913108717
ACH-001536,-1.1121302578799999
ACH-001550,-1.14005706344
ACH-001552,-0.986992932435
ACH-001554,-0.89674120205
ACH-001645,-0.7822374673639999
ACH-001654,-0.875026070905
ACH-001715,-1.1083806090000001
ACH-001735,-1.2708094843100002
ACH-001736,-0.876740139776
ACH-001737,-1.2513954329799999
ACH-001740,-1.15708045468
ACH-001745,-1.02663216311
ACH-001750,-0.910665946276
ACH-001765,-1.01003958884
ACH-001956,-0.9731689629100001
ACH-001957,-0.9383573615799999
