,SIM1 (6492)
ACH-000004,-0.21819324937800003
ACH-000007,-0.31705640746999997
ACH-000009,-0.120532532832
ACH-000011,-0.0558656400282
ACH-000012,-0.0289906801174
ACH-000013,-0.0591584106915
ACH-000014,0.0290266159872
ACH-000015,0.15400285783700002
ACH-000017,-0.00647545631515
ACH-000018,-0.0349164037224
ACH-000019,-0.142419065491
ACH-000021,-0.139121324039
ACH-000022,-0.052134528314699995
ACH-000025,-0.12406420492100001
ACH-000028,0.158681216987
ACH-000030,-0.165743110407
ACH-000035,-0.0238638860519
ACH-000036,0.0318099564923
ACH-000037,-0.0444414619384
ACH-000039,-0.06748034615399999
ACH-000040,0.034503704603499996
ACH-000041,-0.11435312000600001
ACH-000042,-0.115045078827
ACH-000045,-0.275577622087
ACH-000047,-0.20507520984799998
ACH-000052,-0.200414841431
ACH-000053,-0.023510132467400004
ACH-000054,-0.0074269158752800005
ACH-000055,-0.256264808624
ACH-000060,-0.027613299756700002
ACH-000067,-0.0509009513629
ACH-000070,0.0812704000497
ACH-000075,0.00836244592702
ACH-000078,0.205934415405
ACH-000082,-0.08210011835110001
ACH-000085,-0.0510995408979
ACH-000086,-0.0357969765844
ACH-000087,-0.0338934102235
ACH-000092,0.043654833487099996
ACH-000095,-0.0722033755978
ACH-000097,0.00530473106284
ACH-000098,0.025270896677599998
ACH-000099,-0.126040814256
ACH-000108,0.038766805887
ACH-000113,-0.0648065750796
ACH-000115,0.129147007844
ACH-000116,-0.109575813365
ACH-000118,-0.049707600124199995
ACH-000120,0.150473371947
ACH-000123,-0.0559866212634
ACH-000127,0.037808900123699994
ACH-000128,-0.18343513252799998
ACH-000132,-0.31176030882399997
ACH-000133,0.08218543237369999
ACH-000137,0.0840370146964
ACH-000138,0.0979250043853
ACH-000142,0.23328546905900002
ACH-000143,-0.16981693272999998
ACH-000146,-0.013423906661399998
ACH-000148,0.10911298580399999
ACH-000150,-0.0337082643686
ACH-000152,-0.027097468735099998
ACH-000153,-0.0316716416985
ACH-000159,-0.033829261088799994
ACH-000160,-0.129914668063
ACH-000163,-0.064887974182
ACH-000167,0.0265322474188
ACH-000168,-0.0488838282515
ACH-000169,0.07779269049380001
ACH-000178,-0.0776414261167
ACH-000182,-0.007558689766460001
ACH-000183,0.046245696086599994
ACH-000188,0.15644510774700002
ACH-000189,0.17838597083000002
ACH-000190,0.24884527070300003
ACH-000198,-0.0672991817159
ACH-000204,0.138302927385
ACH-000206,-0.150153464259
ACH-000207,0.153533194171
ACH-000211,-0.053906536989699994
ACH-000215,-0.0323469221766
ACH-000221,-0.103527725304
ACH-000222,0.044038918529400006
ACH-000223,0.137799516854
ACH-000226,-0.140987415242
ACH-000227,-0.033611012091900004
ACH-000228,0.00247156324856
ACH-000231,-0.004078325578269999
ACH-000232,-0.11683012990800001
ACH-000233,0.0435156726287
ACH-000234,-0.0330087677838
ACH-000235,0.0035080640794399997
ACH-000237,-0.00236559176983
ACH-000238,-0.08090813325360001
ACH-000243,-0.013482713697200001
ACH-000244,0.23344188331000001
ACH-000246,-0.0475675185045
ACH-000248,-0.04647447296419999
ACH-000250,-0.054669916245
ACH-000251,0.0327406492002
ACH-000253,-0.00322369232528
ACH-000255,-0.0563590347174
ACH-000256,0.089749452789
ACH-000257,0.0574487080709
ACH-000258,-0.252165429484
ACH-000259,-0.0304057923667
ACH-000260,-0.06440951976840001
ACH-000261,0.0016123936669600002
ACH-000262,-0.147630058775
ACH-000263,0.0867531547377
ACH-000264,-0.0427361270831
ACH-000265,-0.216654331151
ACH-000266,0.006702654776
ACH-000272,0.0452601673513
ACH-000273,0.00155224107323
ACH-000274,0.041784525902699994
ACH-000277,-0.18098436627999998
ACH-000278,-0.012410203374399999
ACH-000279,-0.0662865294667
ACH-000280,0.0459742610329
ACH-000281,0.034556039541800004
ACH-000288,-0.0841931701309
ACH-000291,-0.0903285209583
ACH-000293,0.0434538331692
ACH-000294,-0.110994795749
ACH-000295,0.129005874287
ACH-000296,0.17458060394000002
ACH-000302,-0.0215748957616
ACH-000304,-0.133262756682
ACH-000307,0.0321086299256
ACH-000308,-0.07476084566289999
ACH-000310,-0.0187216781638
ACH-000311,0.174150000583
ACH-000312,0.132800188087
ACH-000315,0.06580168526340001
ACH-000316,-0.0671575670315
ACH-000317,-0.0036379900427399993
ACH-000318,-0.00456840785269
ACH-000319,0.0543662335405
ACH-000320,-0.115068073921
ACH-000322,-0.19802838799000003
ACH-000323,-0.0214750006812
ACH-000324,-0.149285129623
ACH-000329,-0.09924768260479999
ACH-000330,-0.0262131951528
ACH-000331,-0.028610185350700004
ACH-000332,0.06634123054930001
ACH-000334,-0.137502094333
ACH-000335,-0.147634315115
ACH-000336,-0.208546534051
ACH-000337,0.304308126283
ACH-000339,-0.0149823049376
ACH-000341,0.0960981230305
ACH-000348,0.172804725727
ACH-000350,0.0729996744987
ACH-000352,0.07346768753010001
ACH-000356,-0.0035665355113800004
ACH-000361,0.06347687083510001
ACH-000362,0.0228897194834
ACH-000363,-0.0203886174461
ACH-000364,-0.0144737332641
ACH-000365,0.00125565090544
ACH-000366,-0.00888595855248
ACH-000368,-0.024067375907400004
ACH-000374,-0.010309225540799999
ACH-000375,-0.0645476375263
ACH-000376,-0.117711243913
ACH-000381,-0.251950840344
ACH-000383,0.0952272726668
ACH-000387,-0.0787921029551
ACH-000389,-0.08942247300049999
ACH-000390,-0.0101892382179
ACH-000393,-0.148455141258
ACH-000395,-0.28376059443
