,TTF1 (7270)
ACH-000004,-0.580155655494
ACH-000007,-0.09210316921089999
ACH-000009,-0.506622029717
ACH-000011,-0.324927180734
ACH-000012,-0.28713605571199996
ACH-000013,-0.48487914873800003
ACH-000014,-0.37124569555799997
ACH-000015,-0.64519096772
ACH-000017,-0.250379652446
ACH-000018,-0.32145911778999997
ACH-000019,-0.0012421765154
ACH-000021,-0.431771538878
ACH-000022,-0.372627903174
ACH-000025,-0.40046479369000004
ACH-000028,-0.230550804098
ACH-000030,-0.354400467695
ACH-000035,-0.523355029743
ACH-000036,-0.226946898015
ACH-000037,-0.367026247373
ACH-000039,-0.378455777038
ACH-000040,-0.616137952094
ACH-000041,-0.41374042168499997
ACH-000042,-0.477860824882
ACH-000045,-0.504916685251
ACH-000047,-0.514203501017
ACH-000052,-0.49335540703100006
ACH-000053,-0.35990487469899995
ACH-000054,-0.574170192018
ACH-000055,-0.368933134586
ACH-000060,-0.434397416889
ACH-000067,-0.375021183191
ACH-000070,-0.24296786237799997
ACH-000075,-0.703171019391
ACH-000078,-0.5532470265199999
ACH-000082,-0.710147432724
ACH-000085,-0.30640948423000003
ACH-000086,-0.441900391169
ACH-000087,-0.543662148964
ACH-000092,-0.331703394286
ACH-000095,-0.494508416698
ACH-000097,-0.44524324079300004
ACH-000098,-0.16304512205399999
ACH-000099,-0.370814719679
ACH-000108,-0.572410762854
ACH-000113,-0.36517109572800005
ACH-000115,-0.231401260155
ACH-000116,-0.417457361488
ACH-000118,-0.510830042199
ACH-000120,-0.5083784238310001
ACH-000123,-0.615227224505
ACH-000127,-0.438893744085
ACH-000128,-0.328597879855
ACH-000132,-0.173677305374
ACH-000133,-0.34783782821000003
ACH-000137,-0.563451099384
ACH-000138,-0.418019221155
ACH-000142,-0.320667783201
ACH-000143,-0.335137268438
ACH-000146,-0.33992709247599995
ACH-000148,-0.414742789237
ACH-000150,-0.42572401796099996
ACH-000152,-0.440984846817
ACH-000153,-0.213960521056
ACH-000159,-0.6188531584979999
ACH-000160,-0.0705642864277
ACH-000163,-0.461541030348
ACH-000167,-0.0177042345933
ACH-000168,-0.38167639138000004
ACH-000169,-0.361130938595
ACH-000178,-0.403915345006
ACH-000182,-0.35221258900700003
ACH-000183,-0.326129652153
ACH-000188,-0.20351181584699998
ACH-000189,-0.554647630867
ACH-000190,-0.189760956794
ACH-000198,-0.385764388831
ACH-000204,-0.184121992157
ACH-000206,-0.0752701617202
ACH-000207,-0.551597349046
ACH-000211,-0.323550623249
ACH-000215,-0.27719186609499996
ACH-000221,-0.469896659098
ACH-000222,-0.28416409216899996
ACH-000223,-0.44562163858900006
ACH-000226,-0.22922341840799998
ACH-000227,-0.258590176142
ACH-000228,-0.41346309092
ACH-000231,-0.303869277281
ACH-000232,-0.477839064467
ACH-000233,-0.300070058136
ACH-000234,-0.565993767302
ACH-000235,-0.42541326435599996
ACH-000237,-0.406441962181
ACH-000238,-0.242593623497
ACH-000243,-0.434527763715
ACH-000244,-0.33983115672200004
ACH-000246,-0.487451253417
ACH-000248,-0.28204137975
ACH-000250,-0.28173226573000004
ACH-000251,-0.318248487934
ACH-000253,-0.26395431596
ACH-000255,-0.55853603812
ACH-000256,-0.499731543389
ACH-000257,-0.363479600723
ACH-000258,-0.33587725420500003
ACH-000259,-0.497537488072
ACH-000260,-0.574267115761
ACH-000261,-0.291298838454
ACH-000262,-0.40200694482199995
ACH-000263,-0.287166236126
ACH-000264,-0.397548998958
ACH-000265,-0.422085017063
ACH-000266,-0.594463274712
ACH-000272,-0.259494990056
ACH-000273,-0.255606486468
ACH-000274,-0.322685289173
ACH-000277,-0.416857253443
ACH-000278,-0.36483414235699996
ACH-000279,-0.129700214638
ACH-000280,-0.40617119700300003
ACH-000281,-0.32856146915199996
ACH-000288,-0.233411360565
ACH-000291,-0.255985060569
ACH-000293,-0.651832586846
ACH-000294,-0.476107627848
ACH-000295,-0.102322168948
ACH-000296,-0.38718628776299996
ACH-000302,-0.45965813165200003
ACH-000304,-0.331704415471
ACH-000307,-0.339072039957
ACH-000308,-0.5258883961349999
ACH-000310,-0.512121618718
ACH-000311,-0.579713171665
ACH-000312,-0.37977098444300006
ACH-000315,-0.45994628113700003
ACH-000316,-0.28158162845
ACH-000317,-0.207804117863
ACH-000318,-0.27386501392499996
ACH-000319,-0.443843506943
ACH-000320,-0.312982193303
ACH-000322,-0.44522231809699997
ACH-000323,-0.44103388406099997
ACH-000324,-0.546744340916
ACH-000329,-0.523825444718
ACH-000330,-0.341122376356
ACH-000331,-0.439117025826
ACH-000332,-0.416710990997
ACH-000334,-0.20439832002900002
ACH-000335,-0.335015923869
ACH-000336,-0.39299884999799994
ACH-000337,-0.34690242959600004
ACH-000339,-0.394255964311
ACH-000341,-0.136522488795
ACH-000348,-0.282219261151
ACH-000350,-0.384304634852
ACH-000352,-0.27330263473099997
ACH-000356,-0.266392328912
ACH-000361,-0.239588216129
ACH-000362,-0.306776860229
ACH-000363,-0.179257078777
ACH-000364,-0.24648774527399997
ACH-000365,-0.36093279446099996
ACH-000366,-0.39676890529200004
ACH-000368,-0.293840928081
ACH-000374,-0.20481441490200003
ACH-000375,-0.29703191643000004
ACH-000376,-0.404649443584
ACH-000381,-0.39461183995300003
ACH-000383,-0.430072362236
ACH-000387,-0.527744604765
ACH-000389,-0.28040639558200003
ACH-000390,-0.0971561829937
ACH-000393,-0.417893809013
ACH-000395,-0.22757475805799998
ACH-000397,-0.49429652327699997
ACH-000401,-0.379571702503
ACH-000402,-0.441668485261
ACH-000403,-0.349747396452
ACH-000404,-0.851534560708
ACH-000406,-0.352400546145
ACH-000407,-0.37284375897600003
ACH-000408,-0.319288350858
ACH-000410,-0.347397267382
ACH-000411,-0.458050215177
ACH-000414,-0.535175134013
ACH-000415,-0.0901117445104
ACH-000416,-0.599341667472
ACH-000420,-0.507034343994
ACH-000421,-0.618798485097
ACH-000424,-0.199208047334
ACH-000425,-0.665086312601
ACH-000426,-0.24288482147799997
ACH-000427,-0.28954723571400004
ACH-000433,-0.669633862902
ACH-000436,-0.258278911316
ACH-000444,-0.374725150542
ACH-000445,-0.462542530933
ACH-000448,-0.420495286277
ACH-000450,-0.388589628186
ACH-000452,-0.28814070705
ACH-000454,-0.36322121590499995
ACH-000458,-0.544584435334
ACH-000459,-0.197553755427
ACH-000460,-0.425897868888
ACH-000461,-0.127669608903
ACH-000463,-0.409607116025
ACH-000464,-0.582097647507
ACH-000466,-0.505001660494
ACH-000467,-0.428829901869
ACH-000468,-0.16911619307999998
ACH-000469,-0.446893661688
ACH-000470,-0.20813316255199998
ACH-000471,-0.35104822800200003
ACH-000472,-0.300553700516
ACH-000473,-0.27489783758999997
ACH-000475,-0.280870237281
ACH-000476,-0.501139590645
ACH-000477,-0.549072127787
ACH-000480,-0.336937197614
ACH-000481,-0.350262829342
ACH-000483,-0.492140776479
ACH-000484,-0.330909143844
ACH-000485,-0.643087592936
ACH-000486,-0.36136976656099995
ACH-000487,-0.352531397714
ACH-000488,-0.320227851435
ACH-000490,-0.272245442997
ACH-000491,-0.320932682957
ACH-000495,-0.330352461318
ACH-000496,-0.238369944577
ACH-000499,-0.288859385777
ACH-000500,-0.32581535086999996
ACH-000502,-0.32967473258499996
ACH-000503,-0.297289410787
ACH-000505,-0.478524309257
ACH-000507,-0.35780403920000003
ACH-000510,-0.369262241715
