,NUBPL (80224)
ACH-000223,-0.409823658997
ACH-000226,-0.298937018427
ACH-000227,-0.466252588326
ACH-000228,-0.305151305866
ACH-000231,-0.142625736922
ACH-000232,-0.433778852215
ACH-000233,-0.267189930482
ACH-000234,-0.261678540032
ACH-000235,-0.256659709233
ACH-000237,-0.18330073633900001
ACH-000238,-0.285424782626
ACH-000243,-0.35319280790799995
ACH-000244,-0.40840630183700005
ACH-000246,-0.671961574248
ACH-000248,-0.0876732161738
ACH-000250,-0.11698332935799999
ACH-000251,-0.19293150822299998
ACH-000253,-0.151789253909
ACH-000255,-0.219303645024
ACH-000256,-0.267086811275
ACH-000257,-0.7047958324179999
ACH-000258,-0.388736548463
ACH-000259,-0.371532126201
ACH-000260,-0.312822505417
ACH-000261,-0.22622846943500002
ACH-000262,-0.236085274927
ACH-000263,-0.09163470196410001
ACH-000264,-0.353012860898
ACH-000265,-0.604751511787
ACH-000266,-0.349229579256
ACH-000272,-0.41003706013499996
ACH-000273,-0.149581568449
ACH-000274,-0.120479199886
ACH-000277,-0.291433379285
ACH-000278,-0.268912504323
ACH-000279,-0.433445729368
ACH-000280,-0.352977385661
ACH-000281,-0.334222932766
ACH-000288,-0.44418907821000003
ACH-000291,-0.39610137814499996
ACH-000293,-0.191309217853
ACH-000294,-0.0792005825145
ACH-000295,-0.354136953147
ACH-000296,-0.308165935219
ACH-000302,-0.221636840697
ACH-000304,-0.304513526627
ACH-000307,-0.1527814225
ACH-000308,-0.269169688255
ACH-000310,-0.298420670374
ACH-000311,-0.255423374414
ACH-000312,-0.37604280373000004
ACH-000315,-0.103424023211
ACH-000316,-0.10090894515599999
ACH-000317,-0.900231656078
ACH-000318,-0.07565241874680001
ACH-000319,-0.300118917011
ACH-000320,-0.355510217367
ACH-000322,-0.0029503571881399995
ACH-000323,-0.402739681606
ACH-000324,-0.124861041453
ACH-000329,-0.465905550226
ACH-000330,-0.348413210584
ACH-000331,-0.11528204496300001
ACH-000332,-0.177543447819
ACH-000334,-0.510410374454
ACH-000335,-0.330922747326
ACH-000336,-0.13588235079299998
ACH-000337,-0.377465755744
ACH-000339,-0.335260994962
ACH-000341,-0.21093639899099997
ACH-000348,-0.343495525658
ACH-000350,-0.374497969823
ACH-000352,-0.22421500481800002
ACH-000356,-0.11493436282299999
ACH-000361,-0.212962696656
ACH-000362,-0.373396777028
ACH-000363,-0.24251657156300002
ACH-000364,-0.474024601464
ACH-000365,-0.296905310371
ACH-000366,-0.238069651199
ACH-000368,-0.43375925229699996
ACH-000374,-0.6338208514729999
ACH-000375,-0.401218793888
ACH-000376,-0.6074852800289999
ACH-000381,-0.255619828996
ACH-000383,-0.34269659989100004
ACH-000387,-0.142127921672
ACH-000389,-0.128672898511
ACH-000390,-0.41427784665399997
ACH-000393,-0.42987567800899995
ACH-000395,-0.165659387391
ACH-000397,-0.283413492258
ACH-000401,-0.233597652172
ACH-000402,-0.251399226081
ACH-000403,-0.36763211753200004
ACH-000404,-0.428539943635
ACH-000406,-0.406514969361
ACH-000407,-0.295698548671
ACH-000408,-0.229629620569
ACH-000410,-0.299788075012
ACH-000411,-0.33948450989900003
ACH-000414,-0.25819345622699996
ACH-000415,-0.298227047584
ACH-000416,-0.23237891048700002
ACH-000420,-0.275362907243
ACH-000421,-0.12927492807
ACH-000424,-0.260427018664
ACH-000425,-0.29052601478900003
ACH-000426,0.0481849619384
ACH-000427,-0.360635442857
ACH-000433,-0.392744071254
ACH-000436,-0.172839540126
ACH-000444,-0.285815476443
ACH-000445,-0.33942663492799996
ACH-000448,-0.234537099919
ACH-000450,-0.664258383971
ACH-000452,-0.128026066563
ACH-000454,-0.567990265815
ACH-000458,-0.16960637209600002
ACH-000459,-0.35586956668499997
ACH-000460,-0.320736611071
ACH-000461,-0.61575179607
ACH-000463,-0.35134122365599996
ACH-000464,-0.286185036781
ACH-000466,-0.165805885599
ACH-000467,-0.39693767718199996
ACH-000468,-0.262020303076
ACH-000469,-0.452816396502
ACH-000470,-0.179430503448
ACH-000471,-0.18028656634799997
ACH-000472,-0.428114346742
ACH-000473,-0.21073175226
ACH-000475,-0.400588382571
ACH-000476,-0.316649731677
ACH-000477,-0.27929040137899996
ACH-000480,-0.295811713205
ACH-000481,-0.5541282638939999
ACH-000483,-0.473504678179
ACH-000484,-0.236679917423
ACH-000485,-0.22250674476399998
ACH-000486,-0.32730987549199997
ACH-000487,-0.234866568798
ACH-000488,-0.602998697892
ACH-000490,-0.309767859485
ACH-000491,-0.332569548745
ACH-000495,-0.399060281315
ACH-000496,-0.12075650454800001
ACH-000499,-0.457312527302
ACH-000500,-0.047528305946100004
ACH-000502,-0.215702597545
ACH-000503,-0.334552248215
ACH-000505,-0.260645466622
ACH-000507,-0.564980709293
ACH-000510,-0.251831250581
ACH-000511,-0.10372749702600001
ACH-000512,-0.346388045898
ACH-000516,-0.39098456566100004
ACH-000517,-0.167747465287
ACH-000518,-0.222155501501
ACH-000520,-0.144370956199
ACH-000521,-0.198573565799
ACH-000522,-0.5003626897569999
ACH-000524,-0.30816894964499997
ACH-000527,-0.229417890259
ACH-000528,-0.282003216988
ACH-000537,-0.377872537398
ACH-000541,-0.432821322928
ACH-000542,-0.381392814565
ACH-000544,-0.5672866797739999
ACH-000545,-0.485755660483
ACH-000547,-0.513837399091
ACH-000548,-0.0104076716115
ACH-000549,-0.235854846038
ACH-000550,-0.354727491658
ACH-000552,-0.371431773428
ACH-000556,-0.27723806117600003
ACH-000557,-0.0212219258428
ACH-000570,-0.267908368467
ACH-000571,-0.312269026472
ACH-000573,-0.18697614727000003
ACH-000576,-0.0804680346128
ACH-000580,-0.177676076658
ACH-000584,-0.326947780598
ACH-000585,-0.226668682574
ACH-000588,-0.28332407889899996
ACH-000589,-0.11279486327199999
ACH-000591,-0.536054010551
ACH-000593,-0.08673043127910002
ACH-000600,-0.315910984858
ACH-000601,-0.254850970897
ACH-000604,0.16356804526799998
ACH-000605,-0.20023776389400003
ACH-000606,-0.35239352876999996
ACH-000608,-0.174842842343
ACH-000614,-0.563673591155
ACH-000616,-0.128271135003
ACH-000618,-0.530347788452
ACH-000619,-0.235783367995
ACH-000620,-0.385114045458
ACH-000621,-0.19928177827399998
ACH-000622,-0.580696365638
ACH-000623,-0.384801864895
ACH-000624,-0.22950150546599998
ACH-000627,-0.357603359755
ACH-000630,-0.249315478417
ACH-000632,-0.324544984778
ACH-000633,-0.735470127965
ACH-000637,-0.104400087835
ACH-000638,-0.346661961777
ACH-000646,-0.6203378249729999
ACH-000647,-0.27177822863400003
ACH-000648,-0.278354591438
ACH-000649,-0.299681968121
ACH-000651,-1.00408604463
ACH-000652,-0.31042329813700004
ACH-000653,-0.257494422705
ACH-000657,-0.470344087631
ACH-000658,-0.26829177064
ACH-000661,-0.182412901793
ACH-000662,-0.327780965843
ACH-000663,-0.394327206017
ACH-000665,-0.17649444512899998
ACH-000671,-0.384072000853
ACH-000673,-0.0797273433901
ACH-000676,-0.308825375487
ACH-000677,-0.409100454956
ACH-000681,-0.255071910406
ACH-000682,-0.426880245989
ACH-000683,-0.37059646416599995
ACH-000684,-0.333876869081
ACH-000688,-0.406560964575
ACH-000693,-0.515611054356
ACH-000694,-0.370709620421
ACH-000695,-0.388257771696
ACH-000696,-0.33805536793700003
ACH-000697,-0.39553829885200004
ACH-000699,-0.40233779289899996
ACH-000701,-0.289023704809
ACH-000706,-0.36266760356600003
ACH-000711,-0.17348382406500001
ACH-000713,-0.309058405092
ACH-000714,-0.0670984594053
ACH-000718,-0.501698401848
ACH-000720,-0.285327301016
ACH-000721,-0.44521598449600003
ACH-000724,-0.41343023105300003
ACH-000725,-0.312213769244
ACH-000732,-0.376496425216
ACH-000734,-0.36655840526699995
ACH-000735,-0.19619109333299997
ACH-000736,-0.429691245002
ACH-000738,-0.696323109373
ACH-000746,-0.558481342059
ACH-000747,-0.768887017532
ACH-000748,-0.277416056477
ACH-000753,-0.256556454201
ACH-000756,-0.18425205202
ACH-000757,-0.505417818673
ACH-000758,-0.56942121316
ACH-000760,-0.33760737144599995
ACH-000763,-0.385881243341
ACH-000764,-0.125040498646
ACH-000765,-0.49316317892899997
ACH-000766,-0.276404509459
ACH-000767,-0.159347319947
ACH-000768,-0.294212538285
ACH-000769,-0.6194220758569999
ACH-000770,-0.346931989026
ACH-000771,-0.00691017203292
ACH-000773,-0.137452422798
ACH-000776,-0.06420040272119999
ACH-000777,-0.21180534907200002
ACH-000778,-0.31190861639199996
ACH-000781,-0.141064536752
ACH-000782,-0.616021347762
ACH-000783,-0.244018106825
ACH-000784,-0.344054948714
ACH-000785,-0.377010461038
ACH-000787,-0.276816640409
ACH-000788,-0.360024514429
ACH-000791,-0.453550201298
ACH-000792,-0.115843175114
ACH-000794,-0.20140803626200002
ACH-000796,-0.365441679098
ACH-000799,-0.153927731973
ACH-000800,-0.5788781639
ACH-000802,-0.30454821748000005
ACH-000804,-0.400844240216
ACH-000805,-0.43669059482699996
ACH-000809,-0.11073297330199999
ACH-000810,-0.234374456358
ACH-000811,-0.29765539633
ACH-000817,-0.415324139869
ACH-000819,-0.156569729444
ACH-000820,-0.16195717484400002
ACH-000821,-0.46746782561800004
ACH-000822,-0.375633485582
ACH-000823,-0.48232587273999994
ACH-000824,-0.294108823975
ACH-000827,-0.0431974618814
ACH-000829,-0.387503813359
ACH-000831,-0.660759197974
ACH-000832,-0.277116187383
ACH-000833,-0.167782518511
ACH-000834,-0.8727124355760001
ACH-000835,-0.113639585846
ACH-000836,-0.177737535064
ACH-000837,-0.384419633291
ACH-000838,-0.0992284856707
ACH-000839,-0.165664355617
ACH-000840,-0.273458614593
ACH-000841,-0.576470352587
ACH-000843,-0.701085686451
ACH-000846,0.0376056974271
ACH-000847,-0.43465932644599997
ACH-000848,-0.719609112336
ACH-000849,-0.519075867092
ACH-000851,-0.76350384175
ACH-000855,-0.435720305586
ACH-000856,-0.365852157543
ACH-000858,-0.685584178866
ACH-000859,-0.492694209059
ACH-000861,-0.250752449476
ACH-000862,-0.43035405233499996
ACH-000865,-0.325466058746
ACH-000866,-0.356206084256
ACH-000867,-0.0908263793125
ACH-000869,-0.36068249302199995
ACH-000872,-0.252343962142
ACH-000873,-0.500145398195
ACH-000876,-0.305875714813
ACH-000878,-0.224076884437
ACH-000880,-0.20275192351799998
ACH-000881,-0.262074844633
ACH-000882,-0.36299137447400004
ACH-000884,-0.37772544504
ACH-000885,-0.59425257947
ACH-000887,-0.323502018904
ACH-000888,-0.373552090424
ACH-000889,-0.648363233129
ACH-000890,-0.391902984699
ACH-000896,-0.36201313545
ACH-000898,-0.312052502771
ACH-000900,-0.5431617220430001
ACH-000901,-0.12385050046599999
ACH-000905,-0.409753990467
ACH-000906,-0.47728597753300006
ACH-000907,-0.476660072966
ACH-000910,-0.587897543408
ACH-000911,-0.468443026245
ACH-000912,-0.130806877221
ACH-000913,-0.372657201672
ACH-000915,-0.741536580006
ACH-000916,0.32505067033
ACH-000917,-0.45929548975900003
ACH-000921,-0.26471959115
ACH-000924,-0.5917618563620001
ACH-000926,-0.278633800998
ACH-000928,-0.213826480717
ACH-000929,-0.30961845565900004
ACH-000932,-0.176395527919
ACH-000935,-0.66635017328
ACH-000936,-0.599824664228
ACH-000937,-0.143604177661
ACH-000938,-0.582546759125
ACH-000939,-0.0992684298821
ACH-000941,-0.488671444307
ACH-000943,-0.762338758466
ACH-000946,-0.389726293135
ACH-000947,-0.720891888329
ACH-000948,-0.437028996794
ACH-000950,-0.0334935352873
ACH-000953,-0.0745975756793
ACH-000957,-0.441824138168
ACH-000958,-0.24902395730500002
ACH-000960,-0.050212116256800006
ACH-000963,-0.524238092848
ACH-000968,-0.674342897343
ACH-000969,-0.501949409172
ACH-000973,-0.09800417522289999
ACH-000974,-0.218294743997
ACH-000975,-0.29077195640000003
ACH-000976,-0.0752973024366
ACH-000978,-0.619452599855
ACH-000980,-0.37161361210500005
ACH-000984,-0.343107906113
ACH-000986,-0.32085758947
ACH-000988,-0.421977908562
ACH-000993,-0.399973461497
ACH-000994,-0.212723035847
ACH-000996,-0.405325374229
ACH-001001,-0.983207988092
ACH-001020,-0.331763821136
ACH-001028,-0.446484837862
ACH-001031,-0.408656814877
ACH-001038,-0.45324704901699997
ACH-001048,-0.431166321123
ACH-001050,-0.12317964870300001
ACH-001053,-0.38294803275399997
ACH-001054,-0.484897352552
ACH-001061,-0.309014126812
ACH-001067,-0.30091104011799996
ACH-001075,-0.259889235101
ACH-001096,-0.39526863365500003
ACH-001128,-0.755696363934
ACH-001134,-0.266145441461
ACH-001151,-0.175164515581
ACH-001163,-0.403121009759
ACH-001164,-0.135843214822
ACH-001173,-0.640548461475
ACH-001183,-0.357127422807
ACH-001184,-0.266704547964
ACH-001190,-0.261591592553
ACH-001192,-0.383415078568
ACH-001193,-0.32352303146899997
ACH-001196,-0.269516217224
ACH-001197,-0.118204607638
ACH-001205,-0.45913410197099996
ACH-001211,-0.302476133586
ACH-001212,-0.25544433880199996
ACH-001228,-0.28678433359
ACH-001232,-0.383253958656
ACH-001239,-0.448690736838
ACH-001274,-0.14532381983200002
ACH-001275,-0.378742014727
ACH-001277,-0.574886752773
ACH-001278,-0.671964703847
ACH-001280,-0.182505239194
ACH-001283,-0.39079692679
ACH-001289,-0.33918102449
ACH-001295,-0.19570147385699999
ACH-001300,-0.14850469119100002
ACH-001301,-0.18105448801100002
ACH-001302,-0.394605289016
ACH-001303,-0.358286486298
ACH-001306,-0.28137901012
ACH-001318,-0.522817605993
ACH-001322,-0.364666793905
ACH-001328,-0.20191439313499998
ACH-001332,-0.271443668961
ACH-001333,-0.381508595568
ACH-001336,-0.230522440019
ACH-001340,-0.14173170398600002
ACH-001346,-0.26474038331300004
ACH-001353,-0.0564054017055
ACH-001354,-0.279386906918
ACH-001367,-0.580211751946
ACH-001368,-0.34716371140600005
ACH-001374,-0.222680566494
ACH-001375,-0.319798290323
ACH-001377,-0.199201561574
ACH-001380,-0.628555831641
ACH-001391,-0.382862630963
ACH-001407,-0.138956488558
ACH-001408,-0.194018777876
ACH-001413,-0.24409874237
ACH-001430,-0.419533497202
ACH-001431,-0.238473509534
ACH-001450,-0.245992443799
ACH-001496,-0.154288975557
ACH-001500,-0.305247712569
ACH-001521,-0.243068619298
ACH-001523,-0.285810987646
ACH-001532,-0.19108798950199998
ACH-001536,-0.391126891675
ACH-001550,-0.6340446363100001
ACH-001552,-0.591715134189
ACH-001554,-0.290863367876
ACH-001645,-0.23659903795200002
ACH-001654,0.00803878978454
ACH-001715,-0.102230855023
ACH-001735,-0.0366490146353
ACH-001736,-0.35803706089299997
ACH-001737,-0.160498734332
ACH-001740,-0.272374458732
ACH-001745,-0.203144610566
ACH-001750,-0.533503243935
ACH-001765,-0.220785613587
ACH-001956,-0.211617868646
ACH-001957,-0.132932549702
