,SERPINB9 (5272)
ACH-000004,-0.00486466601288
ACH-000007,0.22089319591899997
ACH-000009,0.0427958134231
ACH-000011,0.11901337722899999
ACH-000012,-0.0557323218177
ACH-000013,0.12075980636499999
ACH-000014,-0.127904749957
ACH-000015,0.034879698906699994
ACH-000017,0.126586367159
ACH-000018,0.116757046842
ACH-000019,0.10877202568399999
ACH-000021,0.194836347521
ACH-000022,0.111634390885
ACH-000025,0.117983432188
ACH-000028,0.197834048561
ACH-000030,0.161124676685
ACH-000035,0.00216978088433
ACH-000036,0.113775291576
ACH-000037,0.153396970989
ACH-000039,-0.0533822400764
ACH-000040,0.164314545388
ACH-000041,0.0960869256731
ACH-000042,-0.0189933960928
ACH-000045,-0.06017574695169999
ACH-000047,-0.0141910544868
ACH-000052,0.00285154410215
ACH-000053,-0.0218547132951
ACH-000054,0.0553126674058
ACH-000055,-0.21458917666900001
ACH-000060,0.0450977067463
ACH-000067,0.08627804755860001
ACH-000070,-0.129846208238
ACH-000075,0.0787113330631
ACH-000078,-0.18999519545000002
ACH-000082,0.128502011633
ACH-000085,0.12534850679600001
ACH-000086,0.031707090804
ACH-000087,0.211018616092
ACH-000092,0.12426751412699999
ACH-000095,-3.60054339215e-05
ACH-000097,0.0691923545407
ACH-000098,0.0592686423404
ACH-000099,0.102509172609
ACH-000108,0.0942485295218
ACH-000113,0.120240406764
ACH-000115,-0.064231024909
ACH-000116,0.07862342350889999
ACH-000118,0.035508319435099994
ACH-000120,-0.0345851950823
ACH-000123,0.156140984441
ACH-000127,-0.10060492354499999
ACH-000128,0.0884015074832
ACH-000132,0.277072744517
ACH-000133,0.0371385742306
ACH-000137,0.086964766464
ACH-000138,0.0026034545075200003
ACH-000142,-0.128100049172
ACH-000143,0.188366278241
ACH-000146,0.0980512040711
ACH-000148,0.13548129574
ACH-000150,0.027614657332799997
ACH-000152,0.335674585591
ACH-000153,0.0598843101449
ACH-000159,0.24282239469300002
ACH-000160,0.09271740187380001
ACH-000163,0.133365194246
ACH-000167,0.0190516331617
ACH-000168,0.15628939652
ACH-000169,-0.009687842406690001
ACH-000178,0.0362145308645
ACH-000182,0.00548273669064
ACH-000183,-0.039122766759099994
ACH-000188,0.09796950977600001
ACH-000189,0.20047795792999998
ACH-000190,0.0493725668221
ACH-000198,0.0404114940571
ACH-000204,0.113330610936
ACH-000206,0.130794679464
ACH-000207,-0.0286844656373
ACH-000211,-0.0364245640991
ACH-000215,0.0452175447815
ACH-000221,0.216711834629
ACH-000222,-0.100729290656
ACH-000223,0.0315492248194
ACH-000226,0.039099532790199995
ACH-000227,0.11033139847300001
ACH-000228,0.11605118425899999
ACH-000231,0.0609844453594
ACH-000232,0.0399162316348
ACH-000233,0.00294539658724
ACH-000234,0.141448992002
ACH-000235,0.050343247552500005
ACH-000237,0.097613134601
ACH-000238,0.0914684637851
ACH-000243,0.034594725827199996
ACH-000244,0.312160321282
ACH-000246,0.133485620191
ACH-000248,0.157474521349
ACH-000250,0.0304020960933
ACH-000251,0.0562605811717
ACH-000253,0.0675188962577
ACH-000255,0.103476064944
ACH-000256,0.207921462282
ACH-000257,0.181092567046
ACH-000258,0.10329036075300001
ACH-000259,0.0827871076906
ACH-000260,0.0486318967186
ACH-000261,0.104356805483
ACH-000262,0.0214311326729
ACH-000263,-0.245508099998
ACH-000264,0.0965633798571
ACH-000265,0.149101911368
ACH-000266,0.053591585360400006
ACH-000272,0.000588357934156
ACH-000273,-0.112956614598
ACH-000274,-0.10129984974400001
ACH-000277,0.0590838158045
ACH-000278,0.151212116881
ACH-000279,0.042013628413899995
ACH-000280,0.11502293915999999
ACH-000281,0.0577447315236
ACH-000288,0.08665902503289999
ACH-000291,0.08773282349770001
ACH-000293,0.0760478578562
ACH-000294,0.109851383233
ACH-000295,0.0846027880526
ACH-000296,0.166338757811
ACH-000302,0.0866721182588
ACH-000304,-0.00138068155036
ACH-000307,0.0638456535597
ACH-000308,0.0869006200994
ACH-000310,-0.0291861313575
ACH-000311,0.06246844613469999
ACH-000312,-0.0996006725024
ACH-000315,0.00790205413453
ACH-000316,-0.049781062259599995
ACH-000317,0.00665157002155
ACH-000318,0.164934806251
ACH-000319,0.15268072684800002
ACH-000320,-0.09721886698200001
ACH-000322,-0.049994741321099996
ACH-000323,0.0293733969488
ACH-000324,0.0603373281327
ACH-000329,0.041558925889999994
ACH-000330,0.162830479989
ACH-000331,0.17968503720600001
ACH-000332,0.0442248346119
ACH-000334,-0.0279105285098
ACH-000335,0.0584036442132
ACH-000336,0.18265772562
ACH-000337,0.0994535712536
ACH-000339,0.0764013358842
ACH-000341,-0.00877793675617
ACH-000348,0.127213295975
ACH-000350,0.189116218196
ACH-000352,0.10155981774499999
ACH-000356,0.09303974885260001
ACH-000361,0.0170462623017
ACH-000362,-0.0467773629866
ACH-000363,0.037253619617
ACH-000364,0.0370021873117
