,MYC (4609)
ACH-000820,-1.9208133442299997
ACH-000821,-2.58536548248
ACH-000822,-1.40580995915
ACH-000823,-2.0469511232
ACH-000824,-1.45906748579
ACH-000827,-1.7471260538999998
ACH-000829,-1.9352695874599999
ACH-000831,-1.8200946262200002
ACH-000832,-1.904287249
ACH-000833,-1.29676991049
ACH-000834,-2.0123773864700003
ACH-000835,-1.61092938826
ACH-000836,-1.3875024414100001
ACH-000837,-1.8147653695200001
ACH-000838,-2.5812208254700004
ACH-000839,-1.44450009018
ACH-000840,-2.0736917023599997
ACH-000841,-2.0390619292900003
ACH-000843,-2.15147261914
ACH-000846,-1.72895435618
ACH-000847,-1.51111092963
ACH-000848,-1.37830126678
ACH-000849,-1.6303942522400001
ACH-000851,-1.72860353082
ACH-000855,-1.82977908252
ACH-000856,-1.8634242722299998
ACH-000858,-1.8649579146700002
ACH-000859,-2.0997357576599995
ACH-000861,-1.9718347412400001
ACH-000862,-1.77701691051
ACH-000865,-1.9563372198500002
ACH-000866,-1.6055001015099999
ACH-000867,-1.63946719989
ACH-000869,-1.85767495433
ACH-000872,-1.99877993958
ACH-000873,-1.90408050336
ACH-000876,-1.7858617505599998
ACH-000878,-2.1624563033
ACH-000880,-1.45192236338
ACH-000881,-1.99464536949
ACH-000882,-1.47247178836
ACH-000884,-1.5036634005200002
ACH-000885,-1.5919366547799998
ACH-000887,-1.80429375629
ACH-000888,-1.8921720278
ACH-000889,-2.1962262906
ACH-000890,-1.99777220563
ACH-000896,-1.8766897702400003
ACH-000898,-1.66648857222
ACH-000900,-1.46351075416
ACH-000901,-2.0306005112900003
ACH-000905,-1.8708720449400003
ACH-000906,-1.9160628733900003
ACH-000907,-1.22780623613
ACH-000910,-1.64394299851
ACH-000911,-1.7551569977500001
ACH-000912,-1.4944158494100002
ACH-000913,-1.3366546243700002
ACH-000915,-1.9859700258200002
ACH-000916,-2.30566114608
ACH-000917,-1.8403996720900002
ACH-000921,-1.7388834797900001
ACH-000924,-1.51694341829
ACH-000926,-2.2042098435099997
ACH-000928,-1.21822221307
ACH-000929,-1.87862486397
ACH-000932,-1.8369836593000002
ACH-000935,-2.04258765305
ACH-000936,-1.7728186140200002
ACH-000937,-1.9633652206
ACH-000938,-2.25195065555
ACH-000939,-1.50408834451
ACH-000941,-1.5192869151800001
ACH-000943,-1.838859319
ACH-000946,-1.4960834924700002
ACH-000947,-1.78383342323
ACH-000948,-1.4203542694600002
ACH-000950,-1.95178564898
ACH-000953,-2.49647853471
ACH-000957,-1.74432586622
ACH-000958,-1.7884758634
ACH-000960,-2.02664555372
ACH-000963,-1.8576135298400003
ACH-000968,-1.74130052128
ACH-000969,-1.7482518001499998
ACH-000973,-1.31337613813
ACH-000974,-1.8098838702000002
ACH-000975,-1.95446610042
ACH-000976,-1.8548678411099997
ACH-000978,-1.8312200033099997
ACH-000980,-0.509405869353
ACH-000984,-1.32600878045
ACH-000986,-1.8704248595599997
ACH-000988,-1.7465431281200001
ACH-000993,-1.44313722956
ACH-000994,-1.47426122378
ACH-000996,-1.42260608034
ACH-001001,-1.24318382661
ACH-001020,-1.5094445000799999
ACH-001028,-1.9522487216799997
ACH-001031,-1.78203566805
ACH-001038,-2.08180792333
ACH-001048,-1.59185428095
ACH-001050,-1.93372524948
ACH-001053,-1.4488564259399999
ACH-001054,-1.20215617555
ACH-001061,-1.6923136841
ACH-001067,-1.75980279257
ACH-001075,-1.8853114608300001
ACH-001096,-0.387210213719
ACH-001128,-1.26969910754
ACH-001134,-1.8821653608700002
ACH-001151,-1.82603297964
ACH-001163,-2.22237941304
ACH-001164,-2.21786102146
ACH-001173,-1.39259079424
ACH-001183,-1.85469307223
ACH-001184,-0.855061119089
ACH-001190,-1.1063002152799999
ACH-001192,-2.23358498417
ACH-001193,-1.35251050216
ACH-001196,-1.9808132826599998
ACH-001197,-1.76074252324
ACH-001205,-1.82742271574
ACH-001211,-1.67504562632
ACH-001212,-1.97219826745
ACH-001228,-0.9861405153630001
ACH-001232,-1.5004588824599998
ACH-001239,-2.12936906842
ACH-001274,-1.98745085651
ACH-001275,-1.7271603096700001
ACH-001277,-1.98670387566
ACH-001278,-1.82727914465
ACH-001280,-0.703122135757
ACH-001283,-1.8137024983599999
ACH-001289,-0.650267592228
ACH-001295,-0.7982466414470001
ACH-001300,-1.98489527211
ACH-001301,-0.824535065011
ACH-001302,-0.624939123566
ACH-001303,-0.570357275929
ACH-001306,-1.94675123686
ACH-001318,-1.8446113348400002
ACH-001322,-1.9959586088299999
ACH-001328,-1.83726941824
ACH-001332,-1.94409757445
ACH-001333,-1.67623990361
ACH-001336,-1.71841846958
ACH-001340,-1.19754710692
ACH-001346,-2.20337792728
ACH-001353,-1.72305339354
ACH-001354,-0.6361680627449999
ACH-001367,-0.49657809954
ACH-001368,-1.76973731501
ACH-001374,-1.1564204685500001
ACH-001375,-1.66847203151
ACH-001377,-1.87966383878
ACH-001380,-1.89987988305
ACH-001391,-0.931751036617
ACH-001407,-2.12906888291
ACH-001408,-2.15472194463
ACH-001413,-1.24678739323
ACH-001430,-1.880712718
ACH-001431,-2.2183917576599996
ACH-001450,-1.9336387758200002
ACH-001496,-1.3636075696599999
ACH-001500,-1.5824645945500002
ACH-001521,-2.5684768010099996
ACH-001523,-2.07314706809
ACH-001532,-1.9574612921599999
ACH-001536,-1.9983895688
ACH-001550,-1.96410634222
ACH-001552,-1.4592630528400001
ACH-001554,-1.8539406319999998
ACH-001645,-1.92233076743
ACH-001654,-2.13443732523
ACH-001715,-1.7333572919999998
ACH-001735,-1.98505922551
ACH-001736,-2.21329331938
ACH-001737,-2.2173094136900002
ACH-001740,-0.744444381081
ACH-001745,-0.7161356395440001
ACH-001750,-1.7098717189100001
ACH-001765,-1.38152167508
ACH-001956,-1.41150666875
ACH-001957,-1.68868469718
