,ZER1 (10444)
ACH-000390,-0.244688014925
ACH-000393,-0.0240775177201
ACH-000395,-0.44860407353799997
ACH-000397,-0.280471330931
ACH-000401,-0.416889118415
ACH-000402,-0.164231563394
ACH-000403,-0.25439873235800003
ACH-000404,0.0795243245891
ACH-000406,-0.14831623393100002
ACH-000407,-0.167222857631
ACH-000408,-0.275373496519
ACH-000410,-0.27621133265500003
ACH-000411,-0.256699049533
ACH-000414,-0.255144949088
ACH-000415,-0.109159753649
ACH-000416,-0.08810200939539999
ACH-000420,-0.121166655256
ACH-000421,-0.214466531832
ACH-000424,-0.0323568364803
ACH-000425,-0.30902212470400003
ACH-000426,-0.0880439499038
ACH-000427,-0.053488320157199995
ACH-000433,-0.260419444912
ACH-000436,-0.15264861886
ACH-000444,0.161393103682
ACH-000445,-0.274407950312
ACH-000448,-0.143908429956
ACH-000450,-0.44207792095200005
ACH-000452,-0.0031276358962399995
ACH-000454,-0.329378004058
ACH-000458,-0.292028916839
ACH-000459,-0.101314982381
ACH-000460,-0.257362592294
ACH-000461,-0.24305795793200002
ACH-000463,-0.267261309213
ACH-000464,-0.24923567487300002
ACH-000466,0.00644617560274
ACH-000467,-0.206525878186
ACH-000468,-0.499271989529
ACH-000469,-0.517853185554
ACH-000470,-0.390847924435
ACH-000471,-0.294343380242
ACH-000472,-0.216904726976
ACH-000473,-0.0652927664766
ACH-000475,-0.247741308962
ACH-000476,-0.0173646227147
ACH-000477,-0.636359506471
ACH-000480,-0.26239909845
ACH-000481,-0.33604715011299996
ACH-000483,-0.560826858531
ACH-000484,-0.0592752288481
ACH-000485,-0.131893535762
ACH-000486,-0.19222469695
ACH-000487,-0.18252311811500002
ACH-000488,-0.274709904069
ACH-000490,-0.938120319263
ACH-000491,-0.18888288383000001
ACH-000495,-0.405304694683
ACH-000496,-0.405844499874
ACH-000499,-0.0997734047689
ACH-000500,-0.796676235985
ACH-000502,-0.343710668163
ACH-000503,-0.015388764716
ACH-000505,-0.198080522954
ACH-000507,-0.177293380099
ACH-000510,-0.0326503711899
ACH-000511,-0.262462035493
ACH-000512,-0.223229948103
ACH-000516,-0.362954295287
ACH-000517,-0.324577478154
ACH-000518,-0.047510506603600004
ACH-000520,-0.23964183701699998
ACH-000521,-0.39084113805
ACH-000522,-0.13964752999399999
ACH-000524,-0.271085430392
ACH-000527,-0.17873186662700002
ACH-000528,-0.173615982315
ACH-000537,-0.193657597643
ACH-000541,-0.127773443383
ACH-000542,-0.222640235468
ACH-000544,-0.181609866202
ACH-000545,-0.20769572513300003
ACH-000547,-0.12641024521400002
ACH-000548,-0.31420861604
ACH-000549,0.0671725695327
ACH-000550,-0.38541294382299995
ACH-000552,-0.134082864154
ACH-000556,-0.8925068703560001
ACH-000557,-0.11778187182600001
ACH-000570,-0.302471150219
ACH-000571,-0.136557215594
ACH-000573,-0.11954998358300001
ACH-000576,-0.223230708668
ACH-000580,0.005335611796180001
ACH-000584,-0.226055356591
ACH-000585,-0.24897302055999998
ACH-000588,0.0977353953522
ACH-000589,-0.35409773779200004
ACH-000591,-0.0905376689128
ACH-000593,-0.059953602770300006
ACH-000600,-0.436522835809
ACH-000601,-0.204225231731
ACH-000604,-0.296435875179
ACH-000605,-0.150340819223
ACH-000606,-0.533942762078
ACH-000608,-0.302559291638
ACH-000614,-0.114827220461
ACH-000616,0.053457168429300005
ACH-000618,-0.124986504092
ACH-000619,-0.297158198617
ACH-000620,-0.209474764117
ACH-000621,-0.174765792022
ACH-000622,-0.15902658599199998
ACH-000623,-0.06968344733319999
ACH-000624,-0.0945663450532
ACH-000627,-0.19351517017499997
ACH-000630,-0.34060375658799996
ACH-000632,-0.26398719794
ACH-000633,0.0970792903275
ACH-000637,-0.336013722703
ACH-000638,-0.25784090778499996
ACH-000646,0.0388498076471
ACH-000647,-0.119526482699
ACH-000648,-0.136644991921
ACH-000649,-0.355651864393
ACH-000651,-0.18665777516399998
ACH-000652,0.21823502059099997
ACH-000653,-0.00131979212286
ACH-000657,-0.237671618345
ACH-000658,-0.244641503229
ACH-000661,0.020404738037799998
ACH-000662,-0.57696007795
ACH-000663,-0.38855797477
ACH-000665,-0.15646315235
ACH-000671,-0.134112012648
ACH-000673,-0.25823646213
ACH-000676,-0.051928367672699996
ACH-000677,-0.140762450995
ACH-000681,-0.330906239531
ACH-000682,-0.310874941235
ACH-000683,-0.315554135086
ACH-000684,-0.07357604322210001
ACH-000688,-0.204339592262
ACH-000693,-0.119392467854
ACH-000694,-0.275341828658
ACH-000695,-0.0317986718513
ACH-000696,-0.267605064227
ACH-000697,-0.043457481031
ACH-000699,-0.185624177986
ACH-000701,0.006595861852180001
ACH-000706,-0.337921024713
ACH-000711,-0.20316906655900002
ACH-000713,-0.185762614687
ACH-000714,-0.358211762132
ACH-000718,-0.491590686401
ACH-000720,-0.192294438987
ACH-000721,-0.25251660142099996
ACH-000724,-0.455230485496
ACH-000725,-0.012135406314000001
ACH-000732,-0.120584956057
ACH-000734,-0.28154481721200003
ACH-000735,-0.37165891005900004
ACH-000736,-0.44073099879100003
ACH-000738,-0.298559621356
ACH-000746,-0.137574534592
ACH-000747,-0.366819207493
ACH-000748,-0.0725029351235
ACH-000753,-0.0437664319165
ACH-000756,-0.059712302499199996
ACH-000757,-0.42656736781099996
ACH-000758,-0.269763345871
ACH-000760,-0.20208301761599998
ACH-000763,-0.133388698666
ACH-000764,-0.246562465519
ACH-000765,-0.0160540854908
ACH-000766,-0.281510376801
ACH-000767,-0.283666708222
ACH-000768,-0.118965007399
ACH-000769,-0.311266262241
ACH-000770,-0.291929403855
ACH-000771,-0.10310452882400001
ACH-000773,-0.130382915736
ACH-000776,-0.20861319061500003
ACH-000777,-0.34087736297700005
ACH-000778,-0.541991829864
ACH-000781,-0.342255068034
ACH-000782,-0.24582323577100001
ACH-000783,-0.33931245859
ACH-000784,-0.14108384487
ACH-000785,-0.41973022049500003
ACH-000787,-0.130402103366
ACH-000788,-0.25619600306699997
ACH-000791,-0.408118127541
ACH-000792,-0.14453819419000002
ACH-000794,-0.35676066927100003
ACH-000796,-0.180510966657
ACH-000799,-0.405547530247
ACH-000800,0.013768967258
ACH-000802,-0.0173991636643
ACH-000804,-0.47649701743999995
ACH-000805,-0.556112483725
ACH-000809,-0.219455710385
ACH-000810,-0.25920931264
ACH-000811,-0.311585196751
ACH-000817,-0.57245051146
ACH-000819,-0.15686313643799998
ACH-000820,0.191886612285
ACH-000821,0.018930523879799998
ACH-000822,-0.35281321051700004
ACH-000823,0.0319424704614
ACH-000824,-0.30263792683699997
ACH-000827,-0.184931496113
ACH-000829,-0.519268703943
ACH-000831,-0.332738491978
ACH-000832,-0.16884049188900002
ACH-000833,-0.22695160264000003
ACH-000834,-0.277534560943
ACH-000835,-0.16003197231
ACH-000836,-0.273872187497
ACH-000837,-0.29193881303
ACH-000838,0.034990416333
ACH-000839,-0.497388151313
ACH-000840,-0.39815917460999994
ACH-000841,-0.315617095057
ACH-000843,-0.0201374643823
ACH-000846,-0.612648233515
ACH-000847,-0.117224055212
ACH-000848,-0.291808752355
ACH-000849,-0.0937619177005
ACH-000851,-0.243278735062
ACH-000855,-0.22411838089000002
ACH-000856,-0.25857436565200004
ACH-000858,-0.019969134479499998
ACH-000859,-0.196536473156
ACH-000861,-0.308526845997
ACH-000862,-0.0926750292966
ACH-000865,-0.185809027405
ACH-000866,-0.18896205194000001
ACH-000867,-0.154054036173
ACH-000869,-0.226117705667
ACH-000872,-0.20738528866999997
ACH-000873,-0.18927612484499998
ACH-000876,-0.731642718663
ACH-000878,-0.0634953455445
ACH-000880,-0.264502547027
ACH-000881,-0.173596731003
ACH-000882,-0.19165459675299998
ACH-000884,-0.106490013684
ACH-000885,-0.367075629998
ACH-000887,-0.38302265623899995
ACH-000888,-0.270275238902
ACH-000889,-0.0611915785096
ACH-000890,-0.183458922725
ACH-000896,-0.114608017964
ACH-000898,-0.064629040631
ACH-000900,-0.256828132436
ACH-000901,-0.386076839173
ACH-000905,-0.0482974657218
ACH-000906,-0.262454606617
ACH-000907,-0.45683448647
ACH-000910,-0.120121205661
ACH-000911,-0.15523627080900002
ACH-000912,-0.223663238522
ACH-000913,-0.279863146426
ACH-000915,-0.20553163201699998
ACH-000916,-0.326397818956
ACH-000917,-0.0670925473239
ACH-000921,-0.189066025359
ACH-000924,-0.15512536505400001
ACH-000926,-0.31395920160999996
ACH-000928,-0.162963261287
ACH-000929,0.10290042781099999
ACH-000932,-0.205297883768
ACH-000935,-0.308938733986
ACH-000936,-0.244539799638
ACH-000937,-0.23302863339899998
ACH-000938,-0.0685211720838
ACH-000939,0.239467404176
ACH-000941,-0.07869501600319999
ACH-000943,-0.16499048518200002
ACH-000946,-0.292661907976
ACH-000947,-0.0728789731481
ACH-000948,-0.133240106207
ACH-000950,-0.38840198756800004
ACH-000953,-0.166931635575
ACH-000957,-0.105938526778
ACH-000958,-0.195326062541
ACH-000960,-0.300408835693
ACH-000963,-0.203779688269
ACH-000968,-0.031264191822200006
ACH-000969,-0.428353112506
ACH-000973,-0.20244956562199998
ACH-000974,-0.222422930911
ACH-000975,-0.109440719196
ACH-000976,-0.0572401839359
ACH-000978,-0.286797266705
ACH-000980,-0.0648499106128
ACH-000984,-0.168471560692
ACH-000986,-0.36963542468000005
ACH-000988,-0.0141959811048
ACH-000993,-0.23124731148400002
ACH-000994,-0.408450988058
ACH-000996,-0.44168615681199996
ACH-001001,-0.222609398141
ACH-001020,-0.185917164817
ACH-001028,-0.261611077942
ACH-001031,-0.422140302114
ACH-001038,-0.041078751116699994
ACH-001048,-0.172306214351
ACH-001050,-0.059451206251
ACH-001053,-0.419772964359
ACH-001054,-0.430889102674
ACH-001061,-0.17923908944800002
ACH-001067,-0.368365002038
ACH-001075,-0.14689716548
ACH-001096,-0.110595382795
ACH-001128,-0.660736104834
ACH-001134,-0.14828258428
ACH-001151,-0.317100639877
ACH-001163,-0.299583995027
ACH-001164,-0.133813764463
ACH-001173,-0.258864243007
ACH-001183,0.0207951010103
ACH-001184,-0.04694560184280001
ACH-001190,-0.265882449611
ACH-001192,-0.310731869529
ACH-001193,-0.0593496231609
ACH-001196,-0.253663586422
ACH-001197,-0.228468077283
ACH-001205,-0.215152687057
ACH-001211,-0.249155669034
ACH-001212,-0.537047422245
ACH-001228,-0.9320260422319999
ACH-001232,-0.44677529000699995
ACH-001239,-0.214944496378
ACH-001274,-0.24242300405699999
ACH-001275,-0.05922478479809999
ACH-001277,-0.14944114529400002
ACH-001278,-0.15132970711
ACH-001280,-0.424022794704
ACH-001283,-0.19291305822000002
ACH-001289,-0.21662022648899998
ACH-001295,-0.34762513898100006
ACH-001300,-0.23136013647599998
ACH-001301,-0.0134181549972
ACH-001302,-0.0476608504462
ACH-001303,-0.12231696255100001
ACH-001306,0.0383363900077
ACH-001318,-0.16620590736500002
ACH-001322,-0.483724076422
ACH-001328,-0.353319034203
ACH-001332,-0.27340644519699997
ACH-001333,0.00102476149166
ACH-001336,-1.02714787394
ACH-001340,-0.395260893335
ACH-001346,-0.08832163181669998
ACH-001353,-0.145230945139
ACH-001354,-0.014736262550700001
ACH-001367,0.07935260528560001
ACH-001368,-0.28714572649500003
ACH-001374,-0.135262765525
ACH-001375,-0.196990613209
ACH-001377,-0.132661681033
ACH-001380,-0.17174872065900001
ACH-001391,-0.430902264221
ACH-001407,-0.136795407122
ACH-001408,-0.34566973799199996
ACH-001413,-0.20807354968199998
ACH-001430,-0.274264369703
ACH-001431,-0.170171846745
ACH-001450,-0.0079409338142
ACH-001496,-0.351284008914
ACH-001500,-0.157104720736
ACH-001521,0.121531857779
ACH-001523,-0.318745659093
ACH-001532,-0.268309519499
ACH-001536,-0.127273100047
ACH-001550,-0.293109045421
ACH-001552,0.165234115739
ACH-001554,-0.224163421921
ACH-001645,-0.245729553892
ACH-001654,-0.392161180466
ACH-001715,-0.44709907618699996
ACH-001735,-0.07072010513060001
ACH-001736,-0.254319437303
ACH-001737,-0.140500301252
ACH-001740,-0.377312525357
ACH-001745,-0.17357602044700002
ACH-001750,-0.180963053231
ACH-001765,-0.113826269905
ACH-001956,-0.229971360686
ACH-001957,-0.151532396067
