,GNLY (10578)
ACH-000004,-0.14219450191299998
ACH-000007,-0.07430692534189999
ACH-000009,-0.0232213443469
ACH-000011,-0.133501521959
ACH-000012,-0.0949810681226
ACH-000013,-0.007260730649109999
ACH-000014,0.05026476918600001
ACH-000015,0.0167735375651
ACH-000017,0.12490723274599999
ACH-000018,-0.36574027380199997
ACH-000019,-0.031375651353
ACH-000021,-0.126765810611
ACH-000022,-0.0686343106679
ACH-000025,-0.239667664166
ACH-000028,-0.0827406722954
ACH-000030,-0.139773757184
ACH-000035,-0.134582543232
ACH-000036,-0.06677622190469999
ACH-000037,-0.182055505394
ACH-000039,0.0996542688631
ACH-000040,0.0801834758998
ACH-000041,-0.0165027195441
ACH-000042,-0.0440924502087
ACH-000045,0.0028429866030700002
ACH-000047,-0.13411587270199998
ACH-000052,-0.36843429881399997
ACH-000053,-0.030203186373099995
ACH-000054,0.0262280218207
ACH-000055,-0.161713613126
ACH-000060,0.11952685518200001
ACH-000067,-0.169127100133
ACH-000070,-0.152399110279
ACH-000075,0.121229412817
ACH-000078,0.147114861976
ACH-000082,0.110649535823
ACH-000085,-0.19922137317400002
ACH-000086,0.017371125996400002
ACH-000087,-0.06889976150839999
ACH-000092,-0.311216536568
ACH-000095,-0.05712612713719999
ACH-000097,-0.059185568555699994
ACH-000098,0.071638480504
ACH-000099,0.115823063593
ACH-000108,0.0837246264113
ACH-000113,-0.049500814686599996
ACH-000115,-0.24656242969999997
ACH-000116,0.00120722375942
ACH-000118,-0.038080295645800004
ACH-000120,-0.153625265816
ACH-000123,-0.0829878155499
ACH-000127,-0.09813923727019999
ACH-000128,-0.06254864778909999
ACH-000132,-0.09256090620760002
ACH-000133,-0.12397049422499999
ACH-000137,0.0909649640349
ACH-000138,0.00242061624779
ACH-000142,-0.163680554979
ACH-000143,-0.0674491958453
ACH-000146,-0.103611425821
ACH-000148,-0.0415592727515
ACH-000150,0.031269054264
ACH-000152,-0.342147281615
ACH-000153,0.08595083394189998
ACH-000159,-0.0389361160238
ACH-000160,-0.0265534024265
ACH-000163,-0.058189840798000006
ACH-000167,0.110925017324
ACH-000168,0.109653441335
ACH-000169,-0.0490736051101
ACH-000178,0.046295626488100004
ACH-000182,-0.09201830192800001
ACH-000183,-0.177511196037
ACH-000188,-0.250581801128
ACH-000189,-0.10149628609099999
ACH-000190,-0.187023233114
ACH-000198,-0.058250125466599995
ACH-000204,0.10048598779899999
ACH-000206,0.022009328461599996
ACH-000207,-0.584767054926
ACH-000211,0.021051013919700004
ACH-000215,0.0373848439721
ACH-000221,-0.0275633948173
ACH-000222,-0.09803417394899999
ACH-000223,-0.0157214373117
ACH-000226,0.0803560582335
ACH-000227,-0.0894284769557
ACH-000228,-0.142450566588
ACH-000231,-0.0855035982321
ACH-000232,0.130992071577
ACH-000233,-0.000579723713286
ACH-000234,-0.148054525867
ACH-000235,0.036169068601099995
ACH-000237,0.10469480352800001
ACH-000238,-0.111710334264
ACH-000243,-0.15711772860200002
ACH-000244,0.00846243902414
ACH-000246,-0.0909381656261
ACH-000248,0.04580757549330001
ACH-000250,-0.17321598691100001
ACH-000251,-0.07193809448310001
ACH-000253,-0.205191731474
ACH-000255,-0.0999736512171
ACH-000256,-0.362973730061
ACH-000257,0.286123264714
ACH-000258,-0.17369948188700002
ACH-000259,-0.0550942110039
ACH-000260,-0.09775206501690001
ACH-000261,-0.0350124489563
ACH-000262,0.11914449343
ACH-000263,0.0134135956297
ACH-000264,-0.019894151728400002
ACH-000265,-0.11503268507000002
ACH-000266,-0.04389274758330001
ACH-000272,0.0855857578354
ACH-000273,0.053233151344
ACH-000274,-0.249251325851
ACH-000277,0.08313023911930001
ACH-000278,-0.0721758773878
ACH-000279,-0.228846743341
ACH-000280,-0.0680319035958
ACH-000281,0.11721808526699999
ACH-000288,-0.153886511241
ACH-000291,-0.0331299413735
ACH-000293,-0.224661873904
ACH-000294,-0.0428185124326
ACH-000295,0.188120509381
ACH-000296,-0.130802457916
ACH-000302,0.0606866393888
ACH-000304,-0.214466903875
ACH-000307,-0.0931306053925
ACH-000308,-0.09053322525689998
ACH-000310,0.033878032389
ACH-000311,0.026046687314299998
ACH-000312,0.05485826662959999
ACH-000315,-0.38051119194300004
ACH-000316,0.129702847075
ACH-000317,0.00173015773353
ACH-000318,-0.425418117346
ACH-000319,-0.0507277122673
ACH-000320,0.051296755003199995
ACH-000322,0.024911561760200002
ACH-000323,-0.0340521269995
ACH-000324,-0.154054238349
ACH-000329,0.07466437819380001
ACH-000330,-0.261197254234
ACH-000331,-0.259111093622
ACH-000332,0.099284268596
ACH-000334,0.07689540017910002
ACH-000335,0.11357599857799999
ACH-000336,-0.10355827996200001
ACH-000337,-0.125374908664
ACH-000339,0.0950214452101
ACH-000341,-0.18575185502500002
ACH-000348,-0.00604847683236
ACH-000350,0.0347341687844
ACH-000352,-0.197708888404
ACH-000356,-0.32040365245499997
ACH-000361,-0.07386411895060001
ACH-000362,0.0036123646894499995
ACH-000363,-0.0769469699976
ACH-000364,-0.0444814390192
ACH-000365,-0.0469522150771
ACH-000366,0.028731261321400005
ACH-000368,0.00130799038035
ACH-000374,-0.0274573561488
ACH-000375,-0.09369024392200001
ACH-000376,-0.0273975459794
ACH-000381,-0.22663520517900002
ACH-000383,-0.008856645334149999
ACH-000387,-0.0563346627149
ACH-000389,-0.047132278042
ACH-000390,-0.117784536623
ACH-000393,-0.158694428021
ACH-000395,-0.062317550173
ACH-000397,-0.105599414264
ACH-000401,-0.321985204262
ACH-000402,-0.380016016269
ACH-000403,0.0477528214944
ACH-000404,0.161855605592
ACH-000406,-0.00927647993862
ACH-000407,0.052568953883899996
ACH-000408,-0.222413345184
ACH-000410,-0.0466596413348
ACH-000411,-0.012310110357700002
ACH-000414,0.11870278274599999
ACH-000415,-0.21541895596900001
ACH-000416,-0.015061940475600001
ACH-000420,0.0627885424828
ACH-000421,-0.187325314012
ACH-000424,-0.21394935050900002
ACH-000425,0.0122216976538
ACH-000426,0.03788071695819999
ACH-000427,-0.206716212876
ACH-000433,-0.15388343912799998
ACH-000436,0.0329505570175
ACH-000444,-0.18433204695500002
ACH-000445,0.140244912041
ACH-000448,-0.0826526465252
ACH-000450,-0.260542929212
ACH-000452,-0.0613394940765
ACH-000454,-0.422763829088
ACH-000458,-0.212168061375
ACH-000459,-0.257776569522
ACH-000460,-0.06874448467210001
ACH-000461,0.00674670556795
ACH-000463,-0.00963999598243
ACH-000464,-0.349380929357
ACH-000466,0.011394913736
ACH-000467,-0.0359523110531
ACH-000468,-0.0370154749065
ACH-000469,-0.0377713506897
ACH-000470,-0.266785226399
ACH-000471,-0.13390774513599998
ACH-000472,-0.0015655688485000001
ACH-000473,-0.09971084065850001
ACH-000475,-0.08639026893269999
ACH-000476,-0.08616816264419999
ACH-000477,-0.012456788300600001
ACH-000480,-0.146912607411
ACH-000481,-0.17154269274099998
ACH-000483,-0.055309221387800006
ACH-000484,-0.185138394639
ACH-000485,-0.23160795388
ACH-000486,-0.108642345374
ACH-000487,-0.132320779418
ACH-000488,-0.0909780501543
ACH-000490,-0.0602055444004
ACH-000491,-0.156229502763
ACH-000495,-0.0835842292744
ACH-000496,-0.100424857225
ACH-000499,0.0615009963156
ACH-000500,-0.357365928782
ACH-000502,0.0372032183097
ACH-000503,0.10003130494200001
ACH-000505,-0.0308519445418
ACH-000507,-0.213417462837
ACH-000510,-0.0679414421591
ACH-000511,-0.0694751994436
ACH-000512,-0.151822576199
ACH-000516,0.0038856406755100005
ACH-000517,-0.012530558692100001
ACH-000518,0.048161729541300005
ACH-000520,-0.10164511612600001
ACH-000521,0.0168961773493
ACH-000522,-0.243413976402
ACH-000524,-0.0452323351614
ACH-000527,-0.21004432974
ACH-000528,-0.0658107703332
ACH-000537,-0.0845370120372
ACH-000541,-0.14252663457800002
ACH-000542,0.0338439002847
ACH-000544,-0.0663778903982
ACH-000545,-0.11327186863600001
ACH-000547,-0.17278585620200002
ACH-000548,-0.334635350678
ACH-000549,-0.34743484018799997
ACH-000550,0.0885658055084
ACH-000552,-0.453508699284
ACH-000556,-0.305058773043
ACH-000557,-0.017700212437499998
ACH-000570,0.08703474157680001
ACH-000571,0.0053306592632099995
ACH-000573,0.0661082983355
ACH-000576,0.137046337027
ACH-000580,-0.11576038757099999
ACH-000584,-0.10589012032299999
ACH-000585,-0.161801834762
ACH-000588,-0.0048427961404
ACH-000589,-0.0654866293893
ACH-000591,-0.17703152454999999
ACH-000593,-0.137828713166
ACH-000600,-0.34758285562700003
ACH-000601,0.044862326149
ACH-000604,-0.0397902674282
ACH-000605,-0.203953001662
ACH-000606,-0.212914540224
ACH-000608,0.045414069413000004
ACH-000614,-0.0827351766085
ACH-000616,-0.0707829180583
ACH-000618,-0.142651500393
ACH-000619,-0.151393246357
ACH-000620,-0.0300144932332
ACH-000621,-0.034143008173000006
ACH-000622,0.15229224469
ACH-000623,0.08480824621239999
ACH-000624,-0.025791154374799997
ACH-000627,-0.09262517844200001
ACH-000630,-0.0944057821269
ACH-000632,-0.0192693141313
ACH-000633,-0.020464817779
ACH-000637,-0.198137461632
ACH-000638,-0.00419398066894
ACH-000646,0.010727274716299999
ACH-000647,0.0680210240625
ACH-000648,-0.35399581263400004
ACH-000649,-0.0799328943627
ACH-000651,-0.162355635426
ACH-000652,-0.027954621249599996
ACH-000653,0.158088106721
ACH-000657,0.008081986480460001
ACH-000658,0.0790342330488
ACH-000661,-0.22375022585299997
ACH-000662,0.029362781254400002
ACH-000663,-0.027704420159900003
ACH-000665,-0.25420041640200003
ACH-000671,-0.0823988644481
ACH-000673,-0.194173471406
ACH-000676,0.0736978199818
ACH-000677,0.04388037033480001
ACH-000681,-0.0944702919999
ACH-000682,-0.133139685736
ACH-000683,-0.242772947078
ACH-000684,0.0226718352574
ACH-000688,0.050717618196400006
ACH-000693,-0.137163676788
ACH-000694,-0.168488505027
ACH-000695,-0.0999609226132
ACH-000696,-0.023417884878799998
ACH-000697,-0.282895104839
ACH-000699,0.11864938418899999
ACH-000701,-0.136905774911
ACH-000706,-0.12960286315
ACH-000711,-0.127138321894
ACH-000713,-0.061684341455800006
ACH-000714,-0.132644876052
ACH-000718,0.0037441732919200003
ACH-000720,-0.0197005026634
ACH-000721,-0.24651831013099998
ACH-000724,-0.0714422084749
ACH-000725,-0.420874065388
ACH-000732,-0.245735999584
ACH-000734,-0.06985905972789999
ACH-000735,-0.06450753471630001
ACH-000736,0.0907453131082
ACH-000738,-0.12418600734200001
ACH-000746,0.019185625831500002
ACH-000747,-0.187111693523
ACH-000748,-0.0917777043023
ACH-000753,-0.0636538196319
ACH-000756,-0.12386148408500001
ACH-000757,-0.0696739350808
ACH-000758,-0.20036450315499998
ACH-000760,-0.195066196809
ACH-000763,0.107250773083
ACH-000764,-0.0455482022023
ACH-000765,0.113872904648
ACH-000766,-0.13567694384600001
ACH-000767,0.09761614418189998
ACH-000768,-0.0443407503794
ACH-000769,-0.216702963352
ACH-000770,-0.0930399213793
ACH-000771,-0.0930581714177
ACH-000773,0.0852522464762
ACH-000776,0.0441983902021
ACH-000777,-0.0260932726192
ACH-000778,-0.0546223788801
ACH-000781,-0.0513115661603
ACH-000782,-0.126648806988
ACH-000783,-0.0270302107799
ACH-000784,-0.16961261202300001
ACH-000785,-0.122231927115
ACH-000787,-0.228419008756
ACH-000788,0.08638754361749999
ACH-000791,-0.18671640239700002
ACH-000792,-0.0237672360841
ACH-000794,-0.306795705242
ACH-000796,-0.0717961225578
ACH-000799,-0.18010177480099998
ACH-000800,-0.364425846184
ACH-000802,-0.0993009515809
ACH-000804,-0.295147044762
ACH-000805,-0.010846783079200001
ACH-000809,-0.0871597827252
ACH-000810,-0.135631761318
ACH-000811,0.013196990236100001
ACH-000817,-0.032347076472
ACH-000819,0.030416926442700002
ACH-000820,-0.247601927344
ACH-000821,0.459498007835
ACH-000822,0.0698213891726
ACH-000823,-0.11324928840500001
ACH-000824,0.017138673911299997
ACH-000827,-0.016601746235200002
ACH-000829,0.0443296939235
ACH-000831,-0.23898082218199998
ACH-000832,-0.255181546548
ACH-000833,-0.155784423007
ACH-000834,-0.166950243447
ACH-000835,-0.0128000574846
ACH-000836,-0.121808144735
ACH-000837,-0.0784983747043
ACH-000838,-0.144010711873
ACH-000839,-0.176307254694
ACH-000840,-0.144246058169
ACH-000841,-0.181049983398
ACH-000843,0.0124988464776
ACH-000846,-0.18068055841400002
ACH-000847,-0.149004380752
ACH-000848,-0.09471586867239999
ACH-000849,-0.0726024301113
ACH-000851,-0.0460024731892
ACH-000855,-0.0667842563486
ACH-000856,-0.119120578381
ACH-000858,-0.19399139431200002
ACH-000859,-0.0960043621067
ACH-000861,-0.044948441434300004
ACH-000862,0.0103208086135
ACH-000865,-0.0949000200736
ACH-000866,-0.10321017749500001
ACH-000867,-0.0832821000301
ACH-000869,-0.0140431366349
ACH-000872,-0.18841320814800003
ACH-000873,-0.117561402658
ACH-000876,-0.11536049979
ACH-000878,0.183092727638
ACH-000880,0.13394420772399998
ACH-000881,-0.050501187164000004
ACH-000882,0.028109655210199997
ACH-000884,0.0773087794622
ACH-000885,-0.165909050038
ACH-000887,-0.155354678736
ACH-000888,-0.09917784444489999
ACH-000889,-0.15114361493200001
ACH-000890,0.203686519453
ACH-000896,-0.0481983723381
