,CCNY (219771)
ACH-000004,0.239935835878
ACH-000007,0.177668308582
ACH-000009,0.0678017278444
ACH-000011,-0.180641767912
ACH-000012,0.137346209776
ACH-000013,0.246997087581
ACH-000014,0.0343124484551
ACH-000015,0.12488668773099999
ACH-000017,0.125757372534
ACH-000018,0.24372334048
ACH-000019,0.11750456968900001
ACH-000021,-0.05011307744869999
ACH-000022,0.151186635425
ACH-000025,0.0914263921647
ACH-000028,0.161266508312
ACH-000030,0.03982356191
ACH-000035,0.213302645324
ACH-000036,0.150847412115
ACH-000037,0.144393902321
ACH-000039,0.226659665275
ACH-000040,0.283405355194
ACH-000041,0.295355928834
ACH-000042,0.188737028854
ACH-000045,0.0872983430222
ACH-000047,0.306405866468
ACH-000052,0.0756451702623
ACH-000053,-0.12023569438699999
ACH-000054,0.207197181415
ACH-000055,0.322909260146
ACH-000060,0.156892086855
ACH-000067,0.13178394656300002
ACH-000070,0.210751596533
ACH-000075,0.05673521162430001
ACH-000078,0.0519827388631
ACH-000082,0.149017693816
ACH-000085,0.13380916006
ACH-000086,0.322158301707
ACH-000087,0.213113311188
ACH-000092,0.17279014536899998
ACH-000095,0.126330575364
ACH-000097,0.0377103940015
ACH-000098,0.161998059256
ACH-000099,0.175559962257
ACH-000108,0.29918895051399996
ACH-000113,0.152430079981
ACH-000115,0.259792094091
ACH-000116,0.224646872266
ACH-000118,0.098532520198
ACH-000120,0.215557633922
ACH-000123,0.067983364043
ACH-000127,0.0622440512213
ACH-000128,0.314196047023
ACH-000132,0.00767055050987
ACH-000133,0.247300141743
ACH-000137,0.425102683916
ACH-000138,0.146493153599
ACH-000142,0.0888411151691
ACH-000143,0.019718746117799998
ACH-000146,0.178710984538
ACH-000148,0.00394932346662
ACH-000150,0.144723456728
ACH-000152,0.136519041568
ACH-000153,-0.00128906996073
ACH-000159,0.20354449389
ACH-000160,-0.23207648172200002
ACH-000163,0.232135072405
ACH-000167,0.187844628443
ACH-000168,0.140368251334
ACH-000169,0.249296755867
ACH-000178,0.0287943609422
ACH-000182,0.102861402125
ACH-000183,0.417708474819
ACH-000188,0.264965770913
ACH-000189,0.0729022273782
ACH-000190,0.187097002066
ACH-000198,0.187380621409
ACH-000204,0.272253580184
ACH-000206,0.10360848903799999
ACH-000207,-0.0883708615227
ACH-000211,0.17437894498
ACH-000215,0.243960207934
ACH-000221,0.036577339248599995
ACH-000222,0.170951820929
ACH-000223,-6.951248133900001e-05
ACH-000226,0.278965584188
ACH-000227,-0.0026144455756799997
ACH-000228,0.153596071447
ACH-000231,0.120510999142
ACH-000232,0.235041073072
ACH-000233,0.0733591645905
ACH-000234,0.449357479766
ACH-000235,0.04983545142780001
ACH-000237,0.012137993934500001
ACH-000238,0.134878488303
ACH-000243,0.140200030665
ACH-000244,0.044520270578300006
ACH-000246,0.182957565174
ACH-000248,0.101997972732
ACH-000250,0.260841719077
ACH-000251,0.207705055413
ACH-000253,0.228719484213
ACH-000255,0.16282170636600002
ACH-000256,0.10029677726299999
ACH-000257,-0.174449356668
ACH-000258,0.11846293317800001
ACH-000259,0.106457503666
ACH-000260,0.15029723139
ACH-000261,0.08760679591369999
ACH-000262,0.062451061102300004
ACH-000263,0.13213689438200002
ACH-000264,0.124821530766
ACH-000265,0.174283673878
ACH-000266,0.149995549151
ACH-000272,0.10118348645
ACH-000273,0.369442477261
ACH-000274,0.10686597795700001
ACH-000277,0.104062343871
ACH-000278,0.20626938778700002
ACH-000279,0.209553666913
ACH-000280,0.159643631552
ACH-000281,0.214607078203
ACH-000288,0.055172808573699994
ACH-000291,0.247157043235
ACH-000293,0.125994045434
ACH-000294,0.0517545861577
ACH-000295,0.256098745892
ACH-000296,-0.09252853428310001
ACH-000302,0.165503961676
ACH-000304,0.482850097344
ACH-000307,0.11367121320800001
ACH-000308,0.0489079591103
ACH-000310,0.138991572247
ACH-000311,-0.09747439689239999
ACH-000312,0.15434053271700002
ACH-000315,0.148570536648
ACH-000316,0.170022596679
ACH-000317,0.136622034748
ACH-000318,0.056462845240799996
ACH-000319,0.168803679183
ACH-000320,0.11557924192199999
ACH-000322,-0.00380807873708
ACH-000323,0.11117478328
ACH-000324,0.13665285646199998
ACH-000329,0.146917829265
ACH-000330,0.19836956167800002
ACH-000331,0.044038019216
ACH-000332,-0.0211296698
ACH-000334,-0.0403514560415
ACH-000335,0.245866071086
ACH-000336,0.359838543433
ACH-000337,0.17990005674000004
ACH-000339,0.108197047958
ACH-000341,0.268335224951
ACH-000348,0.08052006806419999
ACH-000350,0.10766000045
ACH-000352,0.22748633396499998
ACH-000356,0.105446431101
ACH-000361,0.14109297716
ACH-000362,0.0766648007254
ACH-000363,0.161480549252
ACH-000364,0.396076669256
ACH-000365,0.129488933302
ACH-000366,0.334144345775
ACH-000368,0.33769553399999996
ACH-000374,0.41729875938
ACH-000375,-0.121927751118
ACH-000376,0.0613171811078
ACH-000381,0.184735767896
ACH-000383,0.17517363005999997
ACH-000387,0.10261376132099999
ACH-000389,0.0636191563348
ACH-000390,0.10925006162
ACH-000393,0.25045003543600003
ACH-000395,0.274716294441
ACH-000397,0.0514820200416
ACH-000401,0.167797483866
ACH-000402,0.172215006813
ACH-000403,0.197598459258
ACH-000404,0.252466252866
ACH-000406,0.0183101270752
ACH-000407,0.295361636863
ACH-000408,0.12508288445000001
ACH-000410,0.127962598013
ACH-000411,0.00409930875858
ACH-000414,0.0353939213824
ACH-000415,0.168435400361
