,FANK1 (92565)
ACH-000004,-0.226333857183
ACH-000007,-0.100372747567
ACH-000009,-0.032742670782
ACH-000011,-0.07761398446769999
ACH-000012,0.04436884370040001
ACH-000013,0.147151570021
ACH-000014,-0.08055249913260001
ACH-000015,0.0712452547342
ACH-000017,0.0619000667495
ACH-000018,-0.105499232365
ACH-000019,0.272815121055
ACH-000021,0.07364526609689999
ACH-000022,0.0026938858887099997
ACH-000025,-0.132621861288
ACH-000028,0.07982162524289999
ACH-000030,-0.053532882397099996
ACH-000035,0.0840045149606
ACH-000036,-0.18389610033300002
ACH-000037,-0.403313690411
ACH-000039,-0.20817911290999996
ACH-000040,-0.18459317301300002
ACH-000041,-0.0678405411399
ACH-000042,0.00235364436564
ACH-000045,-0.061603950085000005
ACH-000047,0.11032494096300001
ACH-000052,-0.332757595305
ACH-000053,-0.0252149925713
ACH-000054,0.021698785761700003
ACH-000055,-0.265939748325
ACH-000060,-0.177029987779
ACH-000067,-0.108444122291
ACH-000070,0.059864825674099995
ACH-000075,0.0682155933059
ACH-000078,-0.014025305312600002
ACH-000082,-0.016669074919
ACH-000085,-0.00698313985284
ACH-000086,-0.0874722211401
ACH-000087,-0.26687207507399996
ACH-000092,-0.0775561318084
ACH-000095,-0.19299043590300002
ACH-000097,0.058037137955099995
ACH-000098,0.0175737781447
ACH-000099,-0.051449795683399996
ACH-000108,-0.029779453852
ACH-000113,0.0669876201637
ACH-000115,-0.10647286101600001
ACH-000116,-0.0183180135408
ACH-000118,0.00572717375886
ACH-000120,0.22003047081799998
ACH-000123,-0.123584438381
ACH-000127,-0.023539682410499998
ACH-000128,0.130253525893
ACH-000132,-0.179482152717
ACH-000133,-0.174320849309
ACH-000137,0.12904156482100002
ACH-000138,0.04143071987580001
ACH-000142,-0.0530275213468
ACH-000143,-0.0343649995421
ACH-000146,-0.06787143366000001
ACH-000148,-0.159324336067
ACH-000150,-0.0890522060512
ACH-000152,-0.08320092526669999
ACH-000153,0.12147234367000001
ACH-000159,-0.13959008356799998
ACH-000160,-0.030944532452500003
ACH-000163,0.024294168044900002
ACH-000167,-0.183364013661
ACH-000168,0.147983625934
ACH-000169,-0.266554752677
ACH-000178,0.0301731388139
ACH-000182,0.121768725669
ACH-000183,0.0296454275727
ACH-000188,-0.08955669478730001
