,ATOX1 (475)
ACH-000004,0.08904936666039999
ACH-000007,0.17286015253400003
ACH-000009,-0.0766852037158
ACH-000011,0.331130953616
ACH-000012,0.0475721677904
ACH-000013,0.148186350356
ACH-000014,0.12756412768300002
ACH-000015,-0.209247661684
ACH-000017,-0.0170637662245
ACH-000018,0.136993299768
ACH-000019,0.23744786066100002
ACH-000021,-0.198965404939
ACH-000022,-0.06739148476969999
ACH-000025,0.272362278635
ACH-000028,0.18754897317699998
ACH-000030,0.213043328924
ACH-000035,0.160286772808
ACH-000036,0.286210843972
ACH-000037,0.114235709686
ACH-000039,0.0712220238533
ACH-000040,0.134960861076
ACH-000041,0.22727448124299998
ACH-000042,-0.428750289985
ACH-000045,0.203789897903
ACH-000047,0.137999963915
ACH-000052,0.0752515823606
ACH-000053,0.134578672225
ACH-000054,-0.0658952311465
ACH-000055,-0.133328495034
ACH-000060,0.13354894435
ACH-000067,0.25566312337200003
ACH-000070,0.265941791423
ACH-000075,0.184692708605
ACH-000078,0.212439543338
ACH-000082,0.150697075966
ACH-000085,0.13267549210100002
ACH-000086,0.0889129398322
ACH-000087,0.06588933528839999
ACH-000092,0.20227890090300002
ACH-000095,0.0317306263538
ACH-000097,0.201228344091
ACH-000098,0.0044927556775600005
ACH-000099,0.0164822409581
ACH-000108,0.211561586098
ACH-000113,0.0927423348167
ACH-000115,0.0646632646743
ACH-000116,0.190849004036
ACH-000118,0.145015518302
ACH-000120,-0.213882097044
ACH-000123,0.0528986161783
ACH-000127,0.134380026155
ACH-000128,-0.0215333842423
ACH-000132,0.055906509412599996
ACH-000133,0.14026372181500002
ACH-000137,0.15763288804
ACH-000138,0.17467251992199997
ACH-000142,0.000692451714562
ACH-000143,-0.186411297908
ACH-000146,0.154416278595
ACH-000148,0.0770439408224
ACH-000150,0.0461083176952
ACH-000152,0.27999493074799997
ACH-000153,-0.7155936081540001
ACH-000159,0.130894268944
ACH-000160,0.132306339295
ACH-000163,-0.0345379153284
ACH-000167,0.38765373269599995
ACH-000168,-0.049529509319699995
ACH-000169,0.12761735549
ACH-000178,0.130729867113
ACH-000182,0.0161442494576
ACH-000183,-0.164387300619
ACH-000188,0.0904984114066
ACH-000189,0.517997776801
ACH-000190,0.0151520821202
ACH-000198,0.28519332988699997
ACH-000204,0.009981445491610001
ACH-000206,0.0728841435796
ACH-000207,0.18009197701299998
ACH-000211,0.0677509295261
ACH-000215,0.199010219659
ACH-000221,-0.748652725218
ACH-000222,-0.648507608291
ACH-000223,-0.13185653874000003
ACH-000226,-0.108232233191
ACH-000227,-0.0396604435046
ACH-000228,0.12454638305400001
ACH-000231,0.0385604168035
ACH-000232,-0.00521468334854
ACH-000233,0.20354209796300002
ACH-000234,0.195692943686
ACH-000235,0.0773470622388
ACH-000237,0.07072610319849999
ACH-000238,0.0564187607572
ACH-000243,-0.048236499233300006
ACH-000244,-0.059393099171199996
ACH-000246,0.0561903920072
ACH-000248,-0.051251567322199994
ACH-000250,0.0340621651948
ACH-000251,0.387566506701
ACH-000253,0.131450287939
ACH-000255,0.148511407339
ACH-000256,0.0654231141391
ACH-000257,-0.16276284451099998
ACH-000258,0.304798066039
ACH-000259,0.1213052392
ACH-000260,0.178510889988
ACH-000261,0.181274987829
ACH-000262,0.38388331701800005
ACH-000263,0.0707940616784
ACH-000264,0.118547146365
ACH-000265,0.270692362901
ACH-000266,0.105801427767
ACH-000272,0.18258603081500002
ACH-000273,0.0053634086291499995
ACH-000274,0.181731539344
ACH-000277,-0.0233189216054
ACH-000278,0.186182964778
ACH-000279,0.148620964591
ACH-000280,0.262020422488
ACH-000281,0.319740098506
ACH-000288,0.164277831122
ACH-000291,0.165538569143
ACH-000293,0.27730598289
ACH-000294,0.17412703611400002
ACH-000295,-0.129884959901
ACH-000296,0.131702917669
ACH-000302,-0.09252406556409999
ACH-000304,0.526192376961
ACH-000307,0.194447560489
ACH-000308,0.09723676280789999
ACH-000310,0.201278938375
ACH-000311,0.0856863624172
ACH-000312,0.175475236703
ACH-000315,0.06923090351969999
ACH-000316,0.140473006851
ACH-000317,0.159866905769
ACH-000318,0.37339433256899995
ACH-000319,0.27433142388099996
ACH-000320,0.300993870828
ACH-000322,0.20013201783300003
ACH-000323,0.187233026031
ACH-000324,0.226636544271
ACH-000329,0.113892782086
ACH-000330,0.124298756896
ACH-000331,0.217364648775
ACH-000332,-0.34385596326300005
ACH-000334,-0.153982533059
ACH-000335,0.00539907708447
ACH-000336,-0.00099194944008
ACH-000337,-0.17668199066399998
ACH-000339,0.10618360325899999
ACH-000341,0.261002154592
ACH-000348,-0.049518560483999996
ACH-000350,0.19879061216899999
ACH-000352,0.183072259034
ACH-000356,-0.402915541594
ACH-000361,-0.0058153771656600005
ACH-000362,0.0628109353317
ACH-000363,0.0871558577791
ACH-000364,0.211293174296
ACH-000365,-0.00246731175925
ACH-000366,0.0656163006649
ACH-000368,-0.0432789285983
ACH-000374,0.253961599815
ACH-000375,0.0841174377208
ACH-000376,0.148455860302
ACH-000381,0.059019588872600004
ACH-000383,0.106519215734
ACH-000387,0.0419083463622
ACH-000389,0.106991228847
ACH-000390,0.165095904011
ACH-000393,-0.006486710704080001
ACH-000395,0.170806065294
