,TP53AIP1 (63970)
ACH-000004,0.12817328817399998
ACH-000007,-0.041908717941099995
ACH-000009,-0.0738886305783
ACH-000011,-0.0295510315834
ACH-000012,0.0981170140219
ACH-000013,-0.11146552179300001
ACH-000014,-0.0792927352673
ACH-000015,-0.0618639018896
ACH-000017,-0.104225741378
ACH-000018,-0.0126397597206
ACH-000019,-0.0487549075329
ACH-000021,-0.009890901372379999
ACH-000022,-0.0844656374616
ACH-000025,-0.0291195659278
ACH-000028,-0.126505279086
ACH-000030,-0.0143738614013
ACH-000035,-0.031275853301
ACH-000036,-0.12900640916300002
ACH-000037,-0.11839888127800001
ACH-000039,-0.189910044829
ACH-000040,-0.053753905104300004
ACH-000041,-0.06400962815030001
ACH-000042,0.0561227015082
ACH-000045,-0.066669210051
ACH-000047,-0.11990296689000002
ACH-000052,-0.213280956886
ACH-000053,-0.0732314653378
ACH-000054,-0.13544756080999998
ACH-000055,-0.24611383113200003
ACH-000060,0.0256472324799
ACH-000067,-0.0642196835378
ACH-000070,0.0109544341304
ACH-000075,0.150490178724
ACH-000078,0.011591268706799999
ACH-000082,-0.10966061482
ACH-000085,-0.147012847385
ACH-000086,-0.156567520069
ACH-000087,-0.23120828219999998
ACH-000092,-0.0295707148655
ACH-000095,-0.0113200541445
ACH-000097,-0.24801215604200003
ACH-000098,-0.08337932279610001
ACH-000099,-0.105814624286
ACH-000108,-0.08051184184810001
ACH-000113,-0.11768498087200001
ACH-000115,-0.065175339934
ACH-000116,-0.0044024391137299996
ACH-000118,-0.0700180275488
ACH-000120,0.031834103928099995
ACH-000123,-0.113047709593
ACH-000127,0.024295963491199998
ACH-000128,-0.041792283860199994
ACH-000132,-0.266050049046
ACH-000133,-0.12782326011
ACH-000137,-0.0771481641072
ACH-000138,-0.0782222155553
ACH-000142,-0.108753616382
ACH-000143,-0.167050344564
ACH-000146,-0.107258603504
ACH-000148,-0.137384264729
ACH-000150,-0.164830731825
ACH-000152,-0.104581918968
ACH-000153,-0.07809230056189999
ACH-000159,-0.146040638008
ACH-000160,0.0777189365036
ACH-000163,-0.0359038363376
ACH-000167,-0.19635194551100002
ACH-000168,-0.06897220720269999
ACH-000169,-0.0642736374376
ACH-000178,-0.0317585210794
ACH-000182,-0.09547919754039999
ACH-000183,0.0410772448706
ACH-000188,-0.275907223427
ACH-000189,-0.425267963147
ACH-000190,-0.22451250654
ACH-000198,-0.0484431657426
ACH-000204,-0.255393169835
ACH-000206,-0.103613195964
ACH-000207,0.0409032038749
ACH-000211,-0.013351272426
ACH-000215,-0.164965101522
ACH-000221,-0.166793474055
ACH-000222,-0.138557388931
ACH-000223,-0.165718990514
ACH-000226,0.0828256488695
ACH-000227,-0.23227378837699997
ACH-000228,0.0741857087718
ACH-000231,-0.162123265071
ACH-000232,-0.10700803561200001
ACH-000233,0.00688305509173
ACH-000234,0.0257980106103
ACH-000235,-0.10955398597
ACH-000237,-0.042998943059400004
ACH-000238,-0.12230198156099999
ACH-000243,-0.056140257109
ACH-000244,-0.044611861948300004
ACH-000246,-0.0546306432079
ACH-000248,0.0742430510052
ACH-000250,-0.09353392246410001
ACH-000251,0.0691186927492
ACH-000253,0.00706535095261
ACH-000255,-0.09470751311270001
ACH-000256,-0.00918913414215
ACH-000257,-0.374047279885
ACH-000258,-0.014826956855799997
ACH-000259,-0.0865615944457
ACH-000260,-0.109790833586
ACH-000261,-0.04335953870900001
ACH-000262,-0.024434844390699997
ACH-000263,-0.18626153888900002
ACH-000264,-0.177103494049
ACH-000265,0.0229476115439
ACH-000266,-0.0922402806313
ACH-000272,-0.055609957175500005
ACH-000273,-0.195135829755
ACH-000274,-0.0749899478376
ACH-000277,-0.138175305073
ACH-000278,-0.237648917949
ACH-000279,-0.14453694675200002
ACH-000280,-0.0756997012846
ACH-000281,-0.203742488902
ACH-000288,-0.154120544695
ACH-000291,-0.0764746026112
ACH-000293,0.0101326111699
ACH-000294,0.0293118564402
ACH-000295,0.1451109442
ACH-000296,0.0388460446118
ACH-000302,0.0654463472249
ACH-000304,-0.34742820127999996
ACH-000307,-0.09659232784499999
ACH-000308,-0.11202575865
ACH-000310,0.0506351766088
ACH-000311,0.043110837629000004
ACH-000312,-0.17233829341200002
ACH-000315,-0.033741029186299995
ACH-000316,-0.125402380793
ACH-000317,-0.0606242570775
ACH-000318,-0.09890161832939999
ACH-000319,-0.041998548246
ACH-000320,0.25019466663600004
ACH-000322,-0.0433446295957
ACH-000323,-0.25059386166700004
ACH-000324,-0.189525520035
ACH-000329,-0.057614902926500004
ACH-000330,-0.07109101417560001
ACH-000331,-0.123231600855
ACH-000332,-0.185393294493
ACH-000334,0.160072360573
ACH-000335,-0.18334293119000003
ACH-000336,0.12770453892300002
ACH-000337,0.0822369359037
ACH-000339,-0.17730665230599998
ACH-000341,0.111638474286
ACH-000348,-0.11750917433399999
ACH-000350,-0.16193431985099999
ACH-000352,-0.151372834499
ACH-000356,-0.184393259984
ACH-000361,0.040202544167
ACH-000362,-0.09108265392899999
ACH-000363,-0.153979971245
ACH-000364,0.149143586719
ACH-000365,-0.14082351362099998
ACH-000366,-0.211782727237
ACH-000368,-0.36146791491700003
ACH-000374,-0.334223894704
ACH-000375,-0.30951559868
ACH-000376,-0.0249166262347
ACH-000381,0.050815784313599996
ACH-000383,0.006504350848710001
ACH-000387,-0.05836233232390001
ACH-000389,-0.249536520057
ACH-000390,0.0766821273645
ACH-000393,-0.0086561615357
ACH-000395,-0.22070534813099998
ACH-000397,-0.168637739646
ACH-000401,-0.039393728129
ACH-000402,-0.235137372551
ACH-000403,-0.10925312454000002
ACH-000404,0.296748737632
ACH-000406,-0.103517152489
ACH-000407,-0.0625129264099
ACH-000408,-0.274595499366
ACH-000410,-0.08859480839780001
ACH-000411,-0.158903820497
ACH-000414,-0.00398881250311
ACH-000415,-0.0360650745851
ACH-000416,-0.11611184387800001
ACH-000420,0.321846571087
ACH-000421,-0.121745690922
ACH-000424,-0.114824763035
ACH-000425,-0.06903884024710001
ACH-000426,0.135489416286
ACH-000427,-0.24688282508200002
ACH-000433,-0.191218228164
ACH-000436,0.0027573929296
ACH-000444,-0.0345422459532
ACH-000445,-0.0977105060804
ACH-000448,-0.135244290603
ACH-000450,-0.142923008076
ACH-000452,0.0647582133125
ACH-000454,-0.104365897902
ACH-000458,0.0579526562581
ACH-000459,-0.28117990267
ACH-000460,-0.0848335320287
ACH-000461,-0.0115935668287
ACH-000463,-0.0062610632331700005
ACH-000464,-0.122250944057
ACH-000466,0.0902875223593
ACH-000467,-0.177035983219
ACH-000468,-0.148403239589
ACH-000469,-0.135094430285
ACH-000470,-0.0572569554195
ACH-000471,-0.00439105375139
ACH-000472,-0.11974032649000001
ACH-000473,-0.048708039372300005
ACH-000475,-0.037674695453099996
ACH-000476,-0.0864317916485
ACH-000477,-0.29361340290300003
ACH-000480,-0.22538449087200002
ACH-000481,-0.0558783895279
ACH-000483,-0.300413413359
ACH-000484,0.0639975413375
ACH-000485,0.029614196989799998
ACH-000486,-0.0679922885982
ACH-000487,-0.0524241994754
ACH-000488,0.0304170797189
ACH-000490,0.0179539985228
ACH-000491,-0.150264829361
ACH-000495,-0.24580739608199997
ACH-000496,-0.11247591630300001
ACH-000499,-0.250615757066
ACH-000500,0.33989148071
ACH-000502,-0.0169380984802
ACH-000503,-0.035255615937300006
ACH-000505,-0.115325797038
ACH-000507,-0.248506447231
ACH-000510,-0.152155544801
ACH-000511,-0.112415645477
ACH-000512,0.289655105428
ACH-000516,-0.0312672107246
ACH-000517,-0.054995699805
ACH-000518,-0.00253812237663
ACH-000520,-0.106132181878
ACH-000521,0.141777258422
ACH-000522,-0.13927245377800002
ACH-000524,0.03487882375
ACH-000527,-0.12328935345799999
ACH-000528,-0.0925976039872
ACH-000537,-0.160758027339
ACH-000541,-0.109754071131
ACH-000542,0.0633710314456
ACH-000544,-0.158021371032
ACH-000545,-0.165009591557
ACH-000547,-0.132540560389
ACH-000548,-0.17676232395799998
ACH-000549,0.12477457901200001
ACH-000550,-0.0548966842566
ACH-000552,0.06216523313569999
ACH-000556,-0.057367128183300004
ACH-000557,-0.208635592737
ACH-000570,-0.124660960057
ACH-000571,-0.332376277445
ACH-000573,-0.223700242585
ACH-000576,-0.203985370775
ACH-000580,0.0190207703952
ACH-000584,-0.156638629422
ACH-000585,-0.037183938474800005
ACH-000588,-0.0527047465405
ACH-000589,-0.0867088710298
ACH-000591,-0.21906985629700002
ACH-000593,-0.116652481904
ACH-000600,0.0809139262341
ACH-000601,-0.08993705943019999
ACH-000604,-0.058976137363300006
ACH-000605,-0.0637379142746
ACH-000606,0.0033381463379499998
ACH-000608,-0.23463238589699997
ACH-000614,-0.281363051381
ACH-000616,0.0249508366645
ACH-000618,-0.0543678327195
ACH-000619,-0.008433832824
ACH-000620,-0.21052693214499998
ACH-000621,-0.026937695184
ACH-000622,-0.013650290994299999
ACH-000623,-0.1025726522
ACH-000624,-0.0665281564411
ACH-000627,-0.0498338086474
ACH-000630,-0.07992189306400001
ACH-000632,-0.0304478663994
ACH-000633,-0.25041489848000004
ACH-000637,-0.145314378316
ACH-000638,-0.01413231688
ACH-000646,0.0695411409573
ACH-000647,-0.145398971383
ACH-000648,-0.0344736592615
ACH-000649,-0.08238757169210001
ACH-000651,0.0406719630028
ACH-000652,-0.0394791191305
ACH-000653,-0.10083186845
ACH-000657,-0.08997645324470001
ACH-000658,-0.060548623400300004
ACH-000661,-0.21214273984999998
ACH-000662,0.17388551328200003
ACH-000663,0.025594675775599998
ACH-000665,-0.210766572006
ACH-000671,0.0350799231985
ACH-000673,-0.13077129155099998
ACH-000676,-0.108697871488
ACH-000677,-0.014930309206700002
ACH-000681,0.005391238074789999
ACH-000682,-0.0035019607306999998
ACH-000683,-0.073974727484
ACH-000684,-0.144655816923
ACH-000688,0.023136120006
ACH-000693,-0.047022386700300005
ACH-000694,-0.027342053090499998
ACH-000695,0.230096395797
ACH-000696,-0.11476450208200001
ACH-000697,-0.0782983803334
ACH-000699,-0.086261839352
ACH-000701,-0.057918566853300005
ACH-000706,-0.127100701451
ACH-000711,-0.0525983651402
ACH-000713,-0.017954722803200002
ACH-000714,0.00633359102265
ACH-000718,0.0547309554313
ACH-000720,-0.0902626530778
ACH-000721,0.00067600536714
ACH-000724,-0.159726036759
ACH-000725,-0.144108691373
ACH-000732,-0.135802348046
ACH-000734,-0.125399683159
ACH-000735,-0.129795242631
ACH-000736,-0.129767318709
ACH-000738,0.034761845019900005
ACH-000746,0.0569638191956
ACH-000747,-0.0526645841865
ACH-000748,-0.22249998233600002
ACH-000753,-0.16438620923
ACH-000756,-0.194332764221
ACH-000757,0.0950352655666
