,SIMC1 (375484)
ACH-000758,-0.19389668381499997
ACH-000760,-0.417156671838
ACH-000763,-0.314799886853
ACH-000764,-0.355064046194
ACH-000765,-0.37805068975699996
ACH-000766,-0.23722869128899998
ACH-000767,-0.27732141883
ACH-000768,-0.299263655011
ACH-000769,-0.36949711486299996
ACH-000770,-0.383791232609
ACH-000771,-0.339222618401
ACH-000773,-0.393481642975
ACH-000776,-0.34856130031300003
ACH-000777,-0.631379209737
ACH-000778,-0.3498707354300001
ACH-000781,-0.218700286474
ACH-000782,-0.282246204834
ACH-000783,-0.593877643798
ACH-000784,-0.333363400127
ACH-000785,-0.39115131772600004
ACH-000787,-0.496975063277
ACH-000788,-0.12556520249800002
ACH-000791,-0.332660665861
ACH-000792,-0.254721253601
ACH-000794,-0.301261464703
ACH-000796,-0.24110731283599998
ACH-000799,-0.242195359505
ACH-000800,-0.38848369919799997
ACH-000802,-0.223995784427
ACH-000804,-0.0978802202448
ACH-000805,-0.285408721996
ACH-000809,-0.296551585524
ACH-000810,-0.0184065940892
ACH-000811,-0.354784798392
ACH-000817,-0.240321698378
ACH-000819,-0.34041695899
ACH-000820,-0.207174878097
ACH-000821,-0.120081465056
ACH-000822,-0.028951680979
ACH-000823,-0.303692510928
ACH-000824,-0.164812259141
ACH-000827,-0.0976682500939
ACH-000829,-0.011924000625200002
ACH-000831,-0.27217517239100003
ACH-000832,-0.372305974946
ACH-000833,-0.295939087925
ACH-000834,-0.301781351995
ACH-000835,-0.257571703755
ACH-000836,-0.332966280243
ACH-000837,-0.53336980458
ACH-000838,-0.38632063625299995
ACH-000839,-0.35142016708499996
ACH-000840,-0.357908990271
ACH-000841,-0.635267950874
ACH-000843,-0.19244429508400002
ACH-000846,-0.250516766831
ACH-000847,-0.113478777317
ACH-000848,-0.23110636897300002
ACH-000849,-0.259849212355
ACH-000851,-0.454422760166
ACH-000855,-0.384585227523
ACH-000856,-0.195751250615
ACH-000858,-0.385706211343
ACH-000859,-0.264138093284
ACH-000861,-0.27909156060400003
ACH-000862,-0.418197936204
ACH-000865,-0.483437446986
ACH-000866,-0.214700906385
ACH-000867,-0.0731773575007
ACH-000869,-0.130391535369
ACH-000872,-0.275805853417
ACH-000873,-0.188895335238
ACH-000876,-0.09137625278169999
ACH-000878,-0.667148324051
ACH-000880,-0.24914869910300003
ACH-000881,-0.363302038472
ACH-000882,-0.302796330926
ACH-000884,-0.23331592111
ACH-000885,-0.139855852408
ACH-000887,-0.35865683893
ACH-000888,-0.30616192334000003
ACH-000889,-0.40075483377
ACH-000890,-0.431327072841
ACH-000896,-0.365442437953
ACH-000898,-0.0455370592327
ACH-000900,-0.158877615419
ACH-000901,-0.244561475609
ACH-000905,-0.19408572478799999
ACH-000906,-0.283131217828
ACH-000907,-0.366520593122
ACH-000910,-0.567750459962
ACH-000911,-0.14985762575099998
ACH-000912,-0.249055302016
ACH-000913,-0.45377976331299996
ACH-000915,-0.20470534566100002
ACH-000916,-0.5248434768
ACH-000917,-0.131659769288
ACH-000921,-0.213831025045
ACH-000924,-0.51410693541
ACH-000926,-0.488535347877
ACH-000928,-0.394785049159
ACH-000929,-0.7653941424869999
ACH-000932,-0.300089987131
ACH-000935,-0.273559013733
ACH-000936,-0.131380607084
ACH-000937,-0.078054763569
ACH-000938,-0.299532268222
ACH-000939,-0.35337578462700003
ACH-000941,-0.134413383136
ACH-000943,-0.21748620334899998
ACH-000946,-0.0854027467268
ACH-000947,-0.146806181894
ACH-000948,-0.464420868062
ACH-000950,-0.127379164481
ACH-000953,-0.12809073026599999
ACH-000957,-0.102975801377
ACH-000958,-0.243662123021
ACH-000960,-0.42605253898400003
ACH-000963,0.459815487864
ACH-000968,-0.0648597661585
ACH-000969,-0.15224778000800002
ACH-000973,-0.40350958968
ACH-000974,-0.141468447751
ACH-000975,-0.396721855437
ACH-000976,-0.554605876005
ACH-000978,-0.0106338422361
ACH-000980,-0.294484020518
ACH-000984,-0.06883860273569999
ACH-000986,-0.256334006917
ACH-000988,-0.22016349421599998
ACH-000993,-0.315100359853
ACH-000994,-0.455829175119
ACH-000996,-0.456969184409
ACH-001001,-0.334826105483
ACH-001020,-0.17088626928
ACH-001028,-0.268444944452
ACH-001031,-0.358703332173
ACH-001038,-0.254628597403
ACH-001048,-0.217419489853
ACH-001050,-0.256607946917
ACH-001053,-0.217572607599
ACH-001054,-0.26007191123
ACH-001061,-0.136286597602
ACH-001067,-0.20959982482099998
ACH-001075,-0.297064359014
ACH-001096,-0.630569453997
ACH-001128,-0.543115192814
ACH-001134,-0.273943399833
ACH-001151,-0.13135532717
ACH-001163,-0.355131912365
ACH-001164,-0.45846988759999996
ACH-001173,-0.250572278514
ACH-001183,-0.476063277759
ACH-001184,-0.08095612989689999
ACH-001190,-0.191473824872
ACH-001192,-0.231306710429
ACH-001193,-0.216481567475
ACH-001196,-0.18138630286899998
ACH-001197,-0.242593535202
ACH-001205,0.205356372758
ACH-001211,-0.378394189286
ACH-001212,-0.215746649392
ACH-001228,-0.016112672323
ACH-001232,-0.114031814915
ACH-001239,-0.126588042013
ACH-001274,-0.238532432607
ACH-001275,-0.410362447591
ACH-001277,-0.39753047803
ACH-001278,-0.0131549200459
ACH-001280,-0.150339625881
ACH-001283,-0.456101058557
ACH-001289,-0.061909607668199994
ACH-001295,-0.411888816875
ACH-001300,-0.33910996733300003
ACH-001301,-0.161405841448
ACH-001302,-0.18663341970400002
ACH-001303,-0.745072463604
ACH-001306,-0.35545102789899996
ACH-001318,-0.375330898756
ACH-001322,-0.357241282306
ACH-001328,-0.355356029177
ACH-001332,-0.405758920822
ACH-001333,-0.18067997391399998
ACH-001336,-0.366004254073
ACH-001340,-0.41407506349600004
ACH-001346,-0.327606729361
ACH-001353,-0.376520018111
ACH-001354,-0.382644783013
ACH-001367,-0.193646528688
ACH-001368,-0.279565193082
ACH-001374,-0.28438373834
ACH-001375,-0.271048901842
ACH-001377,-0.417171912038
ACH-001380,-0.40454281533500003
ACH-001391,-0.352609374805
ACH-001407,-0.29243930418
ACH-001408,-0.29595254234
ACH-001413,-0.104111665458
ACH-001430,-0.0780466563238
ACH-001431,-0.39806125621699995
ACH-001450,-0.142063445053
ACH-001496,-0.20935642487
ACH-001500,-0.275260899093
ACH-001521,-0.174277621291
ACH-001523,-0.252551083677
ACH-001532,-0.21311148144900002
ACH-001536,-0.6990164201010001
ACH-001550,-0.12260690259099999
ACH-001552,-0.198034985835
ACH-001554,-0.122765376524
ACH-001645,-0.281242336361
ACH-001654,-0.316998885322
ACH-001715,-0.158209437076
ACH-001735,-0.08767247066289999
ACH-001736,-0.128217719369
ACH-001737,-0.8086516791130001
ACH-001740,-0.265311315872
ACH-001745,-0.17809798374699998
ACH-001750,-0.301498508207
ACH-001765,-0.22469379369000003
ACH-001956,-0.396391940417
ACH-001957,-0.824543078064
