,SIMC1 (375484)
ACH-000004,-0.352701904141
ACH-000007,-0.250610399718
ACH-000009,-0.457572982286
ACH-000011,-0.31253105254
ACH-000012,-0.194687186008
ACH-000013,-0.17103482528900002
ACH-000014,-0.126402887877
ACH-000015,-0.193023703751
ACH-000017,-0.390087331205
ACH-000018,-0.29341637102400003
ACH-000019,-0.208394712367
ACH-000021,-0.23277286947099998
ACH-000022,-0.302300050378
ACH-000025,-0.16806123465999998
ACH-000028,-0.314601189066
ACH-000030,-0.119604992369
ACH-000035,-0.00634699427471
ACH-000036,-0.18346585439899998
ACH-000037,-0.5873283932760001
ACH-000039,-0.48278707014100003
ACH-000040,-0.156171545996
ACH-000041,0.00119359204519
ACH-000042,-0.141032097061
ACH-000045,-0.41678954090400006
ACH-000047,-0.288926990164
ACH-000052,-0.20888640926399998
ACH-000053,-0.331031822448
ACH-000054,-0.482846901319
ACH-000055,-0.302145180174
ACH-000060,-0.280090135968
ACH-000067,-0.299915958185
ACH-000070,-0.09120440495760002
ACH-000075,-0.242789184219
ACH-000078,-0.129035936608
ACH-000082,-0.40260553278300004
ACH-000085,-0.48962583926700004
ACH-000086,-0.09261738060000001
ACH-000087,-0.173488220156
ACH-000092,-0.12386256015699999
ACH-000095,-0.339394568133
ACH-000097,-0.36952520678499995
ACH-000098,-0.117170751838
ACH-000099,-0.256851385112
ACH-000108,-0.500891063962
ACH-000113,-0.18479604096500002
ACH-000115,-0.11212674817099999
ACH-000116,-0.164115408255
ACH-000118,-0.123616503861
ACH-000120,-0.130980269256
ACH-000123,-0.25145549393000005
ACH-000127,-0.532501684927
ACH-000128,-0.5416360181050001
ACH-000132,-0.134794470232
ACH-000133,-0.226867691918
ACH-000137,-0.321720112925
ACH-000138,-0.42654300399499995
ACH-000142,-0.492007703976
ACH-000143,-0.41753780789300005
ACH-000146,-0.25972830678000003
ACH-000148,-0.23566740222100002
ACH-000150,-0.34322627951800005
ACH-000152,-0.272294260799
ACH-000153,-0.0382223415583
ACH-000159,-0.37337970824600003
ACH-000160,-0.18155299566
ACH-000163,-0.273303561892
ACH-000167,-0.7059669234520001
ACH-000168,-0.615545515622
ACH-000169,-0.364932960197
ACH-000178,-0.348872598335
ACH-000182,-0.22199085228
ACH-000183,-0.334821577521
ACH-000188,-0.646273574513
ACH-000189,0.0346418982301
ACH-000190,-0.15766419614399999
ACH-000198,-0.20503740753600003
ACH-000204,-0.10037798610200001
ACH-000206,-0.23620002059999998
ACH-000207,-0.359402662437
ACH-000211,-0.296802211283
ACH-000215,-0.305840275239
ACH-000221,-0.15564132750999998
ACH-000222,-0.329158339817
ACH-000223,-0.217418433109
ACH-000226,-0.38944683685599996
ACH-000227,-0.46288260487800004
ACH-000228,0.0670102960418
ACH-000231,-0.334509533716
ACH-000232,-0.435956970267
ACH-000233,-0.392789979507
ACH-000234,-0.383327099474
ACH-000235,-0.268807741032
ACH-000237,-0.40813230675800005
ACH-000238,-0.12657701023499998
ACH-000243,-0.250657386656
ACH-000244,-0.060955625179
ACH-000246,-0.196478861647
ACH-000248,-0.306524047074
ACH-000250,-0.41994800226499995
ACH-000251,-0.714481003523
ACH-000253,-0.306653432019
ACH-000255,-0.42133599231200003
ACH-000256,-0.23209504300099998
ACH-000257,-0.164290944873
ACH-000258,-0.246585186731
ACH-000259,-0.16887747406599998
ACH-000260,-0.346108594884
ACH-000261,-0.281557312845
ACH-000262,0.0627065801735
ACH-000263,-0.534954246142
ACH-000264,-0.2687068718
ACH-000265,-0.15192589238600002
ACH-000266,-0.283160329551
ACH-000272,-0.357416434889
ACH-000273,-0.374835460096
ACH-000274,-0.256426923125
ACH-000277,-0.270757787226
ACH-000278,-0.140588776504
ACH-000279,-0.352895622639
ACH-000280,-0.322266013361
ACH-000281,-0.120169738226
ACH-000288,-0.135403690336
ACH-000291,-0.265416798704
ACH-000293,-0.234776826528
ACH-000294,-0.419162794033
ACH-000295,-0.309401498407
ACH-000296,-0.463645490881
ACH-000302,-0.404927777758
ACH-000304,-0.457776476892
ACH-000307,-0.407886406554
ACH-000308,-0.13212210671
ACH-000310,-0.233929878156
ACH-000311,-0.304586005957
ACH-000312,-0.13635065962200002
ACH-000315,0.00842020844383
ACH-000316,-0.545394186077
ACH-000317,-0.358151658318
ACH-000318,-0.37307952241400005
ACH-000319,-0.232646781263
ACH-000320,-0.244694527251
ACH-000322,-0.200538186197
ACH-000323,-0.0877405045694
ACH-000324,-0.2584466058
ACH-000329,-0.432638344653
ACH-000330,-0.14768121447000002
ACH-000331,-0.263781777743
ACH-000332,-0.382465033165
ACH-000334,-0.274253502883
ACH-000335,-0.259134876364
ACH-000336,-0.149859048534
ACH-000337,-0.363270261421
ACH-000339,-0.303339946317
ACH-000341,-0.628075679646
ACH-000348,-0.248005906002
ACH-000350,-0.250684154965
ACH-000352,-0.160538306982
ACH-000356,0.121079072355
ACH-000361,-0.577220043334
ACH-000362,-0.450656412917
ACH-000363,-0.19811301255600003
ACH-000364,-0.29143916362
ACH-000365,-0.0642861954725
ACH-000366,-0.267391133489
ACH-000368,-0.162126392442
ACH-000374,-0.200046155532
ACH-000375,-0.159365199343
ACH-000376,-0.291873254503
ACH-000381,-0.462728150208
ACH-000383,-0.322103350144
ACH-000387,-0.24112963454999997
ACH-000389,-0.40366116797300006
ACH-000390,-0.264985467724
ACH-000393,-0.33827677925599997
ACH-000395,-0.298756665861
ACH-000397,-0.32049993277399996
ACH-000401,-0.479019735788
ACH-000402,-0.22035157453200002
ACH-000403,-0.450557916768
ACH-000404,-0.535859059013
ACH-000406,-0.21982179259100001
ACH-000407,-0.0897387507448
ACH-000408,-0.185794928463
ACH-000410,-0.322727689062
ACH-000411,-0.29348321444000003
ACH-000414,-0.32588706473
ACH-000415,-0.025806220874900004
ACH-000416,-0.246106201138
ACH-000420,-0.49425715853600005
ACH-000421,-0.045684037425
ACH-000424,-0.047225724735900004
ACH-000425,-0.326735377711
ACH-000426,-0.421334966901
ACH-000427,-0.07073113971469999
ACH-000433,0.00385916687977
ACH-000436,-0.434911660775
ACH-000444,-0.133884451234
ACH-000445,-0.278999602663
ACH-000448,-0.20180719498
ACH-000450,-0.409433171747
ACH-000452,-0.169476014877
ACH-000454,-0.624697146307
ACH-000458,-0.166778889161
ACH-000459,-0.41588437803000006
ACH-000460,-0.410948938822
ACH-000461,-0.32806551980500004
ACH-000463,-0.256706820169
ACH-000464,-0.5052905085239999
ACH-000466,-0.46625604142099997
ACH-000467,-0.196570086113
ACH-000468,-0.477239793051
ACH-000469,-0.19953877721500002
ACH-000470,-0.386494655739
ACH-000471,-0.277078673989
ACH-000472,-0.146728652129
ACH-000473,-0.163050513114
ACH-000475,-0.463315319959
ACH-000476,-0.311798402644
ACH-000477,-0.20204287551600003
ACH-000480,-0.044751997186500005
ACH-000481,-0.295793996373
ACH-000483,-0.481453710444
ACH-000484,-0.146423274077
ACH-000485,-0.35953400857900003
ACH-000486,-0.175746031222
ACH-000487,-0.164455045623
ACH-000488,-0.225780385011
ACH-000490,-0.321739167584
ACH-000491,-0.25812066229
ACH-000495,-0.133897572623
ACH-000496,-0.10253504424799999
ACH-000499,-0.231699099187
ACH-000500,0.125490832192
ACH-000502,-0.334504281507
ACH-000503,-0.64601634874
ACH-000505,-0.168184074887
ACH-000507,-0.39169434265299996
ACH-000510,-0.202574987839
ACH-000511,-0.293349663285
ACH-000512,-0.274584201212
ACH-000516,-0.275478166305
ACH-000517,-0.278062548011
ACH-000518,-0.31066364849800004
ACH-000520,-0.429737562874
ACH-000521,-0.211684565318
ACH-000522,-0.25139774331500003
ACH-000524,-0.250564001737
ACH-000527,-0.40000986335699995
ACH-000528,-0.337713792763
ACH-000537,-0.353735160045
ACH-000541,0.349989605712
ACH-000542,-0.38099066100199996
ACH-000544,0.00361060255549
ACH-000545,-0.18966869068199999
ACH-000547,-0.372797702262
ACH-000548,-0.307318017957
ACH-000549,-0.126175586297
ACH-000550,-0.327484767608
ACH-000552,-0.00724318013656
ACH-000556,-0.145465231438
ACH-000557,-0.411043748689
ACH-000570,-0.36611563812200004
ACH-000571,-0.236814694716
ACH-000573,-0.255624071547
ACH-000576,-0.357999350603
ACH-000580,-0.19554616913400003
ACH-000584,-0.322945773741
ACH-000585,-0.27414803341899996
ACH-000588,-0.18957880236400002
ACH-000589,-0.359287344558
ACH-000591,-0.302164794959
ACH-000593,-0.37772526353
ACH-000600,-0.35770256619
ACH-000601,-0.289764424664
ACH-000604,-0.402566614369
ACH-000605,-0.277630276437
ACH-000606,-0.341606048787
ACH-000608,-0.223838127844
ACH-000614,-0.400113651921
ACH-000616,-0.0284285748661
ACH-000618,-0.17813321701499998
ACH-000619,-0.379857264754
ACH-000620,-0.226050289863
ACH-000621,-0.0008931021746299999
ACH-000622,0.0309062290468
ACH-000623,-0.269466270994
ACH-000624,-0.274196114788
ACH-000627,-0.43995372707099994
ACH-000630,-0.0831968433742
ACH-000632,-0.314926314365
ACH-000633,-0.120550666068
ACH-000637,-0.19721025480700002
ACH-000638,-0.16845437038400002
ACH-000646,-0.21884452150199998
ACH-000647,-0.218739146077
ACH-000648,-0.7543436907080001
ACH-000649,-0.295744112929
ACH-000651,-0.0602233087495
ACH-000652,-0.148906922954
ACH-000653,-0.459042159903
ACH-000657,-0.278793845564
ACH-000658,-0.345850504168
ACH-000661,-0.04656946636530001
ACH-000662,0.0402534431531
ACH-000663,-0.278597090101
ACH-000665,-0.204299267018
ACH-000671,-0.5620619646589999
ACH-000673,-0.212370270103
ACH-000676,-0.227180604257
ACH-000677,-0.249328433993
ACH-000681,-0.381951254802
ACH-000682,-0.171212047031
ACH-000683,-0.08712003446910001
ACH-000684,-0.056103156035400004
ACH-000688,-0.33109271105
ACH-000693,-0.115532496525
ACH-000694,-0.20508241766899998
ACH-000695,-0.09564162305500001
ACH-000696,-0.373767165314
ACH-000697,-0.113079354933
ACH-000699,-0.37599063411899997
ACH-000701,-0.242676161723
ACH-000706,-0.132865717589
ACH-000711,-0.207474024025
ACH-000713,-0.29373137465599997
ACH-000714,-0.289231263644
ACH-000718,-0.360705376223
ACH-000720,-0.357042683342
ACH-000721,-0.299357923562
ACH-000724,-0.5188254125639999
ACH-000725,-0.18983626652600002
ACH-000732,-0.100719484626
ACH-000734,-0.0836982033795
ACH-000735,-0.30593632734000004
ACH-000736,-0.475444820636
ACH-000738,-0.105690128245
ACH-000746,-0.17880825266699998
ACH-000747,-0.0202185146925
ACH-000748,-0.168854417411
ACH-000753,-0.299441060699
ACH-000756,-0.209008643007
ACH-000757,-0.145833436455
