,ODF2L (57489)
ACH-000004,-0.282907940618
ACH-000007,0.223630915114
ACH-000009,-0.224758693202
ACH-000011,-0.0571243892485
ACH-000012,0.0562859453199
ACH-000013,0.037704775477699994
ACH-000014,0.07153714791610001
ACH-000015,0.107072761019
ACH-000017,0.0670618508594
ACH-000018,-0.040293027367300005
ACH-000019,0.445151445692
ACH-000021,-0.0629317955109
ACH-000022,0.0926536401413
ACH-000025,0.0289474612029
ACH-000028,0.00472786235133
ACH-000030,-0.07554581746160001
ACH-000035,-0.20271007620499998
ACH-000036,0.114792366987
ACH-000037,0.180278227095
ACH-000039,0.030093381899299998
ACH-000040,0.08565168099819999
ACH-000041,0.15051904682199999
ACH-000042,-0.016842462125899998
ACH-000045,0.0020266189787099998
ACH-000047,0.036767232737699995
ACH-000052,-0.037324063235199996
ACH-000053,0.022733091111499997
ACH-000054,0.154178014506
ACH-000055,0.392504549379
ACH-000060,0.0742799447528
ACH-000067,-0.011917347117600001
ACH-000070,0.0846155735723
ACH-000075,-0.06982539196880001
ACH-000078,-0.107662912363
ACH-000082,0.0258348082657
ACH-000085,0.08918114025219999
ACH-000086,0.0145363426257
ACH-000087,-0.0863774145131
ACH-000092,-0.061435237821500004
ACH-000095,0.0316822534222
ACH-000097,0.0599708572733
ACH-000098,0.08662049932610001
ACH-000099,0.0231902983095
ACH-000108,-0.0101365073055
ACH-000113,0.0430700172693
ACH-000115,0.290725523766
ACH-000116,-0.0217101300833
ACH-000118,-0.04913312762659999
ACH-000120,0.006264010918350001
ACH-000123,-0.00260280010097
ACH-000127,0.10730024449999999
ACH-000128,0.066407194232
ACH-000132,0.0230443250519
ACH-000133,-0.12123436132099999
ACH-000137,0.20878556094
ACH-000138,0.0128409834103
ACH-000142,0.22414901389199998
ACH-000143,0.137558690466
ACH-000146,-0.0459026648113
ACH-000148,0.06013347976530001
ACH-000150,-0.007538774758840001
ACH-000152,-0.060264927743800004
ACH-000153,-0.255942149951
ACH-000159,0.105695525668
ACH-000160,0.023533325716400003
ACH-000163,0.19710059485599998
ACH-000167,-0.0375383128038
ACH-000168,0.10320117369899999
ACH-000169,0.174114014083
ACH-000178,0.0957967273149
ACH-000182,0.057403985875699996
ACH-000183,0.08892483834889998
ACH-000188,-0.0366558129439
ACH-000189,0.118230616919
ACH-000190,-0.0930339074371
ACH-000198,-0.0313685311571
ACH-000204,-0.208184831842
ACH-000206,0.163848653095
ACH-000207,0.0424689171677
ACH-000211,0.06671385911590001
ACH-000215,0.107586684246
ACH-000221,0.0169632094715
ACH-000222,-0.0756383151282
ACH-000223,0.04536475614109999
ACH-000226,-0.0348612714771
ACH-000227,-0.141391365908
ACH-000228,-0.09496609295679999
ACH-000231,0.116189363286
ACH-000232,0.131804482951
ACH-000233,0.11210829980699999
ACH-000234,0.31263676816999997
ACH-000235,-0.08747962206430002
ACH-000237,0.10706790807600002
ACH-000238,0.0712617297537
ACH-000243,-0.0545333698524
ACH-000244,0.316089898806
ACH-000246,0.24115551110599998
ACH-000248,0.182559754564
ACH-000250,0.143952393474
ACH-000251,0.05987186274180001
ACH-000253,0.190043094375
ACH-000255,-0.0603669969835
ACH-000256,-0.008022791794939999
ACH-000257,-0.230731478874
ACH-000258,0.10853469871200001
ACH-000259,0.019800646676599996
ACH-000260,0.07912972517469999
ACH-000261,0.0750665263242
ACH-000262,0.151533743958
ACH-000263,-0.0521023741641
ACH-000264,0.136450452148
ACH-000265,0.0048278373095
ACH-000266,0.07399391993599999
ACH-000272,0.07237103655410002
ACH-000273,0.048729798499
ACH-000274,0.0433581141522
ACH-000277,-0.144114870652
ACH-000278,0.06218034869530001
ACH-000279,0.0706242828838
ACH-000280,0.13464382557600002
ACH-000281,0.0496446531667
ACH-000288,-0.0322225279885
ACH-000291,0.058068051916699996
ACH-000293,0.167145841215
ACH-000294,0.030159843254900003
ACH-000295,0.421213715176
ACH-000296,0.153340942167
ACH-000302,0.100624342618
ACH-000304,-0.179154180688
ACH-000307,-0.00458338233181
ACH-000308,0.0670903584112
ACH-000310,-0.321065482723
ACH-000311,0.10362863993100001
ACH-000312,-0.00870471048193
