,GNL1 (2794)
ACH-000004,-0.45660313712800005
ACH-000007,-0.19332638891800003
ACH-000009,-0.16378774653
ACH-000011,-0.590104409008
ACH-000012,-0.585189293216
ACH-000013,-0.174691174828
ACH-000014,-0.18725705210700003
ACH-000015,-0.281432846535
ACH-000017,-0.025108687461599995
ACH-000018,-0.275682575102
ACH-000019,-0.16880585602
ACH-000021,-0.034366823763900003
ACH-000022,-0.11393887415300001
ACH-000025,-0.353662992653
ACH-000028,-0.392561132227
ACH-000030,-0.168775443799
ACH-000035,-0.42378601587
ACH-000036,-0.442533363798
ACH-000037,-0.027165581953500002
ACH-000039,-0.12694303471499999
ACH-000040,-0.17459555330200002
ACH-000041,0.08071679105139999
ACH-000042,-0.268696586593
ACH-000045,-0.273733276747
ACH-000047,-0.10251759009099999
ACH-000052,-0.0486633568675
ACH-000053,-0.0647048318439
ACH-000054,-0.252955424849
ACH-000055,-0.122413837084
ACH-000060,-0.115102877087
ACH-000067,-0.35783599268
ACH-000070,-0.214734513418
ACH-000075,-0.685017293922
ACH-000078,0.046368731029
ACH-000082,-0.28760015411
ACH-000085,-0.425612877058
ACH-000086,-0.105419514309
ACH-000087,-0.0866015847011
ACH-000092,-0.275788562693
ACH-000095,-0.047577708286499994
ACH-000097,-0.257049274208
ACH-000098,-0.18387611664099998
ACH-000099,-0.195696305423
ACH-000108,-0.20573558086399998
ACH-000113,-0.155631375663
ACH-000115,-0.161690102942
ACH-000116,-0.22336795581
ACH-000118,-0.11727900593
ACH-000120,-0.297370258152
ACH-000123,-0.358049126545
ACH-000127,-0.240993422954
ACH-000128,-0.19811253853799998
ACH-000132,-0.269177051865
ACH-000133,-0.179518984901
ACH-000137,-0.271562506458
ACH-000138,-0.186982662616
ACH-000142,-0.23956908768899998
ACH-000143,-0.158837668844
ACH-000146,-0.142714284279
ACH-000148,-0.21437647265700002
ACH-000150,-0.18628905491300002
ACH-000152,-0.263907981393
ACH-000153,-0.579630759508
ACH-000159,-0.282832292315
ACH-000160,-0.335428315067
ACH-000163,-0.147057854625
ACH-000167,-0.0652178638343
ACH-000168,-0.0213084947439
ACH-000169,-0.191390148934
ACH-000178,-0.12475531679400001
ACH-000182,-0.07853419244189999
ACH-000183,-0.178594155709
ACH-000188,-0.195987701349
ACH-000189,-0.332452326943
ACH-000190,-0.35795184123
ACH-000198,-0.351568912871
ACH-000204,-0.177283692373
ACH-000206,-0.133484530898
ACH-000207,-0.773978793316
ACH-000211,-0.17002830247499998
ACH-000215,-0.21336414805
ACH-000221,-0.178856896955
ACH-000222,-0.193737253044
ACH-000223,-0.425578055336
ACH-000226,-0.173196011226
ACH-000227,-0.193169475963
ACH-000228,-0.14176808179199998
ACH-000231,-0.380035243792
ACH-000232,-0.14106990813200002
ACH-000233,-0.17692294778099998
ACH-000234,-0.15414944897500002
ACH-000235,-0.0943257080074
ACH-000237,-0.12280655245
ACH-000238,-0.286179182729
ACH-000243,-0.152569251067
ACH-000244,-0.36973143280599996
ACH-000246,-0.281138526939
ACH-000248,-0.311603480966
ACH-000250,-0.411359529886
ACH-000251,-0.0797579654232
ACH-000253,-0.16646193235099999
ACH-000255,-0.343535175427
ACH-000256,-0.390163680969
ACH-000257,-0.320580612137
ACH-000258,-0.15027269615
ACH-000259,-0.127538484178
ACH-000260,-0.19923405983800002
ACH-000261,-0.209975107302
ACH-000262,-0.0896447944245
ACH-000263,-0.195891274667
ACH-000264,-0.17727777743200002
ACH-000265,-0.222031819901
ACH-000266,-0.340021656612
ACH-000272,-0.457857235573
ACH-000273,-0.330391481475
ACH-000274,-0.135130696549
ACH-000277,-0.046913538086900006
ACH-000278,-0.00915878329746
ACH-000279,-0.151443271155
ACH-000280,-0.345411289948
ACH-000281,-0.215192319309
ACH-000288,-0.193202372268
ACH-000291,-0.306094081264
ACH-000293,-0.06584664795959999
ACH-000294,-0.189148804992
ACH-000295,-0.0989042842956
ACH-000296,-0.09342927462020001
ACH-000302,-0.250089305431
ACH-000304,0.146040641067
ACH-000307,-0.18943427898499998
ACH-000308,-0.307059537622
ACH-000310,-0.08833444501589999
ACH-000311,-0.41541997376900003
ACH-000312,-0.05284698465030001
ACH-000315,0.037021171595
ACH-000316,-0.12073657112299999
ACH-000317,-0.339125116004
ACH-000318,-0.143524981255
ACH-000319,-0.0453028097971
ACH-000320,-0.228415947865
ACH-000322,-0.264543146032
ACH-000323,-0.0690315981733
ACH-000324,-0.375881512465
ACH-000329,-0.287685324842
ACH-000330,-0.259003828716
ACH-000331,-0.0417592852839
ACH-000332,-0.311315121513
ACH-000334,-0.325242744473
ACH-000335,-0.18486992252999998
ACH-000336,-0.155212180986
ACH-000337,-0.0142922477254
ACH-000339,-0.310792347698
ACH-000341,-0.198674105337
ACH-000348,-0.36949322757200004
ACH-000350,-0.06364578352400001
ACH-000352,-0.109684810198
ACH-000356,-0.184420286673
ACH-000361,-0.17116427737599998
ACH-000362,-0.231878052073
ACH-000363,-0.097845049837
ACH-000364,-0.247175481899
ACH-000365,-0.0751664886565
ACH-000366,-0.034026779568900004
ACH-000368,-0.36562828240199996
ACH-000374,-0.6963495254000001
ACH-000375,-0.530604160446
ACH-000376,-0.32897449641800003
ACH-000381,-0.148898524828
ACH-000383,-0.367685751719
ACH-000387,-0.29298401349500003
ACH-000389,-0.49966664913500003
ACH-000390,-0.318234557902
ACH-000393,-0.121203109832
ACH-000395,-0.317303458568
ACH-000397,-0.282953653692
ACH-000401,-0.15687569189
ACH-000402,-0.422466224531
ACH-000403,-0.20749598692899998
ACH-000404,-0.27898043080699997
ACH-000406,-0.185113725566
ACH-000407,-0.0732876098632
ACH-000408,-0.301595353626
ACH-000410,-0.177924048666
ACH-000411,-0.29593673073800003
ACH-000414,-0.108256181705
ACH-000415,-0.09236993123849999
ACH-000416,-0.08692435981760001
ACH-000420,-0.138276226388
ACH-000421,-0.28118074019699996
ACH-000424,-0.00787071071804
ACH-000425,-0.24019238635
ACH-000426,0.318806634915
ACH-000427,-0.293315969538
ACH-000433,-0.26826701326200003
ACH-000436,-0.17240423375100003
ACH-000444,-0.180344089197
ACH-000445,-0.0544722517299
ACH-000448,-0.34335302652800004
ACH-000450,-0.19675165556899998
ACH-000452,-0.29201730027899997
ACH-000454,-0.0910761535059
ACH-000458,-0.400902716153
ACH-000459,-0.480717996354
ACH-000460,-0.182570927229
ACH-000461,-0.264808186764
ACH-000463,-0.41994325543899996
ACH-000464,-0.346445427339
ACH-000466,-0.043244290897699995
ACH-000467,-0.22899806981999998
ACH-000468,-0.368091788057
ACH-000469,-0.512067260167
ACH-000470,-0.44042539446400003
ACH-000471,-0.257267888797
ACH-000472,-0.171292458163
ACH-000473,-0.38401836008400003
ACH-000475,-0.215171292161
ACH-000476,-0.124305796579
ACH-000477,-0.219156814443
ACH-000480,-0.045693009337599996
ACH-000481,-0.17544303453200003
ACH-000483,-0.341546718732
ACH-000484,-0.22463331041600001
ACH-000485,-0.229482485218
ACH-000486,-0.349493046483
ACH-000487,-0.213907925442
ACH-000488,-0.227218551978
ACH-000490,-0.138776630711
ACH-000491,-0.263037434709
ACH-000495,-0.014558215209700002
ACH-000496,-0.24116338060400003
ACH-000499,-0.41685844784299997
ACH-000500,-0.0430500181262
ACH-000502,-0.193864467376
ACH-000503,-0.054966276496
ACH-000505,-0.12239350849000001
ACH-000507,-0.190277830769
ACH-000510,-0.27026018217799996
ACH-000511,-0.17756934148400003
ACH-000512,-0.15000470432
ACH-000516,-0.34841219344200003
ACH-000517,-0.27204116876
ACH-000518,-0.0671300298246
ACH-000520,-0.18407245409899997
ACH-000521,-0.204136462532
ACH-000522,-0.198249042575
ACH-000524,-0.459857055312
ACH-000527,-0.166648929683
ACH-000528,-0.603912881435
ACH-000537,-0.16403382511
ACH-000541,-0.31598338580400004
ACH-000542,-0.280610668771
ACH-000544,-0.500984556014
ACH-000545,-0.20352156129700003
ACH-000547,-0.29202464536899997
ACH-000548,-0.102325747201
ACH-000549,-0.20252614071699998
ACH-000550,-0.125640296583
ACH-000552,-0.27932796592
ACH-000556,-0.153837836561
ACH-000557,-0.051706280129800004
ACH-000570,-0.185648622326
ACH-000571,-0.14365181841
ACH-000573,-0.10991899606200001
ACH-000576,-0.20110495919500002
ACH-000580,-0.339470192071
ACH-000584,-0.12479406703099999
ACH-000585,-0.287786517991
ACH-000588,-0.21349679217700002
ACH-000589,-0.185411981424
ACH-000591,-0.19185137664299998
ACH-000593,-0.15574031048599998
ACH-000600,-0.674606039982
ACH-000601,-0.23967197956099998
ACH-000604,-0.617219239613
ACH-000605,-0.11673250908
ACH-000606,-0.369753475527
ACH-000608,-0.18827343614199998
ACH-000614,-0.22585110716999995
ACH-000616,-0.0394748760274
ACH-000618,-0.0739564834474
ACH-000619,-0.317265133656
ACH-000620,-0.17697546362599997
ACH-000621,-0.252233357498
ACH-000622,-0.35338436883900004
ACH-000623,-0.255289290284
ACH-000624,-0.273396398152
ACH-000627,-0.308930393972
ACH-000630,-0.322897908486
ACH-000632,-0.309913388103
ACH-000633,0.0229362216264
ACH-000637,-0.631277746467
ACH-000638,-0.361143060572
ACH-000646,-0.22756356025600002
ACH-000647,-0.290769155075
ACH-000648,-0.47434027909800003
ACH-000649,-0.313137601875
ACH-000651,-0.180462688367
ACH-000652,-0.119237821589
ACH-000653,-0.146538375945
ACH-000657,-0.37210238408600005
ACH-000658,-0.0911454518055
ACH-000661,-0.0390944899529
ACH-000662,-0.021359120735299997
ACH-000663,-0.26463431732799997
ACH-000665,-0.140111978104
ACH-000671,-0.0490643671505
ACH-000673,-0.119380745543
ACH-000676,-0.12411536585300001
ACH-000677,-0.17549924286200003
ACH-000681,-0.194685722372
ACH-000682,-0.264074168625
ACH-000683,-0.133761933915
ACH-000684,-0.170811431805
ACH-000688,-0.302141005683
ACH-000693,-0.125917997419
ACH-000694,-0.252714631445
ACH-000695,0.0113821851623
ACH-000696,-0.22138592246999997
ACH-000697,-0.171510704978
ACH-000699,-0.17969120685400003
ACH-000701,-0.23706914104899998
ACH-000706,-0.18454113293299998
ACH-000711,-0.28887216141399996
ACH-000713,-0.11945593826199999
ACH-000714,-0.28438295515
ACH-000718,-0.215770552713
ACH-000720,-0.214923877366
ACH-000721,-0.364758760963
ACH-000724,-0.47934029181599996
ACH-000725,-0.09091572921160002
ACH-000732,-0.34102132923100004
ACH-000734,-0.144814211158
ACH-000735,-0.393888028093
ACH-000736,-0.139505526136
ACH-000738,-0.116712031572
ACH-000746,0.0200471214155
ACH-000747,-0.142497662852
ACH-000748,-0.21859132921399999
ACH-000753,-0.22980195612799997
ACH-000756,-0.0748939405962
ACH-000757,0.017123286534100002
ACH-000758,-0.204691777059
ACH-000760,-0.054827209447599994
ACH-000763,-0.155258748651
ACH-000764,-0.41652605947
ACH-000765,0.0036703126649299997
ACH-000766,-0.22011769266800002
ACH-000767,-0.0993164392053
ACH-000768,-0.215282483309
ACH-000769,-0.00220829583756
ACH-000770,-0.105792925103
ACH-000771,-0.299945116637
ACH-000773,-0.36526432515
ACH-000776,-0.39981325232500003
ACH-000777,-0.34573447374
ACH-000778,-0.204767196292
ACH-000781,-0.08736626203389998
ACH-000782,-0.08407087091250001
ACH-000783,-0.25743954657900003
ACH-000784,-0.255254536967
ACH-000785,-0.055590061206400004
ACH-000787,-0.101593502633
