,AVL9 (23080)
ACH-000004,0.043026282649099995
ACH-000007,-0.07555732164580001
ACH-000009,0.00856933202282
ACH-000011,0.0482816071874
ACH-000012,-0.047448783594399996
ACH-000013,0.174742169344
ACH-000014,0.146961520603
ACH-000015,0.0734888150561
ACH-000017,0.16794269975
ACH-000018,0.0218823067778
ACH-000019,-0.018047147638400002
ACH-000021,0.077063297121
ACH-000022,-0.12452738709899999
ACH-000025,0.0334543631304
ACH-000028,0.28050897915
ACH-000030,0.0801693912787
ACH-000035,-0.0412489586786
ACH-000036,0.262715169718
ACH-000037,-0.023106082428599996
ACH-000039,0.0603693117934
ACH-000040,-0.017572138860400002
ACH-000041,0.119493989728
ACH-000042,0.0313240565002
ACH-000045,-0.066916150849
ACH-000047,-0.123305911652
ACH-000052,-0.020114449292900002
ACH-000053,0.019019200936900002
ACH-000054,0.035328805867400004
ACH-000055,0.0539719877885
ACH-000060,-0.038058348266800004
ACH-000067,0.0089256402014
ACH-000070,0.0308304007865
ACH-000075,0.088728408257
ACH-000078,0.17469585934700002
ACH-000082,-0.0711936872685
ACH-000085,-0.0948138275817
ACH-000086,0.0166858331069
ACH-000087,0.04975218643630001
ACH-000092,0.165597621204
ACH-000095,0.07287214651030001
ACH-000097,0.0107188595282
ACH-000098,0.0590507341244
ACH-000099,0.0756249735537
ACH-000108,0.0235857974189
ACH-000113,0.041480950529099996
ACH-000115,0.0291571827178
ACH-000116,-0.0171896280016
ACH-000118,0.110213688379
ACH-000120,-0.027585843197599998
ACH-000123,0.0268200095001
ACH-000127,-0.0232388268378
ACH-000128,0.0972977085588
ACH-000132,0.241712243105
ACH-000133,0.162968667595
ACH-000137,0.0375475728338
ACH-000138,-0.0640143329336
ACH-000142,0.0476048812553
ACH-000143,0.0527642548185
ACH-000146,0.11705280204299999
ACH-000148,0.047077703067500004
ACH-000150,0.00239817362525
ACH-000152,0.130265830452
ACH-000153,0.00616554060883
ACH-000159,-0.0468906769735
ACH-000160,0.18378675384799997
ACH-000163,0.170728648792
ACH-000167,0.264828466258
ACH-000168,-0.0431372742069
ACH-000169,0.0374984776415
ACH-000178,-0.0278073741927
ACH-000182,0.00619576196344
ACH-000183,0.043370808226899996
ACH-000188,0.053126109623999995
ACH-000189,0.200943640016
ACH-000190,0.1204795885
ACH-000198,0.033357934237900004
ACH-000204,0.172101253041
ACH-000206,0.0329576393276
ACH-000207,0.00407851109078
ACH-000211,0.0263991316427
ACH-000215,0.138511142181
ACH-000221,0.141732507596
ACH-000222,0.050932157455599994
ACH-000223,-0.000979628637767
ACH-000226,0.130094422666
ACH-000227,0.0115847117707
ACH-000228,0.0509900410365
ACH-000231,0.0026884948544200005
ACH-000232,0.169048803297
ACH-000233,-0.116440172239
ACH-000234,0.0275295249431
ACH-000235,-0.0436451287416
ACH-000237,-0.09246046963410001
ACH-000238,0.216397304466
ACH-000243,-0.0318038609677
ACH-000244,0.122691714987
ACH-000246,0.012406035681399998
ACH-000248,0.10695843298900001
ACH-000250,-0.0489200172659
ACH-000251,0.38163153413900003
ACH-000253,-0.026101788926800002
ACH-000255,0.0138603421927
ACH-000256,-0.07030320956689999
ACH-000257,0.0279563832032
ACH-000258,0.059233754773599996
ACH-000259,0.0636042086391
ACH-000260,0.0990431203008
ACH-000261,0.012723186206499999
ACH-000262,-0.08335395487269999
ACH-000263,0.291883880832
ACH-000264,-0.076715667327
ACH-000265,0.13513581014
ACH-000266,-0.117567020248
ACH-000272,0.00991140341345
ACH-000273,-0.0127205524151
ACH-000274,0.12977852597200001
ACH-000277,-0.0716535902458
ACH-000278,0.08595925125289999
ACH-000279,0.046419929289199996
ACH-000280,0.0196732805104
ACH-000281,-0.155619982025
ACH-000288,-0.11521454587200002
ACH-000291,0.14932271754100002
ACH-000293,-0.0496533376798
ACH-000294,-0.158793593515
ACH-000295,-0.00035533676567400005
ACH-000296,0.236693974882
ACH-000302,0.0379008542545
ACH-000304,-0.267250591898
ACH-000307,0.11731749525599999
ACH-000308,0.051544700399000005
ACH-000310,0.187917765611
ACH-000311,-0.116794218999
ACH-000312,0.111679068533
ACH-000315,0.117293701786
ACH-000316,-0.07100045605880001
ACH-000317,0.168743687364
ACH-000318,0.0177643676572
ACH-000319,0.145970871947
ACH-000320,-0.023958235613700002
ACH-000322,-0.134782371486
ACH-000323,0.13654091514699998
ACH-000324,0.010808892599100001
ACH-000329,0.078224728085
ACH-000330,-0.156813562984
ACH-000331,0.122545887031
ACH-000332,0.010015493081700001
ACH-000334,0.176284616293
ACH-000335,-0.0308534970601
ACH-000336,0.20149565143
ACH-000337,-0.103969636564
ACH-000339,-0.0329426176804
ACH-000341,0.025515446879
ACH-000348,0.10230499413699999
ACH-000350,0.21032119335299998
ACH-000352,0.040209978596099996
ACH-000356,0.0574591024072
ACH-000361,0.0645286798038
ACH-000362,-0.054623051259199994
ACH-000363,0.143518292126
ACH-000364,-0.0718502489453
ACH-000365,0.0281285129264
ACH-000366,-0.014761579926100001
ACH-000368,0.0857905183812
ACH-000374,0.05409974899659999
ACH-000375,0.181646993094
ACH-000376,0.041145722168400005
ACH-000381,0.015103699257
ACH-000383,0.006346773183920001
ACH-000387,0.0813977479325
ACH-000389,-0.0479734624503
ACH-000390,0.0158681207942
ACH-000393,0.0063695212089700005
ACH-000395,-0.24346626154399997
ACH-000397,0.00695799855184
ACH-000401,0.18499637552200002
ACH-000402,0.217843601803
ACH-000403,0.00408654423436
ACH-000404,-0.06518309933790001
ACH-000406,0.0464384932592
ACH-000407,0.0389359488626
ACH-000408,-0.0150554414897
ACH-000410,0.151542663705
ACH-000411,-0.0811887071153
ACH-000414,-0.019243654378299998
ACH-000415,0.044818275804900005
ACH-000416,0.0626004512954
ACH-000420,-0.205438633919
ACH-000421,0.124595105421
ACH-000424,0.158714383765
ACH-000425,-0.0589455746222
ACH-000426,-0.0668816398611
ACH-000427,-0.166145030488
ACH-000433,0.198761262827
