,UBFD1 (56061)
ACH-000454,-0.24147516953200002
ACH-000458,-0.23810183147300001
ACH-000459,-0.41205780489200006
ACH-000460,-0.0512050564117
ACH-000461,-0.270505026554
ACH-000463,-0.27111149193399997
ACH-000464,-0.207023647231
ACH-000466,-0.146091319296
ACH-000467,-0.403000944691
ACH-000468,-0.154391919776
ACH-000469,-0.0763695546029
ACH-000470,0.139967148012
ACH-000471,-0.479929367202
ACH-000472,-0.386168359571
ACH-000473,-0.11633718959799999
ACH-000475,-0.39921164694899997
ACH-000476,-0.31634214199
ACH-000477,-0.7262918116410001
ACH-000480,-0.236835017097
ACH-000481,-0.44100273492
ACH-000483,0.0616463565694
ACH-000484,-0.329003467556
ACH-000485,-0.31591015685
ACH-000486,-0.388036580547
ACH-000487,-0.44987277162
ACH-000488,-0.291406579633
ACH-000490,-0.5238637065039999
ACH-000491,-0.155056058931
ACH-000495,-0.622906014514
ACH-000496,-0.5597991215070001
ACH-000499,-0.34273296017399996
ACH-000500,-0.10003531085100001
ACH-000502,-0.222541861915
ACH-000503,-0.667784990373
ACH-000505,-0.301234071173
ACH-000507,-0.6241748142469999
ACH-000510,-0.288856035624
ACH-000511,-0.419997094258
ACH-000512,-0.142334187192
ACH-000516,-0.271438549579
ACH-000517,-0.302491325651
ACH-000518,-0.0665879437093
ACH-000520,-0.290899229523
ACH-000521,-0.00998617198601
ACH-000522,-0.440768085815
ACH-000524,-0.23738460380600002
ACH-000527,-0.426638368243
ACH-000528,-0.255618858743
ACH-000537,-0.394113081791
ACH-000541,-0.134831382305
ACH-000542,-0.425125529686
ACH-000544,-0.121513263605
ACH-000545,-0.121971305259
ACH-000547,-0.217930915532
ACH-000548,-0.21154458806200002
ACH-000549,-0.570987617116
ACH-000550,-0.534225767888
ACH-000552,-0.229102462834
ACH-000556,-0.32535284295
ACH-000557,-0.358463241122
ACH-000570,0.092079006511
ACH-000571,-0.191274799852
ACH-000573,-0.187173409866
ACH-000576,-0.450345597355
ACH-000580,-0.41829979861999994
ACH-000584,-0.388704119504
ACH-000585,-0.370192736942
ACH-000588,-0.290446723233
ACH-000589,-0.126738682109
ACH-000591,-0.321855871586
ACH-000593,-0.395243688222
ACH-000600,-0.456984596515
ACH-000601,-0.16791969071899998
ACH-000604,-0.533418395082
ACH-000605,-0.237244984602
ACH-000606,-0.19854090160100002
ACH-000608,-0.35578525161799995
ACH-000614,-0.289524594824
ACH-000616,-0.317956728917
ACH-000618,-0.195261588358
ACH-000619,-0.16945541311
ACH-000620,-0.497202156075
ACH-000621,-0.239606801798
ACH-000622,-0.229279684329
ACH-000623,-0.0729142004644
ACH-000624,-0.49257758788
ACH-000627,-0.139139899493
ACH-000630,-0.34974302837099996
ACH-000632,-0.242850695224
ACH-000633,-0.010565066813299998
ACH-000637,-0.149927168844
ACH-000638,-0.420876500298
ACH-000646,-0.350856079665
ACH-000647,-0.29056307046700003
ACH-000648,-0.267718941402
ACH-000649,-0.395222531376
ACH-000651,-0.276906519187
ACH-000652,-0.326689060408
ACH-000653,-0.399542832266
ACH-000657,-0.29837594264199996
ACH-000658,-0.403846913855
ACH-000661,-0.334806981479
ACH-000662,-0.342282393469
ACH-000663,-0.465437756897
ACH-000665,-0.36080956307800005
ACH-000671,-0.752180737756
ACH-000673,-0.337635984647
ACH-000676,-0.269004700328
ACH-000677,-0.325449067111
ACH-000681,-0.332608107702
ACH-000682,-0.312428645506
ACH-000683,-0.453050091324
ACH-000684,-0.365533839222
ACH-000688,-0.24778063094900002
ACH-000693,-0.22502972764
ACH-000694,-0.18062987560600002
ACH-000695,-0.323489145218
ACH-000696,-0.280990593376
ACH-000697,-0.270477231336
ACH-000699,-0.189816131873
ACH-000701,-0.5937986292440001
ACH-000706,-0.33523186258000004
ACH-000711,-0.338228755313
ACH-000713,-0.335423520876
ACH-000714,-0.36524755254
ACH-000718,0.0014274221087799998
ACH-000720,-0.313876362717
ACH-000721,-0.47291859488300003
ACH-000724,0.011024955863099999
ACH-000725,-0.51115192791
ACH-000732,-0.222823882031
ACH-000734,-0.24903154034299999
ACH-000735,-0.104721953664
ACH-000736,-0.44800094947400004
ACH-000738,-0.15728738882
ACH-000746,-0.256981156822
ACH-000747,-0.462167863939
ACH-000748,-0.520134700072
ACH-000753,-0.343322233192
ACH-000756,-0.439881048288
ACH-000757,-0.44381722243999994
ACH-000758,-0.26170740464000003
ACH-000760,-0.290802638491
ACH-000763,-0.488392025919
ACH-000764,-0.38024824092200005
ACH-000765,-0.369931390353
ACH-000766,-0.533658005985
ACH-000767,-0.502147221409
ACH-000768,-0.321963493404
ACH-000769,-0.322113931613
ACH-000770,-0.287397942645
ACH-000771,-0.298533148562
ACH-000773,-0.48139653478999994
ACH-000776,-0.517624756087
ACH-000777,-0.182486648571
ACH-000778,-0.21176428864900002
ACH-000781,-0.410964566534
ACH-000782,-0.242722429373
ACH-000783,-0.405409843232
ACH-000784,-0.155381745258
ACH-000785,-0.384463332451
ACH-000787,-0.09994155078610001
ACH-000788,-0.550137213593
ACH-000791,-0.43211840980800004
ACH-000792,-0.175626724306
ACH-000794,-0.450361130435
ACH-000796,-0.367636629842
ACH-000799,-0.513010051462
ACH-000800,-0.2738404105
ACH-000802,-0.318490765096
ACH-000804,-0.19213205287500001
ACH-000805,-0.378225479984
ACH-000809,-0.40422375001
ACH-000810,-0.484994308125
ACH-000811,-0.380477170717
ACH-000817,-0.378764734667
ACH-000819,-0.239682899241
ACH-000820,-0.1042327783
ACH-000821,-0.470635417028
ACH-000822,-0.408826965011
ACH-000823,-0.260836106291
ACH-000824,-0.297145679661
ACH-000827,-0.312891176989
ACH-000829,-0.18270939965500002
ACH-000831,-0.425105778433
ACH-000832,-0.47675179264
ACH-000833,-0.478201394328
ACH-000834,-0.288120303029
ACH-000835,-0.166951222196
ACH-000836,-0.368633114719
ACH-000837,-0.252696447575
ACH-000838,-0.16904496979699998
ACH-000839,-0.229741299287
ACH-000840,-0.7307983353470001
ACH-000841,-0.24809233510200002
ACH-000843,-0.0326166536948
ACH-000846,-0.300886437206
ACH-000847,-0.0593795461225
ACH-000848,-0.321666793707
ACH-000849,-0.41662868633199995
ACH-000851,-0.29140317762
ACH-000855,-0.298639037872
ACH-000856,-0.339719862242
ACH-000858,-0.280603628435
ACH-000859,-0.0440425560259
ACH-000861,-0.6291654934790001
ACH-000862,-0.270219644143
ACH-000865,-0.201950430003
ACH-000866,-0.314168509077
ACH-000867,-0.337884552311
ACH-000869,-0.45607027514700005
ACH-000872,-0.4706538322
ACH-000873,-0.16569715202
ACH-000876,-0.41537526819
ACH-000878,0.15761712428
ACH-000880,-0.198184488156
ACH-000881,-0.346817520815
ACH-000882,-0.319508417614
ACH-000884,-0.331522295752
ACH-000885,-0.190469916379
ACH-000887,-0.308138413979
ACH-000888,-0.372576883096
ACH-000889,-0.278258844481
ACH-000890,-0.11478192535800001
ACH-000896,-0.306202856694
ACH-000898,-0.34417303932099996
ACH-000900,-0.353413378252
ACH-000901,-0.302670190187
ACH-000905,-0.36236175835600004
ACH-000906,-0.30624043949
ACH-000907,-0.408224827142
ACH-000910,-0.22424606700599997
ACH-000911,-0.24055894135000003
ACH-000912,-0.247166671656
ACH-000913,-0.41586049322499996
ACH-000915,-0.23052114215599998
ACH-000916,-0.598077045181
ACH-000917,-0.46444183917900006
ACH-000921,-0.342458131054
ACH-000924,-0.225140406124
ACH-000926,-0.452123953982
ACH-000928,-0.390308158992
ACH-000929,-0.182979451204
ACH-000932,-0.21888629807799997
ACH-000935,-0.276967933112
ACH-000936,-0.319091317642
ACH-000937,-0.197537045464
ACH-000938,-0.223673078409
ACH-000939,0.09063735980860001
ACH-000941,-0.31255179797800003
ACH-000943,-0.305654424662
ACH-000946,-0.378474942739
ACH-000947,-0.316947600072
ACH-000948,-0.36317499235
ACH-000950,-0.212799131858
ACH-000953,-0.21619562696999997
ACH-000957,-0.303303532758
ACH-000958,-0.36426123321599996
ACH-000960,-0.432734988509
ACH-000963,-0.316630162806
ACH-000968,-0.257851125969
ACH-000969,-0.21838830235800002
ACH-000973,-0.295868932909
ACH-000974,-0.266180663103
ACH-000975,-0.161030196382
ACH-000976,-0.374159420144
ACH-000978,-0.37131990214
ACH-000980,-0.341778528943
ACH-000984,-0.500495681562
ACH-000986,-0.209942231142
ACH-000988,-0.217118513172
ACH-000993,-0.430003909894
ACH-000994,-0.443270430661
ACH-000996,-0.423473494402
ACH-001001,-0.345669955752
ACH-001020,-0.313072375565
ACH-001028,-0.161280599002
ACH-001031,-0.4740800030899999
ACH-001038,-0.259945191214
ACH-001048,-0.170646198768
ACH-001050,-0.396996225447
ACH-001053,-0.527762297164
ACH-001054,-0.363534366461
ACH-001061,-0.315128475141
ACH-001067,-0.354035796052
ACH-001075,-0.471746063514
ACH-001096,-0.0281477116192
ACH-001128,-0.368958702042
ACH-001134,-0.26750799067200004
ACH-001151,-0.367680071809
ACH-001163,-0.194182657316
ACH-001164,-0.265288817437
ACH-001173,-0.275248383941
ACH-001183,-0.246038886962
ACH-001184,-0.545957423589
ACH-001190,-0.41907303927
ACH-001192,-0.349150588104
ACH-001193,-0.466117263195
ACH-001196,-0.558029859983
ACH-001197,-0.246917179228
ACH-001205,-0.414564007754
ACH-001211,-0.391026692487
ACH-001212,-0.327069314323
ACH-001228,-0.197399067774
ACH-001232,-0.479446655554
ACH-001239,-0.513510759029
ACH-001274,-0.337606624903
ACH-001275,-0.144306102663
ACH-001277,0.028967067898300003
ACH-001278,-0.300423537462
ACH-001280,-0.262053375687
ACH-001283,-0.559485508776
ACH-001289,-0.37026443131399994
ACH-001295,-0.40759044644500003
ACH-001300,-0.102521336107
ACH-001301,-0.0824533544179
ACH-001302,-0.544464581571
ACH-001303,-0.611779919354
ACH-001306,0.0330042953755
ACH-001318,-0.42600214449
ACH-001322,-0.295742504736
ACH-001328,-0.151262600837
ACH-001332,0.0515109544644
ACH-001333,-0.229788676987
ACH-001336,-0.46458460116300004
ACH-001340,-0.19981883256900002
ACH-001346,-0.378103197418
ACH-001353,-0.176566662322
ACH-001354,0.04827446925369999
ACH-001367,-0.43578792651500003
ACH-001368,-0.36826219675399996
ACH-001374,-0.532589174973
ACH-001375,-0.318039819893
ACH-001377,-0.464069305276
ACH-001380,-0.18563476870200002
ACH-001391,-0.125844750062
ACH-001407,-0.120393626681
ACH-001408,-0.179208210857
ACH-001413,-0.30867794431999995
ACH-001430,-0.779641501214
ACH-001431,-0.403019136204
ACH-001450,-0.495734040823
ACH-001496,-0.547957519953
ACH-001500,-0.130338049545
ACH-001521,-0.654387429562
ACH-001523,-0.386450240061
ACH-001532,-0.407431708583
ACH-001536,-0.52478346117
ACH-001550,-0.14385377802000002
ACH-001552,-0.0039056114832600004
ACH-001554,-0.380747665839
ACH-001645,-0.375359938122
ACH-001654,-0.240389433
ACH-001715,-0.39400487517800004
ACH-001735,-0.274882741958
ACH-001736,-0.42583576181500005
ACH-001737,-0.127776762588
ACH-001740,-0.32851187755399996
ACH-001745,-0.189855210107
ACH-001750,-0.035440148212800004
ACH-001765,-0.230617141325
ACH-001956,-0.19292131041299998
ACH-001957,-0.326349672878
