,FNTB (2342)
ACH-000004,-1.1531445141399999
ACH-000007,-1.3363887249700002
ACH-000009,-1.0133517949600002
ACH-000011,-1.3057540999700001
ACH-000012,-1.1964097017200002
ACH-000013,-0.930705141836
ACH-000014,-1.34957238235
ACH-000015,-1.1682722475799998
ACH-000017,-1.0984952163200001
ACH-000018,-1.44630080957
ACH-000019,-1.34884765473
ACH-000021,-0.786499906922
ACH-000022,-0.973421931674
ACH-000025,-1.17562797381
ACH-000028,-1.39373364188
ACH-000030,-1.21848707657
ACH-000035,-1.50537927072
ACH-000036,-1.3198668269
ACH-000037,-1.3259277836399999
ACH-000039,-1.4064407564399999
ACH-000040,-1.3058217788200002
ACH-000041,-1.42038843975
ACH-000042,-1.20246229265
ACH-000045,-0.858883130529
ACH-000047,-1.11262911236
ACH-000052,-1.27639419185
ACH-000053,-1.33346698428
ACH-000054,-1.07728861926
ACH-000055,-0.925116356566
ACH-000060,-1.11945488298
ACH-000067,-1.5705376017700001
ACH-000070,-1.10646538197
ACH-000075,-1.21849853964
ACH-000078,-1.2870696026100001
ACH-000082,-1.24105153443
ACH-000085,-1.21820793992
ACH-000086,-1.1689744116399998
ACH-000087,-1.02914229329
ACH-000092,-1.31905598034
ACH-000095,-1.01616321286
ACH-000097,-1.3547992292700002
ACH-000098,-1.2013239463299998
ACH-000099,-1.11018156986
ACH-000108,-1.4858942522999998
ACH-000113,-1.0033120291
ACH-000115,-0.991732950954
ACH-000116,-1.12433716093
ACH-000118,-1.00081042173
ACH-000120,-1.02466106721
ACH-000123,-1.18706167411
ACH-000127,-1.19035609172
ACH-000128,-1.02085013169
ACH-000132,-1.03288419287
ACH-000133,-1.2957730716299998
ACH-000137,-1.12533048345
ACH-000138,-1.24842193437
ACH-000142,-1.2999976452500002
ACH-000143,-1.36988429963
ACH-000146,-1.14960191245
ACH-000148,-1.36147267974
ACH-000150,-1.23352911304
ACH-000152,-1.26678030342
ACH-000153,-1.67906965645
ACH-000159,-1.45544594417
ACH-000160,-0.9989363090200001
ACH-000163,-1.25942303684
ACH-000167,-1.3056419370799999
ACH-000168,-0.780121784392
ACH-000169,-1.2455098013400001
ACH-000178,-1.2997763159
ACH-000182,-0.905963735695
ACH-000183,-1.1189858608
ACH-000188,-1.1493027268
ACH-000189,-1.2220200053599999
ACH-000190,-0.980389313434
ACH-000198,-1.0372066799700002
ACH-000204,-1.2797985812200001
ACH-000206,-1.04337569964
ACH-000207,-1.0280410669600002
ACH-000211,-1.2311614905700001
ACH-000215,-1.30974821299
ACH-000221,-1.21049776684
ACH-000222,-1.1636352757100001
ACH-000223,-1.0835600613299998
ACH-000226,-1.24173626029
ACH-000227,-0.756023314994
ACH-000228,-1.0319384579000002
ACH-000231,-0.9763800612899999
ACH-000232,-1.3662164075799998
ACH-000233,-1.06890681747
ACH-000234,-1.6126133928400002
ACH-000235,-1.24424710028
ACH-000237,-1.06908848826
ACH-000238,-1.43788727838
ACH-000243,-1.4539419856600002
ACH-000244,-1.17956466691
ACH-000246,-1.27010930924
ACH-000248,-1.40468552398
ACH-000250,-1.03401181961
ACH-000251,-1.35702549903
ACH-000253,-1.13426472158
ACH-000255,-1.2283816839200001
ACH-000256,-1.2227778659100002
ACH-000257,-1.1560848664899999
ACH-000258,-1.21673137587
ACH-000259,-1.13363184785
ACH-000260,-1.2525629704799999
ACH-000261,-1.42644341414
ACH-000262,-1.2903162104399999
ACH-000263,-1.55133185435
ACH-000264,-1.2317782861
ACH-000265,-1.09317506998
ACH-000266,-0.667680496115
ACH-000272,-1.0706265820799998
ACH-000273,-1.28743500599
ACH-000274,-0.55492445995
ACH-000277,-1.19775407131
ACH-000278,-0.840115806169
ACH-000279,-1.33709911517
ACH-000280,-1.1654670687200002
ACH-000281,-1.4783877026299999
ACH-000288,-1.29478213781
ACH-000291,-0.68351336809
ACH-000293,-0.6475267453119999
ACH-000294,-1.3366118223399999
ACH-000295,-1.12518586221
ACH-000296,-0.775094641576
ACH-000302,-0.885658156596
ACH-000304,-1.1646276888299998
ACH-000307,-1.35776685706
ACH-000308,-1.24868067067
ACH-000310,-0.678576900388
ACH-000311,-1.1743445144700002
ACH-000312,-1.1697970719
ACH-000315,-1.10806038741
ACH-000316,-1.20730850119
ACH-000317,-1.7464240752000002
ACH-000318,-0.854890781936
ACH-000319,-1.55899941775
ACH-000320,-1.4579817799
ACH-000322,-1.29610412748
ACH-000323,-1.19695369182
ACH-000324,-1.25804045984
ACH-000329,-0.5172268484570001
ACH-000330,-1.5992229247999998
ACH-000331,-1.20378398389
ACH-000332,-1.1217131689700002
ACH-000334,-0.9585590765440001
ACH-000335,-1.27159725976
ACH-000336,-1.06072477622
ACH-000337,-1.42803126683
ACH-000339,-0.9637915880069999
ACH-000341,-1.46280954146
ACH-000348,-1.19875529575
ACH-000350,-1.6153299209799998
ACH-000352,-1.49873652866
ACH-000356,-1.1249924906
ACH-000361,-1.1171788399
ACH-000362,-0.9119018644750001
ACH-000363,-0.85455125185
ACH-000364,-0.9718098151829999
ACH-000365,-0.968756733134
ACH-000366,-1.2061221872399999
ACH-000368,-1.2016712141700001
ACH-000374,-1.11289268557
ACH-000375,-1.3799343897299998
ACH-000376,-1.2987985741099999
ACH-000381,-1.2206955236200001
ACH-000383,-0.9364135876880001
ACH-000387,-0.9574851674060001
ACH-000389,-1.08584018105
ACH-000390,-1.15479710317
ACH-000393,-1.1828514689899998
ACH-000395,-1.2481695263200001
ACH-000397,-1.17188509567
ACH-000401,-1.06225219111
ACH-000402,-1.19980377304
ACH-000403,-0.9886157422
ACH-000404,-1.3494558624000002
ACH-000406,-1.0105799258700001
ACH-000407,-1.27182055699
ACH-000408,-1.00238866851
ACH-000410,-0.949472352923
ACH-000411,-1.2363800808399998
ACH-000414,-1.39580006758
ACH-000415,-1.36445796384
ACH-000416,-0.642843170999
ACH-000420,-1.26189452294
ACH-000421,-0.786692693788
ACH-000424,-1.17808347575
ACH-000425,-0.994627620237
ACH-000426,-1.64057562988
ACH-000427,-0.881719568846
ACH-000433,-0.911544821434
ACH-000436,-1.12225521006
ACH-000444,-1.14770539111
ACH-000445,-0.99514209659
ACH-000448,-0.8371718602789999
ACH-000450,-1.02808007
ACH-000452,-1.18061006485
ACH-000454,-1.3185691880700001
ACH-000458,-1.0724429061299998
ACH-000459,-1.3879931403
ACH-000460,-1.0860220869600001
ACH-000461,-1.11796763746
ACH-000463,-1.25238925064
ACH-000464,-1.17963887059
ACH-000466,-1.10497798905
ACH-000467,-1.41357005501
ACH-000468,-1.04805819646
ACH-000469,-1.30027138526
ACH-000470,-1.13381564295
ACH-000471,-1.14105489287
ACH-000472,-1.33117698087
ACH-000473,-1.5751150510699998
ACH-000475,-1.24847413234
ACH-000476,-1.14782242854
ACH-000477,-0.793591223222
ACH-000480,-1.43667354417
ACH-000481,-1.05118330234
ACH-000483,-0.891092064438
ACH-000484,-0.5635203869100001
ACH-000485,-1.06258136088
ACH-000486,-1.18195604299
ACH-000487,-1.1179853773200001
ACH-000488,-1.11308298137
ACH-000490,-1.21506572945
ACH-000491,-0.672764094684
ACH-000495,-1.54222508115
ACH-000496,-1.30296001791
ACH-000499,-1.37439806958
ACH-000500,-1.5860856690799998
ACH-000502,-1.1656444912000001
ACH-000503,-1.31058607292
ACH-000505,-1.37843703554
ACH-000507,-1.27498062604
ACH-000510,-1.0554044818500001
ACH-000511,-1.1779593711
ACH-000512,-1.25976377376
ACH-000516,-1.17974154844
ACH-000517,-1.20555897283
ACH-000518,-1.18590227927
ACH-000520,-0.976080076628
ACH-000521,-1.23169531023
ACH-000522,-1.18459394741
ACH-000524,-0.727764039235
ACH-000527,-1.38221458695
ACH-000528,-1.19175213105
ACH-000537,-1.21484023921
ACH-000541,-1.6802125084900001
ACH-000542,-1.2273223539899998
ACH-000544,-1.3704512457700002
ACH-000545,-1.22902621052
ACH-000547,-1.2363993629999999
ACH-000548,-1.18216837694
ACH-000549,-1.00091180409
ACH-000550,-1.2388542505
ACH-000552,-1.3686014643200002
ACH-000556,-0.933124161121
ACH-000557,-0.687186572839
ACH-000570,-1.15636084954
ACH-000571,-1.24587578119
ACH-000573,-1.46756302649
ACH-000576,-1.13539297633
ACH-000580,-1.22686841459
ACH-000584,-1.1470988043500001
ACH-000585,-1.4763266696000001
ACH-000588,-1.3823463347999998
ACH-000589,-0.751837571865
ACH-000591,-1.3223507480399999
ACH-000593,-0.8078602612520001
ACH-000600,-1.13413718546
ACH-000601,-1.20467770595
ACH-000604,-1.07693402426
ACH-000605,-1.02676484169
ACH-000606,-1.33058186661
ACH-000608,-0.676321833273
ACH-000614,-1.34951229862
ACH-000616,-1.12508177495
ACH-000618,-1.20497714294
ACH-000619,-1.22969263605
ACH-000620,-1.04450679807
ACH-000621,-1.1840650127299999
ACH-000622,-0.73779120239
ACH-000623,-1.37033358272
ACH-000624,-1.14551981347
ACH-000627,-1.3491394363299998
ACH-000630,-1.1325175878799998
ACH-000632,-1.00599872195
ACH-000633,-0.969077622255
ACH-000637,-0.94506340824
ACH-000638,-1.19644324066
ACH-000646,-0.860407261349
ACH-000647,-1.2435935012100001
ACH-000648,-1.13994882222
ACH-000649,-1.35876382671
ACH-000651,-1.2305853123200001
ACH-000652,-1.1802791398399999
ACH-000653,-1.0
ACH-000657,-1.20103610232
ACH-000658,-1.47874218776
ACH-000661,-1.28222322763
ACH-000662,-0.780823227937
ACH-000663,-1.47149459326
ACH-000665,-1.34979512663
ACH-000671,-1.2594904063799999
ACH-000673,-1.17618666239
ACH-000676,-1.30905984106
ACH-000677,-1.19633910315
ACH-000681,-1.18310997896
ACH-000682,-1.34131170984
ACH-000683,-1.0841004136
ACH-000684,-1.2615300335700002
ACH-000688,-0.7846272922840001
ACH-000693,-1.13973795647
ACH-000694,-1.01336633537
ACH-000695,-0.8721706105979999
ACH-000696,-1.0429509143
ACH-000697,-1.27832342864
ACH-000699,-1.33175243929
ACH-000701,-1.17880146314
ACH-000706,-1.2435978053899999
ACH-000711,-1.02349859124
ACH-000713,-1.05212928781
ACH-000714,-1.14231511846
ACH-000718,-1.16010411247
ACH-000720,-1.3011578953
ACH-000721,-1.19664790196
ACH-000724,-0.867917816593
ACH-000725,-1.17741327626
ACH-000732,-1.1237960712100001
ACH-000734,-1.22517190345
ACH-000735,-1.1031355992299998
ACH-000736,-1.0842877480600002
ACH-000738,-1.3682132156
ACH-000746,-0.857601470622
ACH-000747,-1.1244967971700002
ACH-000748,-1.22194482824
ACH-000753,-1.25130169821
ACH-000756,-1.62362727949
ACH-000757,-1.05534333909
ACH-000758,-1.00899191582
ACH-000760,-1.37931676419
ACH-000763,-1.10285787963
ACH-000764,-1.31504556004
ACH-000765,-1.38126623245
ACH-000766,-0.7594701869339999
ACH-000767,-1.28728841844
ACH-000768,-0.959858304969
ACH-000769,-1.17764534597
ACH-000770,-1.24943461162
ACH-000771,-1.1458997372600002
ACH-000773,-1.06345940827
ACH-000776,-1.30995755713
ACH-000777,-1.32799424706
ACH-000778,-0.965475607451
ACH-000781,-1.3825231449200002
ACH-000782,-1.19013439522
ACH-000783,-0.646780986802
ACH-000784,-1.07285390947
ACH-000785,-0.7188526455550001
ACH-000787,-1.12579129724
ACH-000788,-1.1995922537200001
ACH-000791,-0.8728310432969999
ACH-000792,-1.31811980756
ACH-000794,-1.29308814489
ACH-000796,-0.910827593101
ACH-000799,-0.794431527404
ACH-000800,-0.9187627708339999
ACH-000802,-1.20656601748
ACH-000804,-1.11632653086
ACH-000805,-1.3888542733000002
ACH-000809,-1.07027872875
ACH-000810,-0.833924348743
ACH-000811,-0.622327635638
ACH-000817,-1.26781019309
ACH-000819,-1.25760605231
ACH-000820,-1.5075502296799999
ACH-000821,-0.845267580861
ACH-000822,-0.643854124274
ACH-000823,-0.959475235235
ACH-000824,-1.00420906203
ACH-000827,-1.21498441944
ACH-000829,-1.09897703982
ACH-000831,-1.11947843204
ACH-000832,-1.18714569495
ACH-000833,-0.579364598077
ACH-000834,-1.24020609867
ACH-000835,-1.28760336491
ACH-000836,-1.5680706489200003
ACH-000837,-1.21065574124
ACH-000838,-1.39553747239
ACH-000839,-1.08818120181
ACH-000840,-0.45809673105099996
ACH-000841,-1.2076208035
ACH-000843,-1.229814903
ACH-000846,-0.982400658185
ACH-000847,-1.16574184168
ACH-000848,-1.4014114490799998
ACH-000849,-1.35418161313
ACH-000851,-1.14777016749
ACH-000855,-1.49556966947
ACH-000856,-1.2185773685799999
ACH-000858,-1.35307878391
ACH-000859,-1.4471221169100001
ACH-000861,-1.4088019334600002
ACH-000862,-1.03774632462
ACH-000865,-1.38162256118
ACH-000866,-1.15530344535
ACH-000867,-0.6322951727489999
ACH-000869,-1.7388298045700001
ACH-000872,-1.14818269967
ACH-000873,-1.10609428641
ACH-000876,-0.649592488073
ACH-000878,-1.73529308085
ACH-000880,-0.951318866505
ACH-000881,-1.3209313904
ACH-000882,-1.31544348226
ACH-000884,-1.02394928136
ACH-000885,-1.1700513644600001
ACH-000887,-1.34158625926
ACH-000888,-0.907081600115
ACH-000889,-0.982575929049
ACH-000890,-1.4712343478299998
ACH-000896,-1.27961182484
ACH-000898,-0.9199662874240001
ACH-000900,-1.1965006976500001
ACH-000901,-1.2033761647399999
ACH-000905,-1.22800507465
ACH-000906,-1.12322168162
ACH-000907,-1.2567711272600002
ACH-000910,-1.31971904436
ACH-000911,-1.04763928933
ACH-000912,-1.11433790418
ACH-000913,-1.0268260827700002
ACH-000915,-1.03461431399
ACH-000916,-1.23700521516
ACH-000917,-1.3226194753799998
ACH-000921,-1.21873535485
ACH-000924,-0.8780661142749999
ACH-000926,-1.3344454098
ACH-000928,-0.991804129363
ACH-000929,-1.13155480963
ACH-000932,-1.13858971021
ACH-000935,-1.47902945566
ACH-000936,-1.34576609207
ACH-000937,-0.991925353271
ACH-000938,-0.928445698046
ACH-000939,-1.34874968144
ACH-000941,-1.24983335124
ACH-000943,-0.928302800383
ACH-000946,-1.0609020418700001
ACH-000947,-1.15888956686
ACH-000948,-1.4189923882700002
ACH-000950,-1.23585718077
ACH-000953,-1.3874413948500002
ACH-000957,-1.14449823288
ACH-000958,-1.2673559833499999
ACH-000960,-0.83925673392
ACH-000963,-1.16161964571
ACH-000968,-1.03128912768
ACH-000969,-1.19027943705
ACH-000973,-1.2256186468799999
ACH-000974,-1.11099103972
ACH-000975,-0.981297395892
ACH-000976,-1.15570991044
ACH-000978,-1.17110559799
ACH-000980,-0.834608627525
ACH-000984,-1.20280729952
ACH-000986,-1.3128424146
ACH-000988,-1.20052248247
ACH-000993,-1.14788097119
ACH-000994,-0.926200010597
ACH-000996,-0.879431115308
ACH-001001,-0.832136083982
ACH-001020,-1.3555015993200001
ACH-001028,-1.1851708155399998
ACH-001031,-1.17854051765
ACH-001038,-1.28052023736
ACH-001048,-0.9734563190659999
ACH-001050,-1.01771439364
ACH-001053,-1.2420847498899998
ACH-001054,-1.2685321979700002
ACH-001061,-1.2636965423200002
ACH-001067,-0.8610566877660001
ACH-001075,-1.29877676029
ACH-001096,-1.05391881926
ACH-001128,-0.838646061272
ACH-001134,-1.43144550866
ACH-001151,-0.7909396355580001
ACH-001163,-1.0315732608200001
ACH-001164,-1.0302461842200001
ACH-001173,-1.19718645481
ACH-001183,-1.34669140286
ACH-001184,-1.07102481125
ACH-001190,-1.5119406678
ACH-001192,-1.28837532935
ACH-001193,-1.29595932096
ACH-001196,-1.26007005888
ACH-001197,-1.1160153711799998
ACH-001205,-1.18271423236
ACH-001211,-1.20107812606
ACH-001212,-0.710862738618
ACH-001228,-1.48185449308
ACH-001232,-1.3683287744100001
ACH-001239,-1.24727993005
ACH-001274,-1.20224737688
ACH-001275,-1.16124519983
ACH-001277,-1.4348149821599998
ACH-001278,-1.2884663763200002
ACH-001280,-1.0047721968899999
ACH-001283,-1.03413125155
ACH-001289,-1.3118666077799999
