,RALA (5898)
ACH-000004,-0.414165287797
ACH-000007,0.199167046183
ACH-000009,-0.206824686585
ACH-000011,-0.164702097691
ACH-000012,-0.0579087955266
ACH-000013,-0.0992894926833
ACH-000014,-0.42829644777099996
ACH-000015,-0.045486936072500005
ACH-000017,-0.0589896589413
ACH-000018,-0.139244434025
ACH-000019,-0.246501696752
ACH-000021,-0.0920156838487
ACH-000022,-0.021701474962
ACH-000025,-0.266475984519
ACH-000028,0.0949664176168
ACH-000030,-0.06328520021459999
ACH-000035,-0.18006526075399998
ACH-000036,-0.20303150254799998
ACH-000037,0.05881887063999999
ACH-000039,-0.11136856984200001
ACH-000040,-0.072746793047
ACH-000041,-0.25839454484700003
ACH-000042,-0.21585815180999998
ACH-000045,0.0546641153874
ACH-000047,-0.226255343273
ACH-000052,0.022086503785
ACH-000053,-0.049387930085199996
ACH-000054,-0.40384238952299994
ACH-000055,-0.33646301935199996
ACH-000060,-0.19098195311299998
ACH-000067,-0.0397874346536
ACH-000070,-0.253409138965
ACH-000075,-0.20809010502
ACH-000078,-0.19950029162500002
ACH-000082,-0.274250899318
ACH-000085,0.0970164492395
ACH-000086,-0.287274028846
ACH-000087,-0.327885814296
ACH-000092,-0.0319846363844
ACH-000095,-0.33672996937399996
ACH-000097,-0.197839677043
ACH-000098,-0.109936102252
ACH-000099,-0.121860523672
ACH-000108,0.11651353252999999
ACH-000113,-0.0491061583477
ACH-000115,0.0805679060998
ACH-000116,-0.37218636089699997
ACH-000118,0.00470218804517
ACH-000120,-0.110667145003
ACH-000123,-0.202798866897
ACH-000127,-0.13442139430299999
ACH-000128,-0.537108954947
ACH-000132,-0.0414922005516
ACH-000133,-0.0650752449044
ACH-000137,-0.0517016136632
ACH-000138,0.021473787152400003
ACH-000142,-0.0598949899095
ACH-000143,-0.36576735437200003
ACH-000146,-0.187988866018
ACH-000148,-0.19285998915999997
ACH-000150,-0.131963793311
ACH-000152,-0.27156394758200003
ACH-000153,-0.058721328648
ACH-000159,-0.0377861196429
ACH-000160,-0.290227201119
ACH-000163,-0.37713887471100005
ACH-000167,-0.126804040155
ACH-000168,0.146417102435
ACH-000169,-0.0852769473019
ACH-000178,0.0533530220809
ACH-000182,-0.11441738443600001
ACH-000183,0.0189065888321
ACH-000188,-0.119997733149
ACH-000189,-0.45262461224600004
ACH-000190,-0.454997006899
ACH-000198,-0.262247625951
ACH-000204,-0.135635059583
ACH-000206,-0.14017122687
ACH-000207,-0.07922324563889999
ACH-000211,-0.233498374728
ACH-000215,-0.102017636963
ACH-000221,-0.205409351268
ACH-000222,0.0102117159034
ACH-000223,-0.191492008897
ACH-000226,0.025641844611999996
ACH-000227,-0.28143602466999995
ACH-000228,-0.343263336686
ACH-000231,-0.193949638592
