,VPREB1 (7441)
ACH-000004,-0.0866656455349
ACH-000007,-0.0757031540027
ACH-000009,-0.005974326952689999
ACH-000011,-0.0481718810212
ACH-000012,-0.0501115535422
ACH-000013,0.040656890424599995
ACH-000014,-0.049054663105499996
ACH-000015,-0.122561438428
ACH-000017,0.0485960604421
ACH-000018,0.033220569001400004
ACH-000019,-0.140449924034
ACH-000021,-0.00541525999555
ACH-000022,-0.0966455526636
ACH-000025,-0.0271748437352
ACH-000028,0.05880905319759999
ACH-000030,-0.0495938715646
ACH-000035,-0.134582476736
ACH-000036,-0.059000651908599995
ACH-000037,-0.030221605995400004
ACH-000039,0.27507946901700003
ACH-000040,0.10882942925200001
ACH-000041,-0.04572751783699999
ACH-000042,-0.386801535555
ACH-000045,-0.231822585842
ACH-000047,-0.017221811727799997
ACH-000052,0.18352204819499998
ACH-000053,-0.116445530245
ACH-000054,-0.0397415123157
ACH-000055,0.08694957207159999
ACH-000060,-0.163013095356
ACH-000067,-0.006695857226430001
ACH-000070,0.16372162682900002
ACH-000075,0.26066581300999997
ACH-000078,-0.11593348327099999
ACH-000082,0.06907362920389999
ACH-000085,-0.00553267897902
ACH-000086,0.264155077309
ACH-000087,-0.122425497405
ACH-000092,-0.0915230064072
ACH-000095,0.0120975924897
ACH-000097,-0.0800164053531
ACH-000098,-0.0615056255901
ACH-000099,-0.136242782688
ACH-000108,-0.154455983191
ACH-000113,-0.0228077566603
ACH-000115,0.112074833417
ACH-000116,-0.00737357002134
ACH-000118,-0.167913439645
ACH-000120,-0.0858188681216
ACH-000123,0.025410631824500002
ACH-000127,-0.040590469627400004
ACH-000128,0.052541573601199994
ACH-000132,0.103352940546
ACH-000133,0.00488508324642
ACH-000137,-0.0345378723286
ACH-000138,0.0438675566469
ACH-000142,0.186428478196
ACH-000143,-0.22454839119199999
ACH-000146,-0.022519787565099997
ACH-000148,-0.025109066611200003
ACH-000150,-0.1210107634
ACH-000152,0.031045558922599997
ACH-000153,0.182652972513
ACH-000159,0.11830009973899999
ACH-000160,0.00640333294814
ACH-000163,-0.051142348247100004
ACH-000167,0.0822758782227
ACH-000168,-0.17304338693799998
ACH-000169,-0.0296152655298
ACH-000178,0.0219953838265
ACH-000182,0.060874919860500004
ACH-000183,-0.221264800599
ACH-000188,0.015092008476700001
ACH-000189,0.12276628786499999
ACH-000190,-0.10428693074300001
ACH-000198,-0.134925353987
ACH-000204,0.058291592726800005
ACH-000206,-0.14826027716499998
ACH-000207,0.0711495359332
ACH-000211,-0.227036948816
ACH-000215,0.021383649071100002
ACH-000221,0.0368175966563
ACH-000222,-0.303933271244
ACH-000223,8.33760373578e-05
ACH-000226,-0.0506065685498
ACH-000227,-0.18178369303599998
ACH-000228,-0.151033494542
ACH-000231,-0.17975102326900003
ACH-000232,-0.10509698716
ACH-000233,-0.207700487285
ACH-000234,-0.0260163273814
ACH-000235,0.0166453859466
ACH-000237,-0.0532448819987
ACH-000238,-0.17844217417199998
ACH-000243,-0.159754388083
ACH-000244,-0.278509104622
ACH-000246,0.09272840141899999
ACH-000248,-0.320536265399
ACH-000250,0.109566590219
ACH-000251,0.147412379126
ACH-000253,-0.011408680220899999
ACH-000255,-0.109168953633
ACH-000256,-0.287368527597
ACH-000257,0.156949071297
ACH-000258,0.047435412947399995
ACH-000259,-0.0381763956627
ACH-000260,-0.20461994150199997
ACH-000261,0.289381788871
ACH-000262,-0.115180135374
ACH-000263,-0.0461605613356
ACH-000264,-0.160096625729
ACH-000265,-0.204601366426
ACH-000266,-0.008008371982989999
ACH-000272,0.00595025563693
ACH-000273,0.038750989028
ACH-000274,-0.0340022997373
ACH-000277,-0.05772271075569999
ACH-000278,-0.352297420352
ACH-000279,-0.202214835208
ACH-000280,0.02468818337
ACH-000281,0.055540752014300004
ACH-000288,0.00845341345433
ACH-000291,-0.218509625858
ACH-000293,-0.11502273000299999
ACH-000294,0.259724522473
ACH-000295,-0.012867627805600001
ACH-000296,-0.134503653521
ACH-000302,-0.160819946228
ACH-000304,-0.0395888831308
ACH-000307,-0.0906930769148
ACH-000308,0.0036983949045
ACH-000310,-0.161936564065
ACH-000311,-0.12586934887700002
ACH-000312,-0.182394454079
ACH-000315,-0.029368000427900002
ACH-000316,-0.045923124395300004
ACH-000317,0.252324418585
ACH-000318,-0.0345737678349
ACH-000319,-0.071979997287
ACH-000320,0.060015871938399995
ACH-000322,0.095280085946
ACH-000323,-0.20454256357700001
ACH-000324,0.142259030226
ACH-000329,0.191553696228
ACH-000330,-0.33589976875699995
ACH-000331,0.12744763131
ACH-000332,-0.0727981173405
ACH-000334,-0.239707274597
ACH-000335,-0.296718844601
ACH-000336,0.228302930057
ACH-000337,-0.27792926631299997
ACH-000339,-0.07015664978160001
ACH-000341,0.044690251763599996
ACH-000348,-0.09519987712919999
ACH-000350,-0.22381944338399998
ACH-000352,-0.024064541048499997
ACH-000356,0.020394341761599998
ACH-000361,-0.062396958066099996
ACH-000362,0.044878256849699996
ACH-000363,-0.112072818151
ACH-000364,-0.142899601906
ACH-000365,-0.12363834236
ACH-000366,-0.09217259938610001
ACH-000368,-0.138500353809
ACH-000374,0.106469687754
ACH-000375,-0.00521769423536
ACH-000376,0.0926586882706
ACH-000381,-0.09081566779969999
ACH-000383,-0.058761202582
ACH-000387,-0.12464409661699999
ACH-000389,-0.189584195944
ACH-000390,0.00202002538798
ACH-000393,0.027429540048299998
ACH-000395,-0.128005869104
ACH-000397,-0.08471546182060001
ACH-000401,-0.22306721906100002
ACH-000402,-0.141180014032
ACH-000403,-0.215653391591
ACH-000404,-0.216471117083
ACH-000406,-0.0221886002544
ACH-000407,0.10752248815300001
ACH-000408,-0.239555967934
ACH-000410,-0.13063242441700001
ACH-000411,0.0801938557599
ACH-000414,-0.101657908015
ACH-000415,0.23362115203899997
ACH-000416,-0.141128078234
ACH-000420,0.042916706245099995
ACH-000421,0.0962893720894
