,PLXDC1 (57125)
ACH-000004,-0.0201132456232
ACH-000007,0.04209390174219999
ACH-000009,0.0235530841565
ACH-000011,-0.11769453953600001
ACH-000012,-0.171287286593
ACH-000013,-0.11950641898600001
ACH-000014,0.10056844728599999
ACH-000015,-0.0144347168125
ACH-000017,0.0676239364156
ACH-000018,0.170053466486
ACH-000019,-0.0355152306361
ACH-000021,0.13120046560499998
ACH-000022,0.14940826069
ACH-000025,0.13167243610999999
ACH-000028,-0.07805128804389999
ACH-000030,-0.157332463157
ACH-000035,-0.223505368202
ACH-000036,0.028045030247599998
ACH-000037,-0.0535150398558
ACH-000039,0.022044852000099997
ACH-000040,0.0459277166839
ACH-000041,0.07490811505339999
ACH-000042,0.125917675585
ACH-000045,0.00257990774037
ACH-000047,0.123823702107
ACH-000052,0.37635064680299996
ACH-000053,-0.0463837813009
ACH-000054,0.0218545873576
ACH-000055,-0.224033580335
ACH-000060,-0.028814048353
ACH-000067,0.05295265146769999
ACH-000070,0.20146006432500002
ACH-000075,0.049437584678199996
ACH-000078,-0.010705837713600001
ACH-000082,0.0769603207723
ACH-000085,-0.164495772733
ACH-000086,0.0204004392972
ACH-000087,0.10814582312200001
ACH-000092,0.111464303385
ACH-000095,-0.0060006954908199996
ACH-000097,0.01734550638
ACH-000098,-0.12033921216900001
ACH-000099,0.025465705987299997
ACH-000108,0.106814055374
ACH-000113,0.126540934834
ACH-000115,0.0863070471481
ACH-000116,-0.0404191540179
ACH-000118,-0.010846282550299999
ACH-000120,-0.303745709337
ACH-000123,-0.0263864683677
ACH-000127,0.11497142090999998
ACH-000128,0.0248126952856
ACH-000132,-0.0447182759855
ACH-000133,0.041391320210099995
ACH-000137,0.165432357136
ACH-000138,-0.152782030079
ACH-000142,-0.050981126641
ACH-000143,-0.0156243563885
ACH-000146,0.09568777666600001
ACH-000148,0.06493507676730001
ACH-000150,0.056070992126599994
ACH-000152,-0.0829595910806
ACH-000153,0.0708697583681
ACH-000159,-0.141234053091
ACH-000160,-0.26229346351300004
ACH-000163,0.037412930184
ACH-000167,-0.103399401984
ACH-000168,-0.12029507678500001
ACH-000169,0.121776063026
ACH-000178,-0.028823317243
ACH-000182,-0.197905250948
ACH-000183,-0.132608183827
ACH-000188,-0.031548497490300004
ACH-000189,-0.33747368365099994
ACH-000190,-0.137222460303
ACH-000198,0.00028672733602900006
ACH-000204,-0.39135983592100004
ACH-000206,0.114520437757
ACH-000207,0.0028058227732
ACH-000211,-0.07898016142030001
ACH-000215,0.08690874099889999
ACH-000221,0.0417254213856
ACH-000222,0.101738617735
ACH-000223,0.247657642632
ACH-000226,0.11228435560799999
ACH-000227,-0.0453953086885
ACH-000228,0.021075166243699997
ACH-000231,-0.0361966503183
ACH-000232,0.118414320352
ACH-000233,-0.00339868009049
ACH-000234,0.10409047174200001
ACH-000235,-0.00570169777788
ACH-000237,0.156989174951
ACH-000238,0.112185725951
ACH-000243,-0.219936078607
ACH-000244,-0.0688259470869
ACH-000246,0.0403706027435
ACH-000248,0.0202603235102
