,ERLIN1 (10613)
ACH-000004,-0.0476130033921
ACH-000007,-0.0923669911565
ACH-000009,-0.24842666565299998
ACH-000011,-0.0384466317711
ACH-000012,-0.18415494437899999
ACH-000013,-0.12242400640000001
ACH-000014,-0.16564161849700001
ACH-000015,-0.05766023937130001
ACH-000017,-0.0211531977539
ACH-000018,-0.221459953264
ACH-000019,-0.385062922043
ACH-000021,-0.0675690402883
ACH-000022,-0.0721998120302
ACH-000025,-0.22819934572500003
ACH-000028,-0.107731293144
ACH-000030,0.00243872521064
ACH-000035,-0.18067946229100001
ACH-000036,-0.143093410845
ACH-000037,-0.30022900616
ACH-000039,-0.10769189455
ACH-000040,-0.06069522146930001
ACH-000041,0.0021545373260900003
ACH-000042,-0.0798348623868
ACH-000045,-0.0165042795703
ACH-000047,-0.07184752182189999
ACH-000052,-0.283423450662
ACH-000053,-0.0929731980061
ACH-000054,-0.15710973569199999
ACH-000055,0.00999427753963
ACH-000060,-0.041178054208
ACH-000067,-0.439614144874
ACH-000070,-0.196626764419
ACH-000075,0.0165897549097
ACH-000078,-0.1282612469
ACH-000082,-0.09709318290419999
ACH-000085,-0.0488170174594
ACH-000086,-0.0403909891205
ACH-000087,-0.118352686479
ACH-000092,0.0023238654943000003
ACH-000095,-0.0497635396773
ACH-000097,-0.137194814834
ACH-000098,-0.08921551406610001
ACH-000099,-0.115376337309
ACH-000108,-0.0639130799227
ACH-000113,-0.241578827875
ACH-000115,-0.144425460549
ACH-000116,-0.121044167916
ACH-000118,-0.0912563831342
ACH-000120,-0.107727953211
ACH-000123,-0.1930597027
ACH-000127,-0.127214235261
ACH-000128,-0.00125435257174
ACH-000132,-0.216570953499
ACH-000133,-0.141524696962
ACH-000137,-0.104071350913
ACH-000138,-0.0681968637461
ACH-000142,-0.127609829279
ACH-000143,-0.14455705660499998
ACH-000146,0.0359685383667
ACH-000148,-0.263566953878
ACH-000150,-0.231615582049
ACH-000152,-0.21664430738200002
ACH-000153,-0.157498773865
ACH-000159,-0.0569246420391
ACH-000160,-0.110307739484
ACH-000163,-0.208366808295
ACH-000167,-0.303990691117
ACH-000168,-0.0284790890865
ACH-000169,-0.289459225087
ACH-000178,-0.0806625840592
ACH-000182,-0.131359703297
ACH-000183,-0.281272265781
ACH-000188,-0.11232549164000001
ACH-000189,-0.0142970851707
ACH-000190,-0.101383378653
ACH-000198,-0.12803072601399998
ACH-000204,-0.36990723230899997
ACH-000206,0.0247810935198
ACH-000207,-0.259688184206
ACH-000211,-0.236407071201
ACH-000215,-0.0474422638222
ACH-000221,-0.022233341318599997
ACH-000222,-0.0019381372139200001
ACH-000223,-0.262537298194
ACH-000226,-0.124432638468
ACH-000227,-0.16816422718899998
ACH-000228,-0.099478364334
ACH-000231,-0.101079578704
ACH-000232,-0.164650634825
ACH-000233,-0.124974312501
ACH-000234,-0.022364306167200004
ACH-000235,-0.204859687898
ACH-000237,-0.0567744760138
ACH-000238,-0.021787117645400002
ACH-000243,-0.2289584873
ACH-000244,-0.17131542272999997
ACH-000246,-0.139212622754
ACH-000248,-0.130462825125
ACH-000250,-0.110740756609
ACH-000251,-0.230470546454
ACH-000253,-0.0829310179251
ACH-000255,-0.009831069493610001
ACH-000256,-0.170189222275
ACH-000257,-0.09693175974099999
ACH-000258,-0.108840579022
ACH-000259,-0.121736858857
ACH-000260,-0.0493316575373
ACH-000261,-0.09101824893470001
ACH-000262,-0.26381847534
ACH-000263,0.09356473187169999
ACH-000264,-0.0908959706772
ACH-000265,-0.184186421734
ACH-000266,-0.13541165064000002
ACH-000272,0.050067315253
ACH-000273,-0.0979352028425
ACH-000274,-0.082555957118
ACH-000277,-0.290845454643
ACH-000278,0.0491100745294
ACH-000279,0.0021899589940599998
ACH-000280,-0.161409901957
ACH-000281,-0.148674712062
ACH-000288,-0.237911378172
