,SERF2 (10169)
ACH-000362,-0.472330572517
ACH-000363,-0.159398288853
ACH-000364,-0.543323946709
ACH-000365,-0.563825060664
ACH-000366,-0.36754684358499995
ACH-000368,-0.7344883098630001
ACH-000374,-0.107173321889
ACH-000375,-0.5413058920539999
ACH-000376,-0.249710252846
ACH-000381,-0.279445991309
ACH-000383,-0.536790019604
ACH-000387,-0.310476793154
ACH-000389,-0.288454537048
ACH-000390,-0.406692130099
ACH-000393,-0.57067974222
ACH-000395,-0.327570337267
ACH-000397,-0.157105705485
ACH-000401,-0.18983022616300002
ACH-000402,-0.171521010895
ACH-000403,-0.46621893772399997
ACH-000404,-1.26866814951
ACH-000406,-0.5669341699539999
ACH-000407,-0.712565844057
ACH-000408,-0.339596584996
ACH-000410,-0.384281941617
ACH-000411,-0.323628125884
ACH-000414,-0.368456565803
ACH-000415,-0.266926272206
ACH-000416,-0.35463395912900003
ACH-000420,-0.31365365942699996
ACH-000421,-0.5574338912510001
ACH-000424,-1.0647805203899998
ACH-000425,-0.44719685452
ACH-000426,-0.16220201803
ACH-000427,-0.506548190632
ACH-000433,-0.9669650576540001
ACH-000436,-0.16264501894000002
ACH-000444,-0.511194818988
ACH-000445,-0.620813736053
ACH-000448,-0.548390506102
ACH-000450,-0.364709459666
ACH-000452,-0.328528256448
ACH-000454,-0.330329624373
ACH-000458,-0.531712777214
ACH-000459,-0.495415322072
ACH-000460,-0.514475564494
ACH-000461,-0.34748633683799995
ACH-000463,-0.31878612531
ACH-000464,-0.660221593966
ACH-000466,-0.21414920157200001
ACH-000467,-0.33793560110299997
ACH-000468,-0.647219026794
ACH-000469,-0.304418504005
ACH-000470,-0.630365083413
ACH-000471,-0.50749987939
ACH-000472,-0.233237901015
ACH-000473,-0.16008627327199998
ACH-000475,-0.33703664539300004
ACH-000476,-0.537027646977
ACH-000477,-0.580244331969
ACH-000480,-0.5420266008079999
ACH-000481,-0.608656166568
ACH-000483,-0.613653514717
ACH-000484,-0.164128219972
ACH-000485,-0.429442086413
ACH-000486,-0.626445024404
ACH-000487,-0.692842403803
ACH-000488,-0.282443225801
ACH-000490,-0.47701681931100004
ACH-000491,-0.524697769511
ACH-000495,-0.49027355995300004
ACH-000496,-0.602203308345
ACH-000499,-0.519820753689
ACH-000500,-0.469803746553
ACH-000502,-0.511995992686
ACH-000503,-0.47072582066000007
ACH-000505,-0.582280152917
ACH-000507,-0.28776346224599997
ACH-000510,-0.455178070235
ACH-000511,-0.404307925425
ACH-000512,-0.780022982351
ACH-000516,-0.333838368439
ACH-000517,-0.320204795105
ACH-000518,-0.494600535988
ACH-000520,-0.492579399624
ACH-000521,-0.340656669848
ACH-000522,-0.595138103147
ACH-000524,-0.350604625721
ACH-000527,-0.584826182573
ACH-000528,-0.38166937927699995
ACH-000537,-0.667324473082
ACH-000541,-0.644167241866
ACH-000542,-0.605510862362
ACH-000544,-0.31984312746300003
ACH-000545,-0.36966531784999995
ACH-000547,-0.40691988697899995
ACH-000548,-0.19789303104699998
ACH-000549,-0.35105989451200004
ACH-000550,-0.118006515025
ACH-000552,-0.553685785186
ACH-000556,-0.17130752602200003
ACH-000557,0.039315919157
ACH-000570,-0.41671890825900004
ACH-000571,-0.442011679701
ACH-000573,-0.507393458917
ACH-000576,-0.081378538985
ACH-000580,-0.454937095264
ACH-000584,-0.42284653836499997
ACH-000585,-0.5710117695069999
ACH-000588,-0.267668648757
ACH-000589,-0.409071378997
ACH-000591,-0.694330893389
ACH-000593,-0.588059502669
ACH-000600,-0.567253839307
ACH-000601,-0.657596884361
ACH-000604,-0.363309688091
ACH-000605,-0.382798067879
ACH-000606,-0.24516168985300002
ACH-000608,-0.18439187468499998
ACH-000614,-0.5179288872919999
ACH-000616,-0.547297007261
ACH-000618,-0.382045249882
ACH-000619,-0.339628731759
ACH-000620,-0.518011673184
ACH-000621,-0.371578078716
ACH-000622,-0.457247912289
ACH-000623,-0.488901613386
ACH-000624,-0.41691152002899995
ACH-000627,-0.106380295186
ACH-000630,-0.43016661617799995
ACH-000632,-0.47363529112899994
ACH-000633,-0.18494856049000002
ACH-000637,-0.229947674395
ACH-000638,-0.461971991496
ACH-000646,-0.247894931019
ACH-000647,-0.408183691059
ACH-000648,-0.656520608877
ACH-000649,-0.507110429502
ACH-000651,-0.556607219108
ACH-000652,-0.375827477539
ACH-000653,-0.393549537503
ACH-000657,-0.45643926158
ACH-000658,-0.165575488256
ACH-000661,-0.34001623235
ACH-000662,-0.319837763238
ACH-000663,-0.507621898812
ACH-000665,-0.5166116671850001
ACH-000671,-0.37917600296899995
ACH-000673,-0.37562623317599997
ACH-000676,-0.304491346886
ACH-000677,-0.49203147643999995
ACH-000681,-0.46439338868999996
ACH-000682,-0.39965389592399997
ACH-000683,-0.39884580588299995
ACH-000684,-0.6504994002269999
ACH-000688,-0.610719666805
ACH-000693,-0.366854130933
ACH-000694,-0.480024569466
ACH-000695,-0.436768186633
ACH-000696,-0.49440023849799997
ACH-000697,-0.60809671581
ACH-000699,-0.599661061345
ACH-000701,-0.147253784069
ACH-000706,-0.430927449067
ACH-000711,-0.420989016041
ACH-000713,-0.224847460919
ACH-000714,-0.30548063701
ACH-000718,-0.507447005722
ACH-000720,-0.310168778566
ACH-000721,-0.43945817727799996
ACH-000724,-0.412142621306
ACH-000725,-0.527208809722
ACH-000732,-0.0386931820693
ACH-000734,-0.338869814106
ACH-000735,-0.512693913385
ACH-000736,-0.611654846551
ACH-000738,-0.6596332530569999
ACH-000746,-0.350529177543
ACH-000747,-0.63755884272
ACH-000748,-0.6838067049750001
ACH-000753,-0.45502789065800003
ACH-000756,-0.47921721000399997
ACH-000757,-0.737831429148
ACH-000758,-0.28487069825399997
ACH-000760,-0.632517009093
ACH-000763,-0.509071254035
ACH-000764,-0.509872415006
ACH-000765,-0.33567169446500006
ACH-000766,-0.772072362696
ACH-000767,-0.5034553304689999
ACH-000768,-0.368961990511
ACH-000769,-0.173369845955
ACH-000770,-0.307611375305
ACH-000771,-0.176878881308
ACH-000773,-0.40931754948
ACH-000776,-0.4420741155899999
ACH-000777,-0.40779461766900005
ACH-000778,-0.39210377431000004
ACH-000781,-0.439227444904
ACH-000782,-0.36673469324
ACH-000783,-0.448691007787
ACH-000784,-0.367719389304
ACH-000785,-0.42150594612
ACH-000787,-0.317764936047
ACH-000788,-0.337932899894
ACH-000791,-0.4836828287899999
ACH-000792,-0.37749368438500003
ACH-000794,-0.310578679191
ACH-000796,-0.4923387666
ACH-000799,-0.586080446386
ACH-000800,-0.474663235961
ACH-000802,-0.255063533265
ACH-000804,-0.330228769047
ACH-000805,-0.644255534077
ACH-000809,-0.424809360543
ACH-000810,0.149490154991
ACH-000811,-0.255593226889
ACH-000817,-0.525914608603
ACH-000819,-0.287165008364
ACH-000820,-0.159538491509
ACH-000821,-0.506228397121
ACH-000822,-0.38405638232600003
ACH-000823,-0.383565268644
ACH-000824,-0.282585243641
ACH-000827,-0.42459184631700003
ACH-000829,-0.5110773578059999
ACH-000831,-0.29703690331
ACH-000832,-0.383439988006
ACH-000833,-0.043308406393900004
ACH-000834,-0.625251601185
ACH-000835,-0.382389406417
ACH-000836,-0.345042651501
ACH-000837,-0.386354726575
ACH-000838,-0.328237825051
ACH-000839,-0.428440609637
ACH-000840,-0.362569345532
ACH-000841,-0.7450177119429999
ACH-000843,-0.324843947332
ACH-000846,-0.311378727136
ACH-000847,-0.5670065806710001
ACH-000848,-0.405678465123
ACH-000849,-0.567259289166
ACH-000851,-0.34051814909
ACH-000855,-0.458584494129
ACH-000856,-0.30128138103
ACH-000858,-0.256954088796
ACH-000859,-0.19940647817
ACH-000861,-0.44468328376500005
ACH-000862,-0.268401531173
ACH-000865,-0.32088098070500004
ACH-000866,-0.408025066776
ACH-000867,-0.480328908502
ACH-000869,-0.451423126754
ACH-000872,-0.516785655148
ACH-000873,-0.48028693624200003
ACH-000876,-0.383490406933
ACH-000878,-0.43377595382399997
ACH-000880,-0.493173364523
ACH-000881,-0.289490220555
ACH-000882,-0.219631270846
ACH-000884,-0.22138718130100002
ACH-000885,-0.42918632186800004
ACH-000887,-0.190552703154
ACH-000888,-0.307637067338
ACH-000889,-0.391065078169
ACH-000890,-0.46732665562299996
ACH-000896,-0.457979281131
ACH-000898,-0.562613496818
ACH-000900,-0.29490720533000003
ACH-000901,-0.415390735299
ACH-000905,-0.574548464232
ACH-000906,-0.373722269667
ACH-000907,-0.643902868539
ACH-000910,-0.442397477424
ACH-000911,-0.293602504526
ACH-000912,-0.64146007157
ACH-000913,-0.476273719964
ACH-000915,-0.261552426446
ACH-000916,-0.45895571407799995
ACH-000917,-0.277949558759
ACH-000921,-0.264383975046
ACH-000924,-0.432188622413
ACH-000926,-0.42930717631
ACH-000928,-0.31565643409899996
ACH-000929,-0.579169810195
ACH-000932,-0.865749439492
ACH-000935,-0.722436701351
ACH-000936,-0.371380335722
ACH-000937,-0.45938476746699997
ACH-000938,-0.533850045548
ACH-000939,-0.5423182743739999
ACH-000941,-0.273401078772
ACH-000943,-0.454130385501
ACH-000946,-0.45912839767200003
ACH-000947,-0.492644760654
ACH-000948,-0.45873184376500004
ACH-000950,-0.38107760495399995
ACH-000953,-0.158762180001
ACH-000957,-0.421064660616
ACH-000958,-0.6278627771809999
ACH-000960,-0.181813871844
ACH-000963,-0.456141751408
ACH-000968,-0.11554616259299999
ACH-000969,-0.367304315196
ACH-000973,-0.392666885213
ACH-000974,-0.44938413233900004
ACH-000975,-0.513779994732
ACH-000976,-0.489333005011
ACH-000978,-0.49148531644599996
ACH-000980,-0.557591811771
ACH-000984,-0.7049426554889999
ACH-000986,-0.438827285617
ACH-000988,-0.679474872631
ACH-000993,-0.8862485609
ACH-000994,-0.277255958231
ACH-000996,-0.0820582482769
ACH-001001,-0.36496332719
ACH-001020,-0.569939985357
ACH-001028,-0.44617677223200003
ACH-001031,-0.49807126707599997
ACH-001038,-0.505632745417
ACH-001048,-0.259702623748
ACH-001050,-0.702833640539
ACH-001053,-0.36855849353
ACH-001054,-0.49715650851599996
ACH-001061,-0.510509215493
ACH-001067,-0.400334007875
ACH-001075,-0.6110480286819999
ACH-001096,-0.341675981556
ACH-001128,-0.515545067874
ACH-001134,-0.492211972248
ACH-001151,-0.530249518858
ACH-001163,-0.609576127346
ACH-001164,-0.498015502795
ACH-001173,-0.326705668943
ACH-001183,-0.181233853708
ACH-001184,-0.509716601981
ACH-001190,-0.342986482183
ACH-001192,-0.394254743513
ACH-001193,-0.078428355258
ACH-001196,-0.462323825715
ACH-001197,-0.39833070357600003
ACH-001205,-0.60816010587
ACH-001211,-0.515800067318
ACH-001212,-0.37949132144299996
ACH-001228,-0.5859441687929999
ACH-001232,-0.420035149878
ACH-001239,-0.159173474989
ACH-001274,-0.678637036964
ACH-001275,-0.33207470710299997
ACH-001277,-0.18934842477299998
ACH-001278,-0.36328067098300004
ACH-001280,-0.558702328773
ACH-001283,-0.331335982001
ACH-001289,-0.569573954922
ACH-001295,-0.359168669398
ACH-001300,-0.57355539002
ACH-001301,-0.466916432271
ACH-001302,-0.146927440697
ACH-001303,-0.139815075578
ACH-001306,-0.6578421385540001
ACH-001318,-0.17001108300099999
ACH-001322,-0.550705374714
ACH-001328,-0.478367879877
ACH-001332,-0.501332466845
ACH-001333,-0.45838475640500004
ACH-001336,-0.509025171518
ACH-001340,-0.309876872719
ACH-001346,-0.338193638534
ACH-001353,-0.298735945033
ACH-001354,-0.490084230314
ACH-001367,-0.6273052668410001
ACH-001368,-0.440519979156
ACH-001374,-0.144050407392
ACH-001375,-0.48221733273100004
ACH-001377,-0.41400324290299995
ACH-001380,-0.41250742048699995
ACH-001391,-0.710825440212
ACH-001407,-0.449137199274
ACH-001408,-0.32000452835099996
ACH-001413,-0.5384650717189999
ACH-001430,-0.394361479761
ACH-001431,-0.528116433785
ACH-001450,-0.39564947222900004
ACH-001496,-0.439380729196
ACH-001500,-0.618830508052
ACH-001521,-0.112332691153
ACH-001523,-0.100432101264
ACH-001532,-0.527639134506
ACH-001536,-0.292541607561
ACH-001550,-0.236028542854
ACH-001552,-0.525414519966
ACH-001554,-0.556376181401
ACH-001645,-0.5140384008600001
ACH-001654,-0.49225799886200006
ACH-001715,-0.294976316302
ACH-001735,-0.342548264265
ACH-001736,-0.7185889265659999
ACH-001737,-0.772299605407
ACH-001740,-0.120799361147
ACH-001745,-0.374503789963
ACH-001750,-0.6720543283329999
ACH-001765,-0.47787161324199995
ACH-001956,-0.40416931320699995
ACH-001957,-0.5957046126910001
