,TIPRL (261726)
ACH-000238,-0.38202056553900005
ACH-000243,-0.9788892258299999
ACH-000244,-0.810353191913
ACH-000246,-0.529848391843
ACH-000248,-0.703255080416
ACH-000250,-0.661474375415
ACH-000251,-0.707726169464
ACH-000253,-0.7904507864229999
ACH-000255,-0.34877335955399996
ACH-000256,-0.546401356731
ACH-000257,-0.351405772752
ACH-000258,-0.930128714544
ACH-000259,-0.279864271124
ACH-000260,-0.543976857218
ACH-000261,-0.00505522141036
ACH-000262,-0.472618222405
ACH-000263,-0.332253751505
ACH-000264,-0.750125813481
ACH-000265,-0.480530521789
ACH-000266,-0.280517478734
ACH-000272,-0.554114437915
ACH-000273,-0.611152784001
ACH-000274,-0.22852361549699998
ACH-000277,-0.617899547252
ACH-000278,-1.04404636114
ACH-000279,-0.748957037348
ACH-000280,-0.293414821155
ACH-000281,0.0056389992044
ACH-000288,-0.447635606457
ACH-000291,-0.7825320909710001
ACH-000293,-0.7845436596240001
ACH-000294,-0.62097335665
ACH-000295,-0.23179124722
ACH-000296,-0.506163781368
ACH-000302,-0.257720791288
ACH-000304,-0.47666563243999993
ACH-000307,-0.387475970201
ACH-000308,-0.706438365745
ACH-000310,-0.626665611995
ACH-000311,-0.576989592088
ACH-000312,-0.026962000378
ACH-000315,-0.327096185371
ACH-000316,-0.142816738577
ACH-000317,-0.618426970752
ACH-000318,-0.429579713778
ACH-000319,-0.228943690697
ACH-000320,-0.45849063910800003
ACH-000322,-0.5962720812619999
ACH-000323,-0.318092520318
ACH-000324,-0.746564728555
ACH-000329,-0.311015856087
ACH-000330,-0.279599111986
ACH-000331,-0.6788847160860001
ACH-000332,-0.68265232364
ACH-000334,-0.38201420397299996
ACH-000335,-0.607288981711
ACH-000336,-0.0784585585833
ACH-000337,-0.573213865889
ACH-000339,-0.584861009724
ACH-000341,-0.20823026261799998
ACH-000348,-0.787994316092
ACH-000350,-0.321941644051
ACH-000352,-0.405096110787
ACH-000356,-0.803824677081
ACH-000361,-0.5735353593020001
ACH-000362,-0.648841943544
ACH-000363,-0.146100359785
ACH-000364,-0.492262123595
ACH-000365,0.07672461189730001
ACH-000366,-0.584414824222
ACH-000368,-0.373481134887
ACH-000374,-0.257366261823
ACH-000375,-0.7144711024320001
ACH-000376,-0.659405137873
ACH-000381,-0.6345490826569999
ACH-000383,-0.65617363118
ACH-000387,-0.404901181845
ACH-000389,-0.5404030482159999
ACH-000390,-0.443492922049
ACH-000393,-0.803629322887
ACH-000395,-0.8070721686669999
ACH-000397,-0.740639623004
ACH-000401,-0.735992830478
ACH-000402,-0.140348983549
ACH-000403,-0.543250970522
ACH-000404,-0.659230958571
ACH-000406,-0.569610674292
ACH-000407,-0.551652756607
ACH-000408,-0.645890111119
ACH-000410,-0.7361404017190001
ACH-000411,-0.621478616696
ACH-000414,-0.694771810774
ACH-000415,-0.483264757873
ACH-000416,-0.311187771532
ACH-000420,-0.305137303583
ACH-000421,-0.7536689282600001
ACH-000424,-0.41181699829499996
ACH-000425,-1.12386799583
ACH-000426,-0.221667994964
ACH-000427,-0.057721120258
ACH-000433,-0.5014672396500001
ACH-000436,-0.841378789709
ACH-000444,-0.31642532797600004
ACH-000445,-0.062995425982
ACH-000448,-0.28454294376899997
ACH-000450,-0.6075734679720001
ACH-000452,-0.802609748186
ACH-000454,-0.39052262842
ACH-000458,-0.574932507181
ACH-000459,-0.77633977497
ACH-000460,-0.697996605621
ACH-000461,-0.5571021190500001
ACH-000463,-0.6525911029720001
ACH-000464,-0.492037089639
ACH-000466,-0.187386484921
ACH-000467,-0.647585129357
ACH-000468,-0.359464636081
ACH-000469,-0.07504207979869999
ACH-000470,-0.7893544999690001
ACH-000471,-0.297198077839
ACH-000472,-0.316273463906
ACH-000473,-0.18539284021299998
ACH-000475,-0.174122638568
ACH-000476,-0.33113023183699997
ACH-000477,-1.63594294732
ACH-000480,-0.965398251937
ACH-000481,-0.9144521172519999
ACH-000483,-0.546894569314
ACH-000484,-1.3786540998199999
ACH-000485,-0.576041974238
ACH-000486,-0.910705704498
ACH-000487,-0.185996870975
ACH-000488,-0.76552881454
ACH-000490,-0.782592783308
ACH-000491,-0.385801166747
ACH-000495,-0.9690208430239999
ACH-000496,-0.387329056754
ACH-000499,-0.482227528525
ACH-000500,-0.476566461223
ACH-000502,-0.424659539156
ACH-000503,-0.7379720210699999
ACH-000505,-0.360724832995
ACH-000507,-0.618909287596
ACH-000510,-0.47347301211000004
ACH-000511,-0.548778892971
ACH-000512,-0.772124701011
ACH-000516,-0.834199627243
ACH-000517,-0.737908879946
ACH-000518,-0.255419787484
ACH-000520,-0.507626278508
ACH-000521,-0.534449940619
ACH-000522,-0.36735126031599996
ACH-000524,-0.454199935978
ACH-000527,-0.616380833296
ACH-000528,-0.7453208608600002
ACH-000537,-0.29779518805599997
ACH-000541,-0.215678853747
ACH-000542,-0.47323626643399996
ACH-000544,-0.772365519147
ACH-000545,-0.18044075982500002
ACH-000547,-0.72528087486
ACH-000548,-0.824328111591
ACH-000549,-0.397666112118
ACH-000550,-0.18033100405400002
ACH-000552,-0.719918337487
ACH-000556,0.0425560514537
ACH-000557,-0.140930738235
ACH-000570,-0.397879787418
ACH-000571,-0.204307111542
ACH-000573,-0.60459187374
ACH-000576,-0.617440182299
ACH-000580,-0.909433473585
ACH-000584,-0.601195214999
ACH-000585,-0.07581283767300001
ACH-000588,-0.47570099679300004
ACH-000589,-0.151927049983
ACH-000591,-0.602354115928
ACH-000593,-0.545740818208
ACH-000600,-0.570073794012
ACH-000601,-0.47680895632799997
ACH-000604,-0.410324523651
ACH-000605,-0.339282212136
ACH-000606,-0.6632384352880001
ACH-000608,-0.653341829
ACH-000614,-0.7622583474500001
ACH-000616,-0.701256034938
ACH-000618,-0.748846258181
ACH-000619,-0.7455217722390001
ACH-000620,-0.715999781701
ACH-000621,-0.25806759995
ACH-000622,-0.374448651248
ACH-000623,-0.277674591115
ACH-000624,-0.47161060209
ACH-000627,-0.655025446873
ACH-000630,-0.250071129875
ACH-000632,-0.403159418413
ACH-000633,-0.557639335161
ACH-000637,-0.37610725199199996
ACH-000638,-0.6068678283
ACH-000646,-0.45350294942
ACH-000647,-0.34386873309
ACH-000648,-0.712891065184
ACH-000649,-0.581554381389
ACH-000651,-0.306083751378
ACH-000652,-0.6095010611280001
ACH-000653,-0.618570440798
ACH-000657,-0.31940693628899997
ACH-000658,-0.5381324584539999
ACH-000661,-1.14206850655
ACH-000662,-0.426129002043
ACH-000663,-0.47444502870899996
ACH-000665,-0.485796813801
ACH-000671,-0.367468126488
ACH-000673,-0.600740642648
ACH-000676,-1.0152679175900001
ACH-000677,-0.178797615039
ACH-000681,-0.415629370642
ACH-000682,-0.379404329451
ACH-000683,-0.7892118323549999
ACH-000684,-0.63783059152
ACH-000688,-0.25369186672899996
ACH-000693,-0.127128828155
ACH-000694,-0.48159172142800005
ACH-000695,-0.44278847984499997
ACH-000696,-0.545329351103
ACH-000697,-0.626845775355
ACH-000699,-0.267647990798
ACH-000701,-0.663665764863
ACH-000706,-0.240483874183
ACH-000711,-0.45020805532799996
ACH-000713,-0.854136540225
ACH-000714,-0.639331784104
ACH-000718,-0.717241288698
ACH-000720,-0.66774176603
ACH-000721,-0.172849639833
ACH-000724,-0.374785770331
ACH-000725,-0.7322863070300001
ACH-000732,-0.297688524034
ACH-000734,-0.374687158842
ACH-000735,-0.561429361545
ACH-000736,-1.0876745339799998
ACH-000738,-0.04746342982369999
ACH-000746,-0.581346599854
ACH-000747,-0.461259116329
ACH-000748,-0.417993999961
ACH-000753,-0.5346746897860001
ACH-000756,-0.568014556264
ACH-000757,-0.7531196277459999
ACH-000758,-0.62208583808
ACH-000760,-0.462750862435
ACH-000763,-0.375337528307
ACH-000764,0.0188261118406
ACH-000765,-1.17486810294
ACH-000766,-0.38541861315700005
ACH-000767,-0.131944185749
ACH-000768,-0.8446496148520001
ACH-000769,-0.791494562165
ACH-000770,-0.5957817259520001
ACH-000771,-0.247657958291
ACH-000773,-0.449486885464
ACH-000776,-0.30924426331300003
ACH-000777,-0.213708271472
ACH-000778,-0.5120430672249999
ACH-000781,-0.563197218679
ACH-000782,-0.44679778445
ACH-000783,-0.5495204498399999
ACH-000784,-0.057773545207199996
ACH-000785,-0.334272554816
ACH-000787,-0.42237190037600003
ACH-000788,-0.499618917711
ACH-000791,-0.713516005271
ACH-000792,-0.556081305982
ACH-000794,-0.588207284861
ACH-000796,-0.3580672337
ACH-000799,-0.818176223027
ACH-000800,-0.756058131795
ACH-000802,-0.23076268337699998
ACH-000804,-0.637754880116
ACH-000805,-0.5489474710369999
ACH-000809,-0.5244516545579999
ACH-000810,-0.8390678645340001
ACH-000811,-0.030811135711699997
ACH-000817,-0.524525573794
ACH-000819,-0.590920439233
ACH-000820,-0.38777599215
ACH-000821,-0.676355580922
ACH-000822,-1.62192558663
ACH-000823,-0.32137872488200003
ACH-000824,-0.229359147875
ACH-000827,-0.697611426063
ACH-000829,-0.625565485919
ACH-000831,-0.34226020270400004
ACH-000832,-0.47599077144699997
ACH-000833,-0.741326702033
ACH-000834,-0.7692305952399999
ACH-000835,-0.493470576442
ACH-000836,-0.464714280476
ACH-000837,-0.43328201238700004
ACH-000838,-0.28529195491799997
ACH-000839,-0.678152303002
ACH-000840,-0.94672822657
ACH-000841,-0.75007481262
ACH-000843,-0.870287926907
ACH-000846,-0.82626061746
ACH-000847,-0.176517286757
ACH-000848,-0.323882167637
ACH-000849,-0.440412997258
ACH-000851,-0.7190131360009999
ACH-000855,-0.6271733070459999
ACH-000856,-0.6492065689459999
ACH-000858,-0.49814989583
ACH-000859,-0.983429102393
ACH-000861,-0.692858881251
ACH-000862,-0.286310447037
ACH-000865,-0.431222812043
ACH-000866,-0.521753646317
ACH-000867,-0.26662272282099997
ACH-000869,-0.222639579523
ACH-000872,-0.117074272161
ACH-000873,-0.446548565354
ACH-000876,-0.236646697096
ACH-000878,-0.996925293708
ACH-000880,-0.580355991254
ACH-000881,-0.720007279005
ACH-000882,-0.518477743513
ACH-000884,-0.609031875057
ACH-000885,-0.49203154155400003
ACH-000887,-0.315641221252
ACH-000888,-0.184734041982
ACH-000889,-0.719384484618
ACH-000890,-0.763599204418
ACH-000896,-0.282535616774
ACH-000898,-0.654698361022
ACH-000900,-0.520462660918
ACH-000901,-0.180008744094
ACH-000905,-0.807220696408
ACH-000906,-0.29212231184
ACH-000907,-0.48822420181500004
ACH-000910,-0.41323139919600005
ACH-000911,-0.662093478649
ACH-000912,-0.589304117544
ACH-000913,-0.7505175410130001
ACH-000915,-0.512397868089
ACH-000916,0.0218544543899
ACH-000917,-0.712942398289
ACH-000921,-0.473282894459
ACH-000924,-0.5024810000450001
ACH-000926,-0.550307571445
ACH-000928,-0.527886960316
ACH-000929,-0.8195789857510001
ACH-000932,-0.174490900327
ACH-000935,-0.9694506511759999
ACH-000936,-0.510296378593
ACH-000937,-0.534097269848
ACH-000938,-0.444465276712
ACH-000939,-0.39542370861000004
ACH-000941,-0.397532691855
ACH-000943,-0.891042251958
ACH-000946,-0.476444815064
ACH-000947,-0.780018105342
ACH-000948,-0.592146685527
ACH-000950,-0.492526759927
ACH-000953,-0.846854768123
ACH-000957,-0.677890868881
ACH-000958,-0.6109344492000001
ACH-000960,-0.672288166825
ACH-000963,-0.874874040264
ACH-000968,-0.6215928740910001
ACH-000969,-0.503402653437
ACH-000973,-0.39589013670999995
ACH-000974,-0.432991871219
ACH-000975,-0.19532112063999998
ACH-000976,-0.831725686514
ACH-000978,-0.977210977697
ACH-000980,-0.35319083543799995
ACH-000984,-0.45224057284900004
ACH-000986,-0.530811112783
ACH-000988,-0.17464057280099998
ACH-000993,-0.671325907256
ACH-000994,-0.6653831292979999
ACH-000996,-0.537266096078
ACH-001001,-0.658668116584
ACH-001020,-0.88538984746
ACH-001028,-0.143185814379
ACH-001031,-0.741933194903
ACH-001038,-0.42644405722900003
ACH-001048,-0.5413078494479999
ACH-001050,0.0477587699204
ACH-001053,-0.530097011357
ACH-001054,-0.775388328636
ACH-001061,-0.5029329401420001
ACH-001067,-0.596943621732
ACH-001075,-0.5460743227889999
ACH-001096,-0.513008996857
ACH-001128,-0.570901269693
ACH-001134,-0.125110036117
ACH-001151,-0.31434423121599997
ACH-001163,-0.623049168657
ACH-001164,-0.730589234862
ACH-001173,-0.40710867915200005
ACH-001183,-0.0826542111709
ACH-001184,-0.538550145261
ACH-001190,-0.46561325880599996
ACH-001192,-0.766195311798
ACH-001193,-0.935985646296
ACH-001196,-0.6770892172930001
ACH-001197,-0.48488563398699996
ACH-001205,-0.370240395018
ACH-001211,-0.610443141391
ACH-001212,-0.456361637398
ACH-001228,-0.339540397765
ACH-001232,-0.523728240826
ACH-001239,-0.751385867037
ACH-001274,-0.352216601528
ACH-001275,-0.64299050778
ACH-001277,-0.9820571678669999
ACH-001278,0.0163974270309
ACH-001280,-0.30222952535000003
ACH-001283,-0.105240930329
ACH-001289,-0.496689034489
ACH-001295,-0.0841215409421
ACH-001300,-0.0868841351078
ACH-001301,-0.13581213585000002
ACH-001302,-0.289349998338
ACH-001303,-0.529382737614
ACH-001306,-0.33878606632799996
ACH-001318,-0.6166282414450001
ACH-001322,-0.825399935986
ACH-001328,-0.849589193494
ACH-001332,-0.6110703336869999
ACH-001333,-0.639651647144
ACH-001336,-0.6248865994030001
ACH-001340,-0.8096428168600001
ACH-001346,-0.600495896701
ACH-001353,-0.854994056893
ACH-001354,-0.258445641055
ACH-001367,-0.5459140068389999
ACH-001368,-0.288633002412
ACH-001374,-0.46912258596100004
ACH-001375,-0.591827026007
ACH-001377,-0.685773656856
ACH-001380,-0.47196838456999995
ACH-001391,-0.415997146386
ACH-001407,-0.45213250218400003
ACH-001408,-1.01901183872
ACH-001413,-0.581089328175
ACH-001430,-0.457821298468
ACH-001431,-0.5020892696779999
ACH-001450,-0.467812652712
ACH-001496,-0.407132299158
ACH-001500,-0.6071589327870001
ACH-001521,-0.222062893259
ACH-001523,-0.477703135237
ACH-001532,-0.7309606025990001
ACH-001536,-0.6703699197940001
ACH-001550,-0.40788203660300004
ACH-001552,-0.217073087324
ACH-001554,-0.662286782578
ACH-001645,-0.296575535013
ACH-001654,-0.46981240996299994
ACH-001715,-0.340262581182
ACH-001735,-0.43434624267300004
ACH-001736,-0.556146486434
ACH-001737,-0.375246790534
ACH-001740,-0.715764916302
ACH-001745,-0.9426607448280001
ACH-001750,-0.480095928801
ACH-001765,-0.475785504806
ACH-001956,-0.596463342129
ACH-001957,-0.761317527476
