,FER1L6 (654463)
ACH-000004,-0.221309137353
ACH-000007,-0.054447345873699995
ACH-000009,0.0417037906906
ACH-000011,0.014373428298899999
ACH-000012,-0.07113877689919999
ACH-000013,0.0864551192474
ACH-000014,0.026034374487400005
ACH-000015,-0.0580950601156
ACH-000017,-0.341902660006
ACH-000018,-0.283861448375
ACH-000019,-0.184638330489
ACH-000021,0.0259451198994
ACH-000022,-0.059352333133899995
ACH-000025,-0.13638417815
ACH-000028,-0.0849107874938
ACH-000030,-0.0349270503541
ACH-000035,-0.189998752075
ACH-000036,-0.175538546376
ACH-000037,0.165222278341
ACH-000039,0.258302872245
ACH-000040,-0.311840831955
ACH-000041,-0.21505838960499998
ACH-000042,-0.23390203164999998
ACH-000045,-0.12985359613199998
ACH-000047,-0.0742744645764
ACH-000052,-0.0888181978366
ACH-000053,0.061047922289300005
ACH-000054,-0.061293430006300005
ACH-000055,-0.053537062330599995
ACH-000060,-0.19515831286
ACH-000067,0.135948395451
ACH-000070,-0.28997901408300003
ACH-000075,-0.10575388162900001
ACH-000078,0.132899323374
ACH-000082,-0.224402043956
ACH-000085,0.0444198027807
ACH-000086,-0.020707920849900002
ACH-000087,-0.16980332018599997
ACH-000092,-0.205137765501
ACH-000095,0.153755516199
ACH-000097,0.0582147927516
ACH-000098,-0.05823080811030001
ACH-000099,0.110090024264
ACH-000108,0.029100857437400002
ACH-000113,-0.0872726506775
ACH-000115,-0.0257795918711
ACH-000116,-0.036499139613099994
ACH-000118,-0.252813414797
ACH-000120,0.106820165906
ACH-000123,0.127338409332
ACH-000127,-0.050289654035800005
ACH-000128,-0.0218855219742
ACH-000132,0.06160427098330001
ACH-000133,-0.045354918319100004
ACH-000137,0.0784638817157
ACH-000138,0.108597338356
ACH-000142,-0.041861724317400005
ACH-000143,0.176862686331
ACH-000146,0.0545774420617
ACH-000148,0.09776583103849999
ACH-000150,-0.325363659523
ACH-000152,-0.0954944414836
ACH-000153,-0.259257334974
ACH-000159,-0.0527094601404
ACH-000160,0.0978441266135
ACH-000163,-0.0890073299281
ACH-000167,0.239794226711
ACH-000168,-0.00432961368707
ACH-000169,0.0391176647752
ACH-000178,-0.184136341385
ACH-000182,0.00396485896743
ACH-000183,-0.249208608317
ACH-000188,-0.07418817996989999
ACH-000189,-0.133423533158
ACH-000190,-0.0878887051983
ACH-000198,-0.159750377977
ACH-000204,0.0657733270301
ACH-000206,-0.166123099459
ACH-000207,-0.0770798876517
ACH-000211,-0.00986373761595
ACH-000215,-0.0523410014108
ACH-000221,-0.08642036835169999
ACH-000222,0.0129197312798
ACH-000223,-0.060115875184500005
ACH-000226,0.0806761764418
ACH-000227,-0.017793245267599997
ACH-000228,0.0317197193958
ACH-000231,-0.21315498684700002
ACH-000232,-0.0126191298083
ACH-000233,0.0178410747212
ACH-000234,-0.086019153876
ACH-000235,-0.015592547270500001
ACH-000237,-0.0149640313856
ACH-000238,-0.0766293964133
ACH-000243,0.0487600428614
ACH-000244,-0.11696613388900001
ACH-000246,-0.0353098088857
ACH-000248,-0.183106527592
ACH-000250,-0.14520136187000002
