,NAPRT (93100)
ACH-000277,-0.144818024274
ACH-000278,-0.43800716612499996
ACH-000279,-0.279451772803
ACH-000280,-0.403016822276
ACH-000281,-0.342273996536
ACH-000288,0.00698390969177
ACH-000291,-0.28750149422800003
ACH-000293,-0.40720303605700003
ACH-000294,-0.302478303605
ACH-000295,-0.15866736027699999
ACH-000296,0.06722751806800001
ACH-000302,-0.266072490795
ACH-000304,-0.152244259157
ACH-000307,-0.08780061898660001
ACH-000308,-0.39365273647
ACH-000310,-0.263632849286
ACH-000311,-0.38853677915600004
ACH-000312,-0.263321064007
ACH-000315,-0.213367157262
ACH-000316,-0.5336898590479999
ACH-000317,-0.197132639482
ACH-000318,-0.443960524004
ACH-000319,-0.170116182166
ACH-000320,-0.43469010288599996
ACH-000322,-0.49867272946
ACH-000323,-0.28496828703899996
ACH-000324,-0.370363993567
ACH-000329,-0.390669176986
ACH-000330,-0.240853221627
ACH-000331,-0.37847935014399997
ACH-000332,-0.302770661673
ACH-000334,-0.314106579767
ACH-000335,-0.32107281404599997
ACH-000336,-0.443602810678
ACH-000337,-0.291631814771
ACH-000339,-0.270351460987
ACH-000341,-0.05163396508780001
ACH-000348,-0.28643384436999997
ACH-000350,-0.0236099663436
ACH-000352,-0.19084786316
ACH-000356,-0.172909150176
ACH-000361,-0.231110873445
ACH-000362,-0.492588312034
ACH-000363,-0.110492822468
ACH-000364,-0.402716725246
ACH-000365,-0.117602733881
ACH-000366,-0.256156973063
ACH-000368,-0.293064675025
ACH-000374,-0.214169727909
ACH-000375,-0.15536931909600002
ACH-000376,-0.390465133455
ACH-000381,-0.237268707592
ACH-000383,-0.363983634612
ACH-000387,-0.28338904231
ACH-000389,-0.267887434484
ACH-000390,-0.0994802098645
ACH-000393,-0.462395042604
ACH-000395,-0.558560241381
ACH-000397,-0.155248185998
ACH-000401,-0.242749093825
ACH-000402,-0.285644868911
ACH-000403,-0.37365562156
ACH-000404,-0.0610623935507
ACH-000406,-0.257975462777
ACH-000407,-0.176802691613
ACH-000408,-0.0308360964831
ACH-000410,-0.18089918618099998
ACH-000411,-0.482177125327
ACH-000414,-0.42704633920100005
ACH-000415,-0.158292731237
ACH-000416,-0.34416751983099997
ACH-000420,-0.351347826339
ACH-000421,-0.202593650443
ACH-000424,-0.0778445923113
ACH-000425,-0.26849892376699996
ACH-000426,-0.0870690385232
ACH-000427,-0.538419617298
ACH-000433,-0.453540551425
ACH-000436,-0.14029425161800002
ACH-000444,-0.31833581804600003
ACH-000445,0.0240770089146
ACH-000448,-0.286840174505
ACH-000450,-0.2308503716
ACH-000452,-0.45164363071999997
ACH-000454,-0.17611387896800001
ACH-000458,-0.28749090938099997
ACH-000459,-0.283525045721
ACH-000460,-0.348191168076
ACH-000461,-0.43059413477700004
ACH-000463,-0.272644147079
ACH-000464,-0.247818015314
ACH-000466,-0.576080130035
ACH-000467,-0.491543754203
ACH-000468,-0.339639620311
ACH-000469,-0.352091667201
ACH-000470,-0.40286213990599995
ACH-000471,-0.249091181834
ACH-000472,-0.296342833861
ACH-000473,-0.429373423948
ACH-000475,-0.282284415357
ACH-000476,-0.33542416040600004
ACH-000477,-0.07157866791419999
ACH-000480,-0.16839345776200002
ACH-000481,-0.000691917445403
ACH-000483,-0.288498360207
ACH-000484,-0.380734531884
ACH-000485,-0.215548217361
ACH-000486,-0.12974968815500001
ACH-000487,-0.19202740462999998
ACH-000488,-0.219003748898
ACH-000490,-0.0640633540798
ACH-000491,-0.244689493741
ACH-000495,-0.423727154873
ACH-000496,-0.156180676804
ACH-000499,-0.045882638660399995
ACH-000500,-0.552260948806
ACH-000502,-0.336511638336
ACH-000503,-0.328236826138
ACH-000505,-0.259225728836
ACH-000507,-0.21220516785799998
ACH-000510,-0.40209386647900003
ACH-000511,-0.29331860046700003
ACH-000512,-0.491491292091
ACH-000516,-0.25430950019299997
ACH-000517,-0.505435927124
ACH-000518,-0.482263844665
ACH-000520,-0.32182644388799997
ACH-000521,-0.261745095921
ACH-000522,-0.0968031784211
ACH-000524,-0.37866547140900003
ACH-000527,-0.36379237643
ACH-000528,-0.215730111232
ACH-000537,-0.174073559334
ACH-000541,-0.469027284921
ACH-000542,-0.562448514518
ACH-000544,-0.20433069474800003
ACH-000545,-0.145262715698
ACH-000547,-0.328685667309
ACH-000548,-0.271532514911
ACH-000549,-0.11932793179000001
ACH-000550,-0.21327424225000002
ACH-000552,-0.211836559909
ACH-000556,-0.229904099269
ACH-000557,-0.21132138331
ACH-000570,-0.40671045907
ACH-000571,-0.33160323618500004
ACH-000573,-0.324206291205
ACH-000576,-0.310913547788
ACH-000580,-0.329142475346
ACH-000584,-0.250321394154
ACH-000585,-0.30996754903499996
ACH-000588,-0.227640742291
ACH-000589,-0.35346583013300004
ACH-000591,-0.191704133629
ACH-000593,-0.29771826967099996
ACH-000600,-0.24964497553800002
ACH-000601,-0.308824186358
ACH-000604,-0.459939209021
ACH-000605,-0.25411863064
ACH-000606,-0.0806532728143
ACH-000608,-0.236218611074
ACH-000614,-0.4449058986
ACH-000616,-0.119002670257
ACH-000618,-0.30660272606
ACH-000619,-0.418625643238
ACH-000620,-0.171091276234
ACH-000621,-0.380172109181
ACH-000622,-0.174974876122
ACH-000623,-0.0812858320174
ACH-000624,-0.21388846141399998
ACH-000627,-0.259553476197
ACH-000630,-0.17627037043
ACH-000632,-0.17226599729800002
ACH-000633,-0.160070646836
ACH-000637,-0.26742151278
ACH-000638,-0.3133103575
ACH-000646,-0.325788486559
ACH-000647,-0.263655913105
ACH-000648,-0.46267706156800004
ACH-000649,-0.549452330546
ACH-000651,-0.0463167862297
ACH-000652,-0.664742368105
ACH-000653,-0.353062472623
ACH-000657,-0.345439079032
ACH-000658,-0.7461513782979999
ACH-000661,-0.190964963505
ACH-000662,-0.587670763118
ACH-000663,-0.132906964949
ACH-000665,-0.220547888462
ACH-000671,-0.224887552517
ACH-000673,-0.40030641485699997
ACH-000676,-0.0984795509704
ACH-000677,-0.39895429111
ACH-000681,-0.262582222007
ACH-000682,-0.29880700002300004
ACH-000683,-0.384823290978
ACH-000684,-0.114249815039
ACH-000688,-0.458644233389
ACH-000693,-0.0866045726006
ACH-000694,-0.13658086626399998
ACH-000695,-0.647176366076
ACH-000696,-0.3275692914
ACH-000697,-0.20399484248799998
ACH-000699,-0.553810408992
ACH-000701,-0.264708581534
ACH-000706,-0.327790814067
ACH-000711,-0.222455654177
ACH-000713,-0.0261798727574
ACH-000714,-0.254437094333
ACH-000718,-0.328567560714
ACH-000720,-0.23521749293400002
ACH-000721,-0.249085686495
ACH-000724,-0.350174951261
ACH-000725,0.0281558533572
ACH-000732,-0.10062259039999999
ACH-000734,-0.147049953568
ACH-000735,-0.283333328811
ACH-000736,-0.290643703207
ACH-000738,-0.144121674125
ACH-000746,-0.21342494560400002
ACH-000747,0.105738006412
ACH-000748,-0.460621778817
ACH-000753,-0.383367045776
ACH-000756,-0.279144023929
ACH-000757,-0.06306288270669999
ACH-000758,-0.0946138386922
ACH-000760,-0.179608506831
ACH-000763,-0.204527237068
ACH-000764,-0.15834953994
ACH-000765,-0.19905091980599998
ACH-000766,-0.19984963354600002
ACH-000767,-0.133311232806
ACH-000768,-0.410353434787
ACH-000769,-0.361362824561
ACH-000770,-0.20571403862799997
ACH-000771,-0.24655302130399998
ACH-000773,-0.209530861807
ACH-000776,-0.312182757413
ACH-000777,-0.24995553665399997
ACH-000778,-0.15940404737400002
ACH-000781,-0.301234289348
ACH-000782,-0.174933888488
ACH-000783,-0.7685779048199999
ACH-000784,-0.155334797019
ACH-000785,-0.497329683126
ACH-000787,-0.25918015876600003
ACH-000788,-0.289297953272
ACH-000791,-0.27646541896
ACH-000792,-0.178473658791
ACH-000794,-0.383906569599
ACH-000796,-0.293604442267
ACH-000799,-0.49791649341099997
ACH-000800,-0.211210702064
ACH-000802,-0.194535273828
ACH-000804,-0.413828147255
ACH-000805,-0.409995502211
ACH-000809,-0.374943946357
ACH-000810,-0.09329904973660001
ACH-000811,-0.321203836071
ACH-000817,-0.272610617172
ACH-000819,-0.2445257863
ACH-000820,-0.19361939827999997
ACH-000821,-0.108579343994
ACH-000822,-0.06272679964240001
ACH-000823,-0.339724378401
ACH-000824,-0.32533479965
ACH-000827,-0.24035846672699998
ACH-000829,-0.324728404312
ACH-000831,-0.299078229616
ACH-000832,-0.08611104782060001
ACH-000833,-0.0291564063448
ACH-000834,-0.180926985249
ACH-000835,-0.18700633736699998
ACH-000836,-0.102166477854
ACH-000837,-0.361818358023
ACH-000838,0.06362660116
ACH-000839,-0.275973486715
ACH-000840,-0.415813503415
ACH-000841,-0.44829184130500005
ACH-000843,-0.0908685137043
ACH-000846,-0.197887903057
ACH-000847,-0.231785796732
ACH-000848,-0.264599533524
ACH-000849,-0.385224803432
ACH-000851,-0.154982493572
ACH-000855,-0.230007983061
ACH-000856,-0.135778242243
ACH-000858,-0.190835038718
ACH-000859,-0.25197226466999995
ACH-000861,-0.263224394344
ACH-000862,-0.17882301430199998
ACH-000865,-0.234580414679
ACH-000866,-0.177745173864
ACH-000867,-0.310737039378
ACH-000869,-0.190336566963
ACH-000872,-0.20749595596700002
ACH-000873,-0.029088432099599996
ACH-000876,-0.29126286773800003
ACH-000878,-0.499007356976
ACH-000880,-0.29104415672600004
ACH-000881,-0.229478547813
ACH-000882,-0.111041133191
ACH-000884,-0.277025737666
ACH-000885,-0.00524850259436
ACH-000887,-0.113779045615
ACH-000888,-0.343908744817
ACH-000889,-0.259034631809
ACH-000890,-0.11817626581900001
ACH-000896,-0.215918384197
ACH-000898,-0.1379509682
ACH-000900,-0.493130945265
ACH-000901,-0.435678575898
ACH-000905,-0.12540019545999997
ACH-000906,-0.264531686393
ACH-000907,-0.22796018068000004
ACH-000910,-0.5050155530579999
ACH-000911,-0.39004761191799997
ACH-000912,-0.24948224120700002
ACH-000913,-0.391571487606
ACH-000915,-0.108619552181
ACH-000916,0.37938051260899996
ACH-000917,-0.210605289739
ACH-000921,-0.41088839461599996
ACH-000924,-0.395438471272
ACH-000926,-0.345664436702
ACH-000928,-0.161407963822
ACH-000929,-0.23136477329500002
ACH-000932,-0.324803911896
ACH-000935,-0.637895480575
ACH-000936,-0.13825321175799998
ACH-000937,-0.038513149415199996
ACH-000938,-0.304059202531
ACH-000939,-0.338155214062
ACH-000941,-0.333715122474
ACH-000943,-0.380349316456
ACH-000946,-0.113751770845
ACH-000947,-0.301782857193
ACH-000948,-0.39256892239
ACH-000950,-0.46885489310500006
ACH-000953,-0.49608406879699996
ACH-000957,-0.09768562958930001
ACH-000958,-0.37466608973300003
ACH-000960,-0.378010186606
ACH-000963,-0.38116598277400005
ACH-000968,-0.110273460303
ACH-000969,-0.342865792698
ACH-000973,-0.249480622245
ACH-000974,-0.307616284953
ACH-000975,-0.328604459282
ACH-000976,-0.173746993877
ACH-000978,-0.2927500613
ACH-000980,-0.12607131437400002
ACH-000984,-0.40445181490099996
ACH-000986,-0.183403026429
ACH-000988,-0.204535340989
ACH-000993,-0.547083087209
ACH-000994,-0.480393267094
ACH-000996,-0.279900393181
ACH-001001,-0.237300525463
ACH-001020,-0.355421549093
ACH-001028,-0.423222275982
ACH-001031,-0.12038094357899999
ACH-001038,-0.339538109088
ACH-001048,-0.317180567879
ACH-001050,-0.026601445159200002
ACH-001053,-0.0764019753125
ACH-001054,-0.178237639138
ACH-001061,-0.35969590583800004
ACH-001067,-0.383734778462
ACH-001075,-0.0437544215969
ACH-001096,-0.232672286251
ACH-001128,-0.787901584823
ACH-001134,-0.119369541048
ACH-001151,-0.380280529484
ACH-001163,-0.389720077939
ACH-001164,0.0304864163202
ACH-001173,-0.357054361686
ACH-001183,-0.300042643911
ACH-001184,-0.26453341075
ACH-001190,-0.49618107556999996
ACH-001192,-0.0757864047123
ACH-001193,-0.450972601301
ACH-001196,-0.233003057726
ACH-001197,-0.231824908509
ACH-001205,-0.23688795637600002
ACH-001211,-0.302644126288
ACH-001212,-0.42646078369400003
ACH-001228,-0.41013694088
ACH-001232,-0.246457023126
ACH-001239,-0.36765170296300004
ACH-001274,-0.630147728774
ACH-001275,-0.188179895753
ACH-001277,-0.35810760230899996
ACH-001278,-0.16206567127399998
ACH-001280,-0.49630244912
ACH-001283,-0.139232284179
ACH-001289,-0.263204951466
ACH-001295,-0.297558915955
ACH-001300,-0.0870311692767
ACH-001301,-0.12207446654000001
ACH-001302,-0.138291379701
ACH-001303,0.0663555800442
ACH-001306,-0.26254568041
ACH-001318,-0.239022476982
ACH-001322,-0.376305897068
ACH-001328,-0.323542496547
ACH-001332,-0.0984017858842
ACH-001333,0.0830234845845
ACH-001336,-0.140028083695
ACH-001340,-0.19112845491799998
ACH-001346,-0.295318837763
ACH-001353,-0.550921330611
ACH-001354,0.0290785174215
ACH-001367,0.013560697972200001
ACH-001368,-0.410024965952
ACH-001374,-0.0631968337965
ACH-001375,-0.35499386518799997
ACH-001377,-0.49120156878
ACH-001380,-0.310222727218
ACH-001391,-0.449819219168
ACH-001407,-0.10892497125499999
ACH-001408,-0.120640298173
ACH-001413,-0.35484646665200004
ACH-001430,-0.305961616177
ACH-001431,-0.318818486913
ACH-001450,-0.327857427037
ACH-001496,-0.246112432625
ACH-001500,-0.225801982764
ACH-001521,0.149683497741
ACH-001523,-0.36729046703900003
ACH-001532,-0.254814680901
ACH-001536,-0.255427549611
ACH-001550,-0.219983783714
ACH-001552,-0.5459635699140001
ACH-001554,-0.267927516829
ACH-001645,-0.152428403215
ACH-001654,-0.230220763292
ACH-001715,-0.162405259509
ACH-001735,-0.0797869990037
ACH-001736,-0.203965815856
ACH-001737,-0.304223958781
ACH-001740,0.0365997634201
ACH-001745,-0.106656058112
ACH-001750,-0.187285618168
ACH-001765,-0.156947853017
ACH-001956,-0.273188562793
ACH-001957,-0.323962266048
