,DPH1 (1801)
ACH-000004,-0.289199142916
ACH-000007,-0.661131246534
ACH-000009,-0.947273503424
ACH-000011,-0.63590181788
ACH-000012,-0.6246018808079999
ACH-000013,-0.7015134525130001
ACH-000014,-0.416912312632
ACH-000015,-0.38604512267499996
ACH-000017,0.0434893190106
ACH-000018,-0.6793575729029999
ACH-000019,-0.328281491526
ACH-000021,-0.300018131643
ACH-000022,-0.635777878673
ACH-000025,-0.8171301205670001
ACH-000028,-0.61514173661
ACH-000030,-0.636039839671
ACH-000035,-0.514140656242
ACH-000036,-0.42265208990599995
ACH-000037,-0.785549875818
ACH-000039,-0.660816525369
ACH-000040,-0.708499787259
ACH-000041,-0.6617285983810001
ACH-000042,-0.041364188527599995
ACH-000045,-0.494187311602
ACH-000047,-0.40824663896799995
ACH-000052,-0.687621597599
ACH-000053,-0.26226314502500003
ACH-000054,-0.225109974553
ACH-000055,-0.290994266877
ACH-000060,-0.6196235832670001
ACH-000067,-0.399283034155
ACH-000070,-0.523852778611
ACH-000075,-0.553373668174
ACH-000078,-0.416349590482
ACH-000082,-0.658604676152
ACH-000085,-0.9262841091159999
ACH-000086,-0.760218358223
ACH-000087,-0.423475653402
ACH-000092,-0.363902963895
ACH-000095,-0.525960470405
ACH-000097,-0.409104028948
ACH-000098,-0.999789647098
ACH-000099,-0.617365716191
ACH-000108,-0.6126879551300001
ACH-000113,-0.566029863715
ACH-000115,-0.543283394078
ACH-000116,-0.501853613802
ACH-000118,-0.37257198394900004
ACH-000120,-0.400766928912
ACH-000123,-0.601550438566
ACH-000127,-0.762856044978
ACH-000128,-0.539799846605
ACH-000132,-0.5620245861450001
ACH-000133,-0.44125746055799997
ACH-000137,-0.465238296535
ACH-000138,-0.647097760698
ACH-000142,-0.8854695011489999
ACH-000143,-0.421850859822
ACH-000146,-0.359044048289
ACH-000148,-0.32855177423099996
ACH-000150,-0.6819367295540001
ACH-000152,-0.529041212181
ACH-000153,-0.754710820859
ACH-000159,-0.266988858878
ACH-000160,-0.38714075360399997
ACH-000163,-0.43899232585299997
ACH-000167,-0.521838635005
ACH-000168,-0.320613299002
ACH-000169,-0.462631985263
ACH-000178,-0.728536307182
ACH-000182,-0.329353412096
ACH-000183,-0.8499747562960001
ACH-000188,-0.7562559886779999
ACH-000189,0.00349772490566
ACH-000190,-0.651640350419
ACH-000198,-0.7647811316869999
ACH-000204,-0.594950000727
ACH-000206,-0.501292460707
ACH-000207,-0.6964682747319999
ACH-000211,-0.5158376357600001
ACH-000215,-0.581614833877
ACH-000221,-0.611612000007
ACH-000222,-0.548514463399
ACH-000223,-0.495675251965
ACH-000226,-0.478454649125
ACH-000227,-0.685825271151
ACH-000228,-0.369536970907
ACH-000231,-0.335281100391
ACH-000232,-0.481516716427
ACH-000233,-0.581479647394
ACH-000234,-0.34289111544699996
ACH-000235,-0.545827072253
ACH-000237,-0.88956411779
ACH-000238,-0.38115249257100003
ACH-000243,-0.841370866587
ACH-000244,-0.149971082104
ACH-000246,-0.17197924664900002
ACH-000248,-0.257797139099
ACH-000250,-0.919808998185
ACH-000251,-0.639600759264
ACH-000253,-0.60617052495
ACH-000255,-0.10795500327
ACH-000256,-0.9673976754449999
ACH-000257,-0.512013456539
ACH-000258,-0.6145001119669999
ACH-000259,-0.30743418357700003
ACH-000260,-0.938677370033
ACH-000261,-0.374759246661
ACH-000262,-0.5406701816780001
ACH-000263,-0.225892283357
ACH-000264,-0.49117869427
ACH-000265,-0.6779688982240001
ACH-000266,-0.28954581774099997
ACH-000272,-0.425004287461
ACH-000273,-0.66721496611
ACH-000274,-0.33475612597800003
ACH-000277,-0.634642895063
ACH-000278,-0.7453019876770001
ACH-000279,-0.552461623023
ACH-000280,-0.8214238164309999
ACH-000281,-0.680224634657
ACH-000288,-0.7034538125900001
ACH-000291,-0.899327509689
ACH-000293,-0.537043583504
ACH-000294,-0.554690483958
ACH-000295,-0.784666128012
ACH-000296,-0.696750702946
ACH-000302,-0.5368888460710001
ACH-000304,-0.406070753557
ACH-000307,-0.6203940184800001
ACH-000308,-0.40390019816699996
ACH-000310,-0.22656240885
ACH-000311,-0.409556571766
ACH-000312,-0.41739120349799996
ACH-000315,-0.8494877474629999
ACH-000316,-0.774434921129
ACH-000317,-0.439096710802
ACH-000318,-0.453488090083
ACH-000319,-0.7160695656620001
ACH-000320,-0.818580639325
ACH-000322,-0.298247315454
ACH-000323,-0.731333748881
ACH-000324,-0.701812434033
ACH-000329,-0.467540340331
ACH-000330,-0.32796151566
ACH-000331,-0.35692189621200004
ACH-000332,-0.643143352117
ACH-000334,-0.299171779565
ACH-000335,-0.632177761869
ACH-000336,-0.820263674431
ACH-000337,-0.704526522236
ACH-000339,-0.585572989162
ACH-000341,-0.740887165917
ACH-000348,-0.548219987389
ACH-000350,-0.305784815924
ACH-000352,-0.550461090622
ACH-000356,-0.590961911713
ACH-000361,-0.292763214252
ACH-000362,-0.555758625083
ACH-000363,-0.288620041288
ACH-000364,-0.662658351492
ACH-000365,-0.659289181161
ACH-000366,-0.947762867694
ACH-000368,-0.31151819888
ACH-000374,-0.470978028419
ACH-000375,-0.7126273811020001
ACH-000376,-0.6852596717560001
ACH-000381,-0.500162345202
ACH-000383,-0.452833003894
ACH-000387,-0.400718646101
ACH-000389,-0.972546291779
ACH-000390,-0.488517773476
ACH-000393,-0.5329315433590001
ACH-000395,-0.7161334828489999
ACH-000397,-0.223732950064
ACH-000401,-0.47604672805200005
ACH-000402,-0.303879147809
ACH-000403,-0.381474638042
ACH-000404,-0.480771731544
ACH-000406,-0.37749227403999996
ACH-000407,-0.42025518931199995
ACH-000408,-0.322930317141
ACH-000410,-0.105659279309
ACH-000411,-0.6843949640270001
ACH-000414,-0.17478541991799998
ACH-000415,-0.429990589736
ACH-000416,-0.340729254541
ACH-000420,-0.497529056376
ACH-000421,-0.5040030192080001
ACH-000424,-0.603041684419
ACH-000425,-0.49189141268700004
ACH-000426,-0.728039908093
ACH-000427,-0.312185570217
ACH-000433,-0.565344153157
ACH-000436,-0.178089495579
ACH-000444,-0.667141924081
