,LRRC37A2 (474170)
ACH-000004,-0.317735773444
ACH-000007,0.0331993758666
ACH-000009,-0.284036254108
ACH-000011,-0.5020241002570001
ACH-000012,-0.326102508437
ACH-000013,-0.159579338428
ACH-000014,-0.16096872201600002
ACH-000015,-0.07971609022489999
ACH-000017,-0.0954177346958
ACH-000018,-0.380443212664
ACH-000019,-0.5820833640209999
ACH-000021,0.10113945812899999
ACH-000022,-0.299540262733
ACH-000025,-0.221305228515
ACH-000028,-0.167790412271
ACH-000030,-0.330430718633
ACH-000035,-0.378694993008
ACH-000036,-0.13124147339199999
ACH-000037,-0.0864410906126
ACH-000039,-0.08416645273460001
ACH-000040,-0.45129349648500006
ACH-000041,-0.11641465231899999
ACH-000042,-0.216617664016
ACH-000045,-0.120050199554
ACH-000047,-0.378962299728
ACH-000052,0.0485150026932
ACH-000053,-0.243592005093
ACH-000054,-0.21524894828000002
ACH-000055,0.025755201576900002
ACH-000060,-0.594818529044
ACH-000067,-0.474473066748
ACH-000070,-0.107170095432
ACH-000075,-0.637895649899
ACH-000078,-0.32511189588100003
ACH-000082,-0.239888930279
ACH-000085,-0.385638971699
ACH-000086,-0.5311533899399999
ACH-000087,-0.8421865807100001
ACH-000092,-0.19977582733600002
ACH-000095,-0.132912783017
ACH-000097,-0.380313160123
ACH-000098,-0.299604984992
ACH-000099,-0.476840070743
ACH-000108,-0.250065340471
ACH-000113,-0.12701701285800002
ACH-000115,-0.134571551083
ACH-000116,-0.19667587564300001
ACH-000118,-0.250454888071
ACH-000120,-0.174038866386
ACH-000123,-0.23959426058000002
ACH-000127,-0.34604455463399997
ACH-000128,-0.38594337195
ACH-000132,-0.268198170898
ACH-000133,-0.199689922326
ACH-000137,-0.391733819841
ACH-000138,-0.0786758387376
ACH-000142,-0.18628340283300002
ACH-000143,-0.27405467699700004
ACH-000146,-0.38024300477899997
ACH-000148,-0.32532479246199997
ACH-000150,-0.453871240091
ACH-000152,-0.359885773506
ACH-000153,-0.179525750557
ACH-000159,-0.331024132654
ACH-000160,-0.528277354402
ACH-000163,-0.22957522367199998
ACH-000167,0.0018118683791
ACH-000168,-0.37086032468400004
ACH-000169,-0.30575029326
ACH-000178,-0.34200466474
ACH-000182,-0.209646251585
ACH-000183,-0.08875081657339999
ACH-000188,-0.49860398844
ACH-000189,-0.366918213512
ACH-000190,-0.246486700096
ACH-000198,-0.164936326632
ACH-000204,-0.314162171561
ACH-000206,-0.361509544808
ACH-000207,-0.208277695411
ACH-000211,-0.541742991022
ACH-000215,-0.0519999545544
ACH-000221,-0.30187972062199997
ACH-000222,0.0371072562233
ACH-000223,-0.048753215462199996
ACH-000226,-0.305646663134
ACH-000227,-0.562948237744
ACH-000228,-0.200925650872
ACH-000231,-0.20578432707400002
ACH-000232,-0.27470757418
ACH-000233,-0.18153247125900002
ACH-000234,-0.271042624195
ACH-000235,-0.105759757382
ACH-000237,-0.157514770494
ACH-000238,-0.150141135164
ACH-000243,-0.43270330237099996
ACH-000244,-0.38048352083000003
ACH-000246,-0.165538503333
ACH-000248,-0.00391222075697
ACH-000250,-0.35840619047399996
ACH-000251,-0.146637774666
ACH-000253,-0.27188201080200003
ACH-000255,-0.491455300868
ACH-000256,-0.0721869044625
ACH-000257,-0.0487830407597
ACH-000258,0.049392711126300004
ACH-000259,-0.326563053815
ACH-000260,-0.168385473728
ACH-000261,-0.148127260124
ACH-000262,-0.38000498365
ACH-000263,-0.48918179417400004
ACH-000264,-0.19617252126600002
ACH-000265,-0.38719007072899997
ACH-000266,-0.23903462241700002
ACH-000272,-0.165519479804
ACH-000273,0.0018029526257200001
ACH-000274,-0.459732523363
ACH-000277,-0.17142251016499999
ACH-000278,0.101364149287
ACH-000279,-0.0590650769493
ACH-000280,-0.431369859806
ACH-000281,-0.16155650951300002
ACH-000288,-0.243505298688
ACH-000291,-0.17598766561999998
ACH-000293,-0.17178634114100003
ACH-000294,-0.19671497170699997
ACH-000295,-0.138416072919
ACH-000296,-0.354946921309
ACH-000302,-0.428225574592
ACH-000304,0.170957800317
ACH-000307,-0.021719872911099995
ACH-000308,-0.04002478878559999
ACH-000310,0.025611500438200003
ACH-000311,-0.378646358095
ACH-000312,-0.268623914954
ACH-000315,-0.0980070345321
ACH-000316,-0.288720429008
ACH-000317,-0.47530061490599995
ACH-000318,-0.44354642712399994
ACH-000319,-0.208156190904
ACH-000320,-0.135911032504
ACH-000322,-0.39246637039000004
ACH-000323,-0.27418801772
ACH-000324,-0.371657332319
ACH-000329,-0.420349529948
ACH-000330,-0.333110964965
ACH-000331,-0.33798079946000004
ACH-000332,-0.291441384019
ACH-000334,-0.568921267008
ACH-000335,0.10375452320699999
ACH-000336,0.225334514647
ACH-000337,-0.33848077634199997
ACH-000339,0.0543020044164
ACH-000341,-0.111891300537
ACH-000348,-0.265602997063
ACH-000350,-0.295702738711
ACH-000352,-0.0967037613599
ACH-000356,-0.171341703084
ACH-000361,-0.0433859489855
ACH-000362,-0.276659786964
ACH-000363,0.0415870658201
ACH-000364,-0.483416843503
ACH-000365,-0.169520342581
ACH-000366,-0.28896182723200003
ACH-000368,-0.17662106198600003
ACH-000374,-0.326440464496
ACH-000375,-0.09522674798429999
ACH-000376,-0.049248474191100004
ACH-000381,-0.670091517513
ACH-000383,0.030580987333200003
ACH-000387,-0.312855900606
ACH-000389,-0.305591059739
ACH-000390,-0.23244077579599998
ACH-000393,-0.29875752354699997
ACH-000395,-0.25059732641399995
ACH-000397,-0.40257458873999996
ACH-000401,-0.355065308498
ACH-000402,-0.0967435625322
ACH-000403,-0.290942161864
ACH-000404,-0.283746372815
ACH-000406,-0.24720826951900002
ACH-000407,-0.31691242806200004
ACH-000408,-0.276972815874
ACH-000410,-0.015142863972700002
ACH-000411,-0.173489554978
ACH-000414,-0.14361370130200002
ACH-000415,-0.128910505
ACH-000416,-0.226192195996
ACH-000420,-0.35170687469800005
ACH-000421,-0.467065240678
ACH-000424,-0.198220571739
ACH-000425,-0.262390276332
ACH-000426,-0.505782280643
ACH-000427,-0.546500104574
ACH-000433,-0.323684465234
ACH-000436,-0.295334689833
