,LY6G6F (259215)
ACH-000004,-0.19444557741000001
ACH-000007,0.107277222233
ACH-000009,0.23545929894499998
ACH-000011,0.167854670669
ACH-000012,0.0426211157926
ACH-000013,0.0470994862972
ACH-000014,0.16665772022
ACH-000015,0.0326392030762
ACH-000017,0.0682073844818
ACH-000018,-0.0965502777355
ACH-000019,0.24368507217799998
ACH-000021,0.0611818561851
ACH-000022,0.158214634767
ACH-000025,0.178833347533
ACH-000028,0.164269022821
ACH-000030,0.186642297502
ACH-000035,-0.042689322908199996
ACH-000036,0.190153679553
ACH-000037,0.013917766399999998
ACH-000039,0.09525567935189999
ACH-000040,0.0690225319714
ACH-000041,0.20063972726
ACH-000042,0.0780895811765
ACH-000045,0.14036918361700002
ACH-000047,0.200067390817
ACH-000052,0.195000133798
ACH-000053,0.17305473655
ACH-000054,0.138116948793
ACH-000055,0.05854263626569999
ACH-000060,0.08908174921939999
ACH-000067,0.0641858595371
ACH-000070,0.169752849328
ACH-000075,0.388592644323
ACH-000078,0.11050432615599999
ACH-000082,0.420034710544
ACH-000085,0.221568064165
ACH-000086,0.130766729467
ACH-000087,0.06585109066809999
ACH-000092,0.161933605954
ACH-000095,0.12033139810599999
ACH-000097,0.154006009044
ACH-000098,0.20252088784000002
ACH-000099,0.278934824469
ACH-000108,0.136429623255
ACH-000113,-0.00896727222485
ACH-000115,-0.048728271370099996
ACH-000116,0.127364189967
ACH-000118,0.041574663229099994
ACH-000120,-0.0429322081155
ACH-000123,-0.11730254314300001
ACH-000127,0.08202839127810001
ACH-000128,0.07569293102869999
ACH-000132,0.0839201746714
ACH-000133,0.105570044292
ACH-000137,0.115414690966
ACH-000138,-0.0672551084801
ACH-000142,0.15649568486600002
ACH-000143,-0.027466201564799998
ACH-000146,0.044132729003400005
ACH-000148,0.182497189981
ACH-000150,-0.043845493141
ACH-000152,0.146896426893
ACH-000153,-0.08211823445500001
ACH-000159,0.147352186984
ACH-000160,0.24332402875300002
ACH-000163,0.251689477758
ACH-000167,0.331101259109
ACH-000168,0.182879715702
ACH-000169,0.14038870948100002
ACH-000178,0.18630742193500002
ACH-000182,0.10068197837000001
ACH-000183,-0.00179213139257
ACH-000188,0.0548076591133
ACH-000189,0.127186181836
ACH-000190,-0.0664647273799
ACH-000198,0.0131626607433
ACH-000204,0.239630005442
ACH-000206,-0.0496475020679
ACH-000207,0.0498312196648
ACH-000211,0.20203196892900002
ACH-000215,0.165670227617
ACH-000221,0.07787981476700001
ACH-000222,0.09845055930739999
ACH-000223,0.0798787017871
ACH-000226,0.17681846606600002
ACH-000227,0.046199435992400006
ACH-000228,-0.0252042974359
ACH-000231,0.16459843182800002
ACH-000232,0.111452073464
ACH-000233,0.12383943082900001
ACH-000234,-0.064028770544
ACH-000235,0.0681164549361
ACH-000237,0.17846774118
ACH-000238,0.042833122837699994
ACH-000243,0.176382596488
ACH-000244,-0.050070211453300005
ACH-000246,0.181077539917
ACH-000248,0.0394972132475
ACH-000250,0.08404916171869999
ACH-000251,0.22259345375700001
ACH-000253,0.051927135882
ACH-000255,0.18422106559999998
ACH-000256,0.121676490729
ACH-000257,0.0162355146979
ACH-000258,0.249842876042
ACH-000259,0.09262575236510001
ACH-000260,0.179192391062
ACH-000261,0.0856275811741
ACH-000262,0.105141618143
ACH-000263,0.0681901462085
ACH-000264,0.0931966339783
ACH-000265,0.06896426558720001
ACH-000266,0.0977768663462
ACH-000272,0.181868440162
ACH-000273,-0.00523881204105
ACH-000274,0.272482393902
ACH-000277,0.183836836094
ACH-000278,0.240232921353
ACH-000279,0.0860881832265
ACH-000280,0.175137609738
ACH-000281,0.06527653592709999
ACH-000288,0.08346765259330001
ACH-000291,0.136370038932
ACH-000293,0.20929128269299999
ACH-000294,0.10321296648900001
ACH-000295,0.14140777697999998
ACH-000296,0.355543672721
ACH-000302,0.0424029031717
ACH-000304,0.38940958655599994
ACH-000307,0.0170440765095
ACH-000308,0.0262096066206
ACH-000310,0.0953860840562
ACH-000311,0.038175064440900006
ACH-000312,-0.013271679072100001
ACH-000315,-0.131595440094
ACH-000316,0.10993730951
ACH-000317,0.20011716242400002
ACH-000318,0.27141081928000005
ACH-000319,0.163317777097
ACH-000320,0.023919228933700003
ACH-000322,0.10308495763100001
ACH-000323,0.39315311980499995
ACH-000324,0.111733729948
ACH-000329,0.204465548405
ACH-000330,-0.0976077970294
ACH-000331,0.147075452724
ACH-000332,0.0354826352058
ACH-000334,0.380660840304
ACH-000335,0.18815225804299998
ACH-000336,0.22724756422200001
ACH-000337,0.14229277262099999
ACH-000339,0.202515512247
ACH-000341,0.387908235591
ACH-000348,0.13602790427300002
ACH-000350,0.387531531667
ACH-000352,0.148618851452
ACH-000356,0.18408833651700002
ACH-000361,0.0585038993931
ACH-000362,-0.129652468746
ACH-000363,0.245955998184
ACH-000364,-0.00130675455984
ACH-000365,0.083888926146
ACH-000366,0.147042104136
ACH-000368,0.186099994549
ACH-000374,-0.360051444353
ACH-000375,0.119538517707
ACH-000376,0.04401141785899999
ACH-000381,0.073498490794
ACH-000383,0.145604934855
ACH-000387,0.175007533162
ACH-000389,0.248429064851
ACH-000390,0.12064572251599999
ACH-000393,-0.0399422474819
ACH-000395,0.194163524844
ACH-000397,0.07785781132
ACH-000401,0.15152506691099998
ACH-000402,0.20884229831300002
ACH-000403,0.134227012498
ACH-000404,-0.0173467645572
ACH-000406,0.0620780594941
ACH-000407,0.281495020699
ACH-000408,0.0480819357472
ACH-000410,0.12686406164300001
ACH-000411,0.165137587372
ACH-000414,0.07792954476439999
ACH-000415,0.219650392551
ACH-000416,0.043127087350399995
ACH-000420,0.136027359937
ACH-000421,0.0918390348257
ACH-000424,0.110334778873
ACH-000425,0.20968504988400002
ACH-000426,0.132963061752
ACH-000427,0.242083193935
ACH-000433,0.135218393982
ACH-000436,0.0433170512475
ACH-000444,0.15304617818
ACH-000445,0.180408437232
ACH-000448,0.13877113054600002
ACH-000450,-0.00678142388725
ACH-000452,0.0961757802611
ACH-000454,-0.107182211024
ACH-000458,0.159541891562
ACH-000459,-0.0396718839547
ACH-000460,0.19250844115600002
ACH-000461,0.16353910026
ACH-000463,0.19029744164999998
ACH-000464,0.295261866754
ACH-000466,0.220414433635
ACH-000467,0.092550363995
ACH-000468,0.113535457306
ACH-000469,0.171471874754
ACH-000470,0.113047532234
ACH-000471,0.204033751366
ACH-000472,0.167410230938
ACH-000473,0.211682251047
ACH-000475,0.181003407275
ACH-000476,-0.0167683852168
ACH-000477,0.130457773665
ACH-000480,0.05584393765100001
ACH-000481,0.128457600832
ACH-000483,0.10862926480599999
ACH-000484,0.215941942821
ACH-000485,0.330580815932
ACH-000486,0.14673421488
ACH-000487,0.039567642120599995
ACH-000488,0.158281779491
ACH-000490,0.113699131395
ACH-000491,-0.29843828140399997
ACH-000495,0.30927987412700003
ACH-000496,-0.00422359317566
ACH-000499,0.00312751323907
ACH-000500,-0.253836890241
ACH-000502,0.179880985454
ACH-000503,0.251348309628
ACH-000505,0.0952659753517
ACH-000507,0.100683318129
ACH-000510,0.035684453288599996
ACH-000511,0.159397959422
ACH-000512,0.013461436301799998
ACH-000516,0.0832447884128
ACH-000517,0.152549776453
ACH-000518,0.0787684732696
ACH-000520,0.183183097515
ACH-000521,0.0190425270566
ACH-000522,0.166175168772
ACH-000524,0.153116913119
ACH-000527,0.161689684419
ACH-000528,0.16383236093800002
ACH-000537,0.110662127136
ACH-000541,0.192235546771
ACH-000542,0.125398759287
ACH-000544,0.00716940722741
ACH-000545,0.190949209349
ACH-000547,0.107001293723
ACH-000548,0.293707967202
ACH-000549,0.0659934044828
ACH-000550,0.0360007591093
ACH-000552,0.156332508477
ACH-000556,0.0923792383233
ACH-000557,0.226897986344
ACH-000570,0.167151988746
ACH-000571,0.00746832938895
ACH-000573,0.142246005362
ACH-000576,0.0682505733414
ACH-000580,0.0693941721628
ACH-000584,0.13609527237400001
ACH-000585,0.0634791322181
ACH-000588,0.173353474053
ACH-000589,-0.022611633144000002
ACH-000591,0.0185437694171
ACH-000593,0.10675768781199999
ACH-000600,0.12591654983
ACH-000601,0.15474524557299998
ACH-000604,-0.199720770596
ACH-000605,0.0138411932808
ACH-000606,0.0696671492258
ACH-000608,-0.0873222151086
ACH-000614,0.27645616508299997
ACH-000616,0.136056599907
ACH-000618,0.0843933284492
ACH-000619,0.0847353125859
ACH-000620,0.18146811598499998
ACH-000621,0.0539636184947
ACH-000622,0.403093398182
ACH-000623,0.149745695391
ACH-000624,0.158683868251
ACH-000627,0.300392750855
ACH-000630,0.157324513764
ACH-000632,0.332545124239
ACH-000633,0.163494162355
ACH-000637,0.0572661565498
ACH-000638,-0.024821195109099997
ACH-000646,0.250657651178
ACH-000647,0.0684814793343
ACH-000648,0.204002106041
ACH-000649,0.157498421936
ACH-000651,0.0495765160914
ACH-000652,-0.0772054946915
ACH-000653,0.241071546904
ACH-000657,0.0652320534794
ACH-000658,0.16926664134599997
ACH-000661,0.255692354786
ACH-000662,0.273014955095
ACH-000663,0.192709128549
ACH-000665,0.0481343683949
ACH-000671,0.13572929923399998
ACH-000673,0.154155023157
ACH-000676,0.143847684653
ACH-000677,0.0723208996002
ACH-000681,0.056419803315
ACH-000682,0.121411534474
ACH-000683,0.11211180034000001
ACH-000684,0.263112849415
ACH-000688,-0.0847145996581
ACH-000693,0.161266486752
ACH-000694,0.181649751754
ACH-000695,0.265807722985
ACH-000696,0.135439999004
ACH-000697,-0.103113141397
ACH-000699,0.19400265359700003
ACH-000701,0.167720852308
ACH-000706,0.0589745702063
ACH-000711,0.190997901659
ACH-000713,-0.0965267053599
ACH-000714,0.0149409335834
ACH-000718,0.0862835663864
ACH-000720,-0.0809611559561
ACH-000721,0.00600823924276
ACH-000724,0.18926534207600001
ACH-000725,0.35698166089
ACH-000732,0.07292257883810001
ACH-000734,0.06943568539389999
ACH-000735,0.0614966520824
ACH-000736,0.165824366168
ACH-000738,0.172807774706
ACH-000746,-0.0548429601038
