,CRIPT (9419)
ACH-000339,-0.334866805165
ACH-000341,-0.239172276322
ACH-000348,-0.258410822549
ACH-000350,-0.375419226051
ACH-000352,-0.274411644372
ACH-000356,-0.288535350777
ACH-000361,-0.36714458396399996
ACH-000362,-0.262898419997
ACH-000363,-0.34224472123099997
ACH-000364,-0.437986110954
ACH-000365,-0.360037743941
ACH-000366,-0.33847421656599996
ACH-000368,-0.49289189638400005
ACH-000374,-0.41093630171499995
ACH-000375,-0.231594187961
ACH-000376,-0.303779106095
ACH-000381,-0.397250992658
ACH-000383,-0.306444585245
ACH-000387,-0.391468711119
ACH-000389,-0.327075511021
ACH-000390,-0.634883151561
ACH-000393,-0.566118203426
ACH-000395,-0.394244222264
ACH-000397,-0.30916891265999996
ACH-000401,-0.402510113375
ACH-000402,-0.36325024925300003
ACH-000403,-0.46118702463399996
ACH-000404,-0.176346520725
ACH-000406,-0.257861893661
ACH-000407,-0.5714400121000001
ACH-000408,-0.44645650228100003
ACH-000410,-0.24442549841699998
ACH-000411,-0.881573135415
ACH-000414,-0.380834310506
ACH-000415,-0.562147411838
ACH-000416,-0.308300982155
ACH-000420,-0.18288501617199998
ACH-000421,-0.607919857967
ACH-000424,-0.42035463324
ACH-000425,-0.28925234025400004
ACH-000426,-0.31776746487199997
ACH-000427,-0.25788249602200003
ACH-000433,-0.457833794185
ACH-000436,-0.18181107091899998
ACH-000444,-0.709692343719
ACH-000445,-0.18336883100600002
ACH-000448,-0.23256306475299998
ACH-000450,-0.335805158876
ACH-000452,-0.29755068902
ACH-000454,-0.48673836286300004
ACH-000458,-0.537387338169
ACH-000459,-0.0315825453848
ACH-000460,-0.0680750937486
ACH-000461,-0.289040304158
ACH-000463,-0.47860896227399996
ACH-000464,-0.42706482436300003
ACH-000466,-0.108845451469
ACH-000467,-0.470267236186
ACH-000468,-0.57164914819
ACH-000469,-0.366649869746
ACH-000470,-0.273890945283
ACH-000471,-0.388243575392
ACH-000472,-0.40909442777099997
ACH-000473,-0.475849118275
ACH-000475,-0.151473647082
ACH-000476,-0.308855811305
ACH-000477,-0.31116213871
ACH-000480,-0.116816483507
ACH-000481,-0.46660103693800004
ACH-000483,-0.13384530779
ACH-000484,-0.621794705747
ACH-000485,-0.313488575844
ACH-000486,-0.5255369618110001
ACH-000487,-0.595303396281
ACH-000488,-0.563881011647
ACH-000490,-0.47633841699199997
ACH-000491,-0.359012619072
ACH-000495,-0.719593505521
ACH-000496,-0.383095112601
ACH-000499,-0.397560631623
ACH-000500,-0.562952135169
ACH-000502,-0.700392034806
ACH-000503,-0.5519904923800001
ACH-000505,-0.442559009486
ACH-000507,-0.396956932069
ACH-000510,-0.272328330826
ACH-000511,-0.327903891373
ACH-000512,-0.208841627244
ACH-000516,-0.292750062764
ACH-000517,-0.243092229975
ACH-000518,-0.325940178551
ACH-000520,-0.598574882011
ACH-000521,-0.16397033784
ACH-000522,-0.325729793142
ACH-000524,-0.280000500198
ACH-000527,-0.288783954
ACH-000528,-0.286772538116
ACH-000537,-0.161069626281
ACH-000541,-0.696448112694
ACH-000542,-0.636295876129
ACH-000544,-0.482680217174
ACH-000545,-0.438124463334
ACH-000547,-0.692460873157
ACH-000548,-0.473797449831
ACH-000549,-0.655562523763
ACH-000550,-0.18103975191399999
ACH-000552,-0.220434324417
ACH-000556,-0.668613306799
ACH-000557,-0.22471895094
ACH-000570,-0.37644218475100005
ACH-000571,-0.303838799512
ACH-000573,-0.349086543531
ACH-000576,-0.100258879617
ACH-000580,-0.204917018743
ACH-000584,-0.467229086853
ACH-000585,-0.654037266577
ACH-000588,-0.20066008363899998
ACH-000589,-0.328368240745
ACH-000591,-0.266512496882
ACH-000593,-0.38932102526900003
ACH-000600,-0.33516825914799997
ACH-000601,-0.317962351299
ACH-000604,-0.12401157247099999
ACH-000605,-0.219173339864
ACH-000606,-0.385618381356
ACH-000608,-0.16015243944
ACH-000614,-0.45801037031400005
ACH-000616,-0.288194155359
ACH-000618,-0.41635596519
ACH-000619,-0.38131533642899995
ACH-000620,-0.236845958205
ACH-000621,-0.319285137958
ACH-000622,-0.387192824278
ACH-000623,-0.431818329668
ACH-000624,-0.396513925167
ACH-000627,-0.409944491381
ACH-000630,-0.6967471391140001
ACH-000632,-0.22271822219700002
ACH-000633,-0.381307020441
ACH-000637,-0.08764149907749999
ACH-000638,-0.536907285537
ACH-000646,-0.540036251992
ACH-000647,-0.15479985012
ACH-000648,-0.414108405382
ACH-000649,-0.265591055048
ACH-000651,-0.48085737265199996
ACH-000652,-0.343717763007
ACH-000653,-0.156113937545
ACH-000657,-0.484147077774
ACH-000658,-0.138176503832
ACH-000661,-0.542083672906
ACH-000662,-0.643119551135
ACH-000663,-0.325237247963
ACH-000665,-0.497889438771
ACH-000671,-0.058904281680399996
ACH-000673,-0.395558214063
ACH-000676,-0.222313399825
ACH-000677,-0.259493064776
ACH-000681,-0.0462087009272
ACH-000682,-0.523032643083
ACH-000683,-0.158752311513
ACH-000684,-0.44532095952100004
ACH-000688,-0.284563752015
ACH-000693,-0.281534939699
ACH-000694,-0.307532504633
ACH-000695,-0.946500668436
ACH-000696,-0.47397331054700004
ACH-000697,-0.267188169398
ACH-000699,-0.545502760351
ACH-000701,-0.22176841190299998
ACH-000706,-0.305047434903
ACH-000711,-0.394369616255
ACH-000713,-0.303785958019
ACH-000714,-0.315582479126
ACH-000718,-0.327194722599
ACH-000720,-0.332736370511
ACH-000721,-0.41157409392800004
ACH-000724,-0.315013019357
ACH-000725,-0.45917808460799997
ACH-000732,-0.490018673568
ACH-000734,-0.189370264742
ACH-000735,-0.42000314033799996
ACH-000736,-0.199334051798
ACH-000738,-0.189390899264
ACH-000746,-0.415395070543
ACH-000747,-0.42662837513400004
ACH-000748,-0.22543257757
ACH-000753,-0.38669320474
ACH-000756,-0.311588415396
ACH-000757,-0.196585713608
ACH-000758,-0.055573181262600004
ACH-000760,-0.38415849434699995
ACH-000763,-0.284078774564
ACH-000764,-0.471979684186
ACH-000765,-0.243392401723
ACH-000766,-0.312055155249
ACH-000767,-0.336062878806
ACH-000768,-0.303435813299
ACH-000769,-0.46112801442
ACH-000770,-0.23213165769000002
ACH-000771,-0.675434512479
ACH-000773,-0.177167776961
ACH-000776,-0.602084043907
ACH-000777,-0.358609851557
ACH-000778,-0.512852502684
ACH-000781,-0.245027599535
ACH-000782,-0.159413974749
ACH-000783,-0.17947104957199997
ACH-000784,-0.314914359413
ACH-000785,-0.19491112394699997
ACH-000787,-0.378119103288
ACH-000788,-0.312863520646
ACH-000791,-0.29786471821
ACH-000792,-0.34890322157399994
ACH-000794,-0.482016467992
ACH-000796,-0.692219337361
ACH-000799,-0.444156275652
ACH-000800,-0.531121771386
ACH-000802,-0.371055429823
ACH-000804,-0.544346871307
ACH-000805,-0.18197451048500002
ACH-000809,-0.169030668468
ACH-000810,-0.198725262302
ACH-000811,-0.417416241793
ACH-000817,-0.357662114123
ACH-000819,-0.10942274253900001
ACH-000820,-0.6268935783089999
ACH-000821,0.06654434847690001
ACH-000822,-0.530124252777
ACH-000823,-0.282321686947
ACH-000824,-0.344466828907
ACH-000827,-0.488951235318
ACH-000829,-0.22140072071
ACH-000831,-0.44376359753300004
ACH-000832,-0.33592738553400003
ACH-000833,-0.19973361339
ACH-000834,-0.38142645498899996
ACH-000835,-0.18033899083299998
ACH-000836,-0.442928280409
ACH-000837,-0.376388864834
ACH-000838,-0.372405410615
ACH-000839,-0.532623275677
ACH-000840,-0.363506567826
ACH-000841,-0.168627441483
ACH-000843,-0.463072396356
ACH-000846,-0.191269900469
ACH-000847,-0.288084607101
ACH-000848,-0.39984560300599997
ACH-000849,-0.0596609234009
ACH-000851,-0.533634186821
ACH-000855,-0.510121832526
ACH-000856,-0.296440286911
ACH-000858,-0.292129819598
ACH-000859,-0.5731821474509999
ACH-000861,-0.307793644216
ACH-000862,-0.25776558331599997
ACH-000865,-0.38944382384000004
ACH-000866,-0.218680673905
ACH-000867,-0.43829192774
ACH-000869,-0.396168442805
ACH-000872,-0.16411574378399998
ACH-000873,-0.153738562368
ACH-000876,-0.45038646282300004
ACH-000878,-0.277149368317
ACH-000880,-0.39584247316
ACH-000881,-0.42947881225900003
ACH-000882,-0.24947512367400002
ACH-000884,-0.295495875029
ACH-000885,-0.22312645313299997
ACH-000887,-0.6653665721509999
ACH-000888,-0.23543487376699998
ACH-000889,-0.463127729917
ACH-000890,-0.0575049631018
ACH-000896,-0.17636037061299997
ACH-000898,-0.27078184736
ACH-000900,-0.48010086972599997
ACH-000901,-0.371227295192
ACH-000905,-0.38250655499499997
ACH-000906,-0.34715762246799997
ACH-000907,-0.39094991655199995
ACH-000910,-0.287361361447
ACH-000911,-0.329866126464
ACH-000912,-0.681102490341
ACH-000913,-0.159217183024
ACH-000915,-0.473250632648
ACH-000916,-0.514035990223
ACH-000917,-0.274728119027
ACH-000921,-0.497240584788
ACH-000924,-0.22585737103599998
ACH-000926,-0.440317631223
ACH-000928,-0.22844353116500002
ACH-000929,-0.549826408183
ACH-000932,-0.372724345395
ACH-000935,-0.46444323854599995
ACH-000936,-0.13679674636199998
ACH-000937,-0.239657662991
ACH-000938,-0.264675498605
ACH-000939,-0.389524621879
ACH-000941,-0.269686999905
ACH-000943,-0.17553479176
ACH-000946,-0.663258881145
ACH-000947,-0.233364509268
ACH-000948,-0.7872470500769999
ACH-000950,-0.32707679518599997
ACH-000953,-0.518320976045
ACH-000957,-0.609011435743
ACH-000958,-0.348747525366
ACH-000960,-0.259893850022
ACH-000963,-0.192061523378
ACH-000968,-0.23205531934700002
ACH-000969,-0.388371568535
ACH-000973,-0.352480201652
ACH-000974,-0.312521748474
ACH-000975,-0.574515190871
ACH-000976,-0.196867152333
ACH-000978,-0.0164067969822
ACH-000980,-0.110710512032
ACH-000984,-0.26711115462900004
ACH-000986,-0.521284115569
ACH-000988,-0.6475883647339999
ACH-000993,-0.10949477622300001
ACH-000994,-0.263500642723
ACH-000996,-0.22475235606
ACH-001001,-0.311390165641
ACH-001020,-0.6216716879199999
ACH-001028,-0.21333782365200002
ACH-001031,-0.131673470986
ACH-001038,-0.47672045652199996
ACH-001048,-0.42140880742700004
ACH-001050,-0.277792317447
ACH-001053,-0.0207100049773
ACH-001054,-0.19433787051600002
ACH-001061,-0.667356946445
ACH-001067,-0.36615092944
ACH-001075,-0.32727091774
ACH-001096,-0.102200870472
ACH-001128,-0.05533325119680001
ACH-001134,-0.774335526394
ACH-001151,-0.308454652997
ACH-001163,-0.476677805384
ACH-001164,-0.334636484279
ACH-001173,-0.202767893246
ACH-001183,-0.462815758057
ACH-001184,-0.27600527694000004
ACH-001190,-0.49464048671599997
ACH-001192,-0.18764534973400002
ACH-001193,-0.30738551154599997
ACH-001196,-0.40209917050099997
ACH-001197,-0.564826357093
ACH-001205,-0.23515842631099998
ACH-001211,-0.39707538890199995
ACH-001212,-0.436110571118
ACH-001228,-0.56551279105
ACH-001232,-0.390436979575
ACH-001239,-0.195923960141
ACH-001274,-0.4215239071
ACH-001275,-0.266608977832
ACH-001277,-0.253633796024
ACH-001278,-0.312985037428
ACH-001280,-0.41432614417900004
ACH-001283,-0.464346502146
ACH-001289,-0.705062309264
ACH-001295,-0.327000758976
ACH-001300,-0.266295094876
ACH-001301,-0.50509241365
ACH-001302,-0.27113964445
ACH-001303,-0.457907730092
ACH-001306,-0.375055465567
ACH-001318,-0.203124435922
ACH-001322,-0.479072387466
ACH-001328,-0.240076654376
ACH-001332,-0.431188165397
ACH-001333,-0.257532065473
ACH-001336,-0.45755480011999994
ACH-001340,-0.794297997223
ACH-001346,-0.73344054845
ACH-001353,-0.29863076107500003
ACH-001354,-0.186465142738
ACH-001367,-0.193245045817
ACH-001368,-0.193687724846
ACH-001374,-0.555990097091
ACH-001375,-0.337515662804
ACH-001377,-0.250664673039
ACH-001380,-0.187594640294
ACH-001391,-0.40347184103399997
ACH-001407,-0.46608875577299996
ACH-001408,-0.446699791366
ACH-001413,-0.637527849777
ACH-001430,-0.306050591453
ACH-001431,-0.228195621339
ACH-001450,-0.20342895947200001
ACH-001496,-0.336698990141
ACH-001500,-0.393565732273
ACH-001521,-0.270999668455
ACH-001523,-0.41035652151600005
ACH-001532,-0.28933486774399997
ACH-001536,-0.383812695113
ACH-001550,-0.34593094899300003
ACH-001552,-0.28199751449
ACH-001554,-0.607703010513
ACH-001645,-0.11618289851600001
ACH-001654,-0.182844410602
ACH-001715,-0.0346653567131
ACH-001735,-0.176628270861
ACH-001736,-0.220380401202
ACH-001737,-0.35151537516599995
ACH-001740,-0.283710091625
ACH-001745,-0.414929741149
ACH-001750,-0.393223892272
ACH-001765,-0.274096595284
ACH-001956,-0.505057758685
ACH-001957,-0.163620607464
