,IRF2BP1 (26145)
ACH-000004,-0.22062079088199998
ACH-000007,-0.221520078004
ACH-000009,0.0315972160296
ACH-000011,-0.0381896133833
ACH-000012,-0.15780464201400002
ACH-000013,-0.293317182542
ACH-000014,-0.136220899689
ACH-000015,-0.050321019354099994
ACH-000017,-0.0864569846385
ACH-000018,-0.188988387174
ACH-000019,-0.20192919007500001
ACH-000021,-0.139491989736
ACH-000022,-0.12154160915
ACH-000025,0.00951486835191
ACH-000028,-0.206210699363
ACH-000030,-0.330874211157
ACH-000035,-0.130354135332
ACH-000036,0.130935615149
ACH-000037,-0.0402355390969
ACH-000039,-0.265596513745
ACH-000040,-0.22661612416700003
ACH-000041,-0.198926611392
ACH-000042,0.046285453686
ACH-000045,-0.0305291509323
ACH-000047,-0.305073109564
ACH-000052,-0.00917256215406
ACH-000053,-0.465034000155
ACH-000054,-0.0709328416682
ACH-000055,-0.156923417073
ACH-000060,0.0673757992905
ACH-000067,0.045576003836
ACH-000070,-0.0731538113017
ACH-000075,-0.30098586233
ACH-000078,-0.042591584117199995
ACH-000082,-0.0915708330314
ACH-000085,-0.140090159006
ACH-000086,-0.165456531493
ACH-000087,0.00018429871038999997
ACH-000092,-0.0260433459792
ACH-000095,-0.08698721754139999
ACH-000097,0.0574795055888
ACH-000098,0.1773269187
ACH-000099,0.07471170970089999
ACH-000108,-0.197154027777
ACH-000113,0.0182381889337
ACH-000115,-0.07138606730889999
ACH-000116,-0.04768905574630001
ACH-000118,-0.0179155304325
ACH-000120,0.026186294257200003
ACH-000123,-0.17210479836
ACH-000127,-0.08681928862680001
ACH-000128,0.033442917496
ACH-000132,-0.152255773135
ACH-000133,-0.237630018624
ACH-000137,-0.285574751877
ACH-000138,-0.17254868682
ACH-000142,-0.192201946585
ACH-000143,0.10694626272600001
ACH-000146,-0.215275885656
ACH-000148,0.0560250962278
ACH-000150,-0.301284036067
ACH-000152,-0.095953539877
ACH-000153,-0.020711702378599997
ACH-000159,-0.0655476633705
ACH-000160,-0.19634646077100001
ACH-000163,-0.0428506527054
ACH-000167,-0.21185655346
ACH-000168,-0.374386235676
ACH-000169,-0.0861663215092
ACH-000178,-0.11439384668
ACH-000182,-0.114240129668
ACH-000183,0.09673964395239999
ACH-000188,-0.248049090255
ACH-000189,-0.511236677011
ACH-000190,-0.19353576255600002
ACH-000198,-0.48883040135300004
ACH-000204,0.018025805135400003
ACH-000206,-0.26532033177299996
ACH-000207,-0.391708574315
ACH-000211,-0.150172278847
ACH-000215,-0.297955301763
ACH-000221,-0.0656871235232
ACH-000222,-0.39539137989600004
ACH-000223,-0.09550655592849999
ACH-000226,-0.0953929388655
ACH-000227,0.033527839991
ACH-000228,-0.275427692768
ACH-000231,-0.17861717917599998
ACH-000232,0.10855590892799999
ACH-000233,-0.015377581861799999
ACH-000234,-0.269188093858
ACH-000235,-0.07844738053719999
ACH-000237,-0.326240807948
ACH-000238,-0.140473088638
ACH-000243,0.018963139229400003
ACH-000244,-0.156532206149
ACH-000246,-0.0542861542282
ACH-000248,-0.012939926799299999
ACH-000250,-0.155177094361
ACH-000251,-0.335140865151
ACH-000253,-0.16076253772500002
ACH-000255,-0.13651919384400002
ACH-000256,-0.327262688167
ACH-000257,-0.159170177578
ACH-000258,0.279143052025
ACH-000259,-0.108072147772
ACH-000260,-0.219147980115
ACH-000261,-0.174432589082
ACH-000262,0.0486578743321
ACH-000263,-0.14552747480999997
ACH-000264,-0.226060226154
ACH-000265,-0.0809016225845
ACH-000266,-0.251808778561
ACH-000272,-0.0184227312011
ACH-000273,-0.396387376446
ACH-000274,-0.16146088182499999
ACH-000277,-0.216920996756
ACH-000278,-0.252300832099
ACH-000279,-0.015866627698600002
ACH-000280,-0.0336544869856
ACH-000281,-0.023011199575799998
ACH-000288,-0.030490232829700002
ACH-000291,0.072309225028
ACH-000293,-0.061129187944099994
ACH-000294,-0.455208517134
ACH-000295,0.0137935600622
ACH-000296,-0.25848134036
