,MUS81 (80198)
ACH-000004,-0.202550124203
ACH-000007,-0.35249172228200004
ACH-000009,-0.19610917900699998
ACH-000011,-0.279920307592
ACH-000012,-0.512934183763
ACH-000013,-0.25263363418900003
ACH-000014,-0.269018236267
ACH-000015,-0.19328727914299998
ACH-000017,-0.323855855093
ACH-000018,-0.229080548253
ACH-000019,-0.26157022806999997
ACH-000021,-0.348814250839
ACH-000022,-0.353589515055
ACH-000025,-0.281795867624
ACH-000028,-0.609560985389
ACH-000030,-0.277661212053
ACH-000035,-0.34985769722800003
ACH-000036,-0.5976359799100001
ACH-000037,-0.48940789251500005
ACH-000039,-0.705649540348
ACH-000040,-0.36209568527900005
ACH-000041,-0.36241528348700003
ACH-000042,-0.40014261212499996
ACH-000045,-0.657214061181
ACH-000047,-0.428601638894
ACH-000052,-0.0706779413484
ACH-000053,-0.853057914404
ACH-000054,-0.31586806461399997
ACH-000055,-0.215061293675
ACH-000060,-0.21200024995900002
ACH-000067,-0.510992900064
ACH-000070,-0.392428913094
ACH-000075,-0.597342260046
ACH-000078,-0.45915799926600004
ACH-000082,-0.57735922515
ACH-000085,-0.333216198611
ACH-000086,-0.666184088085
ACH-000087,-0.315931093658
ACH-000092,-0.283243634729
ACH-000095,-0.198320837769
ACH-000097,-0.41336719560999996
ACH-000098,-0.291183617572
ACH-000099,-0.411209919278
ACH-000108,-0.43467768340499996
ACH-000113,-0.640426761932
ACH-000115,-0.412885410783
ACH-000116,-0.538952758128
ACH-000118,-0.5905858745570001
ACH-000120,-0.527846441196
ACH-000123,-0.33894625108099996
ACH-000127,-0.144942341209
ACH-000128,-0.12149977417300001
ACH-000132,-0.44568411026199994
ACH-000133,-0.306492413592
ACH-000137,-0.475135995066
ACH-000138,-0.548523582483
ACH-000142,-0.268156478106
ACH-000143,-0.11099183420999999
ACH-000146,-0.295037756161
ACH-000148,-0.355770049882
ACH-000150,-0.590416857461
ACH-000152,-0.331821029472
ACH-000153,-0.6766175766600001
ACH-000159,-0.291560868812
ACH-000160,-0.389456767763
ACH-000163,-0.659569597144
ACH-000167,-0.255789338013
ACH-000168,-0.602555225417
ACH-000169,-0.276764975872
ACH-000178,-0.576628983697
ACH-000182,-0.239998766167
ACH-000183,-0.35176009636100003
ACH-000188,-0.460982562039
ACH-000189,-0.569024407027
ACH-000190,-0.480712980154
ACH-000198,-0.593461497243
ACH-000204,-0.467392639946
ACH-000206,-0.321411433614
ACH-000207,-0.549140170269
ACH-000211,-0.34609655763
ACH-000215,-0.42816591532799997
ACH-000221,-0.250325410019
ACH-000222,-0.302781963762
ACH-000223,-0.559868222696
ACH-000226,-0.415359835168
ACH-000227,-0.132036351793
ACH-000228,-0.731684590906
ACH-000231,-0.335289186781
ACH-000232,-0.34607807172
ACH-000233,-0.453381109517
ACH-000234,-0.111001678774
ACH-000235,-0.333971401489
ACH-000237,-0.40257501480499996
ACH-000238,-0.412044891329
ACH-000243,-0.345689866366
ACH-000244,-0.39117666906099996
ACH-000246,-0.451691552135
ACH-000248,-0.270224536944
ACH-000250,-0.266574332861
ACH-000251,-0.490706319327
ACH-000253,-0.261728245365
ACH-000255,-0.480210835225
ACH-000256,-0.448563168242
ACH-000257,-0.516091815773
ACH-000258,-0.202202709389
ACH-000259,-0.41615363094400004
ACH-000260,-0.316212938833
ACH-000261,-0.42995740319
ACH-000262,-0.507100556453
ACH-000263,-0.018928765589
ACH-000264,-0.355497695371
ACH-000265,-0.396507754479
ACH-000266,-0.477451726957
ACH-000272,-0.261090175094
ACH-000273,-0.353118465732
ACH-000274,-0.21517914171900002
ACH-000277,-0.530474163208
ACH-000278,-0.30916863563
ACH-000279,-0.326929666442
ACH-000280,-1.1117047920899998
ACH-000281,-0.173890934732
ACH-000288,-0.419617382905
ACH-000291,-0.139753845397
ACH-000293,-0.0769098096484
ACH-000294,-0.34215156701800004
ACH-000295,-0.51003925772
ACH-000296,-0.317915234557
ACH-000302,-0.137914994317
ACH-000304,-0.527158984933
ACH-000307,-0.495690411612
ACH-000308,-0.43437651665
ACH-000310,-0.260048586532
ACH-000311,-0.656316343909
ACH-000312,-0.44562084143200004
ACH-000315,-0.819330819439
ACH-000316,-0.33113533514000004
ACH-000317,-0.490859513885
ACH-000318,-0.575016233708
ACH-000319,-0.31191492954
ACH-000320,-0.326852408954
ACH-000322,-0.27398797068
ACH-000323,-0.521884112186
ACH-000324,-0.432366239265
ACH-000329,-0.306123711843
ACH-000330,-0.8599598048459999
ACH-000331,-0.260849368222
ACH-000332,-0.517182673507
ACH-000334,-0.7348414597759999
ACH-000335,-0.405068920005
ACH-000336,-0.18800537940900003
ACH-000337,-0.39565855965400004
ACH-000339,-0.371727161788
ACH-000341,-0.169864928089
ACH-000348,-0.259327483019
ACH-000350,-0.518155338428
ACH-000352,-0.49817507971299996
ACH-000356,-0.483561123657
ACH-000361,-0.716420717574
ACH-000362,-0.36691919163000003
ACH-000363,-0.303283723239
ACH-000364,-0.347443539802
ACH-000365,-0.399032735339
ACH-000366,-0.37355734710199995
ACH-000368,-0.40446196998499995
ACH-000374,-0.6950196700650001
ACH-000375,-0.707500088997
ACH-000376,-0.3984458745
ACH-000381,-0.410338102047
ACH-000383,-0.312440589414
ACH-000387,-0.205238748831
ACH-000389,-0.35547119765600005
ACH-000390,-0.204482843349
ACH-000393,-0.153926850097
ACH-000395,-0.283429069517
ACH-000397,-0.30137527253400004
ACH-000401,-0.48943225318000005
ACH-000402,-0.396207735656
ACH-000403,-0.310613043068
ACH-000404,-0.385226035881
ACH-000406,-0.379174698349
ACH-000407,-0.324240154588
ACH-000408,-0.33311229972399997
ACH-000410,-0.36337669191
ACH-000411,-0.568402516593
ACH-000414,-0.15284796201099998
ACH-000415,-0.297660310961
ACH-000416,-0.250050212725
ACH-000420,-0.282355785667
ACH-000421,-0.258439527189
ACH-000424,-0.52588756221
ACH-000425,-0.330343306307
ACH-000426,-0.325542010792
ACH-000427,-0.38681818356200004
ACH-000433,-0.619029324503
ACH-000436,-0.251172021027
ACH-000444,-0.346586265914
ACH-000445,-0.27831059255999996
ACH-000448,-0.41150962912699995
ACH-000450,-0.5099749800010001
ACH-000452,-0.34287659721600006
ACH-000454,-0.211227621727
ACH-000458,-0.46186613774499996
ACH-000459,-0.598879635029
ACH-000460,-0.35373453468099997
ACH-000461,-0.364293532313
ACH-000463,-0.37558070125200005
ACH-000464,-0.443944243455
ACH-000466,-0.374298881894
ACH-000467,-0.177281400777
ACH-000468,-0.602930379468
ACH-000469,-0.39576082386100003
ACH-000470,-0.37266992652099995
ACH-000471,-0.288763588317
ACH-000472,-0.316464566357
ACH-000473,-0.320774832086
ACH-000475,-0.24587749538000003
ACH-000476,-0.282422946627
ACH-000477,-1.24658461327
ACH-000480,-0.497233430619
ACH-000481,-0.269081720773
ACH-000483,-0.381471229306
ACH-000484,-0.21942336264600001
ACH-000485,-0.442884722545
ACH-000486,-0.44695875436000004
ACH-000487,-0.329123898418
ACH-000488,-0.31656982667
ACH-000490,-0.364274152387
ACH-000491,-0.263820002512
ACH-000495,-0.56692311277
ACH-000496,-0.508365641578
ACH-000499,-0.393011202117
ACH-000500,-0.0137707089839
ACH-000502,-0.330300483822
ACH-000503,-0.9276104172740001
ACH-000505,-0.20861673728100003
ACH-000507,-0.586947909821
ACH-000510,-0.23700996657200002
ACH-000511,-0.55014874884
ACH-000512,-0.0608902549676
ACH-000516,-0.219354382165
ACH-000517,-0.39070865676399996
ACH-000518,-0.112129652265
ACH-000520,-0.546000158125
ACH-000521,-0.13115395479699998
ACH-000522,-0.295210387854
ACH-000524,-0.261443769117
ACH-000527,-0.486556593802
ACH-000528,-0.308827124187
ACH-000537,-0.458878483455
ACH-000541,-0.203279047542
ACH-000542,-0.34572823809000003
ACH-000544,-0.460871852043
ACH-000545,-0.287471879506
ACH-000547,-0.600601817421
ACH-000548,-0.26139188555799997
ACH-000549,-0.294008298169
ACH-000550,-0.112467608993
ACH-000552,-0.368487705813
ACH-000556,-0.271462445042
ACH-000557,-0.36918684266999996
ACH-000570,-0.346880405727
ACH-000571,-0.37491863690800004
ACH-000573,-0.226821857986
ACH-000576,-0.286465194983
ACH-000580,-0.371233587668
ACH-000584,-0.38558034092200005
ACH-000585,-0.500746655972
ACH-000588,-0.49322992901100005
ACH-000589,-0.413831050718
ACH-000591,-0.343444833637
ACH-000593,-0.245634963057
ACH-000600,-0.5592763839630001
ACH-000601,-0.39823315458400005
ACH-000604,-0.527788008063
ACH-000605,-0.344688202588
ACH-000606,-0.39876344452699997
ACH-000608,-0.34822443733499997
ACH-000614,-0.7459593423440001
ACH-000616,-0.199491554538
ACH-000618,-0.48301809834799997
ACH-000619,-0.6936719295489999
ACH-000620,-0.318029381142
ACH-000621,-0.378297218614
ACH-000622,-0.165720007108
ACH-000623,-0.370778024751
ACH-000624,-1.0533128607100002
ACH-000627,-0.33398309961899997
ACH-000630,-0.478419487297
ACH-000632,-0.284537873005
ACH-000633,-0.27252723817200003
ACH-000637,-0.524028612782
ACH-000638,-0.586181337235
ACH-000646,-0.25753102037799996
ACH-000647,-0.290287744678
ACH-000648,-0.218435445575
ACH-000649,-0.29135795025600003
ACH-000651,-0.27334807858300003
ACH-000652,-0.336577343083
ACH-000653,-0.420569390543
ACH-000657,-0.409880454558
ACH-000658,-0.313543927033
ACH-000661,-0.6586249661029999
ACH-000662,-0.110942321226
ACH-000663,-0.50576433644
ACH-000665,-0.379121163231
ACH-000671,-0.379173441797
ACH-000673,-0.271481127416
ACH-000676,-0.365042482341
ACH-000677,-0.207412435267
ACH-000681,-0.34785021418799994
ACH-000682,-0.29018338023400003
ACH-000683,-0.379193193305
ACH-000684,-0.27057259999
ACH-000688,-0.170876508179
ACH-000693,-0.794870011814
ACH-000694,-0.362996055306
ACH-000695,-0.493691354711
ACH-000696,-0.372534221191
ACH-000697,-0.11755540599400001
ACH-000699,-0.375045173367
ACH-000701,-0.5716423534749999
ACH-000706,-0.283844122343
ACH-000711,-0.303358013119
ACH-000713,-0.520343462763
ACH-000714,-0.604293702831
ACH-000718,-0.603662998778
ACH-000720,-0.45150463267499996
ACH-000721,-0.28094096520399997
ACH-000724,-0.143642900439
ACH-000725,-0.41552569908
ACH-000732,-0.49105922712
ACH-000734,-0.6805950386849999
ACH-000735,-0.412703106659
ACH-000736,-0.187790134642
ACH-000738,-0.40320213194300003
ACH-000746,-0.13537188028799998
ACH-000747,-0.423490758083
ACH-000748,-0.728118906594
ACH-000753,-0.269271512014
ACH-000756,-0.628198549459
ACH-000757,-0.320085044298
ACH-000758,-0.519821209998
ACH-000760,-0.283577826399
ACH-000763,-0.14627440364299998
ACH-000764,-0.333191463665
ACH-000765,-0.885137671981
ACH-000766,-0.387859249428
ACH-000767,-0.351580168732
ACH-000768,-0.405848529459
ACH-000769,-0.29972236504099997
ACH-000770,-0.446259020783
ACH-000771,-0.124556210667
ACH-000773,-0.450085993791
ACH-000776,-0.466749956721
ACH-000777,-0.365200948874
ACH-000778,-0.6134854780100001
ACH-000781,-0.348797805873
ACH-000782,-0.461576550146
