,CYGB (114757)
ACH-000004,-0.00223154048775
ACH-000007,0.20571675124299998
ACH-000009,-0.0775895005848
ACH-000011,-0.26160061330400003
ACH-000012,-0.048194135803800005
ACH-000013,-0.0394464505334
ACH-000014,-0.00439912023712
ACH-000015,0.07612783381539999
ACH-000017,-0.11204127633
ACH-000018,-0.028129596902400005
ACH-000019,-0.19305933368099998
ACH-000021,-0.0643533464608
ACH-000022,-4.2896414787000005e-05
ACH-000025,-0.0448230554863
ACH-000028,-0.114309796788
ACH-000030,0.0464432860443
ACH-000035,-0.22075806076699997
ACH-000036,-0.0265647169955
ACH-000037,-0.230290511582
ACH-000039,0.19406928766800002
ACH-000040,-0.208877110755
ACH-000041,-0.155889826308
ACH-000042,-0.244780223153
ACH-000045,-0.171279846013
ACH-000047,-0.187153443983
ACH-000052,0.0658774646899
ACH-000053,0.011310751717799999
ACH-000054,0.031702297373900006
ACH-000055,0.0626132707319
ACH-000060,-0.26786251517299997
ACH-000067,-0.140339026529
ACH-000070,-0.159805454945
ACH-000075,-0.112058658253
ACH-000078,0.132373443191
ACH-000082,-0.061253089374199994
ACH-000085,-0.20548311246
ACH-000086,-0.143204237057
ACH-000087,-0.0949740049966
ACH-000092,0.0814146471374
ACH-000095,-0.10223832924000001
ACH-000097,-0.0553675060378
ACH-000098,-0.09058146148610001
ACH-000099,-0.0974590017783
ACH-000108,-0.118533930703
ACH-000113,-0.127685932257
ACH-000115,-0.292886923513
ACH-000116,-0.29889929821899996
ACH-000118,-0.0687136639854
ACH-000120,-0.463543481836
ACH-000123,0.0354757361465
ACH-000127,-0.34264165071999997
ACH-000128,0.06337205941440001
ACH-000132,0.0132946066986
ACH-000133,-0.0630797484761
ACH-000137,-0.515017772583
ACH-000138,-0.0379977933034
ACH-000142,-0.218153733614
ACH-000143,-0.165161192737
ACH-000146,-0.044239521639900005
ACH-000148,-0.121793587588
ACH-000150,-0.171041014143
ACH-000152,-0.28835574286
ACH-000153,-0.150098026519
ACH-000159,-0.0955034025069
ACH-000160,-0.158675305956
ACH-000163,-0.0551062607184
ACH-000167,0.102684849597
ACH-000168,-0.497947478966
ACH-000169,-0.17853328412799999
ACH-000178,-0.0236147839873
ACH-000182,-0.245053347857
ACH-000183,-0.12395523869899999
ACH-000188,-0.0637915206293
ACH-000189,-0.40746954446999994
ACH-000190,-0.36006675739
ACH-000198,-0.306700793271
ACH-000204,0.013050718767899998
ACH-000206,-0.0624554399467
ACH-000207,0.054437667085100006
ACH-000211,-0.230821947709
ACH-000215,-0.106471423808
ACH-000221,0.0181995534366
ACH-000222,-0.08696351893339999
ACH-000223,-0.159231162769
ACH-000226,-0.165091218949
ACH-000227,-0.170482493354
ACH-000228,-0.259061014526
ACH-000231,-0.218517717979
ACH-000232,0.0401167356197
ACH-000233,-0.00378955711623
ACH-000234,-0.12171610598400001
ACH-000235,-0.205704613033
ACH-000237,-0.0224479176636
ACH-000238,-0.18893147693100001
ACH-000243,-0.026288329431
ACH-000244,-0.376994664741
ACH-000246,-0.186308368688
ACH-000248,-0.360687885898
ACH-000250,-0.18848843806600002
ACH-000251,-0.345655631472
ACH-000253,-0.303229867566
ACH-000255,-0.0956136571587
ACH-000256,-0.193777854713
ACH-000257,-0.266487820305
ACH-000258,-0.000648287176719
ACH-000259,-0.188714902742
ACH-000260,-0.08688860694560001
ACH-000261,-0.185466469351
ACH-000262,-0.22251431888599998
ACH-000263,-0.0353762029855
ACH-000264,-0.247484391308
ACH-000265,0.09814680324960001
ACH-000266,-0.0923736765197
ACH-000272,-0.0137312897383
ACH-000273,-0.121599662469
ACH-000274,-0.176535634412
ACH-000277,-0.238375209377
ACH-000278,0.19591443793699997
ACH-000279,-0.111753925605
ACH-000280,-0.117338342518
ACH-000281,-0.0327731616049
ACH-000288,-0.15899361446799998
ACH-000291,-0.182640773635
ACH-000293,-0.19991507300500003
ACH-000294,-0.033209970288
ACH-000295,-0.11114957705999999
ACH-000296,0.0234373330228
ACH-000302,-0.164415708528
ACH-000304,-0.249562763643
ACH-000307,-0.174627017402
ACH-000308,-0.0642533290257
ACH-000310,-0.0682066891238
ACH-000311,0.0373006558352
ACH-000312,-0.0855748521413
ACH-000315,-0.10044816409
ACH-000316,-0.0592243408261
ACH-000317,0.12522229215999997
ACH-000318,-0.0190955553493
ACH-000319,-0.177340679128
ACH-000320,-0.0166104069719
ACH-000322,-0.17748223706500002
ACH-000323,-0.179711190523
ACH-000324,-0.08733406652259999
ACH-000329,-0.13686286529
ACH-000330,-0.207343739331
ACH-000331,-0.0931696384068
ACH-000332,-0.05750931089650001
ACH-000334,0.0831928743028
ACH-000335,0.12614986283
ACH-000336,-0.313722226293
ACH-000337,-0.234111184914
ACH-000339,0.0064279856201100005
ACH-000341,-0.274238925865
ACH-000348,-0.0656897328668
ACH-000350,-0.21769850144699998
ACH-000352,-0.131266234194
ACH-000356,-0.307045469582
ACH-000361,-0.14160975338600001
ACH-000362,-0.0383230326736
ACH-000363,-0.223127311996
ACH-000364,-0.0659910016115
ACH-000365,-0.12424322760600001
ACH-000366,-0.161060708217
ACH-000368,0.0207517130217
ACH-000374,-0.051322289625599996
ACH-000375,-0.21388134956399998
ACH-000376,-0.0030386169709699998
ACH-000381,-0.173526828904
ACH-000383,-0.105286225328
ACH-000387,-0.0174990543478
ACH-000389,-0.310422879755
ACH-000390,0.0696500155557
ACH-000393,-0.167430337282
ACH-000395,-0.184035598769
ACH-000397,-0.11331936019500001
ACH-000401,-0.175112403334
ACH-000402,-0.420435435992
ACH-000403,-0.13303402729
ACH-000404,-0.198164604045
ACH-000406,0.024659437993900003
ACH-000407,-0.0167211217498
ACH-000408,0.19672540256499998
ACH-000410,-0.0821249332163
