,SIPA1 (6494)
ACH-000004,-0.101168532857
ACH-000007,-0.593111396631
ACH-000009,-0.035654834916500004
ACH-000011,-0.25644078390299996
ACH-000012,-0.340406800088
ACH-000013,-0.370989160845
ACH-000014,0.241067293793
ACH-000015,-0.114820778379
ACH-000017,-0.09213162421690001
ACH-000018,-0.35787922914399994
ACH-000019,-0.200566519849
ACH-000021,-0.242725651689
ACH-000022,-0.17642615264800002
ACH-000025,0.177392948197
ACH-000028,-0.381696871108
ACH-000030,-0.24805913275699998
ACH-000035,-0.017571891328900004
ACH-000036,-0.269079033382
ACH-000037,-0.520272720762
ACH-000039,-0.34865178622500004
ACH-000040,-0.08316311774839999
ACH-000041,-0.0869600629085
ACH-000042,-0.31323103223000004
ACH-000045,-0.436284642197
ACH-000047,-0.0432541869446
ACH-000052,-0.025198948645099997
ACH-000053,-0.318949380182
ACH-000054,-0.216718082832
ACH-000055,-0.36533999760200003
ACH-000060,-0.12444306431600001
ACH-000067,0.10922124137700001
ACH-000070,-0.130405143079
ACH-000075,-0.265325599529
ACH-000078,-0.34744858768700004
ACH-000082,-0.16334900906199998
ACH-000085,-0.341298362975
ACH-000086,-0.372501021774
ACH-000087,-0.12318836703199999
ACH-000092,-0.18628872329799998
ACH-000095,-0.123077628567
ACH-000097,-0.0920209151392
ACH-000098,-0.252023284551
ACH-000099,-0.0535069595412
ACH-000108,-0.35930435026
ACH-000113,-0.25401209161
ACH-000115,-0.517191540374
ACH-000116,-0.25774879397
ACH-000118,-0.45567767579499996
ACH-000120,-0.21070887659200002
ACH-000123,-0.206342125499
ACH-000127,-0.110680929307
ACH-000128,-0.195357153573
ACH-000132,-0.26723270744800004
ACH-000133,-0.214126287935
ACH-000137,-0.381866583143
ACH-000138,-0.416864398922
ACH-000142,-0.48078304470399996
ACH-000143,-0.31563660093199997
ACH-000146,-0.283999246461
ACH-000148,-0.0315736162145
ACH-000150,-0.34544250641199997
ACH-000152,-0.154148010146
ACH-000153,-0.587125845447
ACH-000159,-0.0684201749004
ACH-000160,-0.269675540405
ACH-000163,-0.277978514091
ACH-000167,-0.0412426384164
ACH-000168,0.015538484298399999
ACH-000169,-0.161792732617
ACH-000178,-0.242233076757
ACH-000182,-0.0676942406444
ACH-000183,-0.311097729412
ACH-000188,-0.511002652866
ACH-000189,-0.07712119979860001
ACH-000190,-0.156405022675
ACH-000198,-0.08812487211089999
ACH-000204,0.14019100791300002
ACH-000206,0.0697955402702
ACH-000207,-0.806198045433
ACH-000211,-0.379232294841
ACH-000215,-0.140693865607
ACH-000221,-0.126576831299
ACH-000222,-0.455189839692
ACH-000223,-0.103886047336
ACH-000226,-0.312380236321
ACH-000227,-0.131528568764
ACH-000228,-0.264567677543
ACH-000231,-0.17240899674199997
ACH-000232,-0.0462235422245
ACH-000233,-0.0636983459973
ACH-000234,-0.190281605636
ACH-000235,-0.225708751618
ACH-000237,-0.227753940156
ACH-000238,-0.30978085691999996
ACH-000243,-0.190361195708
ACH-000244,-0.07139747575989999
ACH-000246,-0.13428304586
ACH-000248,-0.24263696697099998
ACH-000250,-0.178241889537
ACH-000251,-0.269753859004
ACH-000253,-0.34637907611900004
ACH-000255,-0.28925524042
ACH-000256,-0.123252526529
ACH-000257,0.062249273089999994
ACH-000258,0.0138836029685
ACH-000259,-0.302720365102
ACH-000260,-0.201168858373
ACH-000261,-0.312824198371
ACH-000262,-0.375734812227
ACH-000263,-0.275212149447
ACH-000264,-0.17704459965
ACH-000265,-0.207495547115
ACH-000266,-0.289868684825
ACH-000272,-0.170192652072
ACH-000273,-0.23685872212099998
ACH-000274,0.0253751136453
ACH-000277,-0.263561434633
ACH-000278,-0.05838059880890001
ACH-000279,-0.21351808699000002
ACH-000280,-0.32798353650600004
ACH-000281,-0.45750770708000005
ACH-000288,-0.354160792824
ACH-000291,-0.226389037995
ACH-000293,-0.301554811516
ACH-000294,-0.153337635174
ACH-000295,-0.351123113342
ACH-000296,0.0324339716722
ACH-000302,-0.20695380279699999
ACH-000304,-0.0219962801334
ACH-000307,-0.158397950989
ACH-000308,-0.46574279916699995
ACH-000310,-0.22080540119300002
ACH-000311,-0.24382911426800002
ACH-000312,-0.31079054196999994
ACH-000315,-0.0670362111486
ACH-000316,-0.237423090165
ACH-000317,-0.433274817501
ACH-000318,-0.484804187316
ACH-000319,-0.276950074554
ACH-000320,-0.265851451802
ACH-000322,-0.21409869451400002
ACH-000323,-0.129391393624
ACH-000324,-0.191313400015
ACH-000329,-0.016782841893
ACH-000330,-0.186823460482
ACH-000331,0.023305531477999998
ACH-000332,-0.364664581479
ACH-000334,0.0367897090828
ACH-000335,-0.5090950165529999
ACH-000336,-0.136910935312
ACH-000337,-0.523560150261
ACH-000339,-0.19156285368200002
ACH-000341,-0.15912900271400002
ACH-000348,0.126158573638
ACH-000350,-0.129475653381
ACH-000352,-0.248276445416
ACH-000356,-0.629836772425
ACH-000361,-0.481719138195
ACH-000362,-0.326015517326
ACH-000363,-0.156059987544
ACH-000364,-0.354989920279
ACH-000365,-0.22078943591400002
ACH-000366,-0.464171069423
ACH-000368,-0.143727943104
ACH-000374,-0.522262123867
ACH-000375,-0.221761143122
ACH-000376,-0.30861575346000003
ACH-000381,-0.233862672236
ACH-000383,-0.288748462842
ACH-000387,0.015189388258799999
ACH-000389,-0.0485976040158
ACH-000390,-0.39127174588799996
ACH-000393,-0.286696029593
ACH-000395,-0.34770925192900004
ACH-000397,-0.0549582237796
ACH-000401,-0.307395303466
ACH-000402,-0.434411493182
ACH-000403,-0.219684215858
ACH-000404,0.129308644163
ACH-000406,-0.291932709032
ACH-000407,-0.126046666413
ACH-000408,-0.555993756154
ACH-000410,-0.035915985779699997
ACH-000411,-0.127419266745
ACH-000414,-0.287577439449
ACH-000415,-0.668249276493
ACH-000416,-0.0104583783406
ACH-000420,-0.203120769305
ACH-000421,-0.17374216426800002
ACH-000424,-0.26243352669
ACH-000425,-0.158273638393
ACH-000426,0.0580283885453
ACH-000427,0.0425683750761
ACH-000433,-0.431425880998
ACH-000436,-0.204077384251
ACH-000444,-0.18468130243500003
ACH-000445,-0.00289738770106
ACH-000448,-0.218803186768
ACH-000450,0.17298111013599998
ACH-000452,-0.20969161429900002
ACH-000454,-0.201431430376
ACH-000458,-0.49191706052699996
ACH-000459,0.169861670332
ACH-000460,-0.365072620205
ACH-000461,-0.519113094147
ACH-000463,-0.181011801514
ACH-000464,-0.12055930634600001
ACH-000466,-0.846924313727
ACH-000467,-0.304233564478
ACH-000468,-0.329441170115
ACH-000469,-0.189625874353
ACH-000470,-0.054034749687099995
