,HRASLS (57110)
ACH-000004,-0.0814321320762
ACH-000007,-0.20962256712299998
ACH-000009,0.0500650023258
ACH-000011,-0.0382580080511
ACH-000012,0.113397369592
ACH-000013,0.0429468649945
ACH-000014,-0.18338974002300001
ACH-000015,-0.008548898315299999
ACH-000017,-0.280283104479
ACH-000018,-0.0797485925433
ACH-000019,0.0586723055242
ACH-000021,0.06337426531109999
ACH-000022,0.0711862373274
ACH-000025,-0.036892200225999996
ACH-000028,-0.0231138769135
ACH-000030,0.0050471069873
ACH-000035,0.11856939069700001
ACH-000036,-0.0211929361374
ACH-000037,0.203470178926
ACH-000039,-0.128770938955
ACH-000040,-0.029583569969000002
ACH-000041,0.057871301302500004
ACH-000042,-0.103414970702
ACH-000045,-0.0964343903696
ACH-000047,0.0704728558276
ACH-000052,-0.100413662797
ACH-000053,0.0758902357455
ACH-000054,-0.247473926675
ACH-000055,0.24770684001999996
ACH-000060,-0.23116204755699998
ACH-000067,0.101679389615
ACH-000070,-0.23134301274799998
ACH-000075,-0.0171899394101
ACH-000078,0.012760171988600001
ACH-000082,0.0971141393555
ACH-000085,-0.05790885152969999
ACH-000086,0.08551004931530001
ACH-000087,-0.0540349251685
ACH-000092,-0.0604486807495
ACH-000095,-0.0636629233519
ACH-000097,-0.068516245288
ACH-000098,0.01057510978
ACH-000099,-0.0020063987219000002
ACH-000108,-0.0943288636455
ACH-000113,-0.0588245411645
ACH-000115,0.11674071195
ACH-000116,-0.185901829159
ACH-000118,-0.0789117669857
ACH-000120,0.127737199591
ACH-000123,0.12712571342700002
ACH-000127,-0.0198263771154
ACH-000128,0.00501951704215
ACH-000132,-0.0310235992471
ACH-000133,-0.041839601071599994
ACH-000137,-0.08280233898839999
ACH-000138,-0.0797250652438
ACH-000142,0.069006176992
ACH-000143,-0.160632065135
ACH-000146,0.0443411426547
ACH-000148,0.0696904158656
ACH-000150,0.00334427161115
ACH-000152,0.0230014466426
ACH-000153,0.0446217468273
ACH-000159,0.0394713860494
ACH-000160,0.099370668157
ACH-000163,0.040272308625300006
ACH-000167,-0.0430585302725
ACH-000168,-0.16748532805299998
ACH-000169,-0.0777123488355
ACH-000178,-0.0758454333755
ACH-000182,0.000961351631991
ACH-000183,-0.0632305975531
ACH-000188,-0.17712685028
ACH-000189,0.0307908332216
ACH-000190,0.18771054371399998
ACH-000198,0.160433125117
ACH-000204,0.10593469876499999
ACH-000206,0.0201185165866
ACH-000207,0.143705432015
ACH-000211,0.031327936332
ACH-000215,-0.21149333245700003
ACH-000221,-0.0423859899228
ACH-000222,0.151520343576
ACH-000223,-0.151136848235
ACH-000226,-0.061697061757500005
ACH-000227,-0.142263664321
ACH-000228,0.08087116596169999
ACH-000231,-0.00916070792128
ACH-000232,-0.159219348643
ACH-000233,-0.076283700671
ACH-000234,-0.545124140163
ACH-000235,-0.00798192623743
ACH-000237,0.105353563926
ACH-000238,0.07758146228139999
ACH-000243,-0.00435925376201
ACH-000244,0.024930589934299998
ACH-000246,-0.125905519048
ACH-000248,-0.0648956728603
ACH-000250,-0.0328785154777
ACH-000251,-0.13081346785
ACH-000253,0.10284190848
ACH-000255,-0.110629350579
ACH-000256,-0.09788891391339999
ACH-000257,-0.12232405454000002
ACH-000258,0.12642270034000003
ACH-000259,-0.00822965777359
ACH-000260,0.00422014292685
ACH-000261,-0.106379366681
ACH-000262,-0.15581533568199998
ACH-000263,0.15242963719799998
ACH-000264,-0.0282935396159
ACH-000265,0.0985830030375
ACH-000266,0.029109321696099998
ACH-000272,-0.108183118304
ACH-000273,-0.11747075444499999
ACH-000274,-0.07485917900010002
ACH-000277,-0.032111283804900005
ACH-000278,-0.307523192015
ACH-000279,-0.206736663253
ACH-000280,0.116643254941
ACH-000281,0.06069241158
ACH-000288,0.00809660706795
ACH-000291,0.050157521550300004
ACH-000293,0.0458475495826
ACH-000294,0.0328416366556
ACH-000295,0.252920255163
ACH-000296,0.0331948990813
ACH-000302,-0.12086499399900001
ACH-000304,-0.0754515291121
ACH-000307,0.013715587790700002
ACH-000308,-0.0226768136291
ACH-000310,0.0355730063142
ACH-000311,-0.0760014936474
ACH-000312,-0.038270786913900005
ACH-000315,0.16503952435900002
ACH-000316,0.0800699531737
ACH-000317,0.007407981747430001
ACH-000318,-0.0022719597944200003
ACH-000319,0.16611895965600001
ACH-000320,-0.13475761071200001
ACH-000322,-0.0242639524693
ACH-000323,-0.0441173979077
ACH-000324,-0.0491415492462
ACH-000329,-0.0455454426588
ACH-000330,-0.177203449514
ACH-000331,-0.067866459772
ACH-000332,-0.00472144823623
ACH-000334,0.154559968145
ACH-000335,-0.274397513551
ACH-000336,0.0702873188825
ACH-000337,-0.294487986837
ACH-000339,0.0184511909783
ACH-000341,0.0159752813427
ACH-000348,-0.0862705502859
ACH-000350,0.123329279207
ACH-000352,-0.261484668298
ACH-000356,0.18289645723499998
ACH-000361,-0.0827255736053
ACH-000362,-0.0331558437322
ACH-000363,-0.0193168299268
ACH-000364,0.097391154568
ACH-000365,-0.08914327137150001
ACH-000366,-0.0519738784596
ACH-000368,-0.276991055568
ACH-000374,0.124090174729
ACH-000375,0.00335439397222
ACH-000376,-0.057741487169900005
ACH-000381,0.12708037267
ACH-000383,-0.08361083972
ACH-000387,-0.118523023334
ACH-000389,-0.0372188794762
ACH-000390,-0.0739905398135
ACH-000393,-0.06624384726940001
ACH-000395,0.203829592124
ACH-000397,-0.142917979824
ACH-000401,-0.00256568842321
ACH-000402,-0.00924108552358
ACH-000403,-0.07013648476800001
ACH-000404,-0.19511276754
ACH-000406,0.0906205135543
ACH-000407,-0.030404347689099998
ACH-000408,0.0275660207155
ACH-000410,0.06114602763159999
ACH-000411,-0.0463605922612
ACH-000414,-0.100816246658
ACH-000415,0.165728975136
ACH-000416,0.0344231269008
ACH-000420,-0.133090523628
ACH-000421,-0.029314472483599995
ACH-000424,-0.273648490443
ACH-000425,-0.11828256719000001
ACH-000426,-0.0948016959949
ACH-000427,-0.155312004612
ACH-000433,-0.08929499501700001
ACH-000436,-0.124235019937
ACH-000444,-0.0958667975845
ACH-000445,-0.144167640928
ACH-000448,-0.0809976084228
ACH-000450,0.0238826163363
ACH-000452,-0.08279785580810001
ACH-000454,-0.310052166479
ACH-000458,0.0218797346898
ACH-000459,0.178281742619
ACH-000460,-0.0897127952722
ACH-000461,0.0446488225824
ACH-000463,0.0994557175828
ACH-000464,-0.0584072948218
ACH-000466,-0.056333379178
ACH-000467,0.124481552209
ACH-000468,0.11569550567800001
ACH-000469,-0.11958883534499999
ACH-000470,0.020285945804599997
ACH-000471,-0.128110957222
ACH-000472,-0.154565943267
ACH-000473,-0.225424658734
ACH-000475,-0.136986047357
ACH-000476,-0.083449903915
ACH-000477,-0.0573286012732
ACH-000480,0.06220194289
ACH-000481,0.10380013502299999
ACH-000483,0.0194946874704
ACH-000484,0.0758813697212
ACH-000485,-0.154716303838
ACH-000486,-0.140223291853
ACH-000487,0.164357020297
ACH-000488,-0.0378989841866
ACH-000490,-0.148987150916
ACH-000491,0.08474807655089998
ACH-000495,-0.010369815878899999
ACH-000496,-0.00252014431965
ACH-000499,0.08521978960689999
ACH-000500,0.07525945920339999
ACH-000502,0.113395680251
ACH-000503,0.0381443732789
ACH-000505,-0.12147444462099999
ACH-000507,-0.1463490754
ACH-000510,0.0341338618783
ACH-000511,0.042861909259800005
ACH-000512,0.141113383803
ACH-000516,0.223517929546
ACH-000517,-0.0467310284495
ACH-000518,-0.28083880518300003
ACH-000520,0.0712808654429
ACH-000521,-0.043978232055199996
ACH-000522,-0.0401594474718
ACH-000524,-0.150678965544
ACH-000527,-0.044881079485300006
ACH-000528,-0.0857874040251
ACH-000537,-0.17439653973299998
ACH-000541,-0.156190069002
ACH-000542,0.07031495323260001
ACH-000544,0.08583071978039998
ACH-000545,-0.0717299879947
ACH-000547,-0.0492612708925
ACH-000548,0.0876209820228
ACH-000549,-0.175556334065
ACH-000550,-0.0387658044006
ACH-000552,-0.0896671431367
ACH-000556,0.0746073649715
ACH-000557,0.0612684122719
ACH-000570,0.0327329671093
ACH-000571,-0.160346315481
ACH-000573,-0.105579882238
ACH-000576,-0.091711904003
ACH-000580,0.0230023323269
ACH-000584,-0.140484660831
ACH-000585,0.0198106834057
ACH-000588,-0.0809668981449
