,GEM (2669)
ACH-000004,0.311353654951
ACH-000007,0.0303704995681
ACH-000009,0.185326311468
ACH-000011,0.309508908602
ACH-000012,0.15090162318800002
ACH-000013,0.155208714994
ACH-000014,0.13113209632099998
ACH-000015,0.148227354644
ACH-000017,0.27311534054299996
ACH-000018,0.14504901686899999
ACH-000019,0.12444413724199999
ACH-000021,0.0877394459231
ACH-000022,0.0779398589493
ACH-000025,0.12213033051
ACH-000028,0.12648066541300002
ACH-000030,0.18978207162500002
ACH-000035,0.0740342295307
ACH-000036,0.09482952669099999
ACH-000037,0.116057461393
ACH-000039,-0.0979732475301
ACH-000040,0.06949143307689999
ACH-000041,0.0281859070298
ACH-000042,0.122655497086
ACH-000045,0.0531832014482
ACH-000047,0.113288880419
ACH-000052,0.11745191466499999
ACH-000053,0.063932066846
ACH-000054,0.271496476501
ACH-000055,-0.206190992245
ACH-000060,0.106649529973
ACH-000067,0.0892900767936
ACH-000070,-0.13100155117
ACH-000075,0.281737598311
ACH-000078,-0.0126039900211
ACH-000082,0.11267542470599999
ACH-000085,0.43912953563
ACH-000086,0.17234965621599999
ACH-000087,0.0681276664886
ACH-000092,0.143084429021
ACH-000095,0.21379442986299999
ACH-000097,0.100915771359
ACH-000098,0.0650073160861
ACH-000099,0.012273936967899999
ACH-000108,0.103683090728
ACH-000113,0.27893310542800004
ACH-000115,0.19335412031
ACH-000116,0.176859173851
ACH-000118,0.107349508144
ACH-000120,0.0338940121079
ACH-000123,0.205998710049
ACH-000127,0.10091489960200001
ACH-000128,0.105836348828
ACH-000132,0.218611499254
ACH-000133,0.101418861124
ACH-000137,0.161862936004
ACH-000138,0.274417934972
ACH-000142,0.250791246745
ACH-000143,0.199689405965
ACH-000146,0.044510067911800004
ACH-000148,0.212343058128
ACH-000150,0.0656154321009
ACH-000152,0.022034471768900003
ACH-000153,0.279385084788
ACH-000159,0.17277283939899998
ACH-000160,0.13975424683
ACH-000163,0.121936727513
ACH-000167,0.163315804014
ACH-000168,-0.038349429283599995
ACH-000169,0.164197500246
ACH-000178,0.0847266602355
ACH-000182,0.117172727116
ACH-000183,-0.0902166217412
ACH-000188,0.207018326578
ACH-000189,0.168127448766
ACH-000190,0.19153111725400002
ACH-000198,0.07955279528739999
ACH-000204,-0.00570389542441
ACH-000206,0.0124051092016
ACH-000207,-0.0719150930507
ACH-000211,0.22706550439
ACH-000215,0.13801223955800002
ACH-000221,0.0902545713782
ACH-000222,0.246042586047
ACH-000223,0.059822143826400005
ACH-000226,0.190540938455
ACH-000227,-0.15941797041300002
ACH-000228,0.131465926798
ACH-000231,0.10578586258
ACH-000232,0.18857339942200002
ACH-000233,0.37438029775
ACH-000234,0.33826275448700005
ACH-000235,0.0819408480508
ACH-000237,0.169372200148
ACH-000238,0.184198029684
ACH-000243,0.132740826832
ACH-000244,0.306253485676
ACH-000246,0.286349282942
ACH-000248,-0.125980380372
ACH-000250,0.09407190154589999
ACH-000251,0.13341114212000002
ACH-000253,-0.0019157188666600001
ACH-000255,0.316233128118
ACH-000256,-0.0137249035699
ACH-000257,0.061831622945999996
ACH-000258,-0.025513743898
ACH-000259,0.201331956552
ACH-000260,0.24221279405299997
ACH-000261,0.475513203291
ACH-000262,0.028612859383900003
ACH-000263,0.309574827825
ACH-000264,0.021940280449200003
ACH-000265,0.148902010674
ACH-000266,0.13288679569700002
ACH-000272,0.194378053214
ACH-000273,0.047361614850900007
ACH-000274,0.168220528648
ACH-000277,-0.0474839799901
ACH-000278,0.252764369889
ACH-000279,0.09336302922539999
ACH-000280,0.126565446805
ACH-000281,0.0572651971249
ACH-000288,0.269626618643
ACH-000291,0.17964998985999997
ACH-000293,0.156083503384
ACH-000294,0.047715207250199995
ACH-000295,-0.19858485565499998
ACH-000296,0.25442050029
ACH-000302,0.111403247982
ACH-000304,0.41052280218500004
ACH-000307,0.0787351748353
ACH-000308,0.0686600000683
ACH-000310,-0.270609594181
ACH-000311,0.168858922532
ACH-000312,0.08805382733439998
ACH-000315,0.24497786380800002
ACH-000316,0.37920442531
ACH-000317,0.194496130786
ACH-000318,0.20897089938299998
ACH-000319,0.21888612314800002
ACH-000320,0.09242045043069999
ACH-000322,0.17291404471299998
ACH-000323,0.105787507534
ACH-000324,0.122401710783
ACH-000329,0.159957075299
ACH-000330,0.17200270059999997
ACH-000331,0.17472927610599998
ACH-000332,0.19722472554
ACH-000334,0.30252331816399997
ACH-000335,0.167155032943
ACH-000336,0.351637340977
ACH-000337,0.210938556241
ACH-000339,0.028790014725
ACH-000341,0.276872250175
ACH-000348,0.16243531259500002
ACH-000350,-0.00944881719848
ACH-000352,-0.0118411637455
ACH-000356,0.24575207079199998
ACH-000361,0.25589389790399997
ACH-000362,0.122458516896
ACH-000363,-0.0664989995644
ACH-000364,0.162764450709
ACH-000365,0.237639631068
ACH-000366,0.257370873721
ACH-000368,0.139659739682
ACH-000374,0.303501917954
ACH-000375,0.19921046680100002
ACH-000376,0.16296987675000002
ACH-000381,0.0605719788514
ACH-000383,0.153976209684
ACH-000387,0.115615155074
ACH-000389,0.272936451048
ACH-000390,0.12284781234000001
ACH-000393,-0.042472981089900004
ACH-000395,0.148276873959
ACH-000397,0.222552042773
ACH-000401,0.179856506997
ACH-000402,0.068641489962
ACH-000403,0.186778073035
