,LYPLA2 (11313)
ACH-000004,-0.152949345585
ACH-000007,-0.37528930306999997
ACH-000009,-0.164134024164
ACH-000011,-0.26044981385
ACH-000012,-0.25036636691999997
ACH-000013,-0.24099571722600002
ACH-000014,-0.21261806133900002
ACH-000015,-0.24531467963599998
ACH-000017,-0.178626042632
ACH-000018,-0.276141395315
ACH-000019,0.271581356237
ACH-000021,-0.0966406401473
ACH-000022,-0.144776820275
ACH-000025,-0.383734680981
ACH-000028,-0.108039938445
ACH-000030,-0.252246828121
ACH-000035,-0.432848608574
ACH-000036,-0.13944393356100002
ACH-000037,-0.252299368926
ACH-000039,-0.13157879629799998
ACH-000040,-0.417645597822
ACH-000041,-0.252397189004
ACH-000042,-0.23173340685899999
ACH-000045,-0.39373893901999996
ACH-000047,-0.351506658232
ACH-000052,-0.38636272917400005
ACH-000053,-0.122864225458
ACH-000054,-0.280902780294
ACH-000055,-0.5204071505510001
ACH-000060,-0.430801226977
ACH-000067,-0.535103466404
ACH-000070,-0.13536216294
ACH-000075,-0.162659167775
ACH-000078,-0.16987822230900002
ACH-000082,-0.288035960704
ACH-000085,-0.25653170899300004
ACH-000086,-0.119071457147
ACH-000087,-0.436542993523
ACH-000092,-0.495369932899
ACH-000095,-0.3006768431
ACH-000097,-0.101912213022
ACH-000098,-0.316224247769
ACH-000099,-0.20483750058699998
ACH-000108,-0.254765801368
ACH-000113,-0.0656110833983
ACH-000115,-0.428511956091
ACH-000116,-0.0892224286159
ACH-000118,-0.181551720672
ACH-000120,-0.11689568134400001
ACH-000123,-0.10663841339199999
ACH-000127,-0.214917979536
ACH-000128,-0.44756997486199995
ACH-000132,-0.287808591206
ACH-000133,-0.246378216939
ACH-000137,-0.293459568037
ACH-000138,-0.152405334717
ACH-000142,-0.328000142883
ACH-000143,-0.22549115682300003
ACH-000146,-0.256483734065
ACH-000148,-0.0839375345734
ACH-000150,-0.604614662447
ACH-000152,-0.41057963821500004
ACH-000153,-0.163282720658
ACH-000159,-0.325958407167
ACH-000160,0.029285868279
ACH-000163,-0.336151848582
ACH-000167,-0.140206349713
ACH-000168,-0.327577223353
ACH-000169,-0.357024738265
ACH-000178,-0.23308977991399998
ACH-000182,-0.0596339069852
ACH-000183,-0.21849377933699998
ACH-000188,-0.24825574932100003
ACH-000189,-0.19967684835000002
ACH-000190,-0.357770581199
ACH-000198,-0.29939200560199997
ACH-000204,-0.295354483189
ACH-000206,-0.188066803429
ACH-000207,-0.0117635508109
ACH-000211,-0.0806706813871
ACH-000215,-0.153432835045
ACH-000221,-0.313567582133
ACH-000222,-0.25472643744
ACH-000223,-0.300143101516
ACH-000226,-0.08835537431019999
ACH-000227,-0.42880222065300005
ACH-000228,-0.258728615104
ACH-000231,-0.25643318276099997
ACH-000232,-0.110490840658
ACH-000233,-0.283394145872
ACH-000234,-0.26737310815000004
ACH-000235,-0.267955627333
ACH-000237,-0.277589833449
ACH-000238,-0.161860690413
ACH-000243,-0.169127768219
ACH-000244,-0.116892079916
ACH-000246,-0.106728249364
ACH-000248,-0.25000553487
ACH-000250,-0.20267345246100002
ACH-000251,-0.215545407289
ACH-000253,-0.408755277382
ACH-000255,-0.23389110278
ACH-000256,-0.120340369266
ACH-000257,0.295329216475
ACH-000258,0.0796821858731
ACH-000259,-0.167695630477
ACH-000260,-0.26316825692400003
ACH-000261,-0.110740921963
ACH-000262,-0.129887822648
ACH-000263,-0.274198412855
ACH-000264,-0.410108548901
ACH-000265,-0.194962155254
ACH-000266,-0.23361869807900001
ACH-000272,-0.13973783682399998
ACH-000273,-0.10220027392799999
ACH-000274,-0.416986445244
ACH-000277,-0.054438228464
ACH-000278,-0.19424940849800001
ACH-000279,-0.11850355772
ACH-000280,-0.279216876967
ACH-000281,-0.14197009640900002
ACH-000288,-0.289371943522
ACH-000291,-0.021097674227100002
ACH-000293,-0.369460392513
