,VDAC1 (7416)
ACH-000004,-0.328205815542
ACH-000007,-0.479513918706
ACH-000009,-0.401163087301
ACH-000011,-0.451783101342
ACH-000012,-0.565412903712
ACH-000013,-0.448391066706
ACH-000014,-0.505957341006
ACH-000015,-0.649660283171
ACH-000017,-0.393040027408
ACH-000018,-0.284358368334
ACH-000019,-0.270550511449
ACH-000021,-0.6182936313180001
ACH-000022,-0.648700050153
ACH-000025,-0.23730961052400001
ACH-000028,-0.514382229573
ACH-000030,-0.386841196425
ACH-000035,-0.424949496043
ACH-000036,-0.635155833634
ACH-000037,-0.439820166977
ACH-000039,-0.330344941369
ACH-000040,-0.297072886842
ACH-000041,-0.502334979947
ACH-000042,-0.413285286866
ACH-000045,0.119791751567
ACH-000047,-0.541192414114
ACH-000052,-0.482347421583
ACH-000053,-0.470643860143
ACH-000054,-0.40005991273900005
ACH-000055,-0.439163984483
ACH-000060,-0.338497447041
ACH-000067,-0.487015269343
ACH-000070,-0.192412603979
ACH-000075,-0.612324361923
ACH-000078,-0.243108435653
ACH-000082,-0.43008997435699997
ACH-000085,-0.46839906756399996
ACH-000086,-0.5060092218469999
ACH-000087,-0.572168569929
ACH-000092,-0.501212146722
ACH-000095,-0.25149034323
ACH-000097,-0.533271417164
ACH-000098,-0.48200146858599996
ACH-000099,-0.512976176282
ACH-000108,-0.40526142262599996
ACH-000113,-0.460479069419
ACH-000115,-0.125794478857
ACH-000116,-0.340603824437
ACH-000118,-0.446272188095
ACH-000120,-0.574201211433
ACH-000123,-0.45346054346500003
ACH-000127,-0.319896108248
ACH-000128,-0.434583921149
ACH-000132,-0.634017281228
ACH-000133,-0.450554730838
ACH-000137,-0.34669697288
ACH-000138,-0.495552487274
ACH-000142,-0.332184061652
ACH-000143,-0.527094878479
ACH-000146,-0.168939855095
ACH-000148,-0.444814942144
ACH-000150,-0.632493338517
ACH-000152,-0.47391924907399996
ACH-000153,-0.5179485081899999
ACH-000159,-0.432217794358
ACH-000160,-0.303589185478
ACH-000163,-0.400871674692
ACH-000167,-0.45722711638499997
ACH-000168,-0.257846684977
ACH-000169,-0.477700129177
ACH-000178,-0.5273827364989999
ACH-000182,-0.282079826335
ACH-000183,-0.395079291502
ACH-000188,-0.33112031109900003
ACH-000189,-0.556804816456
ACH-000190,-0.45735184710500004
ACH-000198,-0.281929797972
ACH-000204,-0.396167440726
ACH-000206,-0.391336809434
ACH-000207,-0.34626731407399997
ACH-000211,-0.5836123284170001
ACH-000215,-0.38839907875699997
ACH-000221,-0.274334458669
ACH-000222,-0.608938334551
ACH-000223,-0.711053686602
ACH-000226,-0.49886644127700003
ACH-000227,-0.791255278519
ACH-000228,-0.493292392622
ACH-000231,-0.28193004793299997
ACH-000232,-0.46877878654399996
ACH-000233,-0.40319884542400003
ACH-000234,-0.347406009045
ACH-000235,-0.395354909052
ACH-000237,-0.334711530607
ACH-000238,-0.483532742323
ACH-000243,-0.442240616936
ACH-000244,-0.668581085116
ACH-000246,-0.46581488345600003
ACH-000248,-0.311887881391
ACH-000250,-0.336010820808
ACH-000251,-0.372872726281
ACH-000253,-0.32235379687
ACH-000255,-0.399805461592
ACH-000256,-0.426849301579
ACH-000257,-0.270401603815
ACH-000258,-0.535856195142
ACH-000259,-0.397168234605
ACH-000260,-0.328457962012
ACH-000261,-0.228767170247
ACH-000262,-0.484716398088
ACH-000263,-0.332143049595
ACH-000264,-0.607217359559
ACH-000265,-0.44195746296899996
ACH-000266,-0.522722078116
ACH-000272,-0.35917715161499997
ACH-000273,-0.644782198648
ACH-000274,-0.623770019614
ACH-000277,-0.333983166557
ACH-000278,-0.407264972478
ACH-000279,-0.42130008324
ACH-000280,-0.30988808768599996
ACH-000281,-0.51151037112
ACH-000288,-0.325599761128
ACH-000291,-0.35873712759000004
ACH-000293,-0.49137818945
ACH-000294,-0.237492858547
ACH-000295,-0.142565979779
ACH-000296,-0.472981054362
