,ECT2 (1894)
ACH-000211,-1.58551098138
ACH-000215,-1.57914216613
ACH-000221,-1.2882026922799998
ACH-000222,-1.48573518525
ACH-000223,-1.1954787022799997
ACH-000226,-1.20337063301
ACH-000227,-2.0790797909
ACH-000228,-1.4611855008599999
ACH-000231,-1.3280815418
ACH-000232,-1.56140837725
ACH-000233,-1.54758479405
ACH-000234,-1.46924814984
ACH-000235,-1.41858934486
ACH-000237,-1.2157937246500001
ACH-000238,-1.5601469220299997
ACH-000243,-1.4186352542200003
ACH-000244,-1.73100487176
ACH-000246,-1.10897705664
ACH-000248,-1.4663894467200003
ACH-000250,-1.3782711061700001
ACH-000251,-1.39242030706
ACH-000253,-1.34032536109
ACH-000255,-1.30377763001
ACH-000256,-1.35225481278
ACH-000257,-1.79737904768
ACH-000258,-1.08802445452
ACH-000259,-1.18694539218
ACH-000260,-1.37551020428
ACH-000261,-1.4436044083300001
ACH-000262,-1.31909011951
ACH-000263,-1.29287864955
ACH-000264,-1.6002221475799998
ACH-000265,-1.4299319549
ACH-000266,-1.547200893
ACH-000272,-0.861074007026
ACH-000273,-1.3734537582799997
ACH-000274,-1.48107195264
ACH-000277,-1.38643554201
ACH-000278,-1.0928262227299999
ACH-000279,-1.4749682410499998
ACH-000280,-1.19735327887
ACH-000281,-1.3889488360100002
ACH-000288,-1.34319030773
ACH-000291,-1.50592694583
ACH-000293,-1.1944561183
ACH-000294,-1.3714376803900001
ACH-000295,-1.34431834601
ACH-000296,-1.47071207663
ACH-000302,-0.952531036689
ACH-000304,-1.16759818625
ACH-000307,-1.4212871952000001
ACH-000308,-0.640652443307
ACH-000310,-1.89283327779
ACH-000311,-1.5312085846599999
ACH-000312,-1.39777718488
ACH-000315,-1.1521293385100002
ACH-000316,-1.22499055566
ACH-000317,-0.9549627492630001
ACH-000318,-1.0111665989399998
ACH-000319,-1.3715163596200002
ACH-000320,-1.4448344688299999
ACH-000322,-1.30622012059
ACH-000323,-1.2170862859799998
ACH-000324,-1.26958067761
ACH-000329,-1.4645314080399998
ACH-000330,-1.1604158000700002
ACH-000331,-1.1759077773
ACH-000332,-1.37407289935
ACH-000334,-1.50896550499
ACH-000335,-1.4803801644
ACH-000336,-1.2098205878
ACH-000337,-1.38461492877
ACH-000339,-1.5505931438999998
ACH-000341,-1.6966043871799998
ACH-000348,-1.07816406546
ACH-000350,-1.4116555463100002
ACH-000352,-1.07851962207
ACH-000356,-1.03913765845
ACH-000361,-1.16672169113
ACH-000362,-0.860040150183
ACH-000363,-1.16206645131
ACH-000364,-0.919776761302
ACH-000365,-1.2125322831
ACH-000366,-1.25690409626
ACH-000368,-1.34333983613
ACH-000374,-1.2011750075399998
ACH-000375,-1.1611210880399998
ACH-000376,-1.44169463864
ACH-000381,-1.43441301743
ACH-000383,-1.71880280998
ACH-000387,-1.29939019968
ACH-000389,-1.02700511082
ACH-000390,-1.37781390315
ACH-000393,-1.4710977471899997
ACH-000395,-1.51676528817
ACH-000397,-1.30471182893
ACH-000401,-1.1374859205399999
ACH-000402,-1.3321564047399999
ACH-000403,-1.1717772086700002
ACH-000404,-1.25865915948
ACH-000406,-1.60203494576
ACH-000407,-1.39009036213
ACH-000408,-1.1874130977600001
ACH-000410,-1.55362700454
ACH-000411,-1.17647384014
ACH-000414,-1.40970938362
ACH-000415,-1.23915500245
ACH-000416,-1.46689866949
ACH-000420,-1.69990079491
ACH-000421,-1.20244351478
ACH-000424,-1.4078908467200002
ACH-000425,-1.09585995227
ACH-000426,-1.27574467877
ACH-000427,-1.15127490285
ACH-000433,-1.35534442544
ACH-000436,-1.20311708629
ACH-000444,-1.46567916289
ACH-000445,-1.4916112340600003
ACH-000448,-1.3016013294600002
ACH-000450,-1.0908859263600001
ACH-000452,-1.23138973145
ACH-000454,-1.05821542884
ACH-000458,-1.14522205772
ACH-000459,-0.499433801527
ACH-000460,-1.33514255895
ACH-000461,-0.9504710183930001
ACH-000463,-1.31172346959
ACH-000464,-1.83692115866
ACH-000466,-1.07003602609
ACH-000467,-1.2951867914
ACH-000468,-1.4761423004700003
ACH-000469,-1.5201811830899998
ACH-000470,-1.34306884259
ACH-000471,-1.31826948936
ACH-000472,-1.5614035586300001
ACH-000473,-1.1811232009100001
ACH-000475,-1.25565663231
ACH-000476,-1.34113597496
ACH-000477,-0.929057076173
ACH-000480,-1.03656778379
ACH-000481,-1.73083613572
ACH-000483,-1.1669369505299998
ACH-000484,-1.35448072716
ACH-000485,-1.5155091264700002
ACH-000486,-1.2496747048999999
ACH-000487,-1.50019951357
ACH-000488,-1.12135133841
ACH-000490,-1.4717245091
ACH-000491,-1.51173275967
ACH-000495,-0.9140257268430001
ACH-000496,-1.3629880857700003
ACH-000499,-1.21601070183
ACH-000500,-1.0509163234899999
ACH-000502,-1.24087660796
ACH-000503,-1.5195856765600002
ACH-000505,-1.21165925528
ACH-000507,-1.08001055461
ACH-000510,-1.45758333137
ACH-000511,-0.864161589205
ACH-000512,-1.26690478304
ACH-000516,-1.3250131519
ACH-000517,-1.62041561822
ACH-000518,-1.19347954153
ACH-000520,-1.70097237669
ACH-000521,-1.5362362078100003
ACH-000522,-1.79540188253
ACH-000524,-1.07004123115
ACH-000527,-1.2044382595
ACH-000528,-1.05251941389
ACH-000537,-1.40717195002
ACH-000541,-1.0801440897
ACH-000542,-1.3449153758899999
ACH-000544,-1.29000827167
ACH-000545,-1.24056640787
ACH-000547,-1.00273455516
ACH-000548,-1.4474811943099999
ACH-000549,-1.3948590965099998
ACH-000550,-1.14500821031
ACH-000552,-1.3179288512799998
ACH-000556,-1.40211450893
ACH-000557,-1.2548200563
ACH-000570,-1.5259056487399998
ACH-000571,-1.38335881769
ACH-000573,-1.13598083945
ACH-000576,-1.30488331638
ACH-000580,-1.37781509129
ACH-000584,-1.52760954523
ACH-000585,-1.35423909289
ACH-000588,-1.0929763989299999
ACH-000589,-1.21575873432
ACH-000591,-1.32619402612
ACH-000593,-1.5553053119999998
ACH-000600,-1.43579406341
ACH-000601,-1.39089598337
ACH-000604,-1.2617280474299999
ACH-000605,-1.0480332445799998
ACH-000606,-1.2321814099200001
ACH-000608,-1.14707240778
ACH-000614,-0.909938404904
ACH-000616,-1.5344031661700002
ACH-000618,-1.30322826191
ACH-000619,-1.2070481275799998
ACH-000620,-1.3538223209399998
ACH-000621,-1.40054962111
ACH-000622,-1.14602760575
ACH-000623,-1.4552220967299998
ACH-000624,-1.1495852740299999
ACH-000627,-1.50990429054
ACH-000630,-1.3964019645399999
ACH-000632,-1.20180658638
ACH-000633,-1.09626325029
ACH-000637,-1.33556591551
ACH-000638,-1.39275703375
ACH-000646,-1.28566127213
ACH-000647,-1.52427810936
ACH-000648,-1.5357560540600002
ACH-000649,-1.2908310234
ACH-000651,-1.46355146253
ACH-000652,-1.60656552691
ACH-000653,-1.62434515083
ACH-000657,-1.3795526957700002
ACH-000658,-1.62972787838
ACH-000661,-1.13814098369
ACH-000662,-1.6971609678400001
ACH-000663,-1.30682032537
ACH-000665,-1.63456751609
ACH-000671,-0.975436410359
ACH-000673,-1.39606586086
ACH-000676,-1.09493600866
ACH-000677,-1.4032000423
ACH-000681,-1.52255840914
ACH-000682,-1.3420435518
ACH-000683,-1.7822607791599998
ACH-000684,-0.91838236119
ACH-000688,-1.47040336773
ACH-000693,-0.852638857966
ACH-000694,-1.2544121151
ACH-000695,-1.77050447681
ACH-000696,-1.3539549146
ACH-000697,-1.27452626867
ACH-000699,-1.7106720112399998
ACH-000701,-1.38522612197
ACH-000706,-1.3684870875600001
ACH-000711,-1.08151164778
ACH-000713,-1.23816038623
ACH-000714,-1.3483415747299998
ACH-000718,-1.51721412879
ACH-000720,-0.726321692452
ACH-000721,-1.14564527387
ACH-000724,-1.2996165717200001
ACH-000725,-1.2612001221200002
ACH-000732,-1.2170828442000001
ACH-000734,-1.28335031267
ACH-000735,-1.651797278
ACH-000736,-1.19461063714
ACH-000738,-1.3828511471200002
ACH-000746,-1.6348274675999999
ACH-000747,-1.22223531183
ACH-000748,-0.788940251825
ACH-000753,-1.5131964264200002
ACH-000756,-1.54104534311
ACH-000757,-1.67196455238
ACH-000758,-1.0421676621200002
ACH-000760,-1.25827634129
ACH-000763,-1.18311288635
ACH-000764,-1.37201642555
ACH-000765,-1.0209405389200001
ACH-000766,-1.4138319534900001
ACH-000767,-1.49608293371
ACH-000768,-0.966752465071
ACH-000769,-1.14301077098
ACH-000770,-1.5236771122400001
ACH-000771,-1.34902274706
ACH-000773,-1.5986010399200001
ACH-000776,-1.42774578148
ACH-000777,-1.6079771394100002
ACH-000778,-1.7207797954599997
ACH-000781,-1.45313632162
ACH-000782,-1.1132702054299999
ACH-000783,-1.88141958314
ACH-000784,-1.09011524733
ACH-000785,-2.0153604955
ACH-000787,-1.54761290623
ACH-000788,-1.4630627044
ACH-000791,-1.3721637264300002
ACH-000792,-1.33182479882
ACH-000794,-1.3734568513
ACH-000796,-1.7520137221
ACH-000799,-1.76527388628
ACH-000800,-1.1317973531899999
ACH-000802,-1.24493881909
ACH-000804,-0.9900354535700001
ACH-000805,-1.36169292839
ACH-000809,-1.25491923706
ACH-000810,-1.10390382616
ACH-000811,-1.5590194320700002
ACH-000817,-1.09676750156
ACH-000819,-1.5232156424599999
ACH-000820,-1.52815016574
ACH-000821,-1.04626247505
ACH-000822,-1.49635889719
ACH-000823,-0.928579524576
ACH-000824,-1.53865360555
ACH-000827,-0.9184138665899999
ACH-000829,-1.5900952949899998
ACH-000831,-1.05117157063
ACH-000832,-0.920228178995
ACH-000833,-1.98066309117
ACH-000834,-1.2748080037
ACH-000835,-1.22138417332
ACH-000836,-1.3726622199399998
ACH-000837,-1.14938549713
ACH-000838,-1.4849884654700003
ACH-000839,-1.3346685300799999
ACH-000840,-1.1427743340899998
ACH-000841,-1.51969786187
ACH-000843,-1.17823062689
ACH-000846,-1.18500822127
ACH-000847,-1.37465769246
ACH-000848,-1.19722707527
ACH-000849,-1.10008234922
ACH-000851,-1.6255600627899998
ACH-000855,-1.324332605
ACH-000856,-1.56400208686
ACH-000858,-1.11150379178
ACH-000859,-1.5119612983000001
ACH-000861,-1.13756125659
ACH-000862,-1.44340495889
ACH-000865,-1.3180160673799999
ACH-000866,-1.06030957145
ACH-000867,-1.1351733387799998
ACH-000869,-1.31357376966
ACH-000872,-1.30484201985
ACH-000873,-1.26771307866
ACH-000876,-1.27519780259
ACH-000878,-1.58411520125
ACH-000880,-1.30683581548
ACH-000881,-1.11341509049
ACH-000882,-1.0513684459200001
ACH-000884,-1.54397655555
ACH-000885,-1.4017180762
ACH-000887,-1.10575694118
ACH-000888,-1.27571655597
ACH-000889,-1.48495556007
ACH-000890,-1.5933654973500002
ACH-000896,-1.06226325728
ACH-000898,-1.36001832165
ACH-000900,-1.45472292316
ACH-000901,-1.3970561593000002
ACH-000905,-1.37521395472
ACH-000906,-1.6176216698199999
ACH-000907,-1.00720643415
ACH-000910,-1.41545197441
ACH-000911,-1.36316965334
ACH-000912,-1.41021215183
ACH-000913,-1.32222331691
ACH-000915,-1.6547174871099999
ACH-000916,-1.1537349175700002
ACH-000917,-1.27148247025
ACH-000921,-1.36611385014
ACH-000924,-1.35003656873
ACH-000926,-1.5926253442899998
ACH-000928,-1.1865678343100001
ACH-000929,-1.51273736388
ACH-000932,-0.848177903419
ACH-000935,-1.41341291056
ACH-000936,-1.3289091019
ACH-000937,-1.41196692039
ACH-000938,-1.42727555089
ACH-000939,-1.12237889433
ACH-000941,-1.00270094922
ACH-000943,-0.766177032147
ACH-000946,-1.1944676400399998
ACH-000947,-1.1698876189899998
ACH-000948,-1.0625343658
ACH-000950,-1.29488704853
ACH-000953,-1.06953838715
ACH-000957,-1.06343145407
ACH-000958,-1.4153619945299998
ACH-000960,-1.07169487124
ACH-000963,-1.3269854025299999
ACH-000968,-1.41826376067
ACH-000969,-1.12541554486
ACH-000973,-1.60732897427
ACH-000974,-0.629057335088
ACH-000975,-1.4022803921
ACH-000976,-1.24020758249
ACH-000978,-0.7670926820020001
ACH-000980,-1.17126617735
ACH-000984,-0.867581682173
ACH-000986,-1.33498641827
ACH-000988,-1.1731430381399999
ACH-000993,-1.37375180227
ACH-000994,-1.25401830965
ACH-000996,-1.30169839763
ACH-001001,-1.29647995359
ACH-001020,-1.37366461053
ACH-001028,-1.5763110934399998
ACH-001031,-1.0986237373
ACH-001038,-1.39063588428
ACH-001048,-1.32058360331
ACH-001050,-1.4887379371599998
ACH-001053,-1.39759251003
ACH-001054,-1.21704230672
ACH-001061,-1.16820181112
ACH-001067,-1.38680242661
ACH-001075,-1.3339621872399998
ACH-001096,-1.53888774133
ACH-001128,-1.5417510647100001
ACH-001134,-1.3629901244299998
ACH-001151,-1.00726414922
ACH-001163,-1.59198839536
ACH-001164,-1.08246562128
ACH-001173,-1.24833599295
ACH-001183,-1.3440349332
ACH-001184,-1.61294604386
ACH-001190,-1.2356568503
ACH-001192,-1.61037099018
ACH-001193,-1.52459394067
ACH-001196,-1.337976246
ACH-001197,-1.5199513654700003
ACH-001205,-1.48029029207
ACH-001211,-1.3342680713
ACH-001212,-1.39522798383
ACH-001228,-0.757951012781
ACH-001232,-0.983323992779
ACH-001239,-1.29809763302
ACH-001274,-1.3514099425
ACH-001275,-1.2418788499299998
ACH-001277,-1.2771188344
ACH-001278,-1.0072749183399998
ACH-001280,-1.09807759269
ACH-001283,-1.31431625853
ACH-001289,-1.18874625844
ACH-001295,-1.50440501263
ACH-001300,-1.6018721481600002
ACH-001301,-1.3449298159399998
ACH-001302,-1.6770253331
ACH-001303,-1.3533498181099999
ACH-001306,-1.44832026625
ACH-001318,-0.93450734919
ACH-001322,-1.2273181126200001
ACH-001328,-1.3350806399200001
ACH-001332,-1.26401768912
ACH-001333,-1.02871335948
ACH-001336,-1.51640814155
ACH-001340,-1.33845464315
ACH-001346,-1.32976794454
ACH-001353,-1.47009145601
ACH-001354,-1.20058976995
ACH-001367,-1.29159692817
ACH-001368,-1.27013330745
ACH-001374,-1.5098343224200002
ACH-001375,-1.32115674598
ACH-001377,-1.36052719012
ACH-001380,-1.38942533243
ACH-001391,-1.96696217847
ACH-001407,-1.5675525172799998
ACH-001408,-1.1913122656
ACH-001413,-1.31982681967
ACH-001430,-1.62852957405
ACH-001431,-1.3082927389399999
ACH-001450,-1.42001910572
ACH-001496,-1.44432268655
ACH-001500,-1.3848420182299999
ACH-001521,-1.5609776133200002
ACH-001523,-1.3827445988799998
ACH-001532,-1.52345486699
ACH-001536,-1.44895676877
ACH-001550,-1.61523989714
ACH-001552,-1.10128578037
ACH-001554,-1.3447897684
ACH-001645,-1.07701277562
ACH-001654,-1.2848493703200001
ACH-001715,-1.5518647612099998
ACH-001735,-1.57522326553
ACH-001736,-0.929797101381
ACH-001737,-1.3440698213100002
ACH-001740,-1.32817400111
ACH-001745,-1.4302375828
ACH-001750,-1.13131266237
ACH-001765,-1.11517763133
ACH-001956,-1.12639970884
ACH-001957,-0.536819861551
