,CAMSAP2 (23271)
ACH-000004,0.198331451284
ACH-000007,0.0148931184091
ACH-000009,-0.29485092003400004
ACH-000011,-0.118249443389
ACH-000012,-0.14567001404000002
ACH-000013,0.0665564475041
ACH-000014,-0.0383129994229
ACH-000015,0.122770082097
ACH-000017,-0.088879660429
ACH-000018,-0.669754866712
ACH-000019,-0.0833669467777
ACH-000021,-0.581502649081
ACH-000022,-0.0275100385233
ACH-000025,-0.013795238319000001
ACH-000028,-0.015511767791600002
ACH-000030,-0.47394211268700004
ACH-000035,-0.363418131364
ACH-000036,-0.19067288208099997
ACH-000037,-0.241804948772
ACH-000039,-0.165995256969
ACH-000040,-0.207233435366
ACH-000041,0.0114740442854
ACH-000042,-0.20442706438900002
ACH-000045,0.0372542400791
ACH-000047,0.0407610795671
ACH-000052,-0.061611583922100005
ACH-000053,-0.14069872186
ACH-000054,-0.0773892065094
ACH-000055,-0.211265173162
ACH-000060,-0.205709918173
ACH-000067,0.169275132474
ACH-000070,-0.158416101477
ACH-000075,-0.332427177799
ACH-000078,-0.319965898144
ACH-000082,-0.115068406454
ACH-000085,-0.528452749666
ACH-000086,-0.20862284921799998
ACH-000087,-0.46665700162699997
ACH-000092,-0.202453981058
ACH-000095,-0.208490133415
ACH-000097,-0.0469460140066
ACH-000098,-0.13846165920999998
ACH-000099,-0.0370183827736
ACH-000108,-0.292307913531
ACH-000113,-0.358301620623
ACH-000115,0.114681447592
ACH-000116,-0.021897174470900005
ACH-000118,0.023566414114
ACH-000120,-0.237288607945
ACH-000123,-0.131364943394
ACH-000127,-0.126232964126
ACH-000128,0.09873569390280001
ACH-000132,0.138896389259
ACH-000133,-0.17959197925200002
ACH-000137,0.093148011659
ACH-000138,-0.09720925165139999
ACH-000142,0.11131296551200001
ACH-000143,-0.514432564616
ACH-000146,-0.119169594651
ACH-000148,-0.12902920886299998
ACH-000150,0.0122884563628
ACH-000152,-0.101137933833
ACH-000153,-0.183616445845
ACH-000159,-0.008941632314879999
ACH-000160,-0.306637368583
ACH-000163,-0.279675802946
ACH-000167,-0.22082322598
ACH-000168,-0.21009205495900002
ACH-000169,-0.0547479878558
ACH-000178,-0.182356646109
ACH-000182,-0.14877808613
ACH-000183,-0.174040740282
ACH-000188,-0.345073265986
ACH-000189,0.167220671547
ACH-000190,-0.256339023367
ACH-000198,-0.0552019982285
ACH-000204,-0.686267709094
ACH-000206,-0.13463769517100002
ACH-000207,-0.320483115482
ACH-000211,0.011175188091
ACH-000215,-0.0963698513409
ACH-000221,0.0711276346503
ACH-000222,-0.231251527656
ACH-000223,-0.0267238796974
ACH-000226,-0.150352700772
ACH-000227,-0.0847622043828
ACH-000228,-0.116196501803
ACH-000231,-0.0597302866844
ACH-000232,-0.11383674615999999
ACH-000233,0.026319697522499998
ACH-000234,0.0645720116115
ACH-000235,-0.21416217378600003
ACH-000237,-0.22727525194000003
ACH-000238,-0.535781815066
ACH-000243,-0.26572299492699997
ACH-000244,-0.42236191790399996
ACH-000246,0.0268065583378
ACH-000248,-0.188475330953
ACH-000250,0.0751008420432
ACH-000251,-0.0839291338249
ACH-000253,0.0529788640448
ACH-000255,-0.14166385489299999
ACH-000256,-0.0986695974384
ACH-000257,-0.41030212472800004
ACH-000258,-0.17912856538400002
ACH-000259,-0.116244505984
ACH-000260,-0.135103999471
ACH-000261,-0.10216190144500001
