,NUTM2A (728118)
ACH-000520,-0.20626828925000001
ACH-000521,-0.22293098455600002
ACH-000522,-0.0033611430854899997
ACH-000524,-0.19524112369899999
ACH-000527,-0.16860596889499999
ACH-000528,-0.156992879402
ACH-000537,-0.29916681801399997
ACH-000541,-0.436602850674
ACH-000542,-0.234717779382
ACH-000544,-0.0757550415092
ACH-000545,0.00523456302304
ACH-000547,-0.19834389115200002
ACH-000548,-0.14321820876
ACH-000549,-0.373760454296
ACH-000550,-0.34070088564
ACH-000552,-0.201640025586
ACH-000556,-0.119468359493
ACH-000557,-0.206371215315
ACH-000570,-0.444264340241
ACH-000571,-0.23917310277800002
ACH-000573,-0.192290711699
ACH-000576,-0.24519680500799998
ACH-000580,0.119674495896
ACH-000584,-0.354329267322
ACH-000585,-0.113295715602
ACH-000588,-0.180544821878
ACH-000589,-0.132558423393
ACH-000591,-0.43280356850900004
ACH-000593,-0.20216880806200002
ACH-000600,-0.28551957200100003
ACH-000601,-0.059764885562000006
ACH-000604,-0.31860362038199996
ACH-000605,-0.303730681397
ACH-000606,-0.34080021790299997
ACH-000608,-0.116366763626
ACH-000614,0.0502454269322
ACH-000616,-0.25354022611099997
ACH-000618,-0.152921530378
ACH-000619,-0.138418300079
ACH-000620,-0.026807524603800002
ACH-000621,-0.153458073312
ACH-000622,-0.138665918858
ACH-000623,-0.375656800449
ACH-000624,-0.0903963311052
ACH-000627,-0.191682951614
ACH-000630,-0.20193461215599998
ACH-000632,-0.153417298403
ACH-000633,-0.0748112187238
ACH-000637,-0.139518364384
ACH-000638,-0.352802775362
ACH-000646,-0.155382869758
ACH-000647,-0.34134025661899997
ACH-000648,-0.34304185835699996
ACH-000649,-0.114608797412
ACH-000651,-0.104326715297
ACH-000652,-0.039327633405699995
ACH-000653,-0.160507724889
ACH-000657,-0.223078680902
ACH-000658,0.0018222936978399998
ACH-000661,-0.0543128039547
ACH-000662,-0.37471384989900003
ACH-000663,-0.272087137762
ACH-000665,-0.382148961075
ACH-000671,-0.306543553079
ACH-000673,-0.46886739968900004
ACH-000676,-0.346316017756
ACH-000677,-0.141806110736
ACH-000681,-0.369385835013
ACH-000682,-0.359391196133
ACH-000683,-0.161436331261
ACH-000684,-0.238930542084
ACH-000688,-0.479208800924
ACH-000693,-0.233009148847
ACH-000694,-0.19339590502700002
ACH-000695,0.046171989693300004
ACH-000696,-0.09535606231289999
ACH-000697,-0.320712237625
ACH-000699,-0.164074284669
ACH-000701,0.0214805245144
ACH-000706,-0.09356746007929999
ACH-000711,-0.373469422755
ACH-000713,-0.068279699655
ACH-000714,-0.146142012351
ACH-000718,-0.0821271113765
ACH-000720,-0.113248657711
ACH-000721,-0.284607298889
ACH-000724,-0.132064516998
ACH-000725,-0.0250399029273
ACH-000732,-0.413213329031
ACH-000734,-0.141413847381
ACH-000735,-0.45212038188299997
ACH-000736,-0.29687296856600004
ACH-000738,-0.504961881271
ACH-000746,-0.309968282489
ACH-000747,-0.283141272417
ACH-000748,-0.0817673615871
ACH-000753,-0.192508508178
ACH-000756,-0.15711992290100002
ACH-000757,-0.146753857712
ACH-000758,-0.19924654276
ACH-000760,-0.215374360511
ACH-000763,-0.11212703799200001
ACH-000764,-0.188857317756
ACH-000765,-0.00465244896645
ACH-000766,-0.208957909517
ACH-000767,-0.107794528505
ACH-000768,-0.263717530356
ACH-000769,-0.14741771559
ACH-000770,-0.107540493538
ACH-000771,-0.177480269408
ACH-000773,-0.257241042129
ACH-000776,-0.20217838607799998
ACH-000777,-0.141966975899
ACH-000778,-0.262682838959
ACH-000781,-0.20621388712299998
ACH-000782,-0.0375675772712
ACH-000783,-0.192264774179
ACH-000784,-0.169397751207
ACH-000785,-0.299859225214
ACH-000787,-0.0580555740921
ACH-000788,-0.183492365955
ACH-000791,-0.369418930615
ACH-000792,0.112907190965
ACH-000794,-0.211897165772
ACH-000796,-0.38983108849
ACH-000799,-0.284711176685
ACH-000800,-0.261718719485
ACH-000802,-0.079236667521
ACH-000804,-0.35999416687299995
ACH-000805,0.011571125878299999
ACH-000809,-0.159561042224
ACH-000810,0.0757364789659
ACH-000811,-0.11535080930500001
ACH-000817,0.032657818169499996
ACH-000819,-0.110905894834
ACH-000820,0.0866451915932
ACH-000821,-0.467544994187
ACH-000822,-0.27705654580899997
ACH-000823,-0.09091687469010001
ACH-000824,-0.0269476727599
ACH-000827,-0.236634175474
ACH-000829,0.168392597344
ACH-000831,-0.455100569869
ACH-000832,-0.33508887160399997
ACH-000833,-0.19553707985399998
ACH-000834,-0.209889777544
ACH-000835,-0.21174308674400003
ACH-000836,-0.411056955602
ACH-000837,-0.419942662072
ACH-000838,-0.364477198055
ACH-000839,-0.0996531843202
ACH-000840,0.0582504298158
ACH-000841,-0.399012686422
ACH-000843,-0.0324856098554
ACH-000846,-0.1753521646
ACH-000847,-0.313847207635
ACH-000848,-0.22554639476500002
ACH-000849,-0.328920596801
ACH-000851,-0.373725524017
ACH-000855,-0.102722987548
ACH-000856,-0.24687796780299998
ACH-000858,-0.263093251229
ACH-000859,-0.386384430873
ACH-000861,-0.535050048872
ACH-000862,-0.299046604915
ACH-000865,-0.273228770277
ACH-000866,-0.08816761511610001
ACH-000867,-0.237368805085
ACH-000869,-0.274740088713
ACH-000872,-0.197929244372
ACH-000873,-0.380171029729
ACH-000876,-0.38408667444399996
ACH-000878,-0.148469820841
ACH-000880,-0.264077053511
ACH-000881,-0.17190388244899998
ACH-000882,-0.24117542291900002
ACH-000884,-0.203035985113
ACH-000885,-0.191029108505
ACH-000887,-0.19497756372000002
ACH-000888,-0.259328899889
ACH-000889,-0.286891900036
ACH-000890,-0.333698512499
ACH-000896,-0.262711905061
ACH-000898,-0.270065535735
ACH-000900,-0.37363350424900005
ACH-000901,-0.194033081783
ACH-000905,-0.258062768923
ACH-000906,-0.0211613916401
ACH-000907,-0.447432281334
ACH-000910,-0.0832029417552
ACH-000911,-0.274745899252
ACH-000912,-0.08940333167860001
ACH-000913,-0.20426529718199998
ACH-000915,0.045799181281
ACH-000916,0.269328030208
ACH-000917,-0.0908114931333
ACH-000921,-0.0905608393502
ACH-000924,-0.321432307347
ACH-000926,-0.0114800996431
ACH-000928,-0.263215192121
ACH-000929,-0.0161592151932
ACH-000932,-0.26950665805
ACH-000935,-0.17600112115
ACH-000936,-0.26269731203
ACH-000937,-0.159501005596
ACH-000938,0.09920613891669999
ACH-000939,-0.196697614741
ACH-000941,-0.055712653974699995
ACH-000943,-0.200660874648
ACH-000946,-0.23486179179299999
ACH-000947,-0.336964600628
ACH-000948,-0.10946437210000001
ACH-000950,-0.0373909183225
ACH-000953,0.00361252947795
ACH-000957,-0.365023067985
ACH-000958,-0.0683190695813
ACH-000960,-0.0522492464239
ACH-000963,-0.307778147703
ACH-000968,-0.253066765724
ACH-000969,-0.317105216374
ACH-000973,-0.27851856806200004
ACH-000974,-0.236393138525
ACH-000975,-0.310725191585
ACH-000976,-0.167995281718
ACH-000978,-0.321785570355
ACH-000980,-0.18697553197500003
ACH-000984,-0.22956804939199998
ACH-000986,-0.08684076524289999
ACH-000988,-0.20208492652899998
ACH-000993,0.0254052139408
ACH-000994,-0.27980533898000004
ACH-000996,-0.513727676799
ACH-001001,-0.268250564224
ACH-001020,-0.00579449862694
ACH-001028,-0.323946566501
ACH-001031,-0.246531471569
ACH-001038,-0.345839354439
ACH-001048,-0.290483192692
ACH-001050,-0.15776672997000002
ACH-001053,-0.36003498872
ACH-001054,-0.086969072217
ACH-001061,-0.12216392197
ACH-001067,-0.37349176809100004
ACH-001075,-0.44329103415
ACH-001096,-0.15089175529100002
ACH-001128,-0.19664357627700002
ACH-001134,-0.235580104796
ACH-001151,-0.209654823991
ACH-001163,-0.147477853789
ACH-001164,-0.36917633170999997
ACH-001173,-0.182960808946
ACH-001183,-0.0533177220035
ACH-001184,-0.266908261227
ACH-001190,-0.0494519454453
ACH-001192,0.021027875323099996
ACH-001193,-0.514550671443
ACH-001196,-0.310454859204
ACH-001197,-0.224499237291
ACH-001205,-0.049286313075400004
ACH-001211,-0.332027586415
ACH-001212,-0.21213100807399998
ACH-001228,-0.218891795799
ACH-001232,-0.17136629951
ACH-001239,-0.08700689091880001
ACH-001274,-0.0913614339791
ACH-001275,-0.151692499133
ACH-001277,-0.520627732892
ACH-001278,-0.0945481724041
ACH-001280,-0.016418891097600002
ACH-001283,-0.279014788031
ACH-001289,-0.23481161480700002
ACH-001295,-0.394261861149
ACH-001300,-0.0866298884584
ACH-001301,-0.204324001099
ACH-001302,0.0228075211368
ACH-001303,-0.13907961284700002
ACH-001306,-0.254189365309
ACH-001318,-0.40659077682800004
ACH-001322,-0.15754671139
ACH-001328,-0.128847948702
ACH-001332,-0.397326200159
ACH-001333,-0.387640675188
ACH-001336,-0.26327433830200003
ACH-001340,-0.17588513836599998
ACH-001346,-0.394478540215
ACH-001353,-0.238000340326
ACH-001354,-0.440116935682
ACH-001367,-0.421532825598
ACH-001368,-0.250607861883
ACH-001374,-0.541702351937
ACH-001375,-0.09427858785399999
ACH-001377,-0.11776684179199999
ACH-001380,-0.28697164284800003
ACH-001391,-0.15509138544099998
ACH-001407,-0.457496309934
ACH-001408,-0.11629089788899999
ACH-001413,-0.396949269552
ACH-001430,-0.0441459612019
ACH-001431,-0.330248805709
ACH-001450,-0.0435746530955
ACH-001496,-0.38730591259400005
ACH-001500,-0.13967230057399999
ACH-001521,0.0878032330605
ACH-001523,-0.37991221686899995
ACH-001532,-0.355069885978
ACH-001536,-0.29299912646
ACH-001550,-0.201494291383
ACH-001552,-0.23048705290399998
ACH-001554,-0.143941772573
ACH-001645,-0.301743434872
ACH-001654,-0.269333220938
ACH-001715,-0.207936005059
ACH-001735,-0.012486884628700002
ACH-001736,-0.053703942616600005
ACH-001737,-0.198798525463
ACH-001740,-0.242663212545
ACH-001745,-0.122020222858
ACH-001750,-0.0172420222011
ACH-001765,-0.23597876717900002
ACH-001956,-0.35770998112700003
ACH-001957,-0.535823460767
