,FAM117A (81558)
ACH-000004,-0.0457692468716
ACH-000007,-0.18711157276700002
ACH-000009,-0.285553704126
ACH-000011,-0.417458244041
ACH-000012,-0.403222972708
ACH-000013,-0.041416840083499995
ACH-000014,-0.161758447751
ACH-000015,-0.175375544918
ACH-000017,-0.35411354419600005
ACH-000018,-0.12974156419900001
ACH-000019,-0.262486244486
ACH-000021,-0.263524577707
ACH-000022,-0.23810679117400002
ACH-000025,-0.20514816890700002
ACH-000028,-0.444161731903
ACH-000030,-0.243436044582
ACH-000035,-0.25717968076
ACH-000036,-0.24990255825100002
ACH-000037,-0.13229363009700001
ACH-000039,-0.23193388937800002
ACH-000040,-0.28432447587799997
ACH-000041,-0.038804894537400006
ACH-000042,-0.059839343903999996
ACH-000045,-0.15567925059
ACH-000047,-0.139462228968
ACH-000052,-0.29830884040800004
ACH-000053,-0.168051666435
ACH-000054,-0.362359263557
ACH-000055,-0.244551015845
ACH-000060,-0.22963478991900002
ACH-000067,-0.235551165264
ACH-000070,-0.2495656323
ACH-000075,-0.268525079255
ACH-000078,-0.18631125760699999
ACH-000082,-0.284855358971
ACH-000085,-0.14242388542099998
ACH-000086,-0.13245085623299999
ACH-000087,-0.104001920783
ACH-000092,-0.0509404735857
ACH-000095,-0.23847201907499999
ACH-000097,-0.156378869803
ACH-000098,-0.0691452627959
ACH-000099,-0.12697663172
ACH-000108,-0.442954995348
ACH-000113,-0.148346501108
ACH-000115,-0.302976801626
ACH-000116,-0.157457361755
ACH-000118,-0.298829624093
ACH-000120,-0.301004593953
ACH-000123,-0.14726708006
ACH-000127,-0.204589530397
ACH-000128,-0.046024780395
ACH-000132,-0.022411031776400005
ACH-000133,0.0216765578951
ACH-000137,-0.0371707416289
ACH-000138,-0.42704882316
ACH-000142,-0.43163252356799997
ACH-000143,-0.124457399072
ACH-000146,-0.19687706416099998
ACH-000148,-0.24522322893399998
ACH-000150,-0.281479363404
ACH-000152,-0.273758110959
ACH-000153,-0.0757553012952
ACH-000159,-0.288821784954
ACH-000160,-0.173558378455
ACH-000163,-0.260296952488
ACH-000167,-0.058734459946599996
ACH-000168,-0.238428874188
ACH-000169,-0.09443616561280001
ACH-000178,-0.206387626924
ACH-000182,-0.35326986650700004
ACH-000183,-0.0811410790364
ACH-000188,-0.378811380782
ACH-000189,0.043884586643900006
ACH-000190,-0.163615647419
ACH-000198,-0.12130412482999998
ACH-000204,0.07222892212510001
ACH-000206,-0.0869816002975
ACH-000207,-0.032349363275700004
ACH-000211,-0.21394065800099998
ACH-000215,-0.24794210963500002
ACH-000221,-0.255102268587
ACH-000222,0.174243190785
ACH-000223,-0.22934299145999998
ACH-000226,-0.266839080435
ACH-000227,-0.19670118057
ACH-000228,-0.294358919469
ACH-000231,-0.118446386112
ACH-000232,-0.0256903511075
ACH-000233,0.0147757010286
ACH-000234,-0.443161796385
ACH-000235,-0.297979002295
ACH-000237,-0.250203856681
ACH-000238,-0.55554085664
ACH-000243,-0.255161684003
ACH-000244,-0.621025929232
ACH-000246,-0.266592118208
ACH-000248,-0.16955904467500002
ACH-000250,-0.14171844980599999
ACH-000251,-0.423314647408
ACH-000253,-0.328056750035
ACH-000255,-0.129225369492
ACH-000256,-0.39144985255599996
ACH-000257,0.00873094902949
ACH-000258,0.0538909306869
ACH-000259,-0.220651253797
ACH-000260,-0.1504717985
ACH-000261,-0.182265668534
ACH-000262,-0.170448771945
ACH-000263,-0.469137563897
ACH-000264,-0.261448218241
ACH-000265,-0.277235035021
ACH-000266,-0.42701394
ACH-000272,-0.153845285369
ACH-000273,-0.0226022183348
ACH-000274,-0.185642392905
ACH-000277,-0.535976984872
ACH-000278,-0.133547946478
ACH-000279,-0.202363090627
ACH-000280,-0.127108402564
ACH-000281,-0.10641236756200001
ACH-000288,-0.20622858309
ACH-000291,-0.142351843659
ACH-000293,-0.6145164072479999
ACH-000294,-0.0779237284534
ACH-000295,-0.314444791679
ACH-000296,-0.194746960593
ACH-000302,-0.17493916293499998
ACH-000304,-0.240091968895
ACH-000307,-0.167793646253
ACH-000308,-0.212628964089
ACH-000310,-0.18180118812399998
ACH-000311,-0.140999742318
ACH-000312,-0.16961312170600001
ACH-000315,0.09701471903660001
ACH-000316,-0.15043575968
ACH-000317,-0.0867975658221
ACH-000318,-0.12442661933900001
ACH-000319,-0.0636732550211
ACH-000320,-0.103444877655
ACH-000322,0.00209186447767
ACH-000323,-0.16641564177999998
ACH-000324,-0.29468252137400003
ACH-000329,-0.256103387598
ACH-000330,-0.18283679953600002
ACH-000331,-0.19635015027
ACH-000332,-0.260358575778
ACH-000334,-0.09145533419510002
ACH-000335,-0.440953211443
ACH-000336,0.04266897956230001
ACH-000337,-0.134355527876
ACH-000339,-0.13994557489499998
ACH-000341,-0.31211822245799997
ACH-000348,-0.160872873012
ACH-000350,-0.064655787918
ACH-000352,-0.19508096752300003
ACH-000356,-0.312953398113
ACH-000361,-0.0801459605082
ACH-000362,-0.331934937932
ACH-000363,-0.150187061425
ACH-000364,-0.174313884681
ACH-000365,0.0953843726302
ACH-000366,-0.196047816056
ACH-000368,-0.401392361084
ACH-000374,-0.144533764207
ACH-000375,-0.21265717018
ACH-000376,-0.20614250209399998
ACH-000381,-0.194711808199
ACH-000383,-0.27297372625599997
ACH-000387,-0.5995432464930001
ACH-000389,-0.293160047922
ACH-000390,-0.37000634556900003
ACH-000393,-0.032110243496500004
ACH-000395,-0.38828806218199996
ACH-000397,-0.368564041211
ACH-000401,-0.3609123311
ACH-000402,-0.290983346017
ACH-000403,-0.393219642654
ACH-000404,-0.026872010658800002
ACH-000406,-0.147975741949
ACH-000407,-0.239534589256
ACH-000408,-0.257079697461
ACH-000410,-0.0951054640845
ACH-000411,-0.10008486542000002
ACH-000414,-0.0733432362835
ACH-000415,-0.335465762462
ACH-000416,-0.278502941443
ACH-000420,-0.326630260832
ACH-000421,-0.137819241036
ACH-000424,-0.43461089580300005
ACH-000425,-0.301446954213
ACH-000426,-0.448345668745
