,SV2A (9900)
ACH-000168,-0.592315556686
ACH-000169,-0.236965430029
ACH-000178,-0.0843148500607
ACH-000182,-0.294381129748
ACH-000183,-0.454426648755
ACH-000188,-0.387745307418
ACH-000189,-0.355186794124
ACH-000190,-0.0930691611713
ACH-000198,-0.370124871202
ACH-000204,-0.810615491286
ACH-000206,-0.361674282668
ACH-000207,-0.1270675995
ACH-000211,-0.354045981932
ACH-000215,-0.509849992279
ACH-000221,-0.5157823636159999
ACH-000222,-0.112491276609
ACH-000223,-0.380511129666
ACH-000226,-0.256471822973
ACH-000227,-0.19453241692200002
ACH-000228,-0.508287538107
ACH-000231,-0.36151477298600004
ACH-000232,-0.298419847865
ACH-000233,-0.330949017517
ACH-000234,-0.312466669218
ACH-000235,-0.3440237339
ACH-000237,-0.28118423313
ACH-000238,-0.166757236068
ACH-000243,-0.281984819773
ACH-000244,-0.496871497988
ACH-000246,-0.415732286548
ACH-000248,-0.22370753034899998
ACH-000250,-0.20557139888099998
ACH-000251,-0.442741417452
ACH-000253,-0.264202703456
ACH-000255,-0.421748874293
ACH-000256,-0.23737491891399998
ACH-000257,-0.063851643234
ACH-000258,-0.286657089437
ACH-000259,-0.308694043276
ACH-000260,-0.2257655049
ACH-000261,-0.332324722092
ACH-000262,-0.374349441888
ACH-000263,-0.240496053269
ACH-000264,-0.404215194313
ACH-000265,-0.292658664412
ACH-000266,-0.350719045104
ACH-000272,-0.31848269381
ACH-000273,-0.365970066453
ACH-000274,-0.207036630262
ACH-000277,-0.13555475141599999
ACH-000278,-0.521125545868
ACH-000279,-0.237774543163
ACH-000280,-0.202062606436
ACH-000281,-0.257996684538
ACH-000288,-0.386697089842
ACH-000291,-0.257749468288
ACH-000293,-0.22854334926199998
ACH-000294,-0.35736798412799997
ACH-000295,-0.6801606719519999
ACH-000296,-0.269457524489
ACH-000302,-0.23883252467500002
ACH-000304,-0.342585249043
ACH-000307,-0.18613616909000003
ACH-000308,-0.26903423183499997
ACH-000310,-0.342521247135
ACH-000311,-0.463957889383
ACH-000312,-0.295636899801
ACH-000315,-0.345337427377
ACH-000316,-0.204742673587
ACH-000317,-0.177952869927
ACH-000318,-0.308470592231
ACH-000319,-0.45448833161700003
ACH-000320,-0.351909041427
ACH-000322,-0.479087686895
ACH-000323,-0.239096813059
ACH-000324,-0.279049405656
ACH-000329,-0.311726158761
ACH-000330,-0.2420157457
ACH-000331,-0.294175641092
ACH-000332,-0.30209064210299996
ACH-000334,-0.171750759061
ACH-000335,-0.20221921684500002
ACH-000336,-0.579674894584
ACH-000337,-0.310908246689
ACH-000339,-0.162864925731
ACH-000341,-0.553578775084
ACH-000348,-0.399432649227
ACH-000350,-0.383329554824
ACH-000352,-0.335824163839
ACH-000356,-0.358566885432
ACH-000361,-0.36499618115500004
ACH-000362,-0.27288430547200004
ACH-000363,-0.23915887674699998
ACH-000364,-0.36691337428099996
ACH-000365,-0.253721025804
ACH-000366,-0.208935171538
ACH-000368,-0.339647316188
ACH-000374,-0.16795202438999998
ACH-000375,-0.41237394521
ACH-000376,-0.298615742074
ACH-000381,-0.564383247627
ACH-000383,-0.422449252526
ACH-000387,-0.367369994419
ACH-000389,-0.405284642794
ACH-000390,-0.39370340636999995
ACH-000393,-0.17760639710499998
ACH-000395,-0.184493203235
ACH-000397,-0.514217015867
ACH-000401,-0.207721543167
ACH-000402,-0.574696240588
ACH-000403,-0.36330804270000006
ACH-000404,-0.299355647899
ACH-000406,-0.34714971468
ACH-000407,-0.17555058598499998
ACH-000408,-0.547573413572
ACH-000410,-0.576236921725
ACH-000411,-0.273217502639
ACH-000414,-0.291619457037
ACH-000415,-0.34181332323799996
ACH-000416,-0.37124982891999997
ACH-000420,-0.410339272558
ACH-000421,-0.331815809879
ACH-000424,-0.674900571356
ACH-000425,-0.306734686736
ACH-000426,-0.272399581003
ACH-000427,-0.503119645609
ACH-000433,-0.312546104584
ACH-000436,-0.233133571501
ACH-000444,-0.22873738885400002
ACH-000445,-0.21565316429200002
ACH-000448,-0.41391668905100004
ACH-000450,-0.319651710257
ACH-000452,-0.377743749998
ACH-000454,-0.5433230436240001
ACH-000458,-0.365887272068
ACH-000459,-0.321774230725
ACH-000460,-0.358832012283
ACH-000461,-0.36943300514399996
ACH-000463,-0.567210107057
ACH-000464,-0.42001513756
ACH-000466,-0.27044305089299997
ACH-000467,-0.33626906136600004
ACH-000468,-0.305166731489
ACH-000469,-0.159433558189
ACH-000470,-0.18726309179900003
ACH-000471,-0.237471203252
ACH-000472,-0.192827287755
ACH-000473,-0.33805339902599996
ACH-000475,-0.32169773875700003
ACH-000476,-0.146535567847
ACH-000477,-0.421775607955
ACH-000480,-0.253304005779
ACH-000481,-0.406709485475
ACH-000483,-0.196733434074
ACH-000484,-0.537252034786
ACH-000485,-0.11655424751900001
ACH-000486,-0.347730433693
ACH-000487,-0.369152261341
ACH-000488,-0.307742009056
ACH-000490,-0.226473083305
ACH-000491,-0.175092047684
ACH-000495,-0.524254418703
ACH-000496,-0.185241550613
ACH-000499,-0.157766984192
ACH-000500,0.0015790475736400002
ACH-000502,-0.41088606184500004
ACH-000503,-0.116766372653
ACH-000505,-0.374423032698
ACH-000507,-0.35252994812399996
ACH-000510,-0.49603478078
ACH-000511,-0.18520785850699997
ACH-000512,-0.471455923745
ACH-000516,-0.314111706615
ACH-000517,-0.391078744065
ACH-000518,-0.30556214471099996
ACH-000520,-0.166151795516
ACH-000521,-0.492140072603
ACH-000522,-0.34940757420900004
ACH-000524,-0.370256806629
ACH-000527,-0.277604455816
ACH-000528,-0.225797370006
ACH-000537,-0.313980938331
ACH-000541,-0.143546135151
ACH-000542,-0.381093215039
ACH-000544,-0.49057825071
ACH-000545,-0.24226766036999997
ACH-000547,-0.238856053155
ACH-000548,-0.40650930339900004
ACH-000549,-0.330311134072
ACH-000550,-0.27373811231199996
ACH-000552,-0.328723606873
ACH-000556,-0.362255619485
ACH-000557,0.0691437973555
ACH-000570,-0.0718358716099
ACH-000571,-0.173514510933
ACH-000573,-0.307944812921
ACH-000576,-0.35497750063699995
ACH-000580,-0.233301055634
ACH-000584,-0.313584219005
ACH-000585,-0.34325046104699997
ACH-000588,-0.470199174846
ACH-000589,-0.317762441219
ACH-000591,-0.058116001795
ACH-000593,-0.48517763733099994
ACH-000600,-0.47216565328500004
ACH-000601,-0.355658652618
ACH-000604,-0.702505485613
ACH-000605,-0.35310772625
ACH-000606,-0.38981985932499996
ACH-000608,-0.156214681675
ACH-000614,-0.187674827797
ACH-000616,-0.301253456782
ACH-000618,-0.35975605043799996
ACH-000619,-0.279494225178
ACH-000620,-0.39581126417499995
ACH-000621,-0.190203642515
ACH-000622,-0.32611764079
ACH-000623,-0.282223653658
ACH-000624,-0.264663273087
ACH-000627,-0.436954614646
ACH-000630,-0.312342694609
ACH-000632,-0.268307489934
ACH-000633,-0.27593024785500003
ACH-000637,-0.36357418901
ACH-000638,-0.281185444889
ACH-000646,-0.472205382561
ACH-000647,-0.408291407231
ACH-000648,-0.47341288436499995
ACH-000649,-0.242617435213
ACH-000651,-0.261297869727
ACH-000652,-0.253209650584
ACH-000653,-0.256467973508
ACH-000657,-0.355606834997
ACH-000658,-0.43536560701800003
ACH-000661,-0.280824079618
ACH-000662,-0.386805853409
ACH-000663,-0.258211230447
ACH-000665,-0.40377868016999996
ACH-000671,-0.334244902773
ACH-000673,-0.309651192789
ACH-000676,-0.40754194452200004
ACH-000677,-0.357666148797
ACH-000681,-0.0557385458292
ACH-000682,-0.40787808735200004
ACH-000683,-0.492866492899
ACH-000684,-0.243523952475
ACH-000688,-0.473470993297
ACH-000693,-0.370262485019
ACH-000694,-0.286545314474
ACH-000695,-0.07182027946030001
ACH-000696,-0.33978674682599996
ACH-000697,-0.229590269947
ACH-000699,-0.33207829666600003
ACH-000701,-0.374059532841
ACH-000706,-0.293511456952
ACH-000711,-0.35316226653000005
ACH-000713,-0.610277809548
ACH-000714,-0.242584762333
ACH-000718,-0.31895930963799995
ACH-000720,-0.309588327328
ACH-000721,-0.32627981017700003
ACH-000724,-0.453334630735
ACH-000725,-0.502121565251
ACH-000732,-0.452045617567
ACH-000734,-0.409673601762
ACH-000735,-0.41109960077200003
ACH-000736,-0.518815861671
ACH-000738,-0.262796158645
ACH-000746,-0.298508239252
ACH-000747,-0.528037076102
ACH-000748,-0.224737774345
ACH-000753,-0.34796394396499997
ACH-000756,-0.489514639895
ACH-000757,-0.538622078869
ACH-000758,-0.357679545317
ACH-000760,-0.47343019210500004
ACH-000763,-0.325124155055
ACH-000764,-0.589221430916
ACH-000765,-0.335234191341
ACH-000766,-0.15822589629699998
ACH-000767,-0.598544976231
ACH-000768,-0.341485026774
ACH-000769,-0.5113721407249999
ACH-000770,-0.348882132104
ACH-000771,-0.40843137840099997
ACH-000773,-0.176120521193
ACH-000776,-0.348130216512
ACH-000777,-0.33634213540700003
ACH-000778,-0.197568862101
ACH-000781,-0.224250136618
ACH-000782,-0.41538526563100003
ACH-000783,-0.37502117725
ACH-000784,-0.196773499207
ACH-000785,-0.60876111201
ACH-000787,-0.497008044441
ACH-000788,-0.22630713155499999
ACH-000791,-0.487173901224
ACH-000792,-0.29143125163899997
ACH-000794,-0.15211009569800002
ACH-000796,-0.270630057579
ACH-000799,-0.22327734487599998
ACH-000800,-0.533914962456
ACH-000802,-0.314861242541
ACH-000804,-0.399631010497
ACH-000805,-0.389786590426
ACH-000809,-0.284255252769
ACH-000810,-0.128494630352
ACH-000811,-0.281535415559
ACH-000817,-0.626593634426
ACH-000819,-0.44746062358099997
ACH-000820,0.22224836659699998
ACH-000821,-0.7028535420559999
ACH-000822,-0.279249621253
ACH-000823,-0.279257927045
ACH-000824,-0.131324416601
ACH-000827,-0.328146497586
ACH-000829,-0.26824696593
ACH-000831,-0.29531206851
ACH-000832,-0.333834302945
ACH-000833,-0.267907408247
ACH-000834,-0.345959106541
ACH-000835,-0.103682375817
ACH-000836,-0.329086040133
ACH-000837,-0.401983276692
ACH-000838,-0.45853909273599996
ACH-000839,-0.267159139138
ACH-000840,-0.173974377046
ACH-000841,-0.263116145295
ACH-000843,-0.440025779781
ACH-000846,-0.488886607795
ACH-000847,0.0656615876935
ACH-000848,-0.30959762024500004
ACH-000849,-0.301043986747
ACH-000851,-0.303640209929
ACH-000855,-0.421973712599
ACH-000856,-0.289745302383
ACH-000858,-0.154420812835
ACH-000859,-0.441114105549
ACH-000861,-0.51047060526
ACH-000862,-0.347068477426
ACH-000865,-0.391479759564
ACH-000866,-0.34958116393399996
ACH-000867,-0.238942943249
ACH-000869,-0.7494551675660001
ACH-000872,-0.20248494787000001
ACH-000873,-0.369347941115
ACH-000876,-0.22121481904100002
ACH-000878,-0.221926866802
ACH-000880,-0.329487714342
ACH-000881,-0.279342662229
ACH-000882,-0.301460975245
ACH-000884,-0.37636657429799997
ACH-000885,-0.410241720075
ACH-000887,-0.29839996650600004
ACH-000888,-0.39094627854999997
ACH-000889,-0.36020476193400003
ACH-000890,-0.354008630482
ACH-000896,-0.341879207861
ACH-000898,-0.217354027126
ACH-000900,-0.6523223433850001
ACH-000901,-0.210696056145
ACH-000905,-0.368127526575
ACH-000906,-0.225202448354
ACH-000907,-0.300083751288
ACH-000910,-0.329432899927
ACH-000911,-0.324238151967
ACH-000912,-0.400753834031
ACH-000913,-0.322086959815
ACH-000915,-0.317450138527
ACH-000916,-0.50041676041
ACH-000917,-0.310457330195
ACH-000921,-0.39054236821099997
ACH-000924,-0.38648710104199996
ACH-000926,-0.150154662987
ACH-000928,-0.428499691555
ACH-000929,-0.286315413099
ACH-000932,-0.46930060252899997
ACH-000935,-0.183565491208
ACH-000936,-0.45438926101800003
ACH-000937,-0.183115275873
ACH-000938,-0.292575655634
ACH-000939,-0.463761030682
ACH-000941,-0.548085669692
ACH-000943,-0.293121253494
ACH-000946,-0.445495238222
ACH-000947,-0.37888074488799994
ACH-000948,-0.38293069875299995
ACH-000950,-0.238683147432
ACH-000953,-0.35059435063600003
ACH-000957,-0.45878844298
ACH-000958,-0.09106896015100001
ACH-000960,-0.19738272837499998
ACH-000963,-0.39486147125200005
ACH-000968,-0.476534190252
ACH-000969,-0.385905569116
ACH-000973,-0.39923747876000004
ACH-000974,-0.383650849861
ACH-000975,-0.425665849599
ACH-000976,-0.178189652705
ACH-000978,-0.264354175636
ACH-000980,-0.168909287631
ACH-000984,-0.556560760071
ACH-000986,-0.254321101173
ACH-000988,-0.216434969307
ACH-000993,-0.306734795397
ACH-000994,-0.207953748202
ACH-000996,-0.257296441842
ACH-001001,-0.473100810527
ACH-001020,0.061107880869899996
ACH-001028,-0.347226268151
ACH-001031,-0.386388707006
ACH-001038,-0.242763352075
ACH-001048,-0.24038517909600002
ACH-001050,-0.255813347808
ACH-001053,-0.323381956199
ACH-001054,-0.393923359636
ACH-001061,-0.304307484701
ACH-001067,-0.36849674354
ACH-001075,-0.228940168055
ACH-001096,-0.315154354546
ACH-001128,-0.397938841712
ACH-001134,-0.107055021778
ACH-001151,-0.376343904245
ACH-001163,-0.645997322317
ACH-001164,-0.35639217196500006
ACH-001173,-0.234700861123
ACH-001183,-0.301376719916
ACH-001184,0.0320633876134
ACH-001190,-0.32738895549400004
ACH-001192,-0.365879751608
ACH-001193,-0.579483291941
ACH-001196,-0.354219447122
ACH-001197,-0.366925856404
ACH-001205,-0.448308480827
ACH-001211,-0.517367214818
ACH-001212,-0.430830805826
ACH-001228,-0.27851574183600003
ACH-001232,-0.318371774678
ACH-001239,-0.44371451244300003
ACH-001274,-0.258489143253
ACH-001275,-0.148930113413
ACH-001277,-0.458201332836
ACH-001278,-0.45316385857
ACH-001280,-0.11775132797900001
ACH-001283,-0.38157596074199995
ACH-001289,-0.27708296866099996
ACH-001295,-0.241738821288
ACH-001300,-0.28288949741999997
ACH-001301,-0.35483403092
ACH-001302,-0.289824852992
ACH-001303,-0.0464799765414
ACH-001306,-0.282939574258
ACH-001318,-0.43604371243999995
ACH-001322,-0.342996216683
ACH-001328,-0.240685142887
ACH-001332,-0.41351140474200004
ACH-001333,-0.261119835689
ACH-001336,-0.34311416933399996
ACH-001340,-0.325486996964
ACH-001346,-0.48421370843
ACH-001353,-0.290115278667
ACH-001354,-0.506512198678
ACH-001367,-0.267346472178
ACH-001368,-0.43019775590099996
ACH-001374,-0.167764057341
ACH-001375,-0.35701080808799995
ACH-001377,-0.122595919519
ACH-001380,-0.29243214912099996
ACH-001391,-0.39547609626900004
ACH-001407,-0.251288666102
ACH-001408,-0.341363949159
ACH-001413,-0.414106696728
ACH-001430,-0.122032765893
ACH-001431,-0.275053253849
ACH-001450,-0.37457615131399996
ACH-001496,-0.385900200224
ACH-001500,-0.245896615527
ACH-001521,-0.193534441149
ACH-001523,-0.205729962267
ACH-001532,-0.369510649495
ACH-001536,-0.196280473351
ACH-001550,-0.191869225912
ACH-001552,-0.37846328988899997
ACH-001554,-0.182424496693
ACH-001645,-0.32834087101
ACH-001654,-0.282890849421
ACH-001715,-0.531668608853
ACH-001735,-0.257555600156
ACH-001736,-0.119208330603
ACH-001737,-0.0293084903245
ACH-001740,-0.221357417949
ACH-001745,-0.07059649572269999
ACH-001750,-0.427133391352
ACH-001765,-0.39086399600599997
ACH-001956,-0.210044255507
ACH-001957,-0.300329348026
