,HIST1H2AL (8332)
ACH-000004,0.0890342642351
ACH-000007,0.17803471279199998
ACH-000009,-0.0657444069645
ACH-000011,-0.288596400447
ACH-000012,-0.07191965425130001
ACH-000013,-0.012273824325600001
ACH-000014,-0.22674474050700003
ACH-000015,0.0681589877755
ACH-000017,-0.2332676708
ACH-000018,0.177437337975
ACH-000019,-0.183531475331
ACH-000021,0.0469791686099
ACH-000022,-0.09968702041380001
ACH-000025,-0.0274480872829
ACH-000028,-0.0173613040655
ACH-000030,-0.051345553093600005
ACH-000035,-0.232061102329
ACH-000036,-0.222887923732
ACH-000037,-0.5439381952319999
ACH-000039,-0.0828012792204
ACH-000040,-0.14658926630000002
ACH-000041,-0.0327768420869
ACH-000042,0.00516575931981
ACH-000045,-0.24338783171999998
ACH-000047,-0.114326494365
ACH-000052,-0.201295620157
ACH-000053,-0.025864455265799998
ACH-000054,-0.27667413173
ACH-000055,0.08641735195460001
ACH-000060,-0.265478639125
ACH-000067,-0.262919648072
ACH-000070,-0.0751528366488
ACH-000075,-0.0603700721007
ACH-000078,-0.16930244707400002
ACH-000082,-0.216913596642
ACH-000085,-0.302943367051
ACH-000086,-0.0697968115977
ACH-000087,-0.06507112072650001
ACH-000092,-0.0224249213559
ACH-000095,-0.132218748676
ACH-000097,-0.013815704844200001
ACH-000098,-0.0747148862477
ACH-000099,-0.12499545348300001
ACH-000108,0.017558035523700003
ACH-000113,-0.10340538966499999
ACH-000115,-0.510574134863
ACH-000116,-0.0647964113033
ACH-000118,-0.0684196884237
ACH-000120,0.0548459000141
ACH-000123,-0.122711369421
ACH-000127,-0.115107758153
ACH-000128,-0.10121388486400001
ACH-000132,-0.0719221289842
ACH-000133,-0.17869195426399997
ACH-000137,0.040827089992
ACH-000138,-0.126703941268
ACH-000142,-0.0057653212601200005
ACH-000143,-0.0670683148582
ACH-000146,-0.19916050625999998
ACH-000148,0.050751566485
ACH-000150,0.116637926693
ACH-000152,-0.09523934481339999
ACH-000153,-0.0951483930845
ACH-000159,-0.0614686920212
ACH-000160,-0.123039549396
ACH-000163,0.208090945947
ACH-000167,-0.239055084005
ACH-000168,-0.19437275580699998
ACH-000169,0.05308910080580001
ACH-000178,-0.13542384376
ACH-000182,-0.0589546268926
ACH-000183,-0.139577291092
ACH-000188,-0.19124457024799998
ACH-000189,0.0633867675471
ACH-000190,-0.150621924935
