,TTI1 (9675)
ACH-000004,-1.06223329382
ACH-000007,-1.06015963791
ACH-000009,-0.776554089666
ACH-000011,-0.912845037731
ACH-000012,-0.9332560683319999
ACH-000013,-1.02450610281
ACH-000014,-0.987773971354
ACH-000015,-1.2121340266299998
ACH-000017,-0.6476849404
ACH-000018,-0.929398281407
ACH-000019,-1.3448632016
ACH-000021,-0.9821732729780001
ACH-000022,-0.997669828715
ACH-000025,-1.1235745832100001
ACH-000028,-1.13390052126
ACH-000030,-1.06896525949
ACH-000035,-1.0389352598000001
ACH-000036,-1.1026475360799999
ACH-000037,-0.9586250088030001
ACH-000039,-1.07482577037
ACH-000040,-1.0037012485899999
ACH-000041,-1.48297529058
ACH-000042,-1.06931620125
ACH-000045,-1.10689188867
ACH-000047,-1.0007827117
ACH-000052,-1.053802375
ACH-000053,-1.1268418362000001
ACH-000054,-1.0
ACH-000055,-1.2060349987999999
ACH-000060,-0.903744854003
ACH-000067,-1.25639844333
ACH-000070,-1.16347318112
ACH-000075,-1.23864533872
ACH-000078,-1.2655962252700002
ACH-000082,-0.8335789481489999
ACH-000085,-1.0140750175
ACH-000086,-1.05639111078
ACH-000087,-1.11254579218
ACH-000092,-0.8908755637129999
ACH-000095,-1.16767212029
ACH-000097,-1.02379047802
ACH-000098,-0.8844929949060001
ACH-000099,-1.19138039304
ACH-000108,-0.965600617601
ACH-000113,-0.9071064682879999
ACH-000115,-1.2399734547499999
ACH-000116,-0.819409966143
ACH-000118,-0.950599428552
ACH-000120,-1.14410917499
ACH-000123,-1.09945583324
ACH-000127,-0.775975551821
ACH-000128,-1.01840473951
ACH-000132,-0.959525486886
ACH-000133,-1.1286830998200001
ACH-000137,-1.36991797809
ACH-000138,-1.0005116800700002
ACH-000142,-1.12435659237
ACH-000143,-0.743660744729
ACH-000146,-0.830507140327
ACH-000148,-1.2465690372700002
ACH-000150,-1.10877435277
ACH-000152,-0.8806976477480001
ACH-000153,-1.2588917089700002
ACH-000159,-0.745466078517
ACH-000160,-0.959441011965
ACH-000163,-1.16998501438
ACH-000167,-0.916104116278
ACH-000168,-1.0565937488
ACH-000169,-0.926431391696
ACH-000178,-0.819782390746
ACH-000182,-0.538355853005
ACH-000183,-1.10099933625
ACH-000188,-1.0617101932600002
ACH-000189,-1.2875339041
ACH-000190,-1.1229684184200002
ACH-000198,-1.0585866307
ACH-000204,-1.17245435286
ACH-000206,-0.735804045471
ACH-000207,-0.6948976098270001
ACH-000211,-1.2683564269
ACH-000215,-1.09630803486
ACH-000221,-0.952097909259
ACH-000222,-1.07342372355
ACH-000223,-1.04160484602
ACH-000226,-0.75469673037
ACH-000227,-1.20316548698
ACH-000228,-1.1545039657
ACH-000231,-1.0645958686599999
ACH-000232,-1.09447823806
ACH-000233,-0.8862919120399999
ACH-000234,-0.7617738797239999
ACH-000235,-0.939307422209
ACH-000237,-1.05736486888
ACH-000238,-0.741078339305
ACH-000243,-1.02019952812
ACH-000244,-1.1141831697700002
ACH-000246,-0.878661255792
ACH-000248,-0.853482546198
ACH-000250,-0.8915749934559999
ACH-000251,-1.0641050473
ACH-000253,-1.04797869599
ACH-000255,-1.12438737184
ACH-000256,-0.8612318938179999
ACH-000257,-1.31358338559
ACH-000258,-0.64837470512
ACH-000259,-1.0757917162100001
ACH-000260,-1.08333867589
ACH-000261,-1.18820741604
ACH-000262,-1.08639283173
ACH-000263,-0.725564546104
ACH-000264,-1.20742805173
ACH-000265,-1.11943473454
ACH-000266,-1.03307253801
ACH-000272,-1.1007837185
ACH-000273,-1.34781599305
ACH-000274,-1.07615780856
ACH-000277,-1.28398085822
ACH-000278,-1.17976992338
ACH-000279,-1.28052491905
ACH-000280,-1.20159939355
ACH-000281,-1.09465281112
ACH-000288,-0.872656216423
ACH-000291,-1.0409375086100001
ACH-000293,-0.762844528486
ACH-000294,-1.20931138519
ACH-000295,-0.9895649954090001
ACH-000296,-1.25246216196
ACH-000302,-0.8283777254320001
ACH-000304,-1.2538721321
ACH-000307,-1.01880636347
ACH-000308,-0.926044653645
ACH-000310,-0.670304375393
ACH-000311,-0.626998938748
ACH-000312,-1.17527130615
ACH-000315,-1.05144816914
ACH-000316,-1.50732892601
ACH-000317,-1.12280144217
ACH-000318,-0.880639533337
ACH-000319,-1.3464790483000002
ACH-000320,-1.1751722895
ACH-000322,-1.0832838031899998
ACH-000323,-0.8766125647949999
ACH-000324,-0.844591862888
ACH-000329,-1.04329268448
ACH-000330,-1.1527913013200002
ACH-000331,-1.0036885846799999
ACH-000332,-0.945007528969
ACH-000334,-0.497304358485
ACH-000335,-1.2870204922600001
ACH-000336,-0.936472449926
ACH-000337,-0.9625075618369999
ACH-000339,-0.910530338891
ACH-000341,-0.942330688793
ACH-000348,-1.14533927263
ACH-000350,-0.912706331198
ACH-000352,-1.28524533324
ACH-000356,-0.9932827034389999
ACH-000361,-1.51497653544
ACH-000362,-0.895621888626
ACH-000363,-1.28942970235
ACH-000364,-0.9888344158560001
ACH-000365,-1.1072267713600001
ACH-000366,-1.23757602318
ACH-000368,-1.3362367852200001
ACH-000374,-0.846710874859
ACH-000375,-1.20263363515
ACH-000376,-1.19479920967
ACH-000381,-1.15430346534
ACH-000383,-0.755687843777
ACH-000387,-1.13239786102
ACH-000389,-0.966470134593
ACH-000390,-0.765713207139
ACH-000393,-0.813661908927
ACH-000395,-1.28296302213
ACH-000397,-0.8817273785709999
ACH-000401,-1.3460622607100001
ACH-000402,-0.945569724565
ACH-000403,-0.9718989690880001
ACH-000404,-1.1031650851500001
ACH-000406,-1.14815009681
ACH-000407,-1.04339221877
ACH-000408,-1.19473629363
ACH-000410,-1.39009385228
ACH-000411,-0.737844286054
ACH-000414,-0.984760649969
ACH-000415,-1.11816619485
ACH-000416,-0.95199591564
ACH-000420,-1.3120787710600001
ACH-000421,-1.05884809138
ACH-000424,-1.32956749883
ACH-000425,-0.9828736281530001
ACH-000426,-1.0504420144
ACH-000427,-1.25003763549
ACH-000433,-0.783582907738
ACH-000436,-0.686905118834
ACH-000444,-0.853670593819
ACH-000445,-1.1246104639
ACH-000448,-0.8821536378270001
ACH-000450,-0.7974401831999999
ACH-000452,-0.838670806364
ACH-000454,-0.7749628234129999
ACH-000458,-1.18447099649
ACH-000459,-1.16471118616
ACH-000460,-0.9921636233519999
ACH-000461,-0.893266972203
ACH-000463,-0.940007723443
ACH-000464,-0.9859269306280001
ACH-000466,-1.07593187235
ACH-000467,-1.02178864594
ACH-000468,-0.878666774431
ACH-000469,-1.14694430248
ACH-000470,-1.11626104879
ACH-000471,-1.02092996232
ACH-000472,-1.0592681354
ACH-000473,-1.02536965531
ACH-000475,-0.9956925258499999
ACH-000476,-0.6723448478569999
ACH-000477,-0.821053451077
ACH-000480,-1.1711612380299998
ACH-000481,-0.910802820515
ACH-000483,-1.2067123634999999
ACH-000484,-0.934940681194
ACH-000485,-1.18910221732
ACH-000486,-0.8533265463899999
ACH-000487,-1.04692738948
ACH-000488,-0.9163640577269999
ACH-000490,-1.0
ACH-000491,-1.0310103927299998
ACH-000495,-1.0568439801799998
ACH-000496,-1.05339572673
ACH-000499,-1.09589685226
ACH-000500,-0.357093005462
ACH-000502,-0.960897363013
ACH-000503,-1.07531132515
ACH-000505,-1.04444575519
ACH-000507,-0.904050200484
ACH-000510,-1.04989938118
ACH-000511,-0.786711531901
ACH-000512,-0.823024438368
ACH-000516,-1.4282638437900002
ACH-000517,-0.840078035121
ACH-000518,-1.0448462474
ACH-000520,-1.09207632076
ACH-000521,-0.9196661323980001
ACH-000522,-1.0171973017
ACH-000524,-1.01146920731
ACH-000527,-1.16146507855
ACH-000528,-1.14730010653
ACH-000537,-1.23532403904
ACH-000541,-0.827858236329
ACH-000542,-1.060297887
ACH-000544,-0.7960276583499999
ACH-000545,-0.999719764885
ACH-000547,-1.17788076391
ACH-000548,-0.820483784781
ACH-000549,-0.860550659342
ACH-000550,-1.0172619569299999
ACH-000552,-0.8278002922650001
ACH-000556,-0.812220562175
ACH-000557,-0.659714923511
ACH-000570,-1.3333409704899999
ACH-000571,-0.9038942924410001
ACH-000573,-1.1492036466
ACH-000576,-1.19482159283
ACH-000580,-0.7895659802399999
ACH-000584,-1.0369574792899998
ACH-000585,-1.18436719719
ACH-000588,-1.4384676516600001
ACH-000589,-1.0225212372499999
ACH-000591,-0.960687930336
ACH-000593,-1.06407869987
ACH-000600,-0.7694805628479999
ACH-000601,-1.02655494517
ACH-000604,-1.0112988260100002
ACH-000605,-1.36729764972
ACH-000606,-0.8304513364280001
ACH-000608,-0.759442745297
ACH-000614,-0.603916822551
ACH-000616,-0.9566024669
ACH-000618,-0.7311777007520001
ACH-000619,-1.12801666616
ACH-000620,-1.0126438812799998
ACH-000621,-1.07396462314
ACH-000622,-1.24481424608
ACH-000623,-0.8514262084790001
ACH-000624,-0.82284185201
ACH-000627,-1.04096695708
ACH-000630,-0.882774147511
ACH-000632,-1.0392621421100001
ACH-000633,-0.542757029629
ACH-000637,-0.9809767711949999
ACH-000638,-1.2028025847
ACH-000646,-1.0835898094399998
ACH-000647,-0.970987071029
ACH-000648,-0.683732271885
ACH-000649,-1.12481614614
ACH-000651,-0.958637856102
ACH-000652,-1.20232763421
ACH-000653,-0.9130658308040001
ACH-000657,-1.14571709709
ACH-000658,-1.11667055146
ACH-000661,-1.06567170509
ACH-000662,-1.1465615823200002
ACH-000663,-0.9089808386570001
ACH-000665,-1.0380407100700002
ACH-000671,-1.3204483746100002
ACH-000673,-1.15042462031
ACH-000676,-0.890394173609
ACH-000677,-0.818243900977
ACH-000681,-1.13350915445
ACH-000682,-1.22704464045
ACH-000683,-1.02234468604
ACH-000684,-1.0688506470999999
ACH-000688,-0.8851818952949999
ACH-000693,-1.18583626088
ACH-000694,-1.11057141878
ACH-000695,-0.51516174133
ACH-000696,-1.0817278720399999
ACH-000697,-0.8468330463
ACH-000699,-0.9609020250370001
ACH-000701,-0.933460847084
ACH-000706,-1.2723530509
ACH-000711,-0.777686651305
ACH-000713,-1.5313535626499999
ACH-000714,-1.0710380577299998
ACH-000718,-1.05560878502
ACH-000720,-1.13630949309
ACH-000721,-1.1762912484299999
ACH-000724,-0.858136136815
ACH-000725,-1.41864861615
ACH-000732,-0.9070402788490001
ACH-000734,-1.0375311732799999
ACH-000735,-0.934075206699
ACH-000736,-1.07110150574
ACH-000738,-1.02736834752
ACH-000746,-1.07581136427
ACH-000747,-1.0157405722200001
ACH-000748,-1.16500992594
ACH-000753,-1.10752303168
ACH-000756,-0.961748459847
ACH-000757,-0.834053951175
ACH-000758,-0.9557909187549999
ACH-000760,-1.3062237668
ACH-000763,-0.959379163521
ACH-000764,-1.16602937043
ACH-000765,-0.8490760962549999
ACH-000766,-0.847578368913
ACH-000767,-0.826337295622
ACH-000768,-0.93901155696
ACH-000769,-1.3670833755899998
ACH-000770,-1.01225773887
ACH-000771,-0.943831292052
ACH-000773,-0.901211985323
ACH-000776,-0.874648325991
ACH-000777,-1.12762485326
ACH-000778,-1.02570668965
ACH-000781,-1.12352891683
ACH-000782,-1.04370380446
ACH-000783,-1.0640576596200002
ACH-000784,-1.0870160448000001
ACH-000785,-0.680756177124
ACH-000787,-1.1483406981
ACH-000788,-1.16687570776
ACH-000791,-0.9602060199150001
ACH-000792,-1.0995526954000001
ACH-000794,-1.02969514739
ACH-000796,-1.24192660442
