,POLR2M (81488)
ACH-000415,-0.514886666879
ACH-000416,-0.115012298959
ACH-000420,-0.198841159993
ACH-000421,-0.19755585075999998
ACH-000424,-0.330077224833
ACH-000425,-0.233996269317
ACH-000426,-0.12595475575099999
ACH-000427,-0.270530737933
ACH-000433,-0.157594810951
ACH-000436,-0.149734909602
ACH-000444,-0.43357749718500005
ACH-000445,-0.13437594756899998
ACH-000448,-0.08805126613389999
ACH-000450,0.00165394098462
ACH-000452,-0.187111121554
ACH-000454,-0.339608906646
ACH-000458,-0.15350195683700002
ACH-000459,-0.0610205515224
ACH-000460,-0.133589724617
ACH-000461,-0.0285842564187
ACH-000463,-0.458596263843
ACH-000464,-0.258029724386
ACH-000466,-0.164336064427
ACH-000467,-0.205806585301
ACH-000468,-0.523172462266
ACH-000469,-0.127741744867
ACH-000470,-0.435665732576
ACH-000471,-0.0590757044389
ACH-000472,-0.5968662939399999
ACH-000473,-0.182505312351
ACH-000475,-0.0789499563463
ACH-000476,-0.057564272692800005
ACH-000477,-0.042993787325400004
ACH-000480,-0.500243175708
ACH-000481,-0.19485212071
ACH-000483,-0.21545099728300002
ACH-000484,0.153204978829
ACH-000485,-0.231464728847
ACH-000486,-0.260932055908
ACH-000487,-0.205593256656
ACH-000488,-0.44868294812299997
ACH-000490,-0.20691268277600003
ACH-000491,-0.40647699054799996
ACH-000495,-0.20991514837699998
ACH-000496,-0.186383802353
ACH-000499,-0.300914706292
ACH-000500,-0.37997035129
ACH-000502,-0.2355052824
ACH-000503,-0.5525484972420001
ACH-000505,-0.369606607868
ACH-000507,-0.426505116053
ACH-000510,-0.38033673292900005
ACH-000511,-0.153701419827
ACH-000512,-0.617666325141
ACH-000516,-0.0772580501657
ACH-000517,-0.114703456517
ACH-000518,-0.177173947211
ACH-000520,-0.496537889025
ACH-000521,-0.164448029011
ACH-000522,-0.091244201308
ACH-000524,-0.310872276749
ACH-000527,-0.39748693876900004
ACH-000528,-0.42504712444700005
ACH-000537,-0.09902860734639998
ACH-000541,-0.30230690787500003
ACH-000542,-0.398461576867
ACH-000544,-0.266450667104
ACH-000545,-0.246772425961
ACH-000547,-0.7098033554090001
ACH-000548,-0.28141603744000004
ACH-000549,-0.231919527632
ACH-000550,-0.26982431442899996
ACH-000552,-0.028993284334200002
ACH-000556,-0.135024939728
ACH-000557,0.000997487144141
ACH-000570,-0.020903415377799998
ACH-000571,-0.044464783595
ACH-000573,-0.345898329793
ACH-000576,-0.17346307330699998
ACH-000580,-0.368235518683
ACH-000584,-0.508789453523
ACH-000585,-0.463944732106
ACH-000588,-0.18817595112100002
ACH-000589,-0.401730070978
ACH-000591,-0.159848441162
ACH-000593,-0.32542754722600004
ACH-000600,-0.335851728914
ACH-000601,-0.0694740725785
ACH-000604,-0.09066626162789998
ACH-000605,-0.227975574067
ACH-000606,-0.252266870404
ACH-000608,-0.151212948262
ACH-000614,-0.0102842509285
ACH-000616,-0.19872693181099998
ACH-000618,-0.0391160794406
ACH-000619,-0.161086825366
ACH-000620,-0.229387499014
ACH-000621,-0.0262043315979
ACH-000622,-0.185217295268
ACH-000623,-0.0174529418387
ACH-000624,-0.319715121173
ACH-000627,-0.106608866348
ACH-000630,-0.104516971722
ACH-000632,-0.37820078505599997
ACH-000633,-0.103865777405
ACH-000637,-0.0396382825391
ACH-000638,-0.238104973811
ACH-000646,-0.28157066333
ACH-000647,-0.207802766822
ACH-000648,-0.183551544421
ACH-000649,-0.14272424492
ACH-000651,-0.351649549687
ACH-000652,-0.44597775603100004
ACH-000653,-0.09384106131380002
ACH-000657,-0.073037160731
ACH-000658,-0.0759495912151
ACH-000661,-0.138292525997
ACH-000662,-0.129063688581
ACH-000663,-0.167448490568
ACH-000665,-0.0770933244093
ACH-000671,-0.18817939833
ACH-000673,-0.09541030792210002
ACH-000676,-0.228554861181
ACH-000677,-0.829800667183
ACH-000681,-0.16492551351
ACH-000682,-0.140483725965
ACH-000683,-0.265328509152
ACH-000684,-0.028784236365400003
ACH-000688,-0.18088978845400003
ACH-000693,-0.436499535331
ACH-000694,-0.371643998051
ACH-000695,0.194226316672
ACH-000696,-0.43152016591200004
ACH-000697,-0.388794128064
ACH-000699,-0.163126202217
ACH-000701,-0.188755393464
ACH-000706,-0.259789672218
ACH-000711,-0.17260176851599998
ACH-000713,-0.279623663515
ACH-000714,-0.30458840460000003
ACH-000718,-0.199772750909
ACH-000720,-0.23648497133000002
ACH-000721,0.0205117879156
ACH-000724,-0.283818194349
ACH-000725,-0.5604109962789999
ACH-000732,-0.107028158293
ACH-000734,-0.26866390119600003
ACH-000735,-0.159889428404
ACH-000736,-0.235064284042
ACH-000738,-0.255905377534
ACH-000746,-0.321372388891
ACH-000747,-0.510042080046
ACH-000748,-0.0293433555903
ACH-000753,-0.140523383277
ACH-000756,-0.207326869408
ACH-000757,-0.472473454345
ACH-000758,-0.39868419319700005
ACH-000760,-0.0029020285769499996
ACH-000763,-0.25019121560400004
ACH-000764,-0.334759602872
ACH-000765,-0.41436785792900005
ACH-000766,-0.00315066627953
ACH-000767,-0.107174746215
ACH-000768,-0.11883488482999999
ACH-000769,-0.298080107935
ACH-000770,-0.019295179963499998
ACH-000771,-0.1365304952
ACH-000773,-0.20261838980799998
ACH-000776,-0.0516053615893
ACH-000777,-0.24328189323199997
ACH-000778,-0.522870063048
ACH-000781,-0.184372053303
ACH-000782,-0.24659129749000003
ACH-000783,-0.013704756974500002
ACH-000784,-0.446822415273
ACH-000785,-0.324156620161
ACH-000787,-0.297278950777
ACH-000788,-0.300052143983
ACH-000791,-0.460096294304
ACH-000792,-0.0721562240239
ACH-000794,-0.21914465286600002
ACH-000796,-0.180434843168
ACH-000799,-0.284618979798
ACH-000800,0.143415686629
ACH-000802,-0.351956159335
ACH-000804,-0.281620545815
ACH-000805,-0.159626674623
ACH-000809,-0.21960533445500002
ACH-000810,-0.253198638663
ACH-000811,-0.07786588999689999
ACH-000817,-0.278172085473
ACH-000819,0.021741977947
ACH-000820,-0.13724691582
ACH-000821,-0.0435088462409
ACH-000822,-0.113606756756
ACH-000823,-0.131632761396
ACH-000824,-0.166874166294
ACH-000827,-0.296437975752
ACH-000829,-0.317948686984
ACH-000831,-0.166698717088
ACH-000832,-0.0270942413919
ACH-000833,-0.311600856544
ACH-000834,-0.0732664509852
ACH-000835,-0.25676502954999997
ACH-000836,-0.354194837275
ACH-000837,-0.5806480818240001
ACH-000838,0.0366478769517
ACH-000839,-0.293414390967
ACH-000840,0.0733974251423
ACH-000841,0.0285757495333
ACH-000843,-0.561597012865
ACH-000846,-0.26718764685699997
ACH-000847,-0.283159212142
ACH-000848,-0.432930733242
ACH-000849,-0.08493692693769998
ACH-000851,-0.129376696332
ACH-000855,-0.48307682234399996
ACH-000856,-0.19890275791499998
ACH-000858,-0.21728487907699998
ACH-000859,-0.282786004368
ACH-000861,-0.130112272469
ACH-000862,-0.38667611809
ACH-000865,-0.0813736226198
ACH-000866,-0.382570029986
ACH-000867,-0.7734502704649999
ACH-000869,-0.302385634024
ACH-000872,-0.0796489337303
ACH-000873,-0.372178433142
ACH-000876,-0.184611128529
ACH-000878,-0.0991098152496
ACH-000880,0.0767603317958
ACH-000881,-0.12225919923
ACH-000882,-0.219133709678
ACH-000884,-0.0737315790725
ACH-000885,-0.199195663473
ACH-000887,-0.149384656039
ACH-000888,-0.134477564049
ACH-000889,-0.457300282413
ACH-000890,-0.138033906792
ACH-000896,-0.28039524728
ACH-000898,-0.0943109779063
ACH-000900,-0.0998606936726
ACH-000901,-0.132939887403
ACH-000905,-0.194661116496
ACH-000906,-0.20757003879299998
ACH-000907,0.027709643965500002
ACH-000910,-0.269695790955
ACH-000911,-0.458244107367
ACH-000912,-0.12188222975400001
ACH-000913,-0.13157378963
ACH-000915,-0.216598372644
ACH-000916,-0.00697879113672
ACH-000917,-0.5449805725569999
ACH-000921,-0.141641125771
ACH-000924,-0.584173621713
ACH-000926,-0.104215902382
ACH-000928,0.054864288514
ACH-000929,-0.22056137331599998
ACH-000932,-0.185986964316
ACH-000935,-0.11398306147
ACH-000936,0.025807118706499998
ACH-000937,-0.147823570904
ACH-000938,-0.0746416769183
ACH-000939,0.0015212440130100001
ACH-000941,-0.259088114756
ACH-000943,-0.420026704373
ACH-000946,-0.327843080853
ACH-000947,-0.160852547387
ACH-000948,-0.602219895428
ACH-000950,-0.101052212246
ACH-000953,-0.166407030014
ACH-000957,-0.246630134518
ACH-000958,-0.207888392854
ACH-000960,0.055231189047
ACH-000963,-0.37150455460000004
ACH-000968,-0.0135469206283
ACH-000969,-0.675255163212
ACH-000973,-0.21613170958099998
ACH-000974,-0.0793454094065
ACH-000975,-0.216357736594
ACH-000976,-0.026382646712700002
ACH-000978,-0.286083438454
ACH-000980,-0.26429094635600003
ACH-000984,-0.488663501265
ACH-000986,-0.39500846710999993
ACH-000988,-0.113939415585
ACH-000993,-0.17871538192699998
ACH-000994,-0.362229558486
ACH-000996,-0.370956009322
ACH-001001,-0.285734738263
ACH-001020,-0.345737265028
ACH-001028,-0.0871951730245
ACH-001031,0.240893563186
ACH-001038,-0.26643560225
ACH-001048,-0.125087156317
ACH-001050,0.046243971027100005
ACH-001053,0.12470820498400001
ACH-001054,-0.165277035376
ACH-001061,-0.217800046886
ACH-001067,-0.102941645225
ACH-001075,-0.07634700280710001
ACH-001096,-0.267095248133
ACH-001128,-0.322916638089
ACH-001134,-0.130352724845
ACH-001151,-0.249016495767
ACH-001163,-0.26382112380399997
ACH-001164,-0.39030940964
ACH-001173,-0.348920388719
ACH-001183,-0.0788045249659
ACH-001184,-0.45460673391999995
ACH-001190,-0.315569894568
ACH-001192,-0.16593954083100002
ACH-001193,-0.10117789912999998
ACH-001196,0.017873069117599998
ACH-001197,-0.13171899516
ACH-001205,-0.0953699888689
ACH-001211,0.0656588572602
ACH-001212,-0.016085554201
ACH-001228,-0.6974124999019999
ACH-001232,-0.206785772977
ACH-001239,-0.152550767193
ACH-001274,-0.147122653375
ACH-001275,-0.0831662472454
ACH-001277,-0.32123030976100003
ACH-001278,0.11503058595799999
ACH-001280,0.0006998829191919999
ACH-001283,-0.304529177463
ACH-001289,-0.295490748278
ACH-001295,-0.37413299959299995
ACH-001300,0.008019849853319999
ACH-001301,-0.19839508850499998
ACH-001302,-0.277517989669
ACH-001303,-0.23037723700399998
ACH-001306,-0.256785288065
ACH-001318,-0.395401664375
ACH-001322,-0.142807187836
ACH-001328,-0.334474152789
ACH-001332,-0.419865568403
ACH-001333,-0.101621491483
ACH-001336,-0.19111678036200003
ACH-001340,-0.548458626101
ACH-001346,-0.32618213201699997
ACH-001353,-0.14495683923699998
ACH-001354,-0.09699580620449999
ACH-001367,-0.22783735348
ACH-001368,-0.207265980484
ACH-001374,-0.559585400284
ACH-001375,-0.0579149488626
ACH-001377,-0.306841590181
ACH-001380,-0.25413132952399997
ACH-001391,-0.362078924895
ACH-001407,-0.151716031155
ACH-001408,-0.454030535973
ACH-001413,-0.4228022474
ACH-001430,-0.0214472027802
ACH-001431,-0.07589797202910001
ACH-001450,-0.15417746946
ACH-001496,-0.461849004358
ACH-001500,-0.031246386701599998
ACH-001521,-0.319099757198
ACH-001523,-0.315167153915
ACH-001532,-0.266874681463
ACH-001536,-0.307435963007
ACH-001550,-0.559689225059
ACH-001552,-0.0940487116195
ACH-001554,-0.10062263844000001
ACH-001645,-0.0668764059289
ACH-001654,-0.08217439850449999
ACH-001715,-0.0148158886262
ACH-001735,-0.18347713079300002
ACH-001736,-0.0167698390935
ACH-001737,-0.0794625123432
ACH-001740,0.045041570775800004
ACH-001745,-0.256258079416
ACH-001750,-0.0715699688355
ACH-001765,-0.19914288186700002
ACH-001956,-0.0718001832762
ACH-001957,-0.134078876536
