,NTN5 (126147)
ACH-000004,-0.19703807141899998
ACH-000007,-0.344030446571
ACH-000009,-0.174608502033
ACH-000011,-0.24609477495
ACH-000012,-0.130894425448
ACH-000013,-0.335051168442
ACH-000014,-0.22694910855300002
ACH-000015,-0.35357382849799995
ACH-000017,0.0029548269498800004
ACH-000018,-0.271900676717
ACH-000019,-0.29232008939599996
ACH-000021,-0.00369090637277
ACH-000022,-0.08463266387480001
ACH-000025,0.000394573861818
ACH-000028,-0.09766611866080001
ACH-000030,-0.242736141737
ACH-000035,-0.19175479162700002
ACH-000036,-0.18937774750300002
ACH-000037,-0.024649114617300003
ACH-000039,-0.160457080085
ACH-000040,-0.0668698422398
ACH-000041,-0.14885913144500001
ACH-000042,-0.0490868651242
ACH-000045,-0.134949653169
ACH-000047,-0.18451418356
ACH-000052,-0.41673680552599995
ACH-000053,-0.056709807264900006
ACH-000054,-0.12138878562699999
ACH-000055,0.27497835669
ACH-000060,-0.042389110419500005
ACH-000067,-0.225457070096
ACH-000070,-0.39315443210199996
ACH-000075,-0.14861259980799998
ACH-000078,-0.009577043045590001
ACH-000082,-0.12278582682499999
ACH-000085,0.059082920134500005
ACH-000086,-0.347143441236
ACH-000087,-0.366147268684
ACH-000092,-0.158220734653
ACH-000095,-0.058125737413499995
ACH-000097,-0.194614729076
ACH-000098,-0.250840723087
ACH-000099,-0.122499093938
ACH-000108,-0.17895040729400002
ACH-000113,-0.060399575561100004
ACH-000115,-0.373356601243
ACH-000116,-0.10282277168199999
ACH-000118,-0.0745979528867
ACH-000120,-0.154835784334
ACH-000123,-0.173989985198
ACH-000127,-0.122149704131
ACH-000128,-0.20810787745700002
ACH-000132,-0.022406622587900004
ACH-000133,-0.0186539076003
ACH-000137,-0.321530648295
ACH-000138,-0.205730479107
ACH-000142,-0.199894790786
ACH-000143,-0.24073308259799997
ACH-000146,-0.243748824073
ACH-000148,-0.152700645243
ACH-000150,-0.049681452166800005
ACH-000152,-0.138568444518
ACH-000153,-0.160950992667
ACH-000159,-0.24302268107799999
ACH-000160,-0.213850892115
ACH-000163,-0.05694913540180001
ACH-000167,-0.0188338240696
ACH-000168,-0.13455611843
ACH-000169,-0.121878001731
ACH-000178,-0.180399626381
ACH-000182,-0.179036691893
ACH-000183,-0.14949005848400002
ACH-000188,-0.38999691931900005
ACH-000189,-0.13499198014
ACH-000190,-0.05739135514449999
ACH-000198,-0.125827795099
ACH-000204,-0.41372032759300004
ACH-000206,-0.0319760805193
ACH-000207,-0.20124302565000002
ACH-000211,-0.2253797746
ACH-000215,-0.126844173694
ACH-000221,-0.244973243867
ACH-000222,0.0306589853838
ACH-000223,-0.134549423679
ACH-000226,-0.00739655326135
ACH-000227,-0.112841752892
ACH-000228,-0.12125141595200001
ACH-000231,-0.0644597059706
ACH-000232,-0.270562658977
ACH-000233,-0.18962633340399998
ACH-000234,-0.112468358401
ACH-000235,-0.08413610474130001
ACH-000237,-0.160689445268
ACH-000238,-0.109711619345
ACH-000243,0.0522412492519
ACH-000244,-0.244563351476
ACH-000246,-0.257186768933
ACH-000248,-0.0710010392298
ACH-000250,-0.183271949643
ACH-000251,-0.37288579139300004
ACH-000253,-0.352954197876
ACH-000255,-0.255930760931
ACH-000256,0.0261630747114
ACH-000257,-0.0777655403235
ACH-000258,0.11646671095899999
ACH-000259,-0.06164475707780001
ACH-000260,-0.190338402287
ACH-000261,-0.116643828112
ACH-000262,-0.08730792472650001
ACH-000263,-0.0683328393221
ACH-000264,0.0733134801974
ACH-000265,-0.205774473338
ACH-000266,-0.08968604785739999
ACH-000272,-0.028535426875999997
ACH-000273,-0.263318564989
ACH-000274,-0.216364965345
ACH-000277,0.12581223025
ACH-000278,-0.12694237754
ACH-000279,-0.14495949296
ACH-000280,-0.20080775981899998
ACH-000281,0.074941813643
ACH-000288,-0.0723342696734
ACH-000291,-0.19310251690299998
ACH-000293,-0.0925045315883
ACH-000294,-0.494111991838
ACH-000295,-0.14632135767899998
ACH-000296,-0.305277385797
ACH-000302,-0.45191816118199996
ACH-000304,-0.331185263786
ACH-000307,-0.0194878385469
ACH-000308,-0.285678066155
ACH-000310,0.0183887427423
ACH-000311,-0.0938267971521
ACH-000312,-0.035428358016499996
ACH-000315,-0.171641166759
ACH-000316,-0.0207063925312
ACH-000317,0.0466555525946
ACH-000318,-0.19810109569200002
ACH-000319,-0.16979702959000004
ACH-000320,0.06770769372890001
ACH-000322,-0.0269833234534
ACH-000323,-0.47240467672200004
ACH-000324,-0.09750991936869999
ACH-000329,-0.120189875034
ACH-000330,0.0327243275799
ACH-000331,-0.0624325996418
ACH-000332,-0.06398089998340001
ACH-000334,-0.16386710354
ACH-000335,-0.0867257380657
ACH-000336,-0.567514481175
ACH-000337,-0.096720331995
ACH-000339,-0.124303497369
ACH-000341,-0.15547183958900002
ACH-000348,-0.05761741917259999
ACH-000350,-0.229030675295
ACH-000352,-0.148499294513
ACH-000356,-0.142876342163
ACH-000361,-0.11621323869999999
ACH-000362,-0.146576155393
ACH-000363,-0.22675684025899998
ACH-000364,-0.1633009476
ACH-000365,-0.181348486441
ACH-000366,-0.17485550150499998
ACH-000368,-0.044637327647400006
ACH-000374,0.100124775298
ACH-000375,-0.0750436066862
ACH-000376,-0.0513860130425
ACH-000381,-0.247757599754
ACH-000383,-0.227468223094
ACH-000387,-0.159415356339
ACH-000389,-0.147080421657
ACH-000390,-0.108556825163
ACH-000393,-0.0549127578125
ACH-000395,-0.300150208624
ACH-000397,-0.220170383548
ACH-000401,-0.214053259937
ACH-000402,-0.179976607693
ACH-000403,-0.198456907656
ACH-000404,-0.137676052464
ACH-000406,-0.146229363718
ACH-000407,-0.142256824993
ACH-000408,-0.0805019786543
ACH-000410,-0.05476398569080001
ACH-000411,-0.0690172382674
ACH-000414,-0.0235133939589
ACH-000415,-0.10843304639799999
ACH-000416,-0.222295535612
ACH-000420,-0.115566480953
ACH-000421,-0.050776842896499995
ACH-000424,0.08700601289339999
ACH-000425,-0.219011959277
ACH-000426,-7.7044159841e-06
ACH-000427,-0.0244298078885
ACH-000433,-0.08714842168960002
ACH-000436,0.0729329266512
ACH-000444,-0.32556229965399996
ACH-000445,-0.229682542168
ACH-000448,-0.31743051404899997
ACH-000450,0.111276012417
ACH-000452,-0.162861744604
ACH-000454,0.0259869263992
ACH-000458,-0.266963790906
ACH-000459,-0.0724702012698
ACH-000460,-0.19743116981
ACH-000461,-0.309208559738
ACH-000463,-0.0280218155858
ACH-000464,0.024065690350599998
ACH-000466,-0.329783694278
ACH-000467,0.0192996406658
ACH-000468,-0.223012156533
ACH-000469,-0.142826093398
ACH-000470,0.0202579036382
ACH-000471,-0.22911380991799998
ACH-000472,-0.213097588298
ACH-000473,-0.301985555628
ACH-000475,-0.118820280973
ACH-000476,-0.322825219695
ACH-000477,-0.245979148186
ACH-000480,-0.139525405202
ACH-000481,-0.238253885209
ACH-000483,-0.139778504159
ACH-000484,-0.42650007879100005
ACH-000485,-0.135093754254
ACH-000486,-0.16554144594599998
ACH-000487,-0.279980391813
ACH-000488,-0.22784104084399998
ACH-000490,-0.147247804113
ACH-000491,-0.005703621083
ACH-000495,-0.132073256436
ACH-000496,-0.0322015550571
ACH-000499,-0.126508457212
ACH-000500,-0.38479737627099997
ACH-000502,-0.0422481396789
ACH-000503,-0.365418310268
ACH-000505,-0.24051957347199998
