,ZMYND8 (23613)
ACH-000004,-0.758848498458
ACH-000007,-0.577983446354
ACH-000009,-0.59097523971
ACH-000011,-1.14479622514
ACH-000012,-0.312499188686
ACH-000013,-0.11250246305299999
ACH-000014,-0.379196373922
ACH-000015,-0.814834535525
ACH-000017,-1.1138269765200002
ACH-000018,-0.799827082254
ACH-000019,-0.890867480011
ACH-000021,-0.45619496396399994
ACH-000022,-0.42604840622699996
ACH-000025,-0.6198097772600001
ACH-000028,-0.960628995718
ACH-000030,-0.586372755307
ACH-000035,-0.383045704577
ACH-000036,-0.7258596742110001
ACH-000037,-0.0660010442431
ACH-000039,-0.295751854092
ACH-000040,-0.939075978086
ACH-000041,-0.6349131933209999
ACH-000042,-0.618154001923
ACH-000045,-0.9384445764820001
ACH-000047,-0.456481370933
ACH-000052,-0.668171502455
ACH-000053,0.0129297113205
ACH-000054,-0.46369847506800005
ACH-000055,-0.9197011732639999
ACH-000060,-0.521998481442
ACH-000067,-0.386406273711
ACH-000070,-1.03846005189
ACH-000075,-0.9479319730429999
ACH-000078,-0.492722814523
ACH-000082,-0.8194745625290001
ACH-000085,-0.48124907057300004
ACH-000086,-0.717273181944
ACH-000087,-0.844423387218
ACH-000092,-0.320833459978
ACH-000095,-0.166303566689
ACH-000097,-0.700108815655
ACH-000098,-0.467003367933
ACH-000099,-0.48428832068000005
ACH-000108,-0.7170341105850001
ACH-000113,-1.0500522100299998
ACH-000115,-0.9098681932279999
ACH-000116,-0.527365376379
ACH-000118,-0.289744902448
ACH-000120,-0.37696368233099997
ACH-000123,-0.935831168065
ACH-000127,-0.6069884861029999
ACH-000128,-0.757711621174
ACH-000132,-0.201416676282
ACH-000133,-0.36256917920299997
ACH-000137,-0.7121719374330001
ACH-000138,-0.37156828802299996
ACH-000142,-0.600508119521
ACH-000143,-0.677135987701
ACH-000146,-0.632766332055
ACH-000148,-0.58571318812
ACH-000150,-0.00881759578967
ACH-000152,-0.387831766641
ACH-000153,-0.78963932307
ACH-000159,-0.713992932339
ACH-000160,-0.174278400399
ACH-000163,-1.19380566299
ACH-000167,0.005229201942930001
ACH-000168,-0.864901834139
ACH-000169,-0.24808737652399998
ACH-000178,-0.851202749393
ACH-000182,-0.7664083440809999
ACH-000183,-1.00930191876
ACH-000188,-0.505372189983
ACH-000189,-0.371133396638
ACH-000190,0.0187997073817
ACH-000198,-0.8492542700390001
ACH-000204,-0.630219215563
ACH-000206,-0.246276602782
ACH-000207,-0.524805080526
ACH-000211,-0.9157670698370001
ACH-000215,-0.663510429581
ACH-000221,-0.563319141883
ACH-000222,-0.588845014496
ACH-000223,-0.486642168376
ACH-000226,-0.193577813418
ACH-000227,-0.180052961959
ACH-000228,-0.339259363986
ACH-000231,-0.430532431708
ACH-000232,-0.746681972913
ACH-000233,-0.31088479349
ACH-000234,-0.649518399906
ACH-000235,-0.9503946003329999
ACH-000237,-0.6435883653600001
ACH-000238,-0.5750341595390001
ACH-000243,-0.473982795117
ACH-000244,-1.2032987551799998
ACH-000246,-0.648788315582
ACH-000248,-0.5946082400630001
ACH-000250,-0.9175815239659999
ACH-000251,-0.567614253785
ACH-000253,-0.879128531826
ACH-000255,-0.623636496065
ACH-000256,-0.499733364504
ACH-000257,-0.45073405139399997
ACH-000258,-0.644723922403
ACH-000259,-0.9367819350200001
ACH-000260,-0.670877704152
ACH-000261,-0.789646363822
ACH-000262,-0.550416218751
ACH-000263,-0.5205952438620001
ACH-000264,-0.42799955354900004
ACH-000265,-0.4317706204899999
ACH-000266,-0.7846675046420001
ACH-000272,-0.801447550828
ACH-000273,-0.49628698250799996
ACH-000274,-0.37273509657700005
ACH-000277,-0.480820201956
ACH-000278,-0.160046555201
ACH-000279,-0.786290222459
