,APMAP (57136)
ACH-000004,-0.17201957465599998
ACH-000007,-0.293538632418
ACH-000009,0.054587478563900005
ACH-000011,-0.121327466562
ACH-000012,0.040162044634099996
ACH-000013,-0.0632483978418
ACH-000014,0.0652596528416
ACH-000015,0.160580720081
ACH-000017,0.0275862209233
ACH-000018,-0.028310374833999997
ACH-000019,-0.14414075949400001
ACH-000021,-0.011055323526899998
ACH-000022,-0.0130391060585
ACH-000025,0.138113308389
ACH-000028,-0.204833233629
ACH-000030,-0.0390359495847
ACH-000035,-0.36238452476599997
ACH-000036,-0.0865929030821
ACH-000037,0.173490141422
ACH-000039,0.1005758323
ACH-000040,-0.159010733638
ACH-000041,0.0556972037165
ACH-000042,-0.00216030211763
ACH-000045,0.10832257990000001
ACH-000047,-0.13728772069700002
ACH-000052,-0.287701769771
ACH-000053,-0.144910208584
ACH-000054,-0.135277179997
ACH-000055,-0.11718959713400001
ACH-000060,-0.031957757467
ACH-000067,0.0436291799156
ACH-000070,-0.118706666879
ACH-000075,0.156666591014
ACH-000078,-0.033451753498
ACH-000082,-0.0963588820003
ACH-000085,-0.09057458294160001
ACH-000086,0.0460142579308
ACH-000087,-0.0404928413534
ACH-000092,-0.126153282359
ACH-000095,-0.0529905408538
ACH-000097,-0.155563586217
ACH-000098,-0.0650343900813
ACH-000099,0.0290958117174
ACH-000108,-0.072320013572
ACH-000113,0.00767556656485
ACH-000115,0.0492839833945
ACH-000116,-0.029456628832400005
ACH-000118,-0.0306337211226
ACH-000120,-0.0448576519526
ACH-000123,-0.0791843578542
ACH-000127,0.0172932720926
ACH-000128,-0.111707491802
ACH-000132,-0.155180620798
ACH-000133,-0.195350838129
ACH-000137,-0.134860390966
ACH-000138,0.0830745904969
ACH-000142,0.298556718202
ACH-000143,0.018303229477500002
ACH-000146,-0.0152858732164
ACH-000148,0.0290583643527
ACH-000150,-0.222114715044
ACH-000152,-0.09304140112430001
ACH-000153,0.17567417250999998
ACH-000159,-0.00529444760428
ACH-000160,-0.10776614291600001
ACH-000163,-0.0272645484719
ACH-000167,-0.15739217679
ACH-000168,-0.07335878491719999
ACH-000169,0.0263565308289
ACH-000178,0.008118534065470001
ACH-000182,-0.11447212351500001
ACH-000183,-0.0216458111625
ACH-000188,0.27338565713
ACH-000189,-0.257113545132
ACH-000190,-0.0120533528465
ACH-000198,0.0896785291034
ACH-000204,0.0353458532649
