,ARFRP1 (10139)
ACH-000571,-0.924793222019
ACH-000573,-0.350249562013
ACH-000576,-1.01851569324
ACH-000580,-1.0860620576200002
ACH-000584,-0.35206637446
ACH-000585,-0.7544355765180001
ACH-000588,-0.757292227957
ACH-000589,-0.456053179829
ACH-000591,-0.852909056421
ACH-000593,-0.929059505099
ACH-000600,-0.8554982969280001
ACH-000601,-0.682864713073
ACH-000604,-0.46800436565
ACH-000605,-0.7402501596950001
ACH-000606,-0.770697638045
ACH-000608,-0.9395416400509999
ACH-000614,-0.8589433237109999
ACH-000616,-0.836891692291
ACH-000618,-0.528092287337
ACH-000619,-0.643066287633
ACH-000620,-0.42050734102700005
ACH-000621,-0.6641053029330001
ACH-000622,-0.88839741776
ACH-000623,-0.6553783110670001
ACH-000624,-0.49056139469800003
ACH-000627,-0.7286117574690001
ACH-000630,-0.6688328163639999
ACH-000632,-0.906929284128
ACH-000633,-0.90114176138
ACH-000637,-0.768694460741
ACH-000638,-0.443659125529
ACH-000646,-1.15960830241
ACH-000647,-0.548848519543
ACH-000648,-0.768844439912
ACH-000649,-0.759700560776
ACH-000651,-0.738556148108
ACH-000652,-0.54316301538
ACH-000653,-0.7667291249079999
ACH-000657,-0.774445208063
ACH-000658,-0.552021433644
ACH-000661,-0.689576762606
ACH-000662,-0.883945726055
ACH-000663,-0.636298881743
ACH-000665,-0.9523289805290001
ACH-000671,-0.345297032148
ACH-000673,-0.981752829122
ACH-000676,-0.667424980611
ACH-000677,-0.99667079656
ACH-000681,-0.799073433457
ACH-000682,-0.687249225114
ACH-000683,-0.197428647784
ACH-000684,-0.723603176274
ACH-000688,-1.4609662134799999
ACH-000693,-0.7791761051780001
ACH-000694,-0.7174991141629999
ACH-000695,-0.633970663023
ACH-000696,-0.803613172388
ACH-000697,-0.406256720001
ACH-000699,-0.8942295960879999
ACH-000701,-0.363772916413
ACH-000706,-0.8254887945080001
ACH-000711,-0.617101810201
ACH-000713,-0.656830223341
ACH-000714,-0.643181155569
ACH-000718,-1.05545174998
ACH-000720,-1.00399386489
ACH-000721,-0.616401050734
ACH-000724,-1.03455325438
ACH-000725,-0.295587122383
ACH-000732,-0.217260492335
ACH-000734,-0.663680472006
ACH-000735,-0.546615110574
ACH-000736,-0.6948203603249999
ACH-000738,-0.7498651356649999
ACH-000746,-0.7153083496870001
ACH-000747,-0.932867264779
ACH-000748,-0.723600405822
ACH-000753,-0.793728244205
ACH-000756,-0.680627532975
ACH-000757,-0.556618850939
ACH-000758,-0.7048782857160001
ACH-000760,-0.729127885521
ACH-000763,-0.9210394228990001
ACH-000764,-0.612344235247
ACH-000765,-0.5223745331790001
ACH-000766,-0.969584246684
ACH-000767,-0.44677346001900003
ACH-000768,-0.797246268082
ACH-000769,-0.927301352832
ACH-000770,-0.337489409972
ACH-000771,-0.48501627822300003
ACH-000773,-0.808901109825
ACH-000776,-0.773035893582
ACH-000777,-0.796514015296
ACH-000778,-1.09826610536
ACH-000781,-0.8916039111859999
ACH-000782,-0.48222754593500006
ACH-000783,-0.438735513117
ACH-000784,-1.13006495293
ACH-000785,-0.8142085734800001
ACH-000787,-0.945932889699
ACH-000788,-0.789314946627
ACH-000791,-0.273984737431
ACH-000792,-0.7760256051109999
ACH-000794,-0.8715336715399999
ACH-000796,-0.836504641258
ACH-000799,-0.497950879631
ACH-000800,-0.698545123594
ACH-000802,-0.521351342906
ACH-000804,-0.683232680044
ACH-000805,-0.6778814444589999
ACH-000809,-0.994800730839
ACH-000810,-0.843339384119
ACH-000811,-0.43788494307400005
ACH-000817,-0.8040541181049999
ACH-000819,-0.9552464181200001
ACH-000820,-0.6037871617289999
ACH-000821,-0.523575556098
ACH-000822,-0.859811136243
ACH-000823,-0.7302913824799999
ACH-000824,-0.8202328970909999
ACH-000827,-0.836654785266
ACH-000829,-0.855965912803
ACH-000831,-0.43597418586099995
ACH-000832,-1.0110743448200001
ACH-000833,-0.374510827712
ACH-000834,-0.727229033891
ACH-000835,-0.527195760551
ACH-000836,-0.841586311038
ACH-000837,-0.563694121495
ACH-000838,-0.976357759533
ACH-000839,-0.939763035465
ACH-000840,-0.253887126638
ACH-000841,-0.522825933806
ACH-000843,-0.802052983887
ACH-000846,-0.7566134802969999
ACH-000847,-0.471907907235
ACH-000848,-0.8868890355619999
ACH-000849,-0.8303952956720001
ACH-000851,-0.812497233547
ACH-000855,-0.6228153010899999
ACH-000856,-0.7176852398899999
ACH-000858,-0.708412326277
ACH-000859,-0.486000016276
ACH-000861,-0.6076668801430001
ACH-000862,-0.501898375056
ACH-000865,-0.574260528405
ACH-000866,-0.879945974967
ACH-000867,-0.831370583986
ACH-000869,-1.13469399763
ACH-000872,-0.699693876422
ACH-000873,-0.501814834046
ACH-000876,-0.380562513146
ACH-000878,-0.995744374294
ACH-000880,-0.708730444254
ACH-000881,-0.738955911766
ACH-000882,-0.77326046824
ACH-000884,-0.668146291903
ACH-000885,-1.00309813829
ACH-000887,-0.696195377254
ACH-000888,-0.8772046236799999
ACH-000889,-0.686939522516
ACH-000890,-0.7875335536229999
ACH-000896,-0.712348241728
ACH-000898,-0.904495652825
ACH-000900,-0.690009823321
ACH-000901,-0.886453135591
ACH-000905,-0.837716045687
ACH-000906,-0.691619999232
ACH-000907,-0.852924952878
ACH-000910,-0.5125030943150001
ACH-000911,-0.807727380424
ACH-000912,-0.7226058672669999
ACH-000913,-0.775789908568
ACH-000915,-1.0824818112299999
ACH-000916,-0.398392514372
ACH-000917,-0.6979549672040001
ACH-000921,-0.491969703561
ACH-000924,-1.07624812943
ACH-000926,-0.40582089133599997
ACH-000928,-0.444379555274
ACH-000929,-0.612534684605
ACH-000932,-0.839186793959
ACH-000935,-0.667646813687
ACH-000936,-0.573236849629
ACH-000937,-0.7491694588510001
ACH-000938,-0.703963807311
ACH-000939,-0.861824863749
ACH-000941,-1.0330883290000001
ACH-000943,-0.31195263840799997
ACH-000946,-0.662336491005
ACH-000947,-0.788832515711
ACH-000948,-0.41243307821099995
ACH-000950,-0.859140600809
ACH-000953,-0.5142920491399999
ACH-000957,-0.6913030899439999
ACH-000958,-0.980496157508
ACH-000960,-0.774030720331
ACH-000963,-1.23381180714
ACH-000968,-0.716326514779
ACH-000969,-0.505447833152
ACH-000973,-0.787093403081
ACH-000974,-0.8144032413510001
ACH-000975,-0.85858238068
ACH-000976,-0.612563016637
ACH-000978,-1.0503930739700003
ACH-000980,-0.689917000464
ACH-000984,-0.825763116371
ACH-000986,-1.09822826341
ACH-000988,-0.736777565637
ACH-000993,-0.625431668321
ACH-000994,-0.7499630800689999
ACH-000996,-0.532389172878
ACH-001001,-0.630635462873
ACH-001020,-0.717479085625
ACH-001028,-1.12452145871
ACH-001031,-0.721728531637
ACH-001038,-0.648667551619
ACH-001048,-0.820136118837
ACH-001050,-0.718522306375
ACH-001053,-0.902938127262
ACH-001054,-0.799648018561
ACH-001061,-0.758325731904
ACH-001067,-0.679499598123
ACH-001075,-0.457189941756
ACH-001096,-0.480087132808
ACH-001128,-0.9298789111329999
ACH-001134,-0.466337298914
ACH-001151,-0.844839701541
ACH-001163,-1.0547808749
ACH-001164,-0.672993792709
ACH-001173,-0.809504576561
ACH-001183,-0.308818297606
ACH-001184,-0.613877182329
ACH-001190,-1.16231918942
ACH-001192,-0.83939364177
ACH-001193,-1.1277160354200002
ACH-001196,-0.6764951379549999
ACH-001197,-0.823786586061
ACH-001205,-1.06862188077
ACH-001211,-0.8916085174089999
ACH-001212,-0.6281381694929999
ACH-001228,-0.9118678484139999
ACH-001232,-0.7610654927320001
ACH-001239,-0.668501598773
ACH-001274,-0.7754961242689999
ACH-001275,-0.955095179013
ACH-001277,-0.633398661889
ACH-001278,-0.857596888311
ACH-001280,-0.9420406053720001
ACH-001283,-0.71208949644
ACH-001289,-0.9329360292899999
ACH-001295,-0.891648357399
ACH-001300,-0.791609092071
ACH-001301,-0.619456987718
ACH-001302,-0.9099415245029999
ACH-001303,-1.2011470019700001
ACH-001306,-0.7712052068899999
ACH-001318,-0.530213859083
ACH-001322,-0.79441830369
ACH-001328,-0.990810972844
ACH-001332,-0.784759317495
ACH-001333,-0.414780159247
ACH-001336,-0.313193475044
ACH-001340,-0.76095764119
ACH-001346,-0.531912472782
ACH-001353,-0.6995564948530001
ACH-001354,-0.882592445438
ACH-001367,-0.649150399234
ACH-001368,-0.522403177156
ACH-001374,-0.8120198200300001
ACH-001375,-0.166115615502
ACH-001377,-0.393665851273
ACH-001380,-0.580260128335
ACH-001391,-1.22843901284
ACH-001407,-0.632946464538
ACH-001408,-0.634999300077
ACH-001413,-0.842181989605
ACH-001430,-0.365159043843
ACH-001431,-0.8597962473399999
ACH-001450,-0.6064448727239999
ACH-001496,-0.382329796134
ACH-001500,-0.746415679471
ACH-001521,-0.7987351612260001
ACH-001523,-0.740007176557
ACH-001532,-0.8719039919329999
ACH-001536,-0.772317638942
ACH-001550,-0.9688878162700001
ACH-001552,-0.6828700109039999
ACH-001554,-0.68756937853
ACH-001645,-0.3122663715
ACH-001654,-0.211321738534
ACH-001715,-0.9016577630299999
ACH-001735,-0.6938426297229999
ACH-001736,-0.484363915367
ACH-001737,-1.2072847602299999
ACH-001740,-0.568574797939
ACH-001745,-0.655116194535
ACH-001750,-0.27392810773000004
ACH-001765,-0.689970875594
ACH-001956,-1.2813692886799999
ACH-001957,-0.713306973282
