,MMS19 (64210)
ACH-000331,-1.10375181197
ACH-000332,-1.00188020018
ACH-000334,-0.544964684114
ACH-000335,-1.50163761657
ACH-000336,-0.8554548431100001
ACH-000337,-1.07374116312
ACH-000339,-1.3606306542200002
ACH-000341,-0.746687290273
ACH-000348,-0.781026280152
ACH-000350,-0.7087935403419999
ACH-000352,-0.836485498753
ACH-000356,-0.9665661457629999
ACH-000361,-1.0386732624
ACH-000362,-0.967773310632
ACH-000363,-0.650141817019
ACH-000364,-1.11722135971
ACH-000365,-0.8920690914630001
ACH-000366,-0.9242940041850001
ACH-000368,-1.02787697581
ACH-000374,-1.44583619385
ACH-000375,-1.1042558031999998
ACH-000376,-1.14440507946
ACH-000381,-0.830898543712
ACH-000383,-0.488390591077
ACH-000387,-0.646393628241
ACH-000389,-1.3598932504499999
ACH-000390,-1.24598519824
ACH-000393,-1.09705504205
ACH-000395,-1.09745953418
ACH-000397,-0.91850438939
ACH-000401,-1.19693084816
ACH-000402,-1.52536482281
ACH-000403,-0.6665614830709999
ACH-000404,-1.2750544686399998
ACH-000406,-0.543104382531
ACH-000407,-0.927090412501
ACH-000408,-1.1411067329
ACH-000410,-1.1834726339200001
ACH-000411,-1.11138940535
ACH-000414,-1.00604271293
ACH-000415,-1.50962198045
ACH-000416,-1.08294337502
ACH-000420,-0.947132122913
ACH-000421,-0.9223057242380001
ACH-000424,-1.10413732771
ACH-000425,-1.25336079777
ACH-000426,-0.395371926988
ACH-000427,-0.6652221438270001
ACH-000433,-1.1872523801000001
ACH-000436,-0.608391670237
ACH-000444,-1.11093249895
ACH-000445,-0.749297678673
ACH-000448,-0.7158735007260001
ACH-000450,-0.7918577085519999
ACH-000452,-1.2195444207600001
ACH-000454,-1.02916697449
ACH-000458,-1.1866927836599999
ACH-000459,-1.3508007056
ACH-000460,-1.07321931625
ACH-000461,-0.40903959384099997
ACH-000463,-1.12825858609
ACH-000464,-1.29498846661
ACH-000466,-1.27408786985
ACH-000467,-0.919144660713
ACH-000468,-1.1705383733499999
ACH-000469,-1.2882175091299999
ACH-000470,-1.2488686555
ACH-000471,-1.01837356817
ACH-000472,-0.977351442193
ACH-000473,-0.9422182510609999
ACH-000475,-0.8255406414730001
ACH-000476,-0.72359763339
ACH-000477,-0.9213521724189999
ACH-000480,-1.42391800315
ACH-000481,-1.09913380895
ACH-000483,-1.1647210331
ACH-000484,-1.18552730392
ACH-000485,-1.07556937617
ACH-000486,-1.18311887377
ACH-000487,-0.663172404858
ACH-000488,-1.12216827808
ACH-000490,-1.29691795828
ACH-000491,-0.532123494061
ACH-000495,-1.23322281189
ACH-000496,-1.16885457666
ACH-000499,-1.2652268908700002
ACH-000500,-1.20745011844
ACH-000502,-1.1456444707100002
ACH-000503,-1.37807621623
ACH-000505,-1.0488165913
ACH-000507,-0.992054472343
ACH-000510,-1.15013649756
ACH-000511,-1.1988682690299999
ACH-000512,-1.30806710177
ACH-000516,-1.04352392771
ACH-000517,-0.9970499989530001
ACH-000518,-1.24805334299
ACH-000520,-0.960878875265
ACH-000521,-0.9459120858750001
ACH-000522,-0.800636969923
ACH-000524,-1.23740495644
ACH-000527,-1.10164038413
ACH-000528,-1.07734738371
ACH-000537,-1.08507826864
ACH-000541,-0.632851781404
ACH-000542,-1.2586930337
ACH-000544,-1.40939936353
ACH-000545,-1.13726482122
ACH-000547,-1.155806853
ACH-000548,-1.16477139551
ACH-000549,-1.21048291827
ACH-000550,-0.767833974796
ACH-000552,-1.16523409931
ACH-000556,-0.872734986919
ACH-000557,-0.620920422583
ACH-000570,-1.18433650021
ACH-000571,-0.9306778804970001
ACH-000573,-1.19650102533
ACH-000576,-1.1751552701
ACH-000580,-1.39404428629
ACH-000584,-0.956114173377
ACH-000585,-0.7637687234970001
ACH-000588,-0.599693374039
ACH-000589,-1.0147168065999999
ACH-000591,-1.37674467688
ACH-000593,-1.09794283124
ACH-000600,-1.1727642315
ACH-000601,-0.988660908547
ACH-000604,-0.7230944208939999
ACH-000605,-1.0626580279
ACH-000606,-1.22500626504
ACH-000608,-0.824944892813
ACH-000614,-1.1730708782100001
ACH-000616,-1.22418634752
ACH-000618,-0.9689993695219999
ACH-000619,-1.088668421
ACH-000620,-0.9586479129659999
ACH-000621,-1.55918882091
ACH-000622,-1.13644413043
ACH-000623,-1.08593791798
ACH-000624,-0.679201807502
ACH-000627,-1.0917722301200001
ACH-000630,-1.10001922444
ACH-000632,-1.1640218367100001
ACH-000633,-0.802128342794
ACH-000637,-1.2196123989799998
ACH-000638,-1.31968057643
ACH-000646,-0.7036093258059999
ACH-000647,-0.7363807260709999
ACH-000648,-1.19513572703
ACH-000649,-1.2651435889700002
ACH-000651,-1.12026056362
ACH-000652,-1.38530551057
ACH-000653,-0.926473753101
ACH-000657,-1.23144835274
ACH-000658,-0.6660129700399999
ACH-000661,-1.0
ACH-000662,-1.2468436053899998
ACH-000663,-1.14056511805
ACH-000665,-1.3598876009
ACH-000671,-0.955190960136
ACH-000673,-1.17033289991
ACH-000676,-1.2437447276
ACH-000677,-0.7831187235349999
ACH-000681,-1.21134465081
ACH-000682,-1.1978024409899999
ACH-000683,-0.9884483989920001
ACH-000684,-1.56052570521
ACH-000688,-1.2747114561200001
ACH-000693,-1.1979109292799999
ACH-000694,-1.14288190921
ACH-000695,-1.64020597301
ACH-000696,-0.973252129778
ACH-000697,-0.902271232594
ACH-000699,-1.32898447204
ACH-000701,-0.9947109042810001
ACH-000706,-1.0469373990700002
ACH-000711,-1.0756206145799998
ACH-000713,-1.3277848804299999
ACH-000714,-1.02666056782
ACH-000718,-0.8846266248669999
ACH-000720,-1.3105336418200002
ACH-000721,-1.07506399177
ACH-000724,-0.90893669816
ACH-000725,-0.741399561158
ACH-000732,-1.15565677493
ACH-000734,-0.875103089963
ACH-000735,-0.8877477421050001
ACH-000736,-1.11805407415
ACH-000738,-1.1668168851
ACH-000746,0.00236431427864
ACH-000747,-1.14273289095
ACH-000748,-1.24374092262
ACH-000753,-1.08409233409
ACH-000756,-1.1697556494499999
ACH-000757,-1.03104925415
ACH-000758,-0.914785600809
ACH-000760,-1.2067894091299998
ACH-000763,-1.06278966927
ACH-000764,-1.1884999077200002
ACH-000765,-1.19258524991
ACH-000766,-1.0157465788700002
ACH-000767,-0.515788485631
ACH-000768,-1.42887094795
ACH-000769,-1.2959981140799999
ACH-000770,-1.1708595183
ACH-000771,-1.12945602039
ACH-000773,-0.869684645463
ACH-000776,-1.3413165470000001
ACH-000777,-1.23652716683
ACH-000778,-0.852323665477
ACH-000781,-1.11651625426
ACH-000782,-1.08269963837
ACH-000783,-0.8830917978299999
ACH-000784,-1.10310700065
ACH-000785,-1.1182938071600002
ACH-000787,-1.0557440282700001
ACH-000788,-1.0269784610400001
ACH-000791,-0.744511896566
ACH-000792,-0.979771255481
ACH-000794,-1.28514407562
ACH-000796,-0.66296031134
ACH-000799,-1.0216267599
ACH-000800,-1.15263783859
ACH-000802,-0.99211932315
ACH-000804,-1.0701521162799998
ACH-000805,-1.04371509779
ACH-000809,-1.22775332104
ACH-000810,-1.02079942559
ACH-000811,-1.48464236592
ACH-000817,-1.2538785884
ACH-000819,-0.979230610661
ACH-000820,-1.2631851815700001
ACH-000821,-1.5209365536300001
ACH-000822,-0.967315301699
ACH-000823,-1.17722145916
ACH-000824,-1.06059436282
ACH-000827,-1.1012951888299998
ACH-000829,-1.2597368436399998
ACH-000831,-0.950114538842
ACH-000832,-1.2593645299
ACH-000833,-1.10248550896
ACH-000834,-1.07226232186
ACH-000835,-1.19794679111
ACH-000836,-0.9072204157510001
ACH-000837,-1.31594111245
ACH-000838,-0.6681616421559999
ACH-000839,-1.05012814626
ACH-000840,-0.892052978205
ACH-000841,-1.34897427711
ACH-000843,-0.979479255517
ACH-000846,-0.796656906332
ACH-000847,-1.1485281173200002
ACH-000848,-1.0297709070299998
ACH-000849,-1.22402376956
ACH-000851,-0.995921087598
ACH-000855,-1.03593464205
ACH-000856,-1.22763043655
ACH-000858,-1.09063827613
ACH-000859,-1.50845738954
ACH-000861,-1.1254704742000001
ACH-000862,-0.965194900865
ACH-000865,-1.0145806482700002
ACH-000866,-1.19365169893
ACH-000867,-0.43265279255500005
ACH-000869,-1.0279111353000001
ACH-000872,-1.14030585926
ACH-000873,-1.07836091617
ACH-000876,-0.60822231013
ACH-000878,-1.1148086569600002
ACH-000880,-1.0309614541
ACH-000881,-1.02647216566
ACH-000882,-1.21409517607
ACH-000884,-0.9268264506839999
ACH-000885,-1.03511907449
ACH-000887,-1.1749507082600001
ACH-000888,-0.9312623254250001
ACH-000889,-0.92448501763
ACH-000890,-1.35153770024
ACH-000896,-1.16054341896
ACH-000898,-1.3681892496899999
ACH-000900,-0.951167338284
ACH-000901,-1.08559693091
ACH-000905,-1.4935471887600003
ACH-000906,-1.2483475940200002
ACH-000907,-0.9262318166590001
ACH-000910,-1.11828546706
ACH-000911,-1.0476908926200001
ACH-000912,-1.16109706977
ACH-000913,-1.29297057099
ACH-000915,-0.9734745413179999
ACH-000916,-1.47172201595
ACH-000917,-0.963129698679
ACH-000921,-1.1729526637899998
ACH-000924,-0.954761988996
ACH-000926,-0.773554224006
ACH-000928,-1.0492387316299998
ACH-000929,-0.831264920634
ACH-000932,-0.6997685864550001
ACH-000935,-0.991072737766
ACH-000936,-1.24417688491
ACH-000937,-0.909735045885
ACH-000938,-0.72047212549
ACH-000939,-0.9744689418089999
ACH-000941,-0.544987801175
ACH-000943,-0.862313972915
ACH-000946,-1.0383063473899998
ACH-000947,-1.1493474327600002
ACH-000948,-1.15255122568
ACH-000950,-1.42137885495
ACH-000953,-0.8739230083409999
ACH-000957,-0.9295267920460001
ACH-000958,-1.1752207307
ACH-000960,-0.8973356757850001
ACH-000963,-0.898331882812
ACH-000968,-1.2261904461700002
ACH-000969,-0.850446072204
ACH-000973,-1.2039710155399999
ACH-000974,-1.28327806593
ACH-000975,-1.2648691722299998
ACH-000976,-0.999962851046
ACH-000978,-1.0638526353
ACH-000980,-0.681000395646
ACH-000984,-0.7727002463079999
ACH-000986,-0.9621869321850001
ACH-000988,-0.6978846981929999
ACH-000993,-0.9905365846200002
ACH-000994,-0.619589312621
ACH-000996,-1.1017600971400001
ACH-001001,-0.9587917357879999
ACH-001020,-0.9878243965000001
ACH-001028,-1.3357082027
ACH-001031,-1.14229659221
ACH-001038,-1.02017791407
ACH-001048,-1.28778467295
ACH-001050,-1.18847227635
ACH-001053,-0.6856859078640001
ACH-001054,-1.31811711536
ACH-001061,-1.10274849205
ACH-001067,-1.33691457678
ACH-001075,-1.45491162582
ACH-001096,-1.0487010527299998
ACH-001128,-0.454209486997
ACH-001134,-0.917552315633
ACH-001151,-1.3919246430399999
ACH-001163,-1.22113131334
ACH-001164,-1.06572216621
ACH-001173,-1.14259178945
ACH-001183,-1.07644354275
ACH-001184,-1.5113605412399997
ACH-001190,-0.61468922136
ACH-001192,-1.26119001539
ACH-001193,-1.65703098935
ACH-001196,-0.954049911066
ACH-001197,-1.47229609783
ACH-001205,-1.12759002758
ACH-001211,-1.1171839445
ACH-001212,-0.964424500333
ACH-001228,-1.14554226466
ACH-001232,-1.27222512975
ACH-001239,-1.01326645466
ACH-001274,-0.990410719611
ACH-001275,-1.09504393865
ACH-001277,-1.32018974651
ACH-001278,-1.06719741466
ACH-001280,-1.8372367864400003
ACH-001283,-1.0781369297299999
ACH-001289,-0.973667993574
ACH-001295,-1.33411093958
ACH-001300,-1.1386684261799997
ACH-001301,-1.2471339456200001
ACH-001302,-0.657858660181
ACH-001303,-1.22823949346
ACH-001306,-1.43033117747
ACH-001318,-1.15611544224
ACH-001322,-1.03384259624
ACH-001328,-0.900551489228
ACH-001332,-1.2902723800799998
ACH-001333,-1.05189323309
ACH-001336,-1.18215232595
ACH-001340,-1.255182401
ACH-001346,-1.2455953504700001
ACH-001353,-1.33035280285
ACH-001354,-1.413560468
ACH-001367,-1.20055920172
ACH-001368,-0.820526863513
ACH-001374,-1.29240292809
ACH-001375,-0.657951906196
ACH-001377,-1.18098507421
ACH-001380,-1.17466412626
ACH-001391,-1.12978651238
ACH-001407,-1.28189199573
ACH-001408,-1.03512492588
ACH-001413,-1.2302344057999999
ACH-001430,-1.11866017694
ACH-001431,-1.20842874525
ACH-001450,-1.39725581098
ACH-001496,-1.0347054525900001
ACH-001500,-0.943593246965
ACH-001521,-0.637828395793
ACH-001523,-1.21679836611
ACH-001532,-1.06652683574
ACH-001536,-0.918373526648
ACH-001550,-0.63489821633
ACH-001552,-0.878554162455
ACH-001554,-1.21150036573
ACH-001645,-0.814295693064
ACH-001654,-1.48581170533
ACH-001715,-1.1034500985100002
ACH-001735,-1.06871348505
ACH-001736,-0.9310393737170001
ACH-001737,-1.12158089111
ACH-001740,-1.07937822035
ACH-001745,-1.1030408868500001
ACH-001750,-1.0909859069
ACH-001765,-1.11958844191
ACH-001956,-1.19444880433
ACH-001957,-1.11070577175
