,VPS29 (51699)
ACH-000004,-0.370929232597
ACH-000007,-0.623532171845
ACH-000009,-1.1388635973799999
ACH-000011,-0.864056269648
ACH-000012,-0.0648948038143
ACH-000013,-0.524249701109
ACH-000014,-0.28706847516199996
ACH-000015,-0.7913652178820001
ACH-000017,-0.784697306689
ACH-000018,-0.7747187444050001
ACH-000019,-0.314261483509
ACH-000021,-0.515105593535
ACH-000022,-0.315751313224
ACH-000025,-0.598361109225
ACH-000028,-0.228837537102
ACH-000030,-0.650704900098
ACH-000035,-0.296956986048
ACH-000036,-0.848347506065
ACH-000037,-0.618803583257
ACH-000039,-0.516584057441
ACH-000040,-0.105509081754
ACH-000041,-0.38428803281900004
ACH-000042,-0.610305207691
ACH-000045,-0.6485463617130001
ACH-000047,-0.799024861668
ACH-000052,-0.718972418682
ACH-000053,-0.522318789771
ACH-000054,-0.534953443527
ACH-000055,-0.0637600633739
ACH-000060,-0.683584191532
ACH-000067,-0.35038971349299997
ACH-000070,-0.725982950333
ACH-000075,-0.750150317031
ACH-000078,-0.6965789823999999
ACH-000082,-0.245094570049
ACH-000085,-0.271350598195
ACH-000086,-0.21698328630199998
ACH-000087,0.11608263103000001
ACH-000092,-0.644845649516
ACH-000095,-0.5640999686
ACH-000097,-0.545369974849
ACH-000098,0.036282186836
ACH-000099,-0.857161682341
ACH-000108,-0.42691535160800004
ACH-000113,-0.661120275425
ACH-000115,-0.6296487884040001
ACH-000116,-0.49656630451300005
ACH-000118,-0.38798927936399996
ACH-000120,-0.6321996054169999
ACH-000123,-0.43753370285800003
ACH-000127,-0.279133443803
ACH-000128,-0.620707401475
ACH-000132,-0.603501800731
ACH-000133,-0.552060009335
ACH-000137,-0.430109239526
ACH-000138,-0.42001704977399995
ACH-000142,-0.7962632095029999
ACH-000143,-0.692303677491
ACH-000146,-0.521239100568
ACH-000148,-0.578544534755
ACH-000150,-0.611372539174
ACH-000152,-0.644489105411
ACH-000153,-0.130514379774
ACH-000159,-0.599031093827
ACH-000160,-0.5817184892399999
ACH-000163,-0.631999383063
ACH-000167,-0.295609792534
ACH-000168,-0.641167164981
ACH-000169,-0.48030735116499995
ACH-000178,-0.621426447673
ACH-000182,-0.4241146976
ACH-000183,-0.8101933410690001
ACH-000188,-0.413728617104
ACH-000189,-0.393416358254
ACH-000190,-0.138044510118
ACH-000198,-0.808544634209
ACH-000204,-0.6716473726559999
ACH-000206,-0.152289202665
ACH-000207,-0.404675362183
ACH-000211,-0.617205788386
ACH-000215,-0.389172264375
ACH-000221,-0.267675440273
ACH-000222,-0.378935479343
ACH-000223,-0.371653964075
ACH-000226,-0.585480001526
ACH-000227,-0.821733367815
ACH-000228,-0.5296704972249999
ACH-000231,-0.337547301016
ACH-000232,-0.42499813982600004
ACH-000233,-0.443689381632
ACH-000234,-0.675475184557
ACH-000235,-0.588300624973
ACH-000237,-0.327991059579
ACH-000238,-0.507467800693
ACH-000243,-0.69542444883
ACH-000244,-0.887880703485
ACH-000246,-0.344622325722
ACH-000248,-0.618083598177
ACH-000250,-0.6768150215340001
ACH-000251,-0.806206089328
ACH-000253,-0.500635236593
ACH-000255,-0.49960595788900003
ACH-000256,-0.294591964464
ACH-000257,-0.42260919803999997
ACH-000258,-0.632027485228
ACH-000259,-0.646617150275
ACH-000260,-0.518109457241
ACH-000261,-0.5954930275320001
ACH-000262,-0.46978464844800005
ACH-000263,-0.0014358365536900001
ACH-000264,-0.427228251703
ACH-000265,-0.29604194314
ACH-000266,-0.665308150491
ACH-000272,-0.768741844126
ACH-000273,-0.7855200402629999
ACH-000274,-0.580416011301
ACH-000277,-0.780095524712
ACH-000278,-0.395383832607
ACH-000279,0.037098171572199995
ACH-000280,-0.48635745431500005
ACH-000281,-0.548306999917
ACH-000288,-0.460766468565
ACH-000291,-0.178983031713
ACH-000293,-0.35941612517800003
ACH-000294,-0.387489539684
ACH-000295,-0.729531372368
ACH-000296,-0.44977496284699997
ACH-000302,-0.566583008513
ACH-000304,-0.182382326761
ACH-000307,-0.6798596625059999
ACH-000308,-0.348096065792
ACH-000310,-0.317521743575
ACH-000311,-0.265631042885
ACH-000312,-0.532888829465
ACH-000315,-0.622610952525
ACH-000316,-0.80896995968
ACH-000317,-0.6591056744730001
ACH-000318,-0.532549929247
ACH-000319,-0.289114883618
ACH-000320,-0.323249799395
ACH-000322,-0.48234669248400003
ACH-000323,-0.687945124407
ACH-000324,-0.862524102155
ACH-000329,-0.391703821594
ACH-000330,-0.666736171518
ACH-000331,-0.777284384839
ACH-000332,-0.318166101201
ACH-000334,-0.7037743489939999
ACH-000335,-0.54897194037
ACH-000336,-0.344567703812
ACH-000337,-0.647644309308
ACH-000339,-0.307805714958
ACH-000341,-0.318066144109
ACH-000348,-0.901531254327
ACH-000350,-0.357733925732
ACH-000352,-0.567432805894
ACH-000356,-0.8113940468449999
ACH-000361,-0.49382244373499995
ACH-000362,-0.8522449278149999
ACH-000363,-0.331533354499
ACH-000364,-0.5838563240219999
ACH-000365,-0.672840042617
ACH-000366,-0.47763508588200004
ACH-000368,-0.359904920681
ACH-000374,-0.6105029696859999
ACH-000375,-0.867468768929
ACH-000376,-0.146448492238
ACH-000381,-0.693719135001
ACH-000383,-0.42511183419799997
ACH-000387,-0.9386561204200001
ACH-000389,-0.377718143084
ACH-000390,-0.415798412097
ACH-000393,-0.513608407246
ACH-000395,-0.7567511098370001
ACH-000397,-0.6358977078670001
ACH-000401,-0.575309439044
ACH-000402,-0.163129861877
ACH-000403,-0.43874074659100004
ACH-000404,-0.5022995760710001
ACH-000406,-0.8821435388459999
ACH-000407,-0.879904354279
ACH-000408,-0.24081286318000003
ACH-000410,-0.39032721840999995
ACH-000411,-0.8321623840710001
ACH-000414,-0.4677867511
ACH-000415,-0.548278521431
ACH-000416,-0.39884006726599996
ACH-000420,-0.833920105096
ACH-000421,-0.538336643495
ACH-000424,-0.834908200883
ACH-000425,-0.485860595413
ACH-000426,-0.46642194166900003
ACH-000427,-0.7555489452420001
ACH-000433,-0.371304253947
ACH-000436,-0.276077717058
ACH-000444,-0.55837963489
ACH-000445,-0.765550711884
ACH-000448,-0.7315627574060001
ACH-000450,-0.37631113454099996
ACH-000452,-0.8135607489290001
ACH-000454,-0.522558861565
ACH-000458,-0.425013334968
ACH-000459,-0.305773313192
ACH-000460,-0.716321713076
ACH-000461,-0.48805396116300004
ACH-000463,-0.469297290203
ACH-000464,-0.574885056929
ACH-000466,-0.765297430094
ACH-000467,-0.435178282971
ACH-000468,-0.29518079692
ACH-000469,-0.5276061367989999
ACH-000470,-0.611710048234
ACH-000471,-0.654185156856
ACH-000472,-0.537476940883
ACH-000473,-0.199707713242
ACH-000475,-0.699674439083
ACH-000476,-0.901621461227
ACH-000477,-0.651710462031
ACH-000480,-0.490846641779
ACH-000481,-0.666440360734
ACH-000483,-0.638527271953
ACH-000484,-0.587239399723
ACH-000485,-0.560073735791
ACH-000486,-0.521320675591
ACH-000487,-0.7286031720720001
ACH-000488,-0.267371280889
ACH-000490,-0.6508561250020001
ACH-000491,-0.398156862267
ACH-000495,-0.819492765276
ACH-000496,-0.745998880227
ACH-000499,-0.489358384595
ACH-000500,-0.248254294051
ACH-000502,-0.318409806607
ACH-000503,-0.311099271117
ACH-000505,-0.80291476271
ACH-000507,-0.437961603174
ACH-000510,-0.326124108996
ACH-000511,-0.271642034045
ACH-000512,-0.6388400357840001
ACH-000516,-0.6047051575119999
ACH-000517,-0.6120644173149999
ACH-000518,-0.63975202593
ACH-000520,-0.47765943536000005
ACH-000521,-0.753665502611
ACH-000522,-0.419730802586
ACH-000524,-0.788345182515
ACH-000527,-0.6739770151540001
ACH-000528,-0.44579767881000004
ACH-000537,-0.715988221418
ACH-000541,-0.494629585107
ACH-000542,-0.514119938273
ACH-000544,-0.622105975233
ACH-000545,-0.555544038112
ACH-000547,-0.44507845872100005
ACH-000548,-0.137280921728
ACH-000549,-0.7007021689499999
ACH-000550,-0.635573412306
ACH-000552,-0.678681637871
ACH-000556,-0.49099161616000003
ACH-000557,-0.0665489095408
ACH-000570,0.103251975471
ACH-000571,-0.8542508687710001
ACH-000573,-0.49470781617700005
ACH-000576,-0.652876608154
ACH-000580,-0.533927466317
ACH-000584,-0.414960830602
ACH-000585,-0.607155202691
ACH-000588,-0.670688842535
ACH-000589,-0.367757670686
ACH-000591,-0.6330726058839999
ACH-000593,-1.10682499634
ACH-000600,-0.8987830463680001
ACH-000601,-0.645298259265
ACH-000604,-0.322288988458
ACH-000605,-0.470701667172
ACH-000606,-0.540595293455
ACH-000608,-0.483869719139
ACH-000614,-0.592575712788
ACH-000616,-0.9200271284200001
ACH-000618,-0.506547688358
ACH-000619,-0.872500803094
ACH-000620,-0.659836785561
ACH-000621,-0.813250760542
ACH-000622,-0.328101968882
ACH-000623,-0.021991181231400002
ACH-000624,-0.240638940863
ACH-000627,-0.695691149391
ACH-000630,-0.944584035006
ACH-000632,-0.519428131615
ACH-000633,-0.5626378616300001
ACH-000637,-0.08548171349
ACH-000638,-0.533210807719
ACH-000646,-0.7902090490350001
ACH-000647,-0.466915294564
ACH-000648,-0.838516521263
ACH-000649,-0.673583265987
ACH-000651,-0.208996155551
ACH-000652,-0.647457736966
ACH-000653,-0.616103596737
ACH-000657,-0.7119474000049999
ACH-000658,-0.8087981515100001
ACH-000661,-0.7362194339429999
ACH-000662,-0.960457586478
ACH-000663,-0.756993290851
ACH-000665,-0.223325056737
ACH-000671,-0.726384933371
ACH-000673,-0.25671062062399996
ACH-000676,-0.355404139896
ACH-000677,-0.300426904545
ACH-000681,-0.456773934491
ACH-000682,-0.642318704823
ACH-000683,-0.363708377751
ACH-000684,-0.6796308435330001
ACH-000688,-0.949951960091
ACH-000693,-0.359532638324
ACH-000694,-0.390273379076
ACH-000695,-0.859462340026
ACH-000696,-0.56565597529
ACH-000697,-0.395471163471
ACH-000699,-0.39145942237899994
ACH-000701,-0.328639096324
ACH-000706,-0.479025779155
ACH-000711,-0.486020844902
ACH-000713,-0.711364050881
ACH-000714,-0.517570912624
ACH-000718,-0.528701732137
ACH-000720,-0.334304298455
ACH-000721,-0.605202679935
ACH-000724,-0.613845775222
ACH-000725,-0.379586882231
ACH-000732,-0.533989581824
ACH-000734,-0.572459417384
ACH-000735,-0.834759014694
ACH-000736,-0.623480224738
ACH-000738,-0.09294582331460001
ACH-000746,-0.25407023283700003
ACH-000747,-0.452829104713
ACH-000748,-0.614783791793
ACH-000753,-0.455494388953
ACH-000756,-0.36332218389300003
ACH-000757,-0.548713123747
ACH-000758,-0.681512940176
ACH-000760,-0.355613422852
ACH-000763,-0.512474044742
ACH-000764,-0.323933739439
ACH-000765,-0.584323432619
ACH-000766,-0.567322397334
ACH-000767,-0.194472876112
ACH-000768,-0.529718380242
ACH-000769,-0.616915082642
ACH-000770,-0.504440982151
ACH-000771,-0.39551360255199997
ACH-000773,-0.446596809041
ACH-000776,-0.36444703092299996
ACH-000777,-0.812690004815
ACH-000778,-0.49223712919
ACH-000781,-0.357494075897
ACH-000782,-0.556133323305
ACH-000783,-0.550860854957
ACH-000784,-0.46222547126100005
ACH-000785,-0.732272462248
ACH-000787,-0.697649352786
ACH-000788,-0.7569956941120001
ACH-000791,-0.382346857039
ACH-000792,-0.6537771174220001
ACH-000794,-0.294853286058
ACH-000796,-0.754809666106
ACH-000799,-0.55825082872
ACH-000800,-0.130842657437
ACH-000802,-0.604354738529
ACH-000804,-0.7475418021269999
ACH-000805,-0.7782639203049999
ACH-000809,-0.664489167155
ACH-000810,-0.427808915845
ACH-000811,-0.602737322669
ACH-000817,-0.526208001338
ACH-000819,-0.343516989216
ACH-000820,-0.30723025087
ACH-000821,-0.43605424897
ACH-000822,-0.49722541849600005
ACH-000823,-0.7689808935279999
ACH-000824,-0.785573711893
ACH-000827,-0.245157304215
ACH-000829,-0.57742422433
ACH-000831,-0.24910062445999998
ACH-000832,-0.517503815335
ACH-000833,-0.5154386258479999
ACH-000834,-0.5699259543949999
ACH-000835,-0.38943059931699997
ACH-000836,-0.823386312501
ACH-000837,-0.43340848609800003
ACH-000838,-0.8671860138200002
ACH-000839,-0.5453014518320001
ACH-000840,-0.860971225231
ACH-000841,-0.535188117341
ACH-000843,-0.680854137469
ACH-000846,-0.410074463584
ACH-000847,-0.7625745684190001
ACH-000848,-0.32170778989300003
ACH-000849,-0.44090302414899996
ACH-000851,-0.617645547518
ACH-000855,-0.42214097702500003
ACH-000856,-0.638168380152
ACH-000858,-0.260906046848
ACH-000859,-0.73402186843
ACH-000861,-0.41005918087300003
ACH-000862,-0.340203216835
ACH-000865,-0.575174160325
ACH-000866,-0.352648427991
ACH-000867,-0.255368775263
ACH-000869,-0.6912351885600001
ACH-000872,-0.44291932817699997
ACH-000873,-0.45744352270099997
ACH-000876,-0.37006348012100004
ACH-000878,-0.625463740827
ACH-000880,-0.409367634582
ACH-000881,-0.735662125878
ACH-000882,-0.690530372383
ACH-000884,-0.0323560091328
ACH-000885,-0.83565884025
ACH-000887,-0.376706724235
ACH-000888,-0.6152171932289999
ACH-000889,-1.00810451419
ACH-000890,-0.320670038943
ACH-000896,-0.705810971299
ACH-000898,-0.660229974063
ACH-000900,-0.35740366073700003
ACH-000901,-0.41867693082900004
ACH-000905,-0.271364850525
ACH-000906,-0.757091519349
ACH-000907,-0.7994894193559999
ACH-000910,-0.386871415994
ACH-000911,-0.3116843971
ACH-000912,0.040116832946800005
ACH-000913,-0.624474626599
ACH-000915,-0.8419705744
ACH-000916,-0.453489272418
ACH-000917,-0.436995179951
ACH-000921,-0.513408655798
ACH-000924,-0.321442395782
ACH-000926,-0.696441551683
ACH-000928,-0.41361415157700004
ACH-000929,-0.810989750575
ACH-000932,-0.381678797713
ACH-000935,-0.450514489107
ACH-000936,-0.71198095881
ACH-000937,-0.862057877174
ACH-000938,-0.975267379007
ACH-000939,-0.636515772651
ACH-000941,-0.815893913176
ACH-000943,-0.38528777350500004
ACH-000946,-0.46213242556999995
ACH-000947,-0.599413374234
ACH-000948,-0.513201698836
ACH-000950,-0.661151997906
ACH-000953,-0.5897894118720001
ACH-000957,-0.482365278655
ACH-000958,-0.502698068463
ACH-000960,-0.7570951317710001
ACH-000963,-0.7210514462100001
ACH-000968,-0.608692236343
ACH-000969,-0.445519585289
ACH-000973,-0.441400751632
ACH-000974,-0.7537244887800001
ACH-000975,-0.39150983145999996
ACH-000976,-0.513587039505
ACH-000978,-0.253457922299
ACH-000980,-0.120293415954
ACH-000984,-0.857937792094
ACH-000986,-0.7671026507780001
ACH-000988,-0.363728388242
ACH-000993,-0.156486487974
ACH-000994,-0.188437971996
ACH-000996,-0.379526421956
ACH-001001,-0.6646394268779999
ACH-001020,-0.0566593345006
ACH-001028,-0.536995003908
ACH-001031,-0.274138035598
ACH-001038,-0.246078049617
ACH-001048,-0.520486644621
ACH-001050,-0.8395537510050001
ACH-001053,-0.697054402272
ACH-001054,-0.601020303797
ACH-001061,-0.424018133799
ACH-001067,-0.610961402101
ACH-001075,-0.51307059466
ACH-001096,-0.568647222599
ACH-001128,-0.700795705719
ACH-001134,-0.59664258978
ACH-001151,-0.5531138341790001
ACH-001163,-0.574756262555
ACH-001164,-0.36188302078
ACH-001173,-0.0816859125816
ACH-001183,-0.267033110402
ACH-001184,-0.533244051536
ACH-001190,-1.10700929015
ACH-001192,-0.37124132240900004
ACH-001193,-0.387268317312
ACH-001196,-0.534105659102
ACH-001197,-0.631974851787
ACH-001205,-0.5848289196299999
ACH-001211,-0.789885907042
ACH-001212,-0.6241482438229999
ACH-001228,-0.31722983311
ACH-001232,-0.6705581030919999
ACH-001239,-0.571051608456
ACH-001274,-0.410578234238
ACH-001275,-0.343527530955
ACH-001277,-0.5279875983919999
ACH-001278,-0.611103958729
ACH-001280,-0.236530086078
ACH-001283,-0.630561452945
ACH-001289,-0.526995733359
ACH-001295,-0.260017105353
ACH-001300,-0.47617510690700005
ACH-001301,-0.511370889757
ACH-001302,-0.312943413866
ACH-001303,-0.666727274642
ACH-001306,-0.600005538747
ACH-001318,-0.6308738746729999
ACH-001322,-0.26792375119399997
ACH-001328,-0.606947464864
ACH-001332,-1.0179956457600001
ACH-001333,-0.46276546208499997
ACH-001336,-0.370313436268
ACH-001340,-0.0993681033757
ACH-001346,-0.6574745850479999
ACH-001353,-0.392468477966
ACH-001354,-0.47539336151999995
ACH-001367,-0.217799194618
ACH-001368,-0.390494071815
ACH-001374,-0.5872431356710001
ACH-001375,-0.535205984348
ACH-001377,-0.30853004857
ACH-001380,-0.592600918203
ACH-001391,-0.5282995206509999
ACH-001407,-0.468456732805
ACH-001408,-0.50486450029
ACH-001413,-0.39203222340000005
ACH-001430,-0.571824587099
ACH-001431,-0.8304141980769999
ACH-001450,-0.736135891868
ACH-001496,-0.7269276181700001
ACH-001500,-0.7637443755490001
ACH-001521,-0.31169411845899997
ACH-001523,-0.415982566004
ACH-001532,-0.6714111554000001
ACH-001536,-0.707213355898
ACH-001550,-0.434388655061
ACH-001552,-0.401906664189
ACH-001554,-0.682397516972
ACH-001645,-0.40076956361199995
ACH-001654,-0.584175814301
ACH-001715,-0.8520674437989999
ACH-001735,-0.40770033259599997
ACH-001736,-0.6697801095520001
ACH-001737,-0.37557814922
ACH-001740,-0.782287285655
ACH-001745,-0.9007204561229999
ACH-001750,-0.570361224159
ACH-001765,-0.585665649129
ACH-001956,-0.557798625414
ACH-001957,-0.586338135996
