,KIN (22944)
ACH-000004,-1.21934884454
ACH-000007,-1.14036023875
ACH-000009,-1.0470439898200001
ACH-000011,-1.0046803526799999
ACH-000012,-1.3539776673700001
ACH-000013,-1.2252146373100001
ACH-000014,-1.2521782260299998
ACH-000015,-1.0078064771
ACH-000017,-1.1344245318600001
ACH-000018,-0.977404577209
ACH-000019,-0.912983264465
ACH-000021,-1.67384930752
ACH-000022,-1.1742571828200001
ACH-000025,-0.8012809689229999
ACH-000028,-0.9193665460609999
ACH-000030,-1.20909380525
ACH-000035,-1.21529804684
ACH-000036,-1.27879584378
ACH-000037,-0.28191736018
ACH-000039,-1.4624073819999999
ACH-000040,-1.1809856562
ACH-000041,-1.13015413546
ACH-000042,-1.13634337832
ACH-000045,-1.30428478937
ACH-000047,-1.14609449624
ACH-000052,-1.37295824755
ACH-000053,-1.49848524101
ACH-000054,-1.05034453577
ACH-000055,-1.2059890283499999
ACH-000060,-1.1170780677
ACH-000067,-1.19754730615
ACH-000070,-0.9755340303210001
ACH-000075,-1.07388181748
ACH-000078,-1.20969435504
ACH-000082,-1.3783848145500002
ACH-000085,-1.14199280931
ACH-000086,-1.0046247097399998
ACH-000087,-1.2388314841099999
ACH-000092,-1.18034920867
ACH-000095,-1.1997790053200001
ACH-000097,-1.2023305912
ACH-000098,-1.25386760529
ACH-000099,-1.0723612369
ACH-000108,-1.20556961881
ACH-000113,-1.16385846553
ACH-000115,-1.34213325348
ACH-000116,-1.37665322407
ACH-000118,-1.32580411887
ACH-000120,-1.3885578042299997
ACH-000123,-1.19345877596
ACH-000127,-1.0879451061499998
ACH-000128,-0.973885362977
ACH-000132,-1.2060118566299998
ACH-000133,-1.2854790812
ACH-000137,-1.26837784015
ACH-000138,-0.905111685982
ACH-000142,-1.15907320922
ACH-000143,-1.25248035143
ACH-000146,-1.57874942488
ACH-000148,-1.31488342713
ACH-000150,-0.932505552798
ACH-000152,-1.27736156466
ACH-000153,-1.1876519372299998
ACH-000159,-1.0747877476899999
ACH-000160,-1.4816046271899999
ACH-000163,-1.14227476592
ACH-000167,-1.21589545668
ACH-000168,-1.3750912605399999
ACH-000169,-1.5013076371
ACH-000178,-1.25244884566
ACH-000182,-1.20543133299
ACH-000183,-1.3110919911499999
ACH-000188,-1.0926942869399998
ACH-000189,-0.8947427207240001
ACH-000190,-1.25277614635
ACH-000198,-1.10333182685
ACH-000204,-1.14757499502
ACH-000206,-1.15473430113
ACH-000207,-1.33807896129
ACH-000211,-1.05975744949
ACH-000215,-1.0065797003599999
ACH-000221,-1.00277855746
ACH-000222,-1.28515489862
ACH-000223,-1.3697894160100001
ACH-000226,-1.24308294529
ACH-000227,-1.6360260533700002
ACH-000228,-1.18391816025
ACH-000231,-1.32419772919
ACH-000232,-1.0342933671899999
ACH-000233,-1.3279622174899999
ACH-000234,-0.972473339283
ACH-000235,-1.11893772862
ACH-000237,-1.09522953433
ACH-000238,-1.18143875646
ACH-000243,-1.22686445482
ACH-000244,-1.24087257231
ACH-000246,-0.9766303702920001
ACH-000248,-1.1028057064299999
ACH-000250,-1.0687769430399998
ACH-000251,-1.1135640944399998
ACH-000253,-1.02838497845
ACH-000255,-0.936036925107
ACH-000256,-0.970012826745
ACH-000257,-1.08692408253
ACH-000258,-1.23411741294
ACH-000259,-1.29154010783
ACH-000260,-1.0395902756200002
ACH-000261,-0.9701209837029999
ACH-000262,-0.953626573323
ACH-000263,-1.0518646177200002
ACH-000264,-1.0953452044
ACH-000265,-1.19580389876
ACH-000266,-1.26184652855
ACH-000272,-0.960201185862
ACH-000273,-0.923034139208
ACH-000274,-1.3716562124899998
ACH-000277,-1.05357916091
ACH-000278,-1.11679676796
ACH-000279,-1.2598756547
ACH-000280,-1.23591215658
ACH-000281,-1.03318809184
ACH-000288,-0.9228165733220001
ACH-000291,-1.32974260903
ACH-000293,-1.36370591164
ACH-000294,-1.25191626805
ACH-000295,-0.707773338105
ACH-000296,-1.33059714806
ACH-000302,-1.40362458337
ACH-000304,-0.946897160393
ACH-000307,-1.0341101985299999
ACH-000308,-1.3851519255899998
ACH-000310,-1.3384453164299999
ACH-000311,-1.21604522949
ACH-000312,-1.3012302217799998
ACH-000315,-1.15448733737
ACH-000316,-0.756362606339
ACH-000317,-0.924539290096
ACH-000318,-1.21408128235
ACH-000319,-1.124241037
ACH-000320,-1.2013721020299999
ACH-000322,-1.14574755399
ACH-000323,-1.30526899529
ACH-000324,-1.06087765259
ACH-000329,-1.35635926116
ACH-000330,-0.680967127254
ACH-000331,-1.2582522311
ACH-000332,-1.22101274865
ACH-000334,-1.11849589235
ACH-000335,-0.899527784766
ACH-000336,-1.1645758662899999
ACH-000337,-1.1958131481999998
ACH-000339,-1.27180224671
ACH-000341,-1.37407995232
ACH-000348,-1.33196081101
ACH-000350,-1.26951125536
ACH-000352,-0.800558504727
ACH-000356,-1.06731584689
ACH-000361,-0.899599145971
ACH-000362,-1.20982503596
ACH-000363,-1.59318901715
ACH-000364,-1.1656445141299998
ACH-000365,-1.23580247465
ACH-000366,-0.913783193484
ACH-000368,-1.35909444269
ACH-000374,-0.885914207993
ACH-000375,-1.12478025441
ACH-000376,-1.1777550226
ACH-000381,-1.06073366386
ACH-000383,-1.06543235869
ACH-000387,-0.954998790844
ACH-000389,-1.32124173487
ACH-000390,-1.16399678065
ACH-000393,-0.608796099099
ACH-000395,-1.13867255703
ACH-000397,-1.42664630597
ACH-000401,-1.30596777964
ACH-000402,-0.956191571525
ACH-000403,-1.13001539271
ACH-000404,-1.9985589540000002
ACH-000406,-1.33459026783
ACH-000407,-0.821571299279
ACH-000408,-0.811349945972
ACH-000410,-1.3225995987299999
ACH-000411,-1.1862588997299999
ACH-000414,-1.15593058405
ACH-000415,-1.4093401542700001
ACH-000416,-1.1515228197
ACH-000420,-0.605910001575
ACH-000421,-1.12545413457
ACH-000424,-0.879516825468
ACH-000425,-1.29573340315
ACH-000426,-1.84096915051
ACH-000427,-1.1311563564799998
ACH-000433,-0.9469740662489999
ACH-000436,-1.41218624354
ACH-000444,-0.8044220635789999
ACH-000445,-0.7182313496080001
ACH-000448,-1.12869856343
ACH-000450,-1.2655762635799999
ACH-000452,-1.0959793013099999
ACH-000454,-0.916799705877
ACH-000458,-1.2144153613
ACH-000459,-1.03223654788
ACH-000460,-1.00160857036
ACH-000461,-1.10423919051
ACH-000463,-1.2760799010200001
ACH-000464,-1.19618543807
ACH-000466,-1.56629860421
ACH-000467,-1.31589308285
ACH-000468,-0.9956301453030001
ACH-000469,-1.3050711202
ACH-000470,-1.1207387499400001
ACH-000471,-0.798453892138
ACH-000472,-1.1126034752
ACH-000473,-1.05706710214
ACH-000475,-1.12937933301
ACH-000476,-0.971855798171
ACH-000477,-1.32845345735
ACH-000480,-1.28848165567
ACH-000481,-0.987166720315
ACH-000483,-1.33497443463
ACH-000484,-1.17628096432
ACH-000485,-1.0980347804100001
ACH-000486,-1.02464527576
ACH-000487,-1.18211621579
ACH-000488,-1.24485407742
ACH-000490,-0.991098001023
ACH-000491,-1.09287659865
ACH-000495,-1.05864750889
ACH-000496,-1.04049140634
ACH-000499,-1.15005090053
ACH-000500,-1.05400244314
ACH-000502,-1.13211360017
ACH-000503,-1.55126848688
ACH-000505,-0.9337299267970001
ACH-000507,-0.949182816036
ACH-000510,-1.1646662014700002
ACH-000511,-1.0109392951
ACH-000512,-1.19494080701
ACH-000516,-1.3826314915
ACH-000517,-1.23370167176
ACH-000518,-1.00413786715
ACH-000520,-0.817175006575
ACH-000521,-0.91063344765
ACH-000522,-0.859911260818
ACH-000524,-1.37564238426
ACH-000527,-1.1756426789299999
ACH-000528,-1.22609680764
ACH-000537,-0.9310356942810001
ACH-000541,-1.08461232037
ACH-000542,-0.9203418944249999
ACH-000544,-1.1631944234799998
ACH-000545,-0.8520455302269999
ACH-000547,-1.10982906426
ACH-000548,-1.35357831401
ACH-000549,-0.9790871348000001
ACH-000550,-1.01647648698
ACH-000552,-1.03993018821
ACH-000556,-1.3116409151100001
ACH-000557,-1.4637258763499998
ACH-000570,-1.18640071483
ACH-000571,-1.52131590002
ACH-000573,-1.2694061753299999
ACH-000576,-1.50897254305
ACH-000580,-1.93981828887
ACH-000584,-0.9564631971750001
ACH-000585,-1.63541757368
ACH-000588,-1.18359132966
ACH-000589,-1.0680140201600001
ACH-000591,-1.4788310148800001
ACH-000593,-0.890093834735
ACH-000600,-1.36629326554
ACH-000601,-0.849848916434
ACH-000604,-1.1326984097600001
ACH-000605,-1.12927608369
ACH-000606,-1.30577156546
ACH-000608,-1.59702837726
ACH-000614,-1.34285446277
ACH-000616,-1.25117385991
ACH-000618,-1.13692706094
ACH-000619,-0.748991865441
ACH-000620,-1.0122938076
ACH-000621,-0.787922550923
ACH-000622,-1.47492993341
ACH-000623,-1.3327933577200002
ACH-000624,-1.0198672927299999
ACH-000627,-0.8919858053599999
ACH-000630,-0.9228880853370001
ACH-000632,-1.1426521456899998
ACH-000633,-1.0215164844700002
ACH-000637,-1.31707066854
ACH-000638,-1.1456870089700002
ACH-000646,-1.25103743887
ACH-000647,-1.19302863207
ACH-000648,-1.03913022639
ACH-000649,-0.8887175203640001
ACH-000651,-1.27263049755
ACH-000652,-1.0
ACH-000653,-1.3691465172
ACH-000657,-1.11793491548
ACH-000658,-1.29409431204
ACH-000661,-1.4084677155899998
ACH-000662,-1.02088634236
ACH-000663,-1.3923353079799998
ACH-000665,-1.12639709615
ACH-000671,-0.8916520684379999
ACH-000673,-1.12287087313
ACH-000676,-1.06149899247
ACH-000677,-1.09045003998
ACH-000681,-1.02843033047
ACH-000682,-1.07498353783
ACH-000683,-1.3738430384399998
ACH-000684,-1.0175759600799998
ACH-000688,-1.1779432540600001
ACH-000693,-1.16040524691
ACH-000694,-1.07590934409
ACH-000695,-1.62144243393
ACH-000696,-1.04970308213
ACH-000697,-1.2848969044399998
ACH-000699,-1.7086346024799999
ACH-000701,-1.1567479586700002
ACH-000706,-1.01759967125
ACH-000711,-1.0550451241
ACH-000713,-1.02446659561
ACH-000714,-1.28933165542
ACH-000718,-1.3531900190000001
ACH-000720,-1.24061186203
ACH-000721,-0.956265085753
ACH-000724,-0.536067975136
