,TXNIP (10628)
ACH-000004,0.27136594160599997
ACH-000007,0.32332176253899997
ACH-000009,0.0452562059031
ACH-000011,0.24806457507100002
ACH-000012,-0.0187353855655
ACH-000013,0.0997547547528
ACH-000014,0.27148841615499997
ACH-000015,0.223640524685
ACH-000017,0.161342925119
ACH-000018,0.175002593169
ACH-000019,0.0008034767789160001
ACH-000021,0.20630085110500002
ACH-000022,0.17488504517700001
ACH-000025,0.21295778249000002
ACH-000028,-0.009203648943870001
ACH-000030,0.15012894016
ACH-000035,0.296639007777
ACH-000036,0.017646449504900002
ACH-000037,0.46890097560599997
ACH-000039,0.12023247343900001
ACH-000040,0.122980654046
ACH-000041,0.298099562431
ACH-000042,0.13088453626
ACH-000045,-0.409098237094
ACH-000047,0.157550166492
ACH-000052,0.0359364864448
ACH-000053,0.117854040186
ACH-000054,0.23157454030699998
ACH-000055,0.229155098783
ACH-000060,0.28718461846500004
ACH-000067,0.463159748267
ACH-000070,0.624649395501
ACH-000075,0.338650450855
ACH-000078,0.35569499989
ACH-000082,0.295208699038
ACH-000085,0.166507181893
ACH-000086,-0.048125296405999995
ACH-000087,0.336040082486
ACH-000092,0.200345391601
ACH-000095,1.03177620947
ACH-000097,0.126475267813
ACH-000098,0.213324935964
ACH-000099,0.144005027993
ACH-000108,0.109253096922
ACH-000113,-0.09077686082110001
ACH-000115,0.25354543216
ACH-000116,0.280905130301
ACH-000118,0.08571197369769999
ACH-000120,0.330236009738
ACH-000123,0.18240000249000002
ACH-000127,0.230643892075
ACH-000128,0.545969297146
ACH-000132,-0.08120065574860001
ACH-000133,0.261494553781
ACH-000137,0.211725994723
ACH-000138,0.281304248552
ACH-000142,0.176683160977
ACH-000143,0.430872824382
ACH-000146,0.0700693994339
ACH-000148,0.204018089513
ACH-000150,0.334767553983
ACH-000152,0.22061310280299998
ACH-000153,0.306297835749
ACH-000159,0.178401918285
ACH-000160,0.07892539621169999
ACH-000163,0.28152041361200003
ACH-000167,-0.0307656460243
ACH-000168,0.11052739643
ACH-000169,0.024235477130999997
ACH-000178,0.266063125478
ACH-000182,0.210417131978
ACH-000183,0.140394201392
ACH-000188,0.0271247564598
ACH-000189,0.12455746779999999
ACH-000190,0.37357797108
ACH-000198,0.36713249499899997
ACH-000204,-0.25529924732500003
ACH-000206,0.437178419464
ACH-000207,0.44879782345700003
ACH-000211,0.17032889732200002
ACH-000215,0.235706449714
ACH-000221,0.135958149908
ACH-000222,0.032693558525099996
ACH-000223,-0.00463813954219
ACH-000226,0.19112227060400003
ACH-000227,0.369570282152
ACH-000228,0.122033026536
ACH-000231,0.20143484852200003
ACH-000232,0.23676733674400002
ACH-000233,0.16655796168099998
ACH-000234,0.0441956859229
ACH-000235,0.0571887368033
ACH-000237,0.181646438082
ACH-000238,0.311916534952
ACH-000243,-0.17335759204999998
ACH-000244,0.219731446737
ACH-000246,0.728675071196
ACH-000248,-0.006537061084220001
ACH-000250,0.225966335891
ACH-000251,0.104874331842
ACH-000253,0.0783250996568
ACH-000255,0.14097206088199998
ACH-000256,0.287075954962
ACH-000257,0.123242131568
ACH-000258,0.0889363661835
ACH-000259,0.286716998669
ACH-000260,0.409881675933
ACH-000261,0.37017653956600005
ACH-000262,0.10876428330999999
ACH-000263,0.313325127773
ACH-000264,0.07446867858810001
ACH-000265,0.157276003521
ACH-000266,0.138779982357
ACH-000272,0.07577053797450001
ACH-000273,0.00472998578433
ACH-000274,0.237281629265
ACH-000277,0.292798589626
ACH-000278,0.43316418398400003
ACH-000279,0.104697508967
ACH-000280,0.182880984606
ACH-000281,0.24778170195000002
ACH-000288,0.18525425372999998
ACH-000291,0.0566903558234
ACH-000293,-0.07907230242310001
ACH-000294,0.103285644049
ACH-000295,-0.036452617269
ACH-000296,-0.042262266801500005
ACH-000302,0.23873194958399999
ACH-000304,0.433115233184
ACH-000307,0.132051687839
ACH-000308,0.161091144123
ACH-000310,0.24684421766399997
ACH-000311,0.0521937952998
ACH-000312,0.299596997671
ACH-000315,0.271410332734
ACH-000316,0.17370372790999997
ACH-000317,0.0524349939325
ACH-000318,0.176023111947
ACH-000319,-0.012715016077000001
ACH-000320,0.18069453281800002
ACH-000322,0.328248664576
ACH-000323,0.217130593888
ACH-000324,0.13195114602
ACH-000329,0.0476595040594
ACH-000330,0.224443965006
ACH-000331,0.35216221145800003
ACH-000332,0.0777581265175
ACH-000334,0.23666655429400002
ACH-000335,0.257663291369
ACH-000336,0.43562055553
ACH-000337,0.185999187567
ACH-000339,0.157485099021
ACH-000341,0.172924467701
ACH-000348,0.158967180313
ACH-000350,0.303278996935
ACH-000352,0.261215229314
ACH-000356,0.217317278047
ACH-000361,0.030446516065199998
ACH-000362,-0.0600685571535
ACH-000363,0.320339730336
ACH-000364,0.143457143629
ACH-000365,0.139710721916
ACH-000366,0.39064504197899996
ACH-000368,0.387264642899
ACH-000374,0.15885489064799999
ACH-000375,0.171420304447
ACH-000376,0.203026298966
ACH-000381,0.018028747147099997
ACH-000383,0.0723999826542
ACH-000387,0.222552855842
ACH-000389,0.374971569375
ACH-000390,0.131477318388
ACH-000393,0.17847098336800002
ACH-000395,0.21295463719799998
ACH-000397,0.17791075685899999
ACH-000401,0.058933290168500005
ACH-000402,0.912365145134
ACH-000403,0.136749065353
ACH-000404,0.19932326443599999
ACH-000406,0.0629499028678
ACH-000407,0.107239597403
ACH-000408,0.09312016967219999
ACH-000410,0.31100116163
ACH-000411,0.145943382126
ACH-000414,0.0332126985446
ACH-000415,0.09060625584200001
ACH-000416,0.172416362607
ACH-000420,0.0005184402084630001
ACH-000421,0.17070205408
ACH-000424,0.474208486872
ACH-000425,0.314583574602
ACH-000426,0.26581615512400003
ACH-000427,0.19284606620099998
ACH-000433,0.0137154740116
ACH-000436,-0.0298029416518
ACH-000444,0.111050636392
ACH-000445,0.28159642822
ACH-000448,0.216669122858
ACH-000450,-0.0423239113193
ACH-000452,0.09992054876539999
ACH-000454,0.21455946823199998
ACH-000458,0.0918319175739
ACH-000459,0.19221003665300002
ACH-000460,0.042475662012300006
ACH-000461,0.215187424005
ACH-000463,0.297216190928
ACH-000464,0.322362084468
ACH-000466,0.242162700334
ACH-000467,0.195358854692
ACH-000468,0.205919282145
ACH-000469,0.14039558768899998
ACH-000470,0.394987480396
ACH-000471,0.24963122927200002
ACH-000472,0.19854098227000003
ACH-000473,0.278230793945
ACH-000475,0.215007216137
ACH-000476,0.10896617020999999
ACH-000477,0.12047451127900001
ACH-000480,-0.0390922559365
ACH-000481,-0.0630314317531
ACH-000483,0.30506676725000004
ACH-000484,0.196655322243
ACH-000485,0.368556877994
ACH-000486,0.030663482059499998
ACH-000487,0.209338236993
ACH-000488,0.286531665318
ACH-000490,0.197687133657
