,MYLPF (29895)
ACH-000004,-0.130521698652
ACH-000007,-0.029208746038099996
ACH-000009,-0.0929647441331
ACH-000011,0.0329372226059
ACH-000012,-0.27764229048300004
ACH-000013,-0.131007407693
ACH-000014,0.0012135038622300002
ACH-000015,0.0125233634442
ACH-000017,-0.121590266965
ACH-000018,0.005278225127310001
ACH-000019,-0.0161637246374
ACH-000021,-0.15629045281600001
ACH-000022,-0.0671229809773
ACH-000025,-0.0835429487296
ACH-000028,-0.0670691994917
ACH-000030,0.168081748696
ACH-000035,-0.124294400626
ACH-000036,0.00429222295077
ACH-000037,-0.256375757249
ACH-000039,-0.09109765345580001
ACH-000040,-0.13235816197699998
ACH-000041,-0.05916634758219999
ACH-000042,0.144799308758
ACH-000045,0.0534237753003
ACH-000047,0.0236480382885
ACH-000052,0.112622806524
ACH-000053,-0.0729239523674
ACH-000054,0.0396316050322
ACH-000055,-0.22527668370700002
ACH-000060,0.019799400294700002
ACH-000067,-0.0114880546539
ACH-000070,-0.20060235453699998
ACH-000075,-0.0351994303681
ACH-000078,0.0239065931385
ACH-000082,-0.216502631028
ACH-000085,-0.0716201072443
ACH-000086,0.0610943494636
ACH-000087,-0.049680786069400004
ACH-000092,-0.154108540197
ACH-000095,-0.0334081197377
ACH-000097,-0.213330584102
ACH-000098,-0.145091482099
ACH-000099,0.12178933932199999
ACH-000108,0.149519523807
ACH-000113,-0.0314735904185
ACH-000115,-0.178145843396
ACH-000116,-0.087109361043
ACH-000118,-0.0388940459769
ACH-000120,0.027684614437799997
ACH-000123,-0.11335439674799999
ACH-000127,-0.217215481107
ACH-000128,0.0169073532599
ACH-000132,-0.09094109046039998
ACH-000133,-0.0846411481828
ACH-000137,-0.265688815968
ACH-000138,0.0818661184464
ACH-000142,-0.232602878858
ACH-000143,-0.046688098291600005
ACH-000146,-0.149168759
ACH-000148,-0.159762836432
ACH-000150,-0.24639133354000003
ACH-000152,0.101731296315
ACH-000153,-0.19907076967
ACH-000159,-0.0846165039845
ACH-000160,-0.0122073852099
ACH-000163,-0.123119873921
ACH-000167,-0.170529043409
ACH-000168,0.0273674447673
ACH-000169,-0.092945959199
ACH-000178,-0.0997563012981
ACH-000182,-0.05049959029519999
ACH-000183,-0.0719484063627
ACH-000188,-0.0371459687767
ACH-000189,-0.30996150026299996
ACH-000190,0.0653546098481
ACH-000198,-0.0242721173254
ACH-000204,-0.145096715232
ACH-000206,-0.301105178048
ACH-000207,0.00038228836823900005
ACH-000211,-0.175183017158
ACH-000215,-0.0807012234965
ACH-000221,-0.0238161568479
ACH-000222,-0.005561663382720001
ACH-000223,-0.026281879947099997
ACH-000226,-0.126181457608
ACH-000227,-0.0659463600379
ACH-000228,0.00880320001866
ACH-000231,-0.0948279464305
ACH-000232,-0.106226121898
ACH-000233,-0.121897297797
ACH-000234,-0.054861479409800004
ACH-000235,-0.08724279155510001
ACH-000237,-0.158137809962
ACH-000238,0.146484656245
ACH-000243,-0.128424479323
ACH-000244,0.162490416753
ACH-000246,0.0045681163305399996
ACH-000248,-0.163492819175
ACH-000250,-0.136044589729
ACH-000251,0.15316218689000002
ACH-000253,-0.00822860122062
ACH-000255,0.015360413133499999
ACH-000256,-0.027463928196400002
ACH-000257,-0.0612144773245
ACH-000258,0.17034220769900002
ACH-000259,-0.0423479894434
ACH-000260,-0.08196075195010001
ACH-000261,-0.2030133579
ACH-000262,-0.123705597629
ACH-000263,-0.302232591024
ACH-000264,-0.14370328040799998
ACH-000265,-0.0574108920244
ACH-000266,-0.0288136961029
ACH-000272,-0.06028941958430001
ACH-000273,0.00365064968008
ACH-000274,-0.203759861329
ACH-000277,0.06654594606
ACH-000278,0.028760365352099998
ACH-000279,0.045694772725400006
ACH-000280,-0.00688216717188
ACH-000281,0.0918391382901
ACH-000288,-0.0814181447833
ACH-000291,-0.0501402687184
ACH-000293,-0.0652531868436
ACH-000294,-0.08780423606519999
ACH-000295,-0.147887041503
ACH-000296,-0.28576834041099997
ACH-000302,0.0369485082173
ACH-000304,0.17735908239300002
ACH-000307,-0.0872405804913
ACH-000308,-0.128859871617
ACH-000310,-0.088800177485
ACH-000311,-0.144437480984
ACH-000312,-0.0117005888576
ACH-000315,-0.0071609698428900005
ACH-000316,-0.23637750215999997
ACH-000317,-0.06776343469440001
ACH-000318,-0.295484113981
ACH-000319,-0.106783859647
ACH-000320,-0.00551146013009
ACH-000322,-0.194887846044
ACH-000323,-0.004202118473159999
ACH-000324,-0.08420279337639999
ACH-000329,0.0027426504974499997
ACH-000330,-0.127349080011
ACH-000331,-0.0275907400432
ACH-000332,-0.106368493583
ACH-000334,-0.19153980420400002
ACH-000335,-0.0309085343633
ACH-000336,-0.117850532391
ACH-000337,-0.23416270086100002
ACH-000339,-0.059525628099499996
ACH-000341,-0.009634637887510001
ACH-000348,-0.172248043081
ACH-000350,-0.029083770822
ACH-000352,-0.0610341054143
ACH-000356,-0.236544808292
ACH-000361,-0.117994593684
ACH-000362,-0.125161674161
ACH-000363,-0.40326645244599996
ACH-000364,0.019136132312
ACH-000365,-0.238598452682
ACH-000366,-0.10478657145600001
ACH-000368,-0.0951475449304
ACH-000374,0.0030324583374000003
ACH-000375,-0.0999089334564
ACH-000376,-0.07155464808239999
ACH-000381,0.137354813534
ACH-000383,-0.061383179716
ACH-000387,-0.10156915387399999
ACH-000389,-0.155239555025
ACH-000390,-0.0665652839118
ACH-000393,-0.172540701928
ACH-000395,-0.0359021926506
ACH-000397,-0.045755786168
ACH-000401,-0.17042302336100001
ACH-000402,-0.334558706446
ACH-000403,-0.14279763607
ACH-000404,0.13092628969200001
ACH-000406,-0.15339763706100001
ACH-000407,-0.144836711989
ACH-000408,-0.0138813835171
ACH-000410,-0.0514307725198
ACH-000411,-0.174178713048
ACH-000414,0.0925738916858
ACH-000415,-0.174443100853
ACH-000416,-0.153494660535
ACH-000420,-0.128500850343
ACH-000421,-0.12993192142100002
ACH-000424,-0.34556407346699997
ACH-000425,-0.172612298394
ACH-000426,-0.048661011886
ACH-000427,0.0610660817951
ACH-000433,-0.400037849234
ACH-000436,-0.331346228846
ACH-000444,-0.119844474205
ACH-000445,0.0425074446858
ACH-000448,-0.161125623447
ACH-000450,-0.261767464895
ACH-000452,-0.0869582259007
ACH-000454,0.009874091676149999
ACH-000458,-0.237760011001
ACH-000459,-0.0769519461701
ACH-000460,-0.00416300062286
ACH-000461,-0.034212103393700004
ACH-000463,-0.12370570272
ACH-000464,-0.0484403257668
ACH-000466,-0.0321491633542
ACH-000467,-0.09869773361400001
ACH-000468,-0.107505262553
ACH-000469,-0.039530878640900005
ACH-000470,0.125430654256
ACH-000471,-0.126008848472
ACH-000472,-0.0325904520875
ACH-000473,0.139790757466
ACH-000475,-0.09765062150939999
ACH-000476,0.0735262111711
ACH-000477,-0.0507935667677
ACH-000480,-0.131799160756
ACH-000481,-0.0724334153786
ACH-000483,-0.264513530263
ACH-000484,-0.0921100612366
ACH-000485,-0.295908565744
ACH-000486,-0.19011018203
ACH-000487,0.130586328388
ACH-000488,-0.11121201880699999
ACH-000490,-0.154853305739
ACH-000491,0.00230116291658
ACH-000495,-0.156598496057
ACH-000496,-0.220673011219
ACH-000499,-0.350449505224
ACH-000500,-0.257426318094
ACH-000502,-0.0486684198735
ACH-000503,0.190276524683
ACH-000505,-0.044731036480800006
ACH-000507,-0.203803583835
ACH-000510,-0.389606792202
ACH-000511,0.0730463264096
ACH-000512,0.075511165834
ACH-000516,-0.21901314332600003
ACH-000517,-0.157122716993
ACH-000518,0.0162489281551
ACH-000520,-0.13815751395099998
ACH-000521,0.0069731280682599995
ACH-000522,-0.242561780915
ACH-000524,0.0255154865552
ACH-000527,-0.11449488682
ACH-000528,-0.184067133922
ACH-000537,-0.0897063215538
ACH-000541,-0.06669620914
ACH-000542,-0.156395422753
ACH-000544,0.00722829003056
ACH-000545,-0.022795650553700003
ACH-000547,-0.23868966189100002
ACH-000548,-0.199311505716
ACH-000549,-0.267363647756
ACH-000550,-0.215810880522
ACH-000552,0.00498911311338
ACH-000556,-0.29881860480300004
ACH-000557,-0.0230277890365
ACH-000570,-0.0727605739848
ACH-000571,-0.0741382358285
ACH-000573,-0.056280223450499996
ACH-000576,-0.094506135553
ACH-000580,0.0255698780441
ACH-000584,0.044832807242099995
ACH-000585,-0.075464747021
ACH-000588,-0.05673902880059999
ACH-000589,-0.0129113331835
ACH-000591,-0.15913917093399998
ACH-000593,-0.04914627023490001
ACH-000600,-0.0851961113271
ACH-000601,-0.12639827862199998
ACH-000604,-0.0268985178962
ACH-000605,-0.166331158779
ACH-000606,-0.278043348907
ACH-000608,-0.0216678766575
ACH-000614,-0.23184058955200001
ACH-000616,-0.16695518639499998
ACH-000618,-0.117603621148
ACH-000619,0.047020171865
ACH-000620,-0.159331438424
ACH-000621,-0.117448711437
ACH-000622,0.0989958921761
ACH-000623,-0.08039376145039999
ACH-000624,-0.198969251254
ACH-000627,0.0713017588793
ACH-000630,-0.0751221499222
ACH-000632,-0.101968703001
ACH-000633,0.0415088051722
ACH-000637,-0.240221644627
ACH-000638,-0.120256954586
ACH-000646,-0.0421186473856
ACH-000647,-0.008682277761319999
ACH-000648,-0.171573526206
ACH-000649,0.0120197343525
ACH-000651,-0.15229302798699998
ACH-000652,-0.0784922731593
ACH-000653,-0.344914421335
ACH-000657,0.0395121835409
ACH-000658,0.058294455653599996
ACH-000661,-0.224867075695
ACH-000662,-0.195974485423
ACH-000663,-0.20595321903900002
ACH-000665,-0.16910851882800002
ACH-000671,-0.043996503352
ACH-000673,-0.187593895796
ACH-000676,-0.0604796898049
ACH-000677,-0.0861212821582
ACH-000681,-0.0848619162868
ACH-000682,0.0263362494121
ACH-000683,-0.317844023086
ACH-000684,-0.211761935575
ACH-000688,-0.0048895267830100005
ACH-000693,-0.015152612880299999
ACH-000694,-0.08982180184939999
ACH-000695,-0.240455161587
ACH-000696,0.0390956151786
ACH-000697,-0.0782630624364
ACH-000699,-0.145809540455
ACH-000701,-0.167847980414
ACH-000706,-0.0301960110831
ACH-000711,-0.0279692418917
ACH-000713,-0.360706446531
ACH-000714,-0.30418340401099997
ACH-000718,-0.059569822911
ACH-000720,0.07335621959319999
ACH-000721,-0.0412134392
ACH-000724,-0.16690523023499998
ACH-000725,-0.276043170584
ACH-000732,-0.18155266554299998
ACH-000734,-0.00610523715521
ACH-000735,-0.0344812920409
ACH-000736,-0.12216197039200001
ACH-000738,-0.18946190740200003
ACH-000746,-0.13051197176100002
ACH-000747,-0.12071118324100001
ACH-000748,0.028752724155700002
ACH-000753,-0.0827903881703
ACH-000756,-0.0825217376546
ACH-000757,-0.11780103398700001
ACH-000758,-0.119822122315
ACH-000760,-0.176883618053
ACH-000763,-0.18505677125999997
ACH-000764,0.015142133765499999
ACH-000765,-0.24923703032400002
ACH-000766,-0.23649803475
ACH-000767,-0.26054397918600003
ACH-000768,-0.0837089496044
ACH-000769,-0.157981374817
ACH-000770,-0.0729320494577
ACH-000771,-0.122068393001
ACH-000773,0.00394014467154
ACH-000776,-0.330405843227
ACH-000777,0.0899700715907
ACH-000778,-0.18827405805999997
ACH-000781,-0.073954611794
ACH-000782,-0.21975374609700002
ACH-000783,-0.203930569531
ACH-000784,-0.126414092167
ACH-000785,-0.108084684157
ACH-000787,-0.0562784686433
ACH-000788,-0.127579455446
ACH-000791,-0.19424435942600002
ACH-000792,0.0539162891261
ACH-000794,-0.16335544790200002
ACH-000796,0.12314514026699999
ACH-000799,-0.0576593953344
ACH-000800,-0.13696942185900002
ACH-000802,0.010576814297799999
ACH-000804,-0.0241033683526
ACH-000805,-0.0699126343492
ACH-000809,-0.0364620130193
ACH-000810,-0.0872265264241
ACH-000811,-0.0793701189397
ACH-000817,-0.08153099455080001
ACH-000819,-0.24976984482500003
ACH-000820,-0.0653966752981
ACH-000821,-0.04588979284530001
ACH-000822,0.00645885602026
ACH-000823,0.127715927232
ACH-000824,0.029574291692099998
ACH-000827,-0.0681223675528
ACH-000829,-0.183074087485
ACH-000831,-0.08390425210699999
ACH-000832,-0.129855885483
ACH-000833,-0.170559268124
ACH-000834,-0.23765487972
ACH-000835,0.00227026892113
ACH-000836,-0.22334971132800002
ACH-000837,0.0616300838454
ACH-000838,-0.038599387520699996
ACH-000839,0.12279496588099999
ACH-000840,-0.298441840163
ACH-000841,-0.0306381179402
ACH-000843,-0.0383743639138
ACH-000846,-0.265956950642
ACH-000847,0.0796027823086
ACH-000848,-0.20016261134899999
ACH-000849,0.0386216937825
ACH-000851,-0.317649282521
ACH-000855,-0.0343960561846
ACH-000856,-0.194762650123
ACH-000858,-0.21869378258400002
ACH-000859,0.0828254290002
ACH-000861,-0.062222022643
ACH-000862,0.055522074249400005
ACH-000865,-0.113939791404
ACH-000866,0.00963223072132
ACH-000867,-0.17510544140599998
ACH-000869,-0.303874262716
ACH-000872,-0.22018538270100002
ACH-000873,-0.034494978717199996
ACH-000876,-0.217747115318
ACH-000878,0.297278149439
ACH-000880,-0.0991445765174
ACH-000881,-0.041266281660899996
ACH-000882,-0.08262338153960001
ACH-000884,0.026921521216700002
ACH-000885,-0.024397801841400002
ACH-000887,0.0123310675007
ACH-000888,-0.149642743883
ACH-000889,-0.068169703071
ACH-000890,-0.122997362353
ACH-000896,-0.0592682194563
ACH-000898,-0.250662559078
ACH-000900,-0.132653989597
ACH-000901,-0.211880906655
ACH-000905,-0.11775732085400001
ACH-000906,0.0358346497302
ACH-000907,-0.170631503882
ACH-000910,-0.0345963401751
ACH-000911,0.0044678292101400004
ACH-000912,-0.146793062063
ACH-000913,-0.047511804107999996
ACH-000915,-0.13022781685999998
ACH-000916,-0.0133960170184
ACH-000917,-0.09067128597000002
ACH-000921,0.0169528029986
ACH-000924,-0.0609335586845
ACH-000926,-0.0142592546813
ACH-000928,-0.0406898385336
ACH-000929,-0.110991176753
ACH-000932,-0.0995880168214
ACH-000935,-0.100027546533
ACH-000936,-0.10200756499500001
