,H3F3A (3020)
ACH-000661,-0.659498034614
ACH-000662,-0.664521604377
ACH-000663,-0.657524424617
ACH-000665,-0.5362038896419999
ACH-000671,-0.661509051014
ACH-000673,-0.704205871619
ACH-000676,-0.6315730378050001
ACH-000677,-1.0588704579600001
ACH-000681,-0.563527610279
ACH-000682,-0.6890119805859999
ACH-000683,-0.580172935658
ACH-000684,-0.5916068353180001
ACH-000688,-0.551761050811
ACH-000693,-0.730652997845
ACH-000694,-0.7462938216349999
ACH-000695,-0.911127749824
ACH-000696,-0.8147073266249999
ACH-000697,-0.45298162931100006
ACH-000699,-0.617705169361
ACH-000701,-0.6929166074140001
ACH-000706,-0.7218463985879999
ACH-000711,-0.869421649439
ACH-000713,-0.6220548154600001
ACH-000714,-0.666729161619
ACH-000718,-0.6533896299849999
ACH-000720,-0.524991948399
ACH-000721,-0.7173350636660001
ACH-000724,-0.667732990256
ACH-000725,-0.8502033921080001
ACH-000732,-0.935821150175
ACH-000734,-0.754239623574
ACH-000735,-0.84128620965
ACH-000736,-0.9226798650660001
ACH-000738,-0.781171098714
ACH-000746,-0.512571899413
ACH-000747,-0.555775290823
ACH-000748,-0.742451075281
ACH-000753,-0.721870822414
ACH-000756,-0.9645176966600001
ACH-000757,-0.480710437607
ACH-000758,-0.724269767095
ACH-000760,-0.629665415495
ACH-000763,-1.01976727949
ACH-000764,-0.615616633915
ACH-000765,-0.606671178266
ACH-000766,-0.795214511825
ACH-000767,-0.286667757621
ACH-000768,-0.907161458708
ACH-000769,-0.509274669617
ACH-000770,-0.7310841290719999
ACH-000771,-0.723429441859
ACH-000773,-0.80011333138
ACH-000776,-0.869502687686
ACH-000777,-0.642750811471
ACH-000778,-0.6582499432109999
ACH-000781,-0.665959132262
ACH-000782,-0.98638745409
ACH-000783,-0.8063381857269999
ACH-000784,-0.525042532311
ACH-000785,-0.680059228933
ACH-000787,-0.565820827244
ACH-000788,-0.735069348235
ACH-000791,-0.7368515335320001
ACH-000792,-0.750934729729
ACH-000794,-0.8124197378720001
ACH-000796,-0.555142845282
ACH-000799,-0.390640588995
ACH-000800,-0.993324522591
ACH-000802,-0.71956069514
ACH-000804,-0.812355895583
ACH-000805,-0.84318627568
ACH-000809,-0.870490821077
ACH-000810,-0.6437015790199999
ACH-000811,-0.454292343862
ACH-000817,-0.696382745456
ACH-000819,-0.638833455757
ACH-000820,-0.587800491898
ACH-000821,-1.2677576214
ACH-000822,-0.543036134962
ACH-000823,-0.529404865221
ACH-000824,-0.891748027034
ACH-000827,-0.661482998978
ACH-000829,-0.668690107863
ACH-000831,-0.666621144084
ACH-000832,-0.7638382924349999
ACH-000833,-0.66991248062
ACH-000834,-0.729336847071
ACH-000835,-0.670126090672
ACH-000836,-0.184056799207
ACH-000837,-0.731403640257
ACH-000838,-0.283607168084
ACH-000839,-0.809364995653
ACH-000840,-0.643592228635
ACH-000841,-0.569461650944
ACH-000843,-0.7179931170749999
ACH-000846,-0.818272398591
ACH-000847,-0.5793782579119999
ACH-000848,-0.5788510933309999
ACH-000849,-0.722183974267
ACH-000851,-0.609222976064
ACH-000855,-0.798787152874
ACH-000856,-0.625320676496
ACH-000858,-0.517364075102
ACH-000859,-0.7377215978139999
ACH-000861,-0.41743534619999995
ACH-000862,-0.70438138212
ACH-000865,-0.681345187591
ACH-000866,-0.869169158536
ACH-000867,-0.46038587064400005
ACH-000869,-0.6437666015969999
ACH-000872,-0.548347501646
ACH-000873,-0.562341220174
ACH-000876,-0.8832460130490001
ACH-000878,-0.727518090397
ACH-000880,-0.36098290772799996
ACH-000881,-0.795274727195
ACH-000882,-0.548724669867
ACH-000884,-0.772922591476
ACH-000885,-0.6751087398469999
ACH-000887,-0.7779782119320001
ACH-000888,-0.882748837799
ACH-000889,-0.6520991269349999
ACH-000890,-0.664530016238
ACH-000896,-0.768494503714
ACH-000898,-0.557507904266
ACH-000900,-0.689073206408
ACH-000901,-0.583866569687
ACH-000905,-0.804265921629
ACH-000906,-0.755366595673
ACH-000907,-0.718587471355
ACH-000910,-0.757147239095
ACH-000911,-0.81174645988
ACH-000912,-0.7656296398610001
ACH-000913,-0.6854516101270001
ACH-000915,-0.7764153978499999
ACH-000916,-0.463425341308
ACH-000917,-0.573188030462
ACH-000921,-0.6888553955079999
ACH-000924,-0.5867478649800001
ACH-000926,-0.7450123539740001
ACH-000928,-0.855718557331
ACH-000929,-0.832064412564
ACH-000932,-0.86858681109
ACH-000935,-0.36976748037100005
ACH-000936,-0.608113241786
ACH-000937,-1.1181620129
ACH-000938,-0.9913458013650001
ACH-000939,-0.44875227580399996
ACH-000941,-0.690004781356
ACH-000943,-0.682191181608
ACH-000946,-0.759847451342
ACH-000947,-0.9476184938879999
ACH-000948,-0.771075469181
ACH-000950,-0.640934793894
ACH-000953,-0.89258739405
ACH-000957,-0.5130424237100001
ACH-000958,-1.02729763418
ACH-000960,-0.7198037579269999
ACH-000963,-0.754127827093
ACH-000968,-0.860419466319
ACH-000969,-0.8994974802050001
ACH-000973,-0.7275409564030001
ACH-000974,-0.905251626294
ACH-000975,-0.54629179139
ACH-000976,-0.687783968654
ACH-000978,-0.6510865999059999
ACH-000980,-0.51336718782
ACH-000984,-0.6676079014490001
ACH-000986,-0.678901246356
ACH-000988,-0.973546249697
ACH-000993,-0.740584956652
ACH-000994,-0.583102776475
ACH-000996,-1.38870798117
ACH-001001,-0.825335032112
ACH-001020,-0.261969628989
ACH-001028,-0.797871990625
ACH-001031,-0.191768593108
ACH-001038,-0.649440032258
ACH-001048,-0.7093554946230001
ACH-001050,-0.708908598196
ACH-001053,-0.916790639561
ACH-001054,-0.8549567616920001
ACH-001061,-0.676923725975
ACH-001067,-0.666636584632
ACH-001075,-0.578778941636
ACH-001096,-0.866290749753
ACH-001128,0.538053152523
ACH-001134,-0.762036561943
ACH-001151,-0.644824505914
ACH-001163,-0.754219894658
ACH-001164,-0.873330660846
ACH-001173,-0.762695691574
ACH-001183,-0.7780435445839999
ACH-001184,-0.597615264807
ACH-001190,-0.841467016148
ACH-001192,-0.836391913593
ACH-001193,-0.871107751483
ACH-001196,-0.401927949486
ACH-001197,-0.661114631427
ACH-001205,-0.724112916329
ACH-001211,-0.315307497855
ACH-001212,-1.17210728212
ACH-001228,-1.03361161597
ACH-001232,-0.527143555602
ACH-001239,-0.912746047972
ACH-001274,-1.01987430522
ACH-001275,-0.740700306888
ACH-001277,-0.420388906964
ACH-001278,-0.89545272129
ACH-001280,-0.9371008349339999
ACH-001283,-0.811557408797
ACH-001289,-0.9272072982439999
ACH-001295,-0.9141407372600001
ACH-001300,-0.611598787373
ACH-001301,-0.666775224286
ACH-001302,-0.644683400257
ACH-001303,-0.7798300444580001
ACH-001306,-0.36019191111000004
ACH-001318,-1.0073482379899998
ACH-001322,-0.930698980247
ACH-001328,-0.620162308658
ACH-001332,-0.400259559846
ACH-001333,-0.525328819915
ACH-001336,-0.661027917124
ACH-001340,-0.849841818106
ACH-001346,-0.771371083099
ACH-001353,-0.759649723634
ACH-001354,-1.46720537814
ACH-001367,-0.29859410144000004
ACH-001368,-0.7856786681100001
ACH-001374,-0.8402481686740001
ACH-001375,-0.80224461707
ACH-001377,-0.725493967554
ACH-001380,-0.7746520731559999
ACH-001391,-0.815513889142
ACH-001407,-0.664040883968
ACH-001408,-0.8984857496879999
ACH-001413,-0.5665006277929999
ACH-001430,-0.711482246786
ACH-001431,-0.8092566687549999
ACH-001450,-0.9579535660690001
ACH-001496,-0.37096942957699997
ACH-001500,-0.471395752408
ACH-001521,-1.08573390607
ACH-001523,-0.8178906816220001
ACH-001532,-0.884121482811
ACH-001536,-0.58667227224
ACH-001550,-0.316698144937
ACH-001552,-0.423115413143
ACH-001554,-0.634832533035
ACH-001645,-0.440968675028
ACH-001654,-0.726009077724
ACH-001715,-0.859508971772
ACH-001735,-0.535708252689
ACH-001736,-0.784759796984
ACH-001737,-1.34671817276
ACH-001740,-0.7097873927789999
ACH-001745,-0.688391250975
ACH-001750,-0.822829592039
ACH-001765,-0.822896177251
ACH-001956,-0.710498511821
ACH-001957,-0.8078671920810001
