,HTR2B (3357)
ACH-000004,-0.00263359040115
ACH-000007,-0.0031644732355799996
ACH-000009,-0.202424860657
ACH-000011,0.0007086186693999999
ACH-000012,-0.142811422028
ACH-000013,-0.0654831442327
ACH-000014,0.0375072489566
ACH-000015,-0.0126958334203
ACH-000017,0.0704828724077
ACH-000018,-0.0069381694508199995
ACH-000019,0.04272542470980001
ACH-000021,-0.000539152595316
ACH-000022,0.0231660873489
ACH-000025,-0.164589340578
ACH-000028,-0.129572743557
ACH-000030,0.08887705521160001
ACH-000035,0.111643690888
ACH-000036,-0.11937934330399999
ACH-000037,0.150305259049
ACH-000039,0.08143630914750001
ACH-000040,-0.20432047744600002
ACH-000041,-0.042138654465100005
ACH-000042,-0.100406451362
ACH-000045,-0.0045256666169700005
ACH-000047,-0.00589124187989
ACH-000052,0.0812822943263
ACH-000053,-0.131379995937
ACH-000054,-0.193907551879
ACH-000055,-0.350381328627
ACH-000060,0.000766283282131
ACH-000067,0.00144772748406
ACH-000070,-0.145802454498
ACH-000075,-0.024823434736200002
ACH-000078,-0.0433130996457
ACH-000082,-0.081084912917
ACH-000085,-0.118048281831
ACH-000086,-0.0150543089442
ACH-000087,-0.18579509521600002
ACH-000092,-0.12103268909000002
ACH-000095,-0.107280208571
ACH-000097,-0.09890840253739999
ACH-000098,-0.11485087875
ACH-000099,-0.020699223250400002
ACH-000108,-0.236797671048
ACH-000113,-0.10185851597300001
ACH-000115,0.0184707689007
ACH-000116,0.0112211778692
ACH-000118,-0.149840010941
ACH-000120,-0.157355760679
ACH-000123,0.0874709020775
ACH-000127,0.046204966349300006
ACH-000128,0.0595628562478
ACH-000132,0.14336155184399998
ACH-000133,-0.299684519134
ACH-000137,-0.150373426182
ACH-000138,-0.183086822965
ACH-000142,-0.0157607008025
ACH-000143,0.18144045060199998
ACH-000146,-0.08923896854
ACH-000148,0.08419822538669999
ACH-000150,-0.0722769875502
ACH-000152,-0.080840706464
ACH-000153,0.17418550247900003
ACH-000159,0.09655255785700001
ACH-000160,-0.125611899488
ACH-000163,-0.17713595372000002
ACH-000167,-0.354514145102
ACH-000168,-0.194222240622
ACH-000169,-0.0127574221357
ACH-000178,-0.131728780919
ACH-000182,-0.09484605195599999
ACH-000183,-0.011610137346
ACH-000188,-0.014241804326200001
ACH-000189,-0.286708956694
ACH-000190,-0.109381224898
ACH-000198,0.12364023507
