,TBX15 (6913)
ACH-000004,-0.0981107908894
ACH-000007,-0.0277398521171
ACH-000009,-0.0824328787544
ACH-000011,-0.0418443830287
ACH-000012,-0.048481737465199994
ACH-000013,-0.127986324257
ACH-000014,-0.0330943114835
ACH-000015,-0.17840500456500002
ACH-000017,0.00545933757607
ACH-000018,-0.231600947299
ACH-000019,0.0175000779587
ACH-000021,-0.150673680519
ACH-000022,-0.10223798919
ACH-000025,-0.21257368774399998
ACH-000028,-0.293997001263
ACH-000030,-0.218663232811
ACH-000035,-0.325643587736
ACH-000036,0.11030345941099999
ACH-000037,-0.234922662965
ACH-000039,0.256125079101
ACH-000040,-0.131552672071
ACH-000041,0.0257693571672
ACH-000042,-0.0359963047265
ACH-000045,-0.211671914171
ACH-000047,-0.0907437685428
ACH-000052,-0.21213757915800002
ACH-000053,-0.038342261477600004
ACH-000054,-0.147522676782
ACH-000055,0.16660137702800001
ACH-000060,-0.0453938240104
ACH-000067,-0.11393987922
ACH-000070,-0.168824927564
ACH-000075,-0.0801982970405
ACH-000078,-0.184321071195
ACH-000082,-0.128551628941
ACH-000085,0.134842973664
ACH-000086,-0.00915241690281
ACH-000087,-0.459905884845
ACH-000092,-0.16663048983200002
ACH-000095,-0.0901792111491
ACH-000097,-0.0854666463352
ACH-000098,-0.14279557953400002
ACH-000099,-0.0579817195653
ACH-000108,0.0550323358635
ACH-000113,-0.121957007266
ACH-000115,-0.13057014373700002
ACH-000116,0.0026456092668800005
ACH-000118,-0.195108351193
ACH-000120,0.0807230165523
ACH-000123,-0.0976567108804
ACH-000127,-0.00286343904907
ACH-000128,-0.18959974488899997
ACH-000132,-0.266817559912
ACH-000133,-0.167164145135
ACH-000137,-0.32465116975200004
ACH-000138,0.00345718305616
ACH-000142,-0.267275614997
ACH-000143,0.0955688227389
ACH-000146,-0.052461198484100004
ACH-000148,-0.0330566108736
ACH-000150,-0.201203971436
ACH-000152,-0.25105307424199996
ACH-000153,-0.029764764347599997
ACH-000159,-0.163951511475
ACH-000160,-0.0841432566766
ACH-000163,-0.169105754025
ACH-000167,-0.268705201294
ACH-000168,-0.08908054826850001
ACH-000169,-0.243004575273
ACH-000178,-0.116653804703
ACH-000182,0.134288284354
ACH-000183,-0.0886876979508
ACH-000188,-0.15717779614
ACH-000189,-0.330250852912
ACH-000190,-0.024274105379499998
ACH-000198,-0.11682871614
ACH-000204,-0.206352335612
ACH-000206,-0.269009146052
ACH-000207,-0.457914052965
ACH-000211,-0.130943978951
ACH-000215,0.0107163745669
ACH-000221,-0.22002725681200003
ACH-000222,0.107315399497
ACH-000223,0.0750258068815
ACH-000226,-0.15218310655
ACH-000227,-0.159663773063
ACH-000228,-0.141183021081
ACH-000231,-0.0634292325009
ACH-000232,0.0349330787208
ACH-000233,-0.163609976766
ACH-000234,-0.038000019713199995
ACH-000235,-0.0310009867613
ACH-000237,-0.12293141479900001
ACH-000238,-0.18686226828699998
ACH-000243,-0.0886798532086
ACH-000244,0.0719304677037
ACH-000246,0.03820293015219999
ACH-000248,-0.17805102827999997
ACH-000250,-0.038257697600199994
ACH-000251,0.182145114797
ACH-000253,-0.177270851596
ACH-000255,-0.0381276905887
ACH-000256,-0.0952113062284
ACH-000257,-0.0901594872771
ACH-000258,0.119733011937
ACH-000259,-0.101134544404
ACH-000260,-0.052415945198
ACH-000261,-0.211583501238
ACH-000262,-0.0768233498749
ACH-000263,0.12064852818399999
ACH-000264,-0.0343020313894
ACH-000265,-0.06392635738369999
ACH-000266,-0.0346329444842
ACH-000272,-0.0792099081044
ACH-000273,-0.015781505618200003
ACH-000274,0.007182423403
ACH-000277,-0.167894505465
ACH-000278,0.08299182240349999
ACH-000279,-0.0722752617926
ACH-000280,-0.03690693065680001
ACH-000281,0.11016250729699999
ACH-000288,-0.17483169622699998
ACH-000291,-0.17418625598200002
ACH-000293,0.10992766782199999
ACH-000294,0.141983407601
ACH-000295,0.0350335823996
ACH-000296,-0.12627607755
ACH-000302,-0.25023349091999997
ACH-000304,0.0609291685272
ACH-000307,0.10696120265100001
ACH-000308,-0.08568012181260001
ACH-000310,-0.040882538408
ACH-000311,-0.13223479617999997
ACH-000312,-0.012290279444600002
ACH-000315,0.156455543305
ACH-000316,-0.15244076848500002
ACH-000317,-0.0642453998694
ACH-000318,0.045581084038899995
ACH-000319,-0.207839511652
ACH-000320,-0.252964489891
ACH-000322,0.0682407754287
ACH-000323,-0.328189624053
ACH-000324,-0.005177291896770001
ACH-000329,-0.17267845798700002
ACH-000330,-0.08541587045669999
ACH-000331,-0.0933136187803
ACH-000332,-0.09938482349710001
ACH-000334,-0.08783835180510001
ACH-000335,-0.582680059575
ACH-000336,0.013398878256299998
ACH-000337,-0.00412749864235
ACH-000339,-0.10422415933800001
ACH-000341,-0.19458101085
ACH-000348,-0.0555581871533
ACH-000350,0.0181473525356
ACH-000352,-0.193671554662
ACH-000356,0.00488244735786
ACH-000361,-0.126604992065
ACH-000362,-0.07018361141210001
ACH-000363,-0.0887534216952
ACH-000364,0.0898240332629
ACH-000365,0.0035385746289299997
ACH-000366,-0.0684916219728
ACH-000368,-0.16838505406100002
ACH-000374,-0.0950011267845
ACH-000375,0.0197165189283
ACH-000376,-0.0500221903302
ACH-000381,-0.188724818269
ACH-000383,-0.09580164968180001
ACH-000387,-0.0792808769234
ACH-000389,-0.107222627333
ACH-000390,-0.106731264436
ACH-000393,-0.182021542357
ACH-000395,0.0194285993197
ACH-000397,-0.149464711009
ACH-000401,0.0201727040033
ACH-000402,-0.00876066531027
ACH-000403,-0.037489328695999996
ACH-000404,-0.0453702710948
ACH-000406,-0.022708359104
ACH-000407,-0.24902839923300002
ACH-000408,-0.167936866423
ACH-000410,-0.136280936843
ACH-000411,0.0201560003656
ACH-000414,-0.0517516380643
ACH-000415,-0.165691091063
ACH-000416,-0.068569727297
ACH-000420,-0.132408853997
ACH-000421,0.00865082431199
ACH-000424,0.0405763841154
ACH-000425,-0.020488755308
ACH-000426,0.00412704319417
ACH-000427,-0.12355737050999999
ACH-000433,-0.0706958317048
ACH-000436,-0.134405318762
ACH-000444,0.0595078026277
ACH-000445,-0.23600129614100002
ACH-000448,-0.14025859941
ACH-000450,-0.0120053289026
ACH-000452,0.010999876728000001
ACH-000454,-0.33892977640199995
ACH-000458,-0.113598774321
ACH-000459,0.35687443253
ACH-000460,-0.0532469252762
ACH-000461,-0.182347723961
ACH-000463,-0.0854328151172
ACH-000464,-0.159141471191
ACH-000466,-0.246205131814
ACH-000467,-0.142675613846
ACH-000468,-0.23351225411999996
ACH-000469,-0.0882323937455
ACH-000470,-0.120105800605
ACH-000471,-0.15982640729
ACH-000472,0.010348843040200001
ACH-000473,-0.09340984841040001
ACH-000475,0.0064270393652
ACH-000476,-0.120781705133
ACH-000477,0.0209852239788
ACH-000480,0.05075379602
ACH-000481,-0.15254034972000002
ACH-000483,0.0380997207372
ACH-000484,-0.0940648448363
ACH-000485,-0.033755424470900006
ACH-000486,-0.120956501725
ACH-000487,-0.11472577630999999
ACH-000488,-0.07408181369519999
ACH-000490,-0.20626590235599998
ACH-000491,-0.274604738606
ACH-000495,-0.323215416463
ACH-000496,-0.340652567443
ACH-000499,0.176412300394
ACH-000500,-0.145325494835
ACH-000502,-0.06161635147419999
ACH-000503,-0.035889722577199995
ACH-000505,-0.151720789574
ACH-000507,-0.07857382055460001
ACH-000510,0.00135536292919
ACH-000511,0.0232057714426
ACH-000512,0.026898190542900005
ACH-000516,-0.100023963377
ACH-000517,-0.016557010521
ACH-000518,-0.0381525096314
ACH-000520,-0.151785099394
ACH-000521,-0.28411742451099997
ACH-000522,-0.235354594152
ACH-000524,0.0226722553804
ACH-000527,0.020941279880900002
ACH-000528,0.0675929559384
ACH-000537,-0.0038811432716099998
ACH-000541,-0.242561568843
ACH-000542,-0.185738424144
