,FHIT (2272)
ACH-000004,0.162747290419
ACH-000007,0.109087898322
ACH-000009,0.10538298773499999
ACH-000011,0.30464321156
ACH-000012,0.054452455786800004
ACH-000013,0.0643475772988
ACH-000014,0.044401445269800006
ACH-000015,0.160329846477
ACH-000017,0.151570258004
ACH-000018,-0.0589264132627
ACH-000019,0.24266352679900002
ACH-000021,0.0559225838831
ACH-000022,0.0202810111695
ACH-000025,0.12680084484999998
ACH-000028,-0.0334134894282
ACH-000030,0.15231136984500002
ACH-000035,0.14848754809
ACH-000036,0.034464875385199996
ACH-000037,-0.050735668886299996
ACH-000039,0.27732309029
ACH-000040,0.19433472746199998
ACH-000041,0.0691427653784
ACH-000042,0.0369920382395
ACH-000045,0.108179982058
ACH-000047,0.154186695643
ACH-000052,0.244321560598
ACH-000053,0.0389563337113
ACH-000054,0.0381625092216
ACH-000055,0.18193888502099997
ACH-000060,-0.0430035306422
ACH-000067,0.016139138158
ACH-000070,0.046562956270900006
ACH-000075,0.0469631899205
ACH-000078,-0.0331252997327
ACH-000082,-0.0483126009541
ACH-000085,-0.042343905495499996
ACH-000086,0.0808731112313
ACH-000087,0.258587776957
ACH-000092,0.130919948216
ACH-000095,0.135964476124
ACH-000097,0.102771548169
ACH-000098,-0.0121703176899
ACH-000099,0.019356927343
ACH-000108,0.0795801240608
ACH-000113,0.0783617169558
ACH-000115,-0.07194518372280001
ACH-000116,-0.05359906650230001
ACH-000118,0.0214455887557
ACH-000120,0.06329562400569999
ACH-000123,0.209078845194
ACH-000127,0.100174068644
ACH-000128,-0.011721414488099999
ACH-000132,0.0246959957258
ACH-000133,-0.009507289652459998
ACH-000137,-0.0242668640882
ACH-000138,0.179124124402
ACH-000142,-0.125455383164
ACH-000143,0.24490599972600002
ACH-000146,0.160353416017
ACH-000148,0.0948699339597
ACH-000150,0.12908436406999999
ACH-000152,0.0651570445905
ACH-000153,0.224513762625
ACH-000159,0.026718914385099997
ACH-000160,0.132448394877
ACH-000163,0.102108857414
